,date_time,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,precip_accum_set_1,heat_index_set_1d,relative_humidity_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,9.5,0.0,0.0,32.28,22.0,34.11,PPHC1,2100,-121.74694,40.99806
1,2018-08-01 00:15:00,9.47,,0.0,32.24,22.0,34.07,PPHC1,2100,-121.74694,40.99806
2,2018-08-01 00:30:00,9.49,,0.0,32.26,22.0,34.09,PPHC1,2100,-121.74694,40.99806
3,2018-08-01 00:45:00,8.86,,0.0,32.23,21.0,34.16,PPHC1,2100,-121.74694,40.99806
4,2018-08-01 01:00:00,11.36,,0.0,32.59,25.0,34.06,PPHC1,2100,-121.74694,40.99806
5,2018-08-01 01:15:00,12.72,,0.0,31.91,29.0,33.04,PPHC1,2100,-121.74694,40.99806
6,2018-08-01 01:30:00,14.56,,0.0,31.29,35.0,31.86,PPHC1,2100,-121.74694,40.99806
7,2018-08-01 01:45:00,14.53,,0.0,29.93,38.0,30.41,PPHC1,2100,-121.74694,40.99806
8,2018-08-01 02:00:00,14.39,,0.0,29.36,39.0,29.81,PPHC1,2100,-121.74694,40.99806
9,2018-08-01 02:15:00,14.75,,0.0,28.4,43.0,28.54,PPHC1,2100,-121.74694,40.99806
10,2018-08-01 02:30:00,14.8,,0.0,27.57,46.0,27.44,PPHC1,2100,-121.74694,40.99806
11,2018-08-01 02:45:00,14.7,,0.0,,48.0,26.62,PPHC1,2100,-121.74694,40.99806
12,2018-08-01 03:00:00,14.93,,0.0,,50.0,26.18,PPHC1,2100,-121.74694,40.99806
13,2018-08-01 03:15:00,14.97,,0.0,,52.0,25.57,PPHC1,2100,-121.74694,40.99806
14,2018-08-01 03:30:00,14.96,,0.0,,54.0,24.93,PPHC1,2100,-121.74694,40.99806
15,2018-08-01 03:45:00,14.41,,0.0,,54.0,24.34,PPHC1,2100,-121.74694,40.99806
16,2018-08-01 04:00:00,14.18,0.0,0.0,,55.0,23.79,PPHC1,2100,-121.74694,40.99806
17,2018-08-01 04:15:00,14.21,,0.0,,57.0,23.23,PPHC1,2100,-121.74694,40.99806
18,2018-08-01 04:30:00,14.06,,0.0,,58.0,22.78,PPHC1,2100,-121.74694,40.99806
19,2018-08-01 04:45:00,13.7,,0.0,,58.0,22.4,PPHC1,2100,-121.74694,40.99806
20,2018-08-01 05:00:00,13.59,0.0,0.0,,59.0,22.0,PPHC1,2100,-121.74694,40.99806
21,2018-08-01 05:15:00,13.75,,0.0,,61.0,21.63,PPHC1,2100,-121.74694,40.99806
22,2018-08-01 05:30:00,13.15,,0.0,,60.0,21.26,PPHC1,2100,-121.74694,40.99806
23,2018-08-01 05:45:00,13.13,,0.0,,61.0,20.97,PPHC1,2100,-121.74694,40.99806
24,2018-08-01 06:00:00,13.48,,0.0,,63.0,20.82,PPHC1,2100,-121.74694,40.99806
25,2018-08-01 06:15:00,13.26,,0.0,,63.0,20.58,PPHC1,2100,-121.74694,40.99806
26,2018-08-01 06:30:00,13.31,,0.0,,64.0,20.38,PPHC1,2100,-121.74694,40.99806
27,2018-08-01 06:45:00,13.22,,0.0,,65.0,20.04,PPHC1,2100,-121.74694,40.99806
28,2018-08-01 07:00:00,12.82,0.0,0.0,,64.0,19.87,PPHC1,2100,-121.74694,40.99806
29,2018-08-01 07:15:00,12.94,,0.0,,66.0,19.5,PPHC1,2100,-121.74694,40.99806
30,2018-08-01 07:30:00,12.67,,0.0,,66.0,19.21,PPHC1,2100,-121.74694,40.99806
31,2018-08-01 07:45:00,12.66,,0.0,,67.0,18.96,PPHC1,2100,-121.74694,40.99806
32,2018-08-01 08:00:00,12.68,0.0,0.0,,68.0,18.74,PPHC1,2100,-121.74694,40.99806
33,2018-08-01 08:15:00,12.5,,0.0,,68.0,18.56,PPHC1,2100,-121.74694,40.99806
34,2018-08-01 08:30:00,12.5,,0.0,,69.0,18.32,PPHC1,2100,-121.74694,40.99806
