,date_time,air_temp_low_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,air_temp_high_24_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 12:00:00,19.44,0.0,20.0,35.56,COOPCHUC1,185,-121.82,39.69
1,2018-08-02 13:00:00,17.78,0.0,17.78,35.0,COOPCHUC1,185,-121.82,39.69
2,2018-08-03 13:00:00,17.22,0.0,17.78,32.22,COOPCHUC1,185,-121.82,39.69
3,2018-08-04 13:00:00,16.11,0.0,16.11,35.0,COOPCHUC1,185,-121.82,39.69
4,2018-08-05 13:00:00,15.0,0.0,15.56,33.33,COOPCHUC1,185,-121.82,39.69
5,2018-08-06 13:00:00,14.44,0.0,14.44,31.11,COOPCHUC1,185,-121.82,39.69
6,2018-08-07 13:00:00,13.89,0.0,16.67,32.78,COOPCHUC1,185,-121.82,39.69
7,2018-08-08 13:00:00,16.11,0.0,17.22,33.89,COOPCHUC1,185,-121.82,39.69
8,2018-08-09 13:00:00,16.11,0.0,16.67,33.89,COOPCHUC1,185,-121.82,39.69
9,2018-08-10 13:00:00,16.67,0.0,17.78,36.11,COOPCHUC1,185,-121.82,39.69
10,2018-08-11 13:00:00,17.22,0.0,19.44,37.78,COOPCHUC1,185,-121.82,39.69
11,2018-08-12 13:00:00,15.56,0.0,16.11,35.0,COOPCHUC1,185,-121.82,39.69
12,2018-08-13 13:00:00,14.44,0.0,15.0,35.0,COOPCHUC1,185,-121.82,39.69
13,2018-08-14 13:00:00,14.44,0.0,16.67,35.0,COOPCHUC1,185,-121.82,39.69
14,2018-08-15 13:00:00,15.56,0.0,16.11,32.22,COOPCHUC1,185,-121.82,39.69
