,date_time,wind_cardinal_direction_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,SE,19.12,37.44,145.26,38.24,1.97,35.41,CQ010,85,-121.66861,39.32722
1,2018-08-01 01:00:00,SSW,21.79,39.34,197.12,45.97,0.7,35.08,CQ010,85,-121.66861,39.32722
2,2018-08-01 02:00:00,SSE,21.81,37.2,166.84,50.84,1.0,33.32,CQ010,85,-121.66861,39.32722
3,2018-08-01 03:00:00,S,21.76,35.01,169.12,56.04,0.77,31.56,CQ010,85,-121.66861,39.32722
4,2018-08-01 04:00:00,ESE,23.61,31.58,122.69,77.31,0.93,27.95,CQ010,85,-121.66861,39.32722
5,2018-08-01 05:00:00,ESE,23.25,,116.47,82.78,1.27,26.42,CQ010,85,-121.66861,39.32722
6,2018-08-01 06:00:00,SE,21.44,,124.07,78.81,1.35,25.4,CQ010,85,-121.66861,39.32722
7,2018-08-01 07:00:00,SE,20.09,,144.64,77.82,0.7,24.22,CQ010,85,-121.66861,39.32722
8,2018-08-01 08:00:00,ESE,20.0,,117.9,86.41,1.05,22.39,CQ010,85,-121.66861,39.32722
9,2018-08-01 09:00:00,SE,19.66,,127.76,89.38,0.66,21.49,CQ010,85,-121.66861,39.32722
10,2018-08-01 10:00:00,SE,19.51,,143.1,93.61,0.33,20.58,CQ010,85,-121.66861,39.32722
11,2018-08-01 11:00:00,S,14.84,,174.76,65.11,0.56,21.71,CQ010,85,-121.66861,39.32722
12,2018-08-01 12:00:00,ESE,16.3,,108.62,81.63,1.21,19.55,CQ010,85,-121.66861,39.32722
13,2018-08-01 13:00:00,ESE,16.26,,121.41,84.86,1.03,18.88,CQ010,85,-121.66861,39.32722
14,2018-08-01 14:00:00,SE,15.46,,123.93,83.17,1.18,18.39,CQ010,85,-121.66861,39.32722
15,2018-08-01 15:00:00,SE,14.8,,128.43,72.01,0.73,20.03,CQ010,85,-121.66861,39.32722
16,2018-08-01 16:00:00,S,13.66,,183.21,58.18,0.71,22.31,CQ010,85,-121.66861,39.32722
17,2018-08-01 17:00:00,SW,14.65,,219.25,52.29,0.85,25.13,CQ010,85,-121.66861,39.32722
18,2018-08-01 18:00:00,SW,15.68,27.79,216.88,48.54,0.57,27.49,CQ010,85,-121.66861,39.32722
19,2018-08-01 19:00:00,SE,16.03,29.25,144.77,45.08,0.8,29.13,CQ010,85,-121.66861,39.32722
20,2018-08-01 20:00:00,SW,16.86,32.2,228.54,40.53,1.05,31.88,CQ010,85,-121.66861,39.32722
21,2018-08-01 21:00:00,SSE,14.9,31.8,155.98,34.97,1.69,32.26,CQ010,85,-121.66861,39.32722
22,2018-08-01 22:00:00,SSE,14.38,31.7,159.53,33.65,2.08,32.34,CQ010,85,-121.66861,39.32722
23,2018-08-01 23:00:00,SE,15.51,32.73,132.35,34.94,2.95,32.96,CQ010,85,-121.66861,39.32722
24,2018-08-02 00:00:00,SSE,17.4,33.41,147.2,39.8,2.74,32.79,CQ010,85,-121.66861,39.32722
25,2018-08-02 01:00:00,S,19.02,33.82,184.92,45.32,1.04,32.31,CQ010,85,-121.66861,39.32722
26,2018-08-02 02:00:00,SSE,19.64,32.95,155.59,50.31,0.79,31.16,CQ010,85,-121.66861,39.32722
27,2018-08-02 03:00:00,SE,21.61,31.75,128.36,64.35,1.09,29.01,CQ010,85,-121.66861,39.32722
28,2018-08-02 04:00:00,SE,21.08,28.43,127.25,71.44,1.45,26.68,CQ010,85,-121.66861,39.32722
29,2018-08-02 05:00:00,SE,19.55,,136.36,69.83,1.48,25.47,CQ010,85,-121.66861,39.32722
30,2018-08-02 06:00:00,SSE,17.41,,149.3,63.23,1.5,24.89,CQ010,85,-121.66861,39.32722
31,2018-08-02 07:00:00,SSE,16.09,,146.66,63.99,1.1,23.31,CQ010,85,-121.66861,39.32722
32,2018-08-02 08:00:00,SE,15.1,,144.51,64.19,1.59,22.22,CQ010,85,-121.66861,39.32722
33,2018-08-02 09:00:00,SSE,13.07,,160.14,55.94,1.19,22.32,CQ010,85,-121.66861,39.32722
34,2018-08-02 10:00:00,SSE,12.69,,152.06,60.63,0.95,20.61,CQ010,85,-121.66861,39.32722
35,2018-08-02 11:00:00,SE,13.41,,129.23,71.88,1.13,18.62,CQ010,85,-121.66861,39.32722
36,2018-08-02 12:00:00,ESE,13.28,,123.02,77.53,1.2,17.27,CQ010,85,-121.66861,39.32722
37,2018-08-02 13:00:00,ESE,13.15,,121.91,80.33,0.72,16.58,CQ010,85,-121.66861,39.32722
38,2018-08-02 14:00:00,SSE,12.39,,151.49,74.62,1.64,16.96,CQ010,85,-121.66861,39.32722
39,2018-08-02 15:00:00,SSE,13.13,,158.84,75.76,0.68,17.49,CQ010,85,-121.66861,39.32722
40,2018-08-02 16:00:00,SSW,12.37,,196.42,61.91,0.7,19.93,CQ010,85,-121.66861,39.32722
41,2018-08-02 17:00:00,SSE,12.02,,156.33,54.5,1.09,21.62,CQ010,85,-121.66861,39.32722
42,2018-08-02 18:00:00,SE,13.21,,133.87,51.01,0.93,23.99,CQ010,85,-121.66861,39.32722
43,2018-08-02 19:00:00,WSW,13.72,27.58,239.36,42.19,0.67,27.73,CQ010,85,-121.66861,39.32722
44,2018-08-02 20:00:00,WSW,13.64,28.94,244.03,37.75,0.62,29.53,CQ010,85,-121.66861,39.32722
45,2018-08-02 21:00:00,S,14.4,30.19,189.47,36.97,0.7,30.74,CQ010,85,-121.66861,39.32722
46,2018-08-02 22:00:00,SSE,11.38,30.11,158.02,29.11,1.4,31.44,CQ010,85,-121.66861,39.32722
47,2018-08-02 23:00:00,ESE,14.2,31.35,123.7,33.83,2.29,32.04,CQ010,85,-121.66861,39.32722
48,2018-08-03 00:00:00,ESE,15.1,32.13,118.4,34.89,2.23,32.52,CQ010,85,-121.66861,39.32722
49,2018-08-03 01:00:00,ESE,17.1,32.55,122.22,40.62,2.2,32.11,CQ010,85,-121.66861,39.32722
50,2018-08-03 02:00:00,S,18.41,31.87,171.74,47.53,0.75,30.82,CQ010,85,-121.66861,39.32722
51,2018-08-03 03:00:00,SSE,19.52,28.99,156.53,61.58,0.14,27.57,CQ010,85,-121.66861,39.32722
52,2018-08-03 04:00:00,ESE,20.18,,117.94,76.61,0.54,24.57,CQ010,85,-121.66861,39.32722
53,2018-08-03 05:00:00,SE,19.69,,130.33,77.47,1.37,23.88,CQ010,85,-121.66861,39.32722
54,2018-08-03 06:00:00,SSE,17.2,,147.13,66.68,1.77,23.79,CQ010,85,-121.66861,39.32722
55,2018-08-03 07:00:00,SSE,15.57,,161.02,64.58,1.19,22.61,CQ010,85,-121.66861,39.32722
56,2018-08-03 08:00:00,SE,13.87,,129.1,65.87,1.34,20.5,CQ010,85,-121.66861,39.32722
57,2018-08-03 09:00:00,SE,13.16,,144.25,66.42,1.01,19.63,CQ010,85,-121.66861,39.32722
58,2018-08-03 10:00:00,SSW,13.82,,206.58,78.98,0.06,17.53,CQ010,85,-121.66861,39.32722
59,2018-08-03 11:00:00,E,14.08,,98.94,86.16,0.35,16.42,CQ010,85,-121.66861,39.32722
60,2018-08-03 12:00:00,ESE,14.34,,104.92,89.77,0.68,16.03,CQ010,85,-121.66861,39.32722
61,2018-08-03 13:00:00,NNE,14.12,,23.84,90.65,0.23,15.66,CQ010,85,-121.66861,39.32722
62,2018-08-03 14:00:00,SW,14.56,,232.61,93.21,0.33,15.66,CQ010,85,-121.66861,39.32722
63,2018-08-03 15:00:00,WSW,14.98,,258.04,89.08,0.72,16.8,CQ010,85,-121.66861,39.32722
64,2018-08-03 16:00:00,SW,14.61,,230.36,75.17,0.41,19.14,CQ010,85,-121.66861,39.32722
65,2018-08-03 17:00:00,SSW,14.28,,206.92,66.19,0.28,20.85,CQ010,85,-121.66861,39.32722
66,2018-08-03 18:00:00,SSW,12.8,,196.46,51.14,0.74,23.51,CQ010,85,-121.66861,39.32722
67,2018-08-03 19:00:00,SSE,12.71,26.64,151.16,41.7,0.59,26.81,CQ010,85,-121.66861,39.32722
68,2018-08-03 20:00:00,SW,14.04,28.8,219.0,39.4,0.76,29.24,CQ010,85,-121.66861,39.32722
69,2018-08-03 21:00:00,SW,14.72,30.28,218.76,37.76,0.81,30.73,CQ010,85,-121.66861,39.32722
70,2018-08-03 22:00:00,SSW,14.57,31.87,212.67,33.85,1.09,32.45,CQ010,85,-121.66861,39.32722
71,2018-08-03 23:00:00,SE,15.26,31.89,142.8,35.87,1.48,32.22,CQ010,85,-121.66861,39.32722
72,2018-08-04 00:00:00,SE,15.69,31.66,139.97,37.72,2.38,31.83,CQ010,85,-121.66861,39.32722
73,2018-08-04 01:00:00,S,17.49,31.42,172.02,44.81,1.15,30.83,CQ010,85,-121.66861,39.32722
74,2018-08-04 02:00:00,S,17.94,29.62,169.87,51.87,1.24,28.8,CQ010,85,-121.66861,39.32722
75,2018-08-04 03:00:00,SSE,18.46,28.27,147.56,58.82,1.2,27.22,CQ010,85,-121.66861,39.32722
76,2018-08-04 04:00:00,ESE,18.48,,116.25,70.19,1.31,24.27,CQ010,85,-121.66861,39.32722
77,2018-08-04 05:00:00,ESE,17.05,,110.4,71.04,1.42,22.59,CQ010,85,-121.66861,39.32722
