,road_subsurface_tmp_set_1,date_time,wind_cardinal_direction_set_1d,road_temp_set_1,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
372,30.1,2018-08-11 22:14:00,N,42.5,7.5,6.39,26.66,354.0,26.0,6.94,27.6,CTHLT,3188,-122.6088,41.99260
373,30.1,2018-08-11 22:29:00,NNE,42.2,7.78,6.65,26.86,32.0,26.0,3.89,27.9,CTHLT,3188,-122.6088,41.99260
374,30.1,2018-08-11 22:44:00,N,42.3,8.06,5.84,27.07,3.0,24.0,3.89,28.3,CTHLT,3188,-122.6088,41.99260
375,30.1,2018-08-11 22:59:00,N,41.9,6.67,6.34,27.03,6.0,25.0,4.44,28.2,CTHLT,3188,-122.6088,41.99260
376,30.1,2018-08-11 23:14:00,N,40.7,8.61,6.59,26.43,4.0,27.0,6.39,27.2,CTHLT,3188,-122.6088,41.99260
377,30.1,2018-08-11 23:29:00,NNE,39.9,7.22,6.31,26.59,32.0,26.0,4.17,27.5,CTHLT,3188,-122.6088,41.99260
378,30.2,2018-08-11 23:44:00,NNE,38.3,5.83,6.86,26.38,12.0,28.0,4.44,26.9,CTHLT,3188,-122.6088,41.99260
379,30.1,2018-08-11 23:59:00,NNE,37.8,6.39,6.52,,24.0,28.0,4.17,26.5,CTHLT,3188,-122.6088,41.99260
380,30.2,2018-08-12 00:14:00,NNE,36.3,8.33,6.76,,25.0,29.0,5.56,26.2,CTHLT,3188,-122.6088,41.99260
381,30.2,2018-08-12 00:29:00,NNE,36.1,6.67,6.26,,14.0,28.0,5.28,26.2,CTHLT,3188,-122.6088,41.99260
382,30.2,2018-08-12 00:44:00,NNE,35.4,5.83,5.82,,32.0,27.0,3.89,26.3,CTHLT,3188,-122.6088,41.99260
383,30.3,2018-08-12 00:59:00,NNE,34.4,6.39,5.39,,24.0,27.0,5.83,25.8,CTHLT,3188,-122.6088,41.99260
384,30.3,2018-08-12 01:14:00,N,33.1,7.5,5.3,,10.0,28.0,5.56,25.1,CTHLT,3188,-122.6088,41.99260
385,30.4,2018-08-12 01:29:00,N,32.3,8.06,5.54,,11.0,29.0,5.83,24.8,CTHLT,3188,-122.6088,41.99260
386,30.4,2018-08-12 01:44:00,NNE,30.7,6.11,5.68,,13.0,30.0,5.0,24.4,CTHLT,3188,-122.6088,41.99260
387,30.5,2018-08-12 01:59:00,NNE,29.7,6.67,5.81,,21.0,31.0,4.44,24.0,CTHLT,3188,-122.6088,41.99260
388,30.5,2018-08-12 02:14:00,NE,28.7,6.94,5.28,,34.0,31.0,5.0,23.4,CTHLT,3188,-122.6088,41.99260
389,30.6,2018-08-12 02:29:00,NNE,28.0,5.56,5.47,,31.0,32.0,5.0,23.1,CTHLT,3188,-122.6088,41.99260
390,30.6,2018-08-12 02:44:00,N,27.0,6.39,5.65,,4.0,33.0,4.44,22.8,CTHLT,3188,-122.6088,41.99260
391,30.6,2018-08-12 02:59:00,NNE,26.1,5.56,6.87,,13.0,37.0,5.28,22.3,CTHLT,3188,-122.6088,41.99260
392,30.7,2018-08-12 03:14:00,N,25.0,6.94,7.74,,11.0,41.0,5.56,21.6,CTHLT,3188,-122.6088,41.99260
393,30.7,2018-08-12 03:29:00,NNE,24.4,6.67,7.82,,20.0,42.0,5.83,21.3,CTHLT,3188,-122.6088,41.99260
394,30.8,2018-08-12 03:44:00,N,24.0,6.67,7.55,,6.0,42.0,3.33,21.0,CTHLT,3188,-122.6088,41.99260
395,30.8,2018-08-12 03:59:00,NNE,23.6,6.67,7.71,,16.0,43.0,3.89,20.8,CTHLT,3188,-122.6088,41.99260
396,30.9,2018-08-12 04:14:00,NE,23.3,6.11,7.71,,36.0,43.0,3.89,20.8,CTHLT,3188,-122.6088,41.99260
397,30.9,2018-08-12 04:29:00,NNW,23.0,5.83,7.78,,344.0,44.0,2.78,20.5,CTHLT,3188,-122.6088,41.99260
398,31.0,2018-08-12 04:44:00,N,22.8,4.17,7.59,,11.0,44.0,2.78,20.3,CTHLT,3188,-122.6088,41.99260
399,31.0,2018-08-12 04:59:00,NNE,22.5,4.44,7.74,,14.0,45.0,2.78,20.1,CTHLT,3188,-122.6088,41.99260
400,31.1,2018-08-12 05:14:00,N,22.3,5.56,7.97,,356.0,46.0,3.33,20.0,CTHLT,3188,-122.6088,41.99260
401,31.1,2018-08-12 05:29:00,NNE,22.1,3.89,7.88,,28.0,46.0,2.78,19.9,CTHLT,3188,-122.6088,41.99260
402,31.1,2018-08-12 05:44:00,N,21.9,5.0,7.7,,8.0,46.0,3.06,19.7,CTHLT,3188,-122.6088,41.99260
403,31.1,2018-08-12 05:59:00,N,21.9,5.28,7.61,,358.0,46.0,2.78,19.6,CTHLT,3188,-122.6088,41.99260
404,31.1,2018-08-12 06:14:00,N,21.4,3.61,7.83,,2.0,47.0,1.94,19.5,CTHLT,3188,-122.6088,41.99260
405,31.1,2018-08-12 06:29:00,NNW,21.4,3.33,8.05,,339.0,48.0,2.78,19.4,CTHLT,3188,-122.6088,41.99260
406,31.2,2018-08-12 06:44:00,NW,20.8,3.89,7.68,,318.0,48.0,3.06,19.0,CTHLT,3188,-122.6088,41.99260
407,31.2,2018-08-12 06:59:00,ENE,18.7,3.61,7.27,,58.0,55.0,0.28,16.4,CTHLT,3188,-122.6088,41.99260
408,31.2,2018-08-12 07:14:00,ENE,17.7,3.33,7.26,,74.0,56.0,0.56,16.1,CTHLT,3188,-122.6088,41.99260
409,31.2,2018-08-12 07:29:00,SSE,19.1,0.83,7.43,,166.0,60.0,0.28,15.2,CTHLT,3188,-122.6088,41.99260
410,31.2,2018-08-12 07:44:00,E,18.6,0.83,7.34,,85.0,62.0,0.83,14.6,CTHLT,3188,-122.6088,41.99260
411,31.2,2018-08-12 07:59:00,,18.7,1.39,7.39,,,61.0,0.0,14.9,CTHLT,3188,-122.6088,41.99260
412,31.2,2018-08-12 08:14:00,ENE,18.3,0.56,7.34,,68.0,62.0,0.83,14.6,CTHLT,3188,-122.6088,41.99260
413,31.2,2018-08-12 08:29:00,NE,18.1,1.39,7.34,,55.0,62.0,1.11,14.6,CTHLT,3188,-122.6088,41.99260
414,31.2,2018-08-12 08:44:00,E,17.8,1.39,7.39,,94.0,63.0,0.56,14.4,CTHLT,3188,-122.6088,41.99260
415,31.2,2018-08-12 08:59:00,ENE,16.4,0.83,7.12,,72.0,66.0,0.83,13.4,CTHLT,3188,-122.6088,41.99260
416,31.2,2018-08-12 09:14:00,E,16.8,1.11,7.34,,101.0,67.0,0.28,13.4,CTHLT,3188,-122.6088,41.99260
417,31.2,2018-08-12 09:29:00,SE,17.1,0.83,7.2,,124.0,69.0,0.56,12.8,CTHLT,3188,-122.6088,41.99260
418,31.2,2018-08-12 09:44:00,E,16.8,1.11,7.56,,86.0,68.0,0.83,13.4,CTHLT,3188,-122.6088,41.99260
419,31.2,2018-08-12 09:59:00,ENE,17.7,1.67,7.5,,61.0,66.0,1.39,13.8,CTHLT,3188,-122.6088,41.99260
420,31.2,2018-08-12 10:14:00,NE,17.0,1.39,7.12,,51.0,66.0,0.83,13.4,CTHLT,3188,-122.6088,41.99260
421,31.2,2018-08-12 10:29:00,E,16.0,1.39,7.22,,93.0,70.0,1.11,12.6,CTHLT,3188,-122.6088,41.99260
422,31.1,2018-08-12 10:44:00,E,16.1,1.11,7.35,,87.0,72.0,0.83,12.3,CTHLT,3188,-122.6088,41.99260
423,31.1,2018-08-12 10:59:00,NE,15.5,1.39,7.35,,56.0,72.0,0.56,12.3,CTHLT,3188,-122.6088,41.99260
424,31.1,2018-08-12 11:14:00,E,15.4,0.83,7.25,,88.0,72.0,0.56,12.2,CTHLT,3188,-122.6088,41.99260
425,31.0,2018-08-12 11:29:00,ENE,15.8,1.11,7.25,,72.0,72.0,0.56,12.2,CTHLT,3188,-122.6088,41.99260
426,31.0,2018-08-12 11:44:00,N,14.8,0.56,7.26,,6.0,73.0,0.28,12.0,CTHLT,3188,-122.6088,41.99260
427,31.0,2018-08-12 11:59:00,E,15.2,1.11,7.17,,93.0,73.0,0.83,11.9,CTHLT,3188,-122.6088,41.99260
428,30.9,2018-08-12 12:14:00,E,15.4,1.39,7.47,,82.0,75.0,0.56,11.8,CTHLT,3188,-122.6088,41.99260
429,30.9,2018-08-12 12:29:00,E,15.1,0.83,7.37,,87.0,74.0,1.39,11.9,CTHLT,3188,-122.6088,41.99260
430,30.9,2018-08-12 12:44:00,ENE,14.5,1.39,7.28,,71.0,76.0,0.56,11.4,CTHLT,3188,-122.6088,41.99260
431,30.9,2018-08-12 12:59:00,ENE,14.8,1.39,7.57,,78.0,75.0,0.83,11.9,CTHLT,3188,-122.6088,41.99260
432,30.8,2018-08-12 13:14:00,E,14.6,1.39,7.47,,92.0,77.0,1.39,11.4,CTHLT,3188,-122.6088,41.99260
433,30.8,2018-08-12 13:29:00,E,14.8,1.39,7.47,,91.0,77.0,1.11,11.4,CTHLT,3188,-122.6088,41.99260
434,30.7,2018-08-12 13:44:00,E,15.3,1.39,7.66,,96.0,76.0,0.83,11.8,CTHLT,3188,-122.6088,41.99260
435,30.7,2018-08-12 13:59:00,E,15.1,1.11,7.96,,94.0,76.0,0.83,12.1,CTHLT,3188,-122.6088,41.99260
436,30.6,2018-08-12 14:14:00,E,15.4,1.39,7.96,,88.0,76.0,0.83,12.1,CTHLT,3188,-122.6088,41.99260
437,30.5,2018-08-12 14:44:00,E,16.2,1.11,8.53,,84.0,74.0,0.83,13.1,CTHLT,3188,-122.6088,41.99260
438,30.5,2018-08-12 14:59:00,E,16.5,0.83,8.6,,79.0,72.0,0.56,13.6,CTHLT,3188,-122.6088,41.99260
439,30.4,2018-08-12 15:14:00,,18.1,0.83,9.06,,,67.0,0.0,15.2,CTHLT,3188,-122.6088,41.99260
440,30.4,2018-08-12 15:29:00,,19.5,0.56,8.24,,,58.0,0.0,16.6,CTHLT,3188,-122.6088,41.99260
441,30.3,2018-08-12 15:44:00,S,20.8,0.83,8.31,,189.0,54.0,0.83,17.8,CTHLT,3188,-122.6088,41.99260
442,30.2,2018-08-12 15:59:00,SSE,20.9,1.94,7.75,,166.0,52.0,1.67,17.8,CTHLT,3188,-122.6088,41.99260
443,30.2,2018-08-12 16:14:00,S,21.7,2.5,7.64,,171.0,50.0,1.67,18.3,CTHLT,3188,-122.6088,41.99260
444,30.1,2018-08-12 16:29:00,S,23.0,1.94,7.8,,178.0,49.0,1.39,18.8,CTHLT,3188,-122.6088,41.99260
445,30.1,2018-08-12 16:44:00,SSW,25.0,1.67,7.65,,200.0,45.0,1.11,20.0,CTHLT,3188,-122.6088,41.99260
446,30.0,2018-08-12 16:59:00,S,25.2,1.39,7.37,,180.0,42.0,1.11,20.8,CTHLT,3188,-122.6088,41.99260
447,29.9,2018-08-12 17:14:00,SE,26.8,1.39,7.29,,146.0,40.0,0.28,21.5,CTHLT,3188,-122.6088,41.99260
448,29.9,2018-08-12 17:29:00,WSW,27.7,0.56,7.34,,241.0,38.0,0.56,22.4,CTHLT,3188,-122.6088,41.99260
449,29.8,2018-08-12 17:44:00,SE,28.4,1.39,7.16,,130.0,38.0,0.83,22.2,CTHLT,3188,-122.6088,41.99260
450,29.7,2018-08-12 17:59:00,S,29.5,1.94,7.09,,175.0,36.0,0.28,23.0,CTHLT,3188,-122.6088,41.99260
451,29.7,2018-08-12 18:14:00,WNW,30.9,1.39,7.21,,299.0,35.0,0.83,23.6,CTHLT,3188,-122.6088,41.99260
452,29.6,2018-08-12 18:29:00,SW,32.2,1.11,7.57,,221.0,35.0,1.67,24.0,CTHLT,3188,-122.6088,41.99260
453,29.6,2018-08-12 18:44:00,NE,33.7,1.39,7.68,,50.0,33.0,0.28,25.1,CTHLT,3188,-122.6088,41.99260
454,29.5,2018-08-12 18:59:00,SW,35.1,2.22,7.52,,229.0,30.0,1.94,26.5,CTHLT,3188,-122.6088,41.99260
455,29.4,2018-08-12 19:14:00,NNW,35.6,2.5,7.34,,334.0,30.0,1.67,26.3,CTHLT,3188,-122.6088,41.99260
456,29.4,2018-08-12 19:29:00,W,36.2,2.5,7.46,26.51,260.0,29.0,1.11,27.0,CTHLT,3188,-122.6088,41.99260
457,29.3,2018-08-12 19:44:00,WSW,37.8,2.78,7.3,26.6,240.0,28.0,1.67,27.4,CTHLT,3188,-122.6088,41.99260
458,29.3,2018-08-12 19:59:00,NW,38.4,1.94,6.65,26.86,310.0,26.0,1.67,27.9,CTHLT,3188,-122.6088,41.99260
459,29.2,2018-08-12 20:14:00,N,39.2,2.5,6.1,27.29,10.0,24.0,0.83,28.6,CTHLT,3188,-122.6088,41.99260
460,29.2,2018-08-12 20:29:00,WNW,40.6,1.94,6.16,27.86,301.0,23.0,2.78,29.4,CTHLT,3188,-122.6088,41.99260
461,29.2,2018-08-12 20:44:00,WNW,41.6,3.06,6.2,28.47,286.0,22.0,1.39,30.2,CTHLT,3188,-122.6088,41.99260
462,29.1,2018-08-12 20:59:00,W,41.9,3.06,5.95,28.23,269.0,22.0,1.67,29.9,CTHLT,3188,-122.6088,41.99260
463,29.1,2018-08-12 21:14:00,NE,42.6,4.17,5.0,28.57,53.0,20.0,1.39,30.4,CTHLT,3188,-122.6088,41.99260
464,29.0,2018-08-12 21:29:00,NNE,43.4,2.22,5.09,28.65,21.0,20.0,1.67,30.5,CTHLT,3188,-122.6088,41.99260
465,29.0,2018-08-12 21:44:00,NNW,42.3,5.28,6.45,28.73,341.0,22.0,4.17,30.5,CTHLT,3188,-122.6088,41.99260
466,29.0,2018-08-12 21:59:00,N,44.0,5.83,5.67,29.25,3.0,20.0,1.94,31.2,CTHLT,3188,-122.6088,41.99260
467,29.0,2018-08-12 22:14:00,N,43.3,5.0,5.84,29.43,350.0,20.0,4.17,31.4,CTHLT,3188,-122.6088,41.99260
468,29.0,2018-08-12 22:29:00,NW,43.9,6.39,6.71,29.66,310.0,21.0,4.72,31.6,CTHLT,3188,-122.6088,41.99260
469,29.0,2018-08-12 22:44:00,N,43.8,6.11,6.09,29.7,354.0,20.0,2.22,31.7,CTHLT,3188,-122.6088,41.99260
470,29.0,2018-08-12 22:59:00,N,41.3,6.11,7.69,29.4,352.0,23.0,5.28,31.2,CTHLT,3188,-122.6088,41.99260
471,29.0,2018-08-12 23:14:00,N,41.4,6.11,7.35,29.04,353.0,23.0,3.33,30.8,CTHLT,3188,-122.6088,41.99260
472,29.0,2018-08-12 23:29:00,NNE,40.5,4.44,7.63,28.74,16.0,24.0,2.78,30.4,CTHLT,3188,-122.6088,41.99260
473,29.0,2018-08-12 23:44:00,NNW,40.3,6.11,7.37,28.48,347.0,24.0,2.5,30.1,CTHLT,3188,-122.6088,41.99260
474,29.0,2018-08-12 23:59:00,NNE,38.8,5.28,7.94,27.99,16.0,26.0,4.44,29.4,CTHLT,3188,-122.6088,41.99260
475,29.1,2018-08-13 00:14:00,N,38.9,6.67,8.06,28.62,6.0,25.0,3.06,30.2,CTHLT,3188,-122.6088,41.99260
476,29.1,2018-08-13 00:29:00,N,38.0,4.44,6.95,28.06,354.0,24.0,3.06,29.6,CTHLT,3188,-122.6088,41.99260
477,29.1,2018-08-13 00:44:00,NE,37.2,5.83,6.86,27.98,37.0,24.0,2.22,29.5,CTHLT,3188,-122.6088,41.99260
478,29.1,2018-08-13 00:59:00,NE,36.4,5.0,6.69,27.82,37.0,24.0,3.33,29.3,CTHLT,3188,-122.6088,41.99260
479,29.2,2018-08-13 01:14:00,N,35.4,5.0,6.35,27.51,11.0,24.0,4.44,28.9,CTHLT,3188,-122.6088,41.99260
480,29.2,2018-08-13 01:29:00,N,34.8,5.28,5.4,27.18,6.0,23.0,4.44,28.5,CTHLT,3188,-122.6088,41.99260
481,29.2,2018-08-13 01:44:00,N,34.0,6.39,5.4,27.18,359.0,23.0,3.06,28.5,CTHLT,3188,-122.6088,41.99260
482,29.3,2018-08-13 01:59:00,N,33.2,6.39,5.14,26.96,11.0,23.0,3.06,28.2,CTHLT,3188,-122.6088,41.99260
483,29.4,2018-08-13 02:14:00,N,32.3,4.44,4.8,26.69,8.0,23.0,3.33,27.8,CTHLT,3188,-122.6088,41.99260
484,29.4,2018-08-13 02:29:00,NE,31.5,5.56,5.07,26.46,47.0,24.0,3.06,27.4,CTHLT,3188,-122.6088,41.99260
485,29.5,2018-08-13 02:44:00,NNE,30.5,5.0,4.82,26.49,26.0,24.0,3.89,27.1,CTHLT,3188,-122.6088,41.99260
486,29.5,2018-08-13 02:59:00,NNE,30.0,5.28,3.87,26.03,31.0,23.0,2.78,26.7,CTHLT,3188,-122.6088,41.99260
487,29.6,2018-08-13 03:14:00,N,29.3,5.0,4.13,,355.0,24.0,2.5,26.3,CTHLT,3188,-122.6088,41.99260
488,29.6,2018-08-13 03:29:00,NNE,28.8,3.89,5.1,,21.0,26.0,2.5,26.1,CTHLT,3188,-122.6088,41.99260
489,29.7,2018-08-13 03:44:00,NNE,28.2,3.89,5.56,,22.0,27.0,3.33,26.0,CTHLT,3188,-122.6088,41.99260
490,29.7,2018-08-13 03:59:00,NNE,27.6,5.56,5.73,,18.0,28.0,3.33,25.6,CTHLT,3188,-122.6088,41.99260
491,29.8,2018-08-13 04:14:00,NE,27.0,5.28,7.86,,45.0,33.0,3.06,25.3,CTHLT,3188,-122.6088,41.99260
492,29.8,2018-08-13 04:29:00,N,26.4,5.56,7.85,,359.0,34.0,3.33,24.8,CTHLT,3188,-122.6088,41.99260
493,29.9,2018-08-13 04:44:00,NNE,26.2,4.72,8.01,,18.0,35.0,2.5,24.5,CTHLT,3188,-122.6088,41.99260
494,29.9,2018-08-13 04:59:00,NNW,25.7,5.56,8.25,,342.0,36.0,1.94,24.3,CTHLT,3188,-122.6088,41.99260
495,30.0,2018-08-13 05:14:00,NNE,25.4,3.61,8.21,,25.0,37.0,1.94,23.8,CTHLT,3188,-122.6088,41.99260
496,30.0,2018-08-13 05:29:00,N,25.5,2.78,8.12,,354.0,37.0,1.39,23.7,CTHLT,3188,-122.6088,41.99260
497,30.1,2018-08-13 05:44:00,NW,24.8,4.72,8.24,,323.0,38.0,2.5,23.4,CTHLT,3188,-122.6088,41.99260
498,30.1,2018-08-13 05:59:00,NE,21.8,3.06,7.53,,46.0,43.0,1.11,20.6,CTHLT,3188,-122.6088,41.99260
499,30.1,2018-08-13 06:14:00,ENE,23.0,1.39,7.52,,63.0,46.0,1.39,19.5,CTHLT,3188,-122.6088,41.99260
500,30.2,2018-08-13 06:29:00,E,21.7,1.67,7.77,,94.0,48.0,0.83,19.1,CTHLT,3188,-122.6088,41.99260
501,30.2,2018-08-13 06:44:00,SE,22.3,1.67,7.97,,125.0,46.0,0.83,20.0,CTHLT,3188,-122.6088,41.99260
502,30.3,2018-08-13 06:59:00,SE,21.6,1.39,7.62,,138.0,49.0,0.83,18.6,CTHLT,3188,-122.6088,41.99260
503,30.3,2018-08-13 07:14:00,ESE,20.9,1.39,7.64,,121.0,50.0,0.56,18.3,CTHLT,3188,-122.6088,41.99260
504,30.3,2018-08-13 07:29:00,WSW,22.0,1.39,7.56,,244.0,47.0,0.28,19.2,CTHLT,3188,-122.6088,41.99260
505,30.3,2018-08-13 07:44:00,NE,20.3,1.11,7.73,,53.0,50.0,1.11,18.4,CTHLT,3188,-122.6088,41.99260
506,30.4,2018-08-13 07:59:00,E,21.0,1.11,7.65,,97.0,51.0,0.83,18.0,CTHLT,3188,-122.6088,41.99260
507,30.4,2018-08-13 08:14:00,E,20.0,0.83,7.56,,84.0,54.0,0.56,17.0,CTHLT,3188,-122.6088,41.99260
508,30.4,2018-08-13 08:29:00,E,19.7,1.39,7.63,,98.0,56.0,1.11,16.5,CTHLT,3188,-122.6088,41.99260
509,30.4,2018-08-13 08:44:00,E,19.3,1.67,7.71,,101.0,57.0,0.83,16.3,CTHLT,3188,-122.6088,41.99260
510,30.4,2018-08-13 08:59:00,E,18.9,1.67,7.87,,82.0,58.0,1.11,16.2,CTHLT,3188,-122.6088,41.99260
511,30.4,2018-08-13 09:14:00,E,19.0,1.39,7.71,,92.0,57.0,0.83,16.3,CTHLT,3188,-122.6088,41.99260
512,30.5,2018-08-13 09:29:00,E,18.5,1.39,7.77,,91.0,58.0,1.39,16.1,CTHLT,3188,-122.6088,41.99260
513,30.4,2018-08-13 09:44:00,E,18.7,1.39,7.71,,97.0,57.0,0.83,16.3,CTHLT,3188,-122.6088,41.99260
514,30.5,2018-08-13 09:59:00,NE,18.3,1.39,7.71,,42.0,60.0,0.56,15.5,CTHLT,3188,-122.6088,41.99260
515,30.4,2018-08-13 10:14:00,E,17.8,1.39,7.65,,98.0,59.0,1.11,15.7,CTHLT,3188,-122.6088,41.99260
516,30.4,2018-08-13 10:29:00,E,18.0,1.39,7.52,,83.0,60.0,0.56,15.3,CTHLT,3188,-122.6088,41.99260
517,30.4,2018-08-13 10:44:00,,18.8,0.83,7.99,,,60.0,0.0,15.8,CTHLT,3188,-122.6088,41.99260
518,30.4,2018-08-13 10:59:00,ENE,17.9,0.56,7.58,,71.0,61.0,0.83,15.1,CTHLT,3188,-122.6088,41.99260
519,30.4,2018-08-13 11:14:00,E,17.6,0.56,7.53,,88.0,62.0,0.56,14.8,CTHLT,3188,-122.6088,41.99260
520,30.4,2018-08-13 11:29:00,ESE,17.5,0.83,7.48,,110.0,61.0,0.28,15.0,CTHLT,3188,-122.6088,41.99260
521,30.4,2018-08-13 11:44:00,ENE,18.4,0.83,7.72,,78.0,62.0,0.83,15.0,CTHLT,3188,-122.6088,41.99260
522,30.4,2018-08-13 11:59:00,,16.7,1.67,7.48,,,61.0,0.0,15.0,CTHLT,3188,-122.6088,41.99260
523,30.3,2018-08-13 12:14:00,ENE,16.7,0.56,7.52,,66.0,64.0,0.28,14.3,CTHLT,3188,-122.6088,41.99260
524,30.3,2018-08-13 12:29:00,,16.9,1.11,7.43,,,64.0,0.0,14.2,CTHLT,3188,-122.6088,41.99260
525,30.3,2018-08-13 12:44:00,ESE,17.0,0.56,7.33,,103.0,64.0,0.28,14.1,CTHLT,3188,-122.6088,41.99260
526,30.3,2018-08-13 12:59:00,,17.2,0.56,7.58,,,63.0,0.0,14.6,CTHLT,3188,-122.6088,41.99260
527,30.2,2018-08-13 13:14:00,SSE,16.9,0.56,7.24,,147.0,64.0,0.56,14.0,CTHLT,3188,-122.6088,41.99260
528,30.2,2018-08-13 13:29:00,,16.6,1.11,7.41,,,66.0,0.0,13.7,CTHLT,3188,-122.6088,41.99260
529,30.2,2018-08-13 13:44:00,ENE,16.6,0.28,7.63,,65.0,67.0,0.28,13.7,CTHLT,3188,-122.6088,41.99260
530,30.1,2018-08-13 13:59:00,,16.9,1.39,7.43,,,64.0,0.0,14.2,CTHLT,3188,-122.6088,41.99260
531,30.1,2018-08-13 14:14:00,ENE,17.6,0.83,7.91,,72.0,64.0,0.56,14.7,CTHLT,3188,-122.6088,41.99260
532,30.1,2018-08-13 14:29:00,,17.3,0.83,8.04,,,65.0,0.0,14.6,CTHLT,3188,-122.6088,41.99260
533,30.0,2018-08-13 14:44:00,,17.3,0.56,7.39,,,61.0,0.0,14.9,CTHLT,3188,-122.6088,41.99260
534,30.0,2018-08-13 14:59:00,SW,17.6,0.56,7.43,,226.0,60.0,0.28,15.2,CTHLT,3188,-122.6088,41.99260
535,30.0,2018-08-13 15:14:00,ESE,19.9,0.56,8.5,,105.0,59.0,0.56,16.6,CTHLT,3188,-122.6088,41.99260
536,29.9,2018-08-13 15:29:00,SE,21.1,0.83,8.78,,127.0,53.0,0.28,18.6,CTHLT,3188,-122.6088,41.99260
537,29.9,2018-08-13 15:44:00,,21.6,0.83,8.24,,,48.0,0.0,19.6,CTHLT,3188,-122.6088,41.99260
538,29.8,2018-08-13 15:59:00,,22.7,0.83,8.79,,,48.0,0.0,20.2,CTHLT,3188,-122.6088,41.99260
539,29.7,2018-08-13 16:14:00,,23.7,0.56,8.42,,,44.0,0.0,21.2,CTHLT,3188,-122.6088,41.99260
540,29.7,2018-08-13 16:29:00,W,24.5,0.56,8.27,,280.0,42.0,0.28,21.8,CTHLT,3188,-122.6088,41.99260
541,29.7,2018-08-13 16:43:00,NW,26.4,0.56,7.0,,312.0,36.0,0.83,22.9,CTHLT,3188,-122.6088,41.99260
542,29.6,2018-08-13 16:58:00,W,28.0,0.83,7.06,,275.0,34.0,0.56,23.9,CTHLT,3188,-122.6088,41.99260
543,29.5,2018-08-13 17:13:00,W,28.4,1.11,6.53,,259.0,32.0,0.56,24.3,CTHLT,3188,-122.6088,41.99260
544,29.5,2018-08-13 17:29:00,SW,29.8,1.11,6.07,,222.0,29.0,0.28,25.4,CTHLT,3188,-122.6088,41.99260
545,29.4,2018-08-13 17:44:00,SW,31.0,3.06,5.13,,215.0,27.0,1.94,25.5,CTHLT,3188,-122.6088,41.99260
546,29.4,2018-08-13 17:59:00,S,31.0,2.78,5.04,,183.0,27.0,1.67,25.4,CTHLT,3188,-122.6088,41.99260
547,29.3,2018-08-13 18:14:00,SSW,32.0,2.78,4.76,,207.0,26.0,2.22,25.7,CTHLT,3188,-122.6088,41.99260
548,29.2,2018-08-13 18:29:00,SSE,33.5,3.33,4.63,,157.0,25.0,2.22,26.2,CTHLT,3188,-122.6088,41.99260
549,29.2,2018-08-13 18:44:00,SSW,34.9,2.78,4.9,26.6,195.0,24.0,1.94,27.2,CTHLT,3188,-122.6088,41.99260
550,29.2,2018-08-13 18:59:00,SSE,35.8,3.61,5.14,26.96,162.0,23.0,0.83,28.2,CTHLT,3188,-122.6088,41.99260
551,29.1,2018-08-13 19:14:00,SSW,36.9,1.94,3.5,27.17,205.0,20.0,1.39,28.6,CTHLT,3188,-122.6088,41.99260
552,29.1,2018-08-13 19:29:00,S,37.5,2.78,3.68,26.77,187.0,21.0,2.5,28.0,CTHLT,3188,-122.6088,41.99260
553,29.0,2018-08-13 19:44:00,S,38.2,4.17,3.5,27.17,177.0,20.0,3.06,28.6,CTHLT,3188,-122.6088,41.99260
554,29.0,2018-08-13 19:59:00,SSE,38.6,4.44,3.58,27.24,168.0,20.0,2.22,28.7,CTHLT,3188,-122.6088,41.99260
555,29.0,2018-08-13 20:14:00,S,40.8,3.33,4.19,28.45,190.0,19.0,1.67,30.3,CTHLT,3188,-122.6088,41.99260
556,28.9,2018-08-13 20:29:00,SSE,40.2,3.61,4.59,28.16,154.0,20.0,1.39,29.9,CTHLT,3188,-122.6088,41.99260
557,28.9,2018-08-13 20:44:00,SSE,39.9,2.5,4.36,28.62,153.0,19.0,1.94,30.5,CTHLT,3188,-122.6088,41.99260
558,28.8,2018-08-13 20:59:00,S,41.2,3.33,4.69,28.96,184.0,19.0,0.28,30.9,CTHLT,3188,-122.6088,41.99260
559,28.8,2018-08-13 21:14:00,SSW,43.9,2.78,4.11,29.94,198.0,17.0,1.39,32.1,CTHLT,3188,-122.6088,41.99260
560,28.8,2018-08-13 21:29:00,WSW,42.9,1.94,3.66,30.35,241.0,16.0,1.39,32.6,CTHLT,3188,-122.6088,41.99260
561,28.8,2018-08-13 21:44:00,NW,43.5,3.89,2.03,29.54,321.0,15.0,0.83,31.7,CTHLT,3188,-122.6088,41.99260
562,28.8,2018-08-13 21:59:00,NNW,44.1,3.89,2.6,30.14,341.0,15.0,1.94,32.4,CTHLT,3188,-122.6088,41.99260
563,28.7,2018-08-13 22:14:00,WNW,44.2,1.67,2.29,30.83,286.0,14.0,0.56,33.2,CTHLT,3188,-122.6088,41.99260
564,28.7,2018-08-13 22:29:00,WNW,44.5,4.17,2.04,30.56,285.0,14.0,2.22,32.9,CTHLT,3188,-122.6088,41.99260
