,date_time,precip_accum_set_1,volt_set_1,air_temp_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,1299.464,13.12,15.79,0.0,ORIC1,3,-124.05000,41.29944
1,2018-08-01 00:15:00,1299.464,,15.88,,ORIC1,3,-124.05000,41.29944
2,2018-08-01 00:30:00,1299.464,,15.79,,ORIC1,3,-124.05000,41.29944
3,2018-08-01 00:45:00,1299.464,,15.59,,ORIC1,3,-124.05000,41.29944
4,2018-08-01 01:00:00,1299.464,12.81,15.08,0.0,ORIC1,3,-124.05000,41.29944
5,2018-08-01 01:15:00,1299.464,,14.91,,ORIC1,3,-124.05000,41.29944
6,2018-08-01 01:30:00,1299.464,,15.0,,ORIC1,3,-124.05000,41.29944
7,2018-08-01 01:45:00,1299.464,,15.12,,ORIC1,3,-124.05000,41.29944
8,2018-08-01 02:00:00,1299.464,12.81,15.02,0.0,ORIC1,3,-124.05000,41.29944
9,2018-08-01 02:15:00,1299.464,,15.1,,ORIC1,3,-124.05000,41.29944
10,2018-08-01 02:30:00,1299.464,,15.11,,ORIC1,3,-124.05000,41.29944
11,2018-08-01 02:45:00,1299.464,,15.03,,ORIC1,3,-124.05000,41.29944
12,2018-08-01 03:00:00,1299.464,12.49,14.93,0.0,ORIC1,3,-124.05000,41.29944
13,2018-08-01 03:15:00,1299.464,,14.86,,ORIC1,3,-124.05000,41.29944
14,2018-08-01 03:30:00,1299.464,,14.79,,ORIC1,3,-124.05000,41.29944
15,2018-08-01 03:45:00,1299.464,,14.76,,ORIC1,3,-124.05000,41.29944
16,2018-08-01 04:00:00,1299.464,12.49,14.7,0.0,ORIC1,3,-124.05000,41.29944
17,2018-08-01 04:15:00,1299.464,,14.64,,ORIC1,3,-124.05000,41.29944
18,2018-08-01 04:30:00,1299.464,,14.63,,ORIC1,3,-124.05000,41.29944
19,2018-08-01 04:45:00,1299.464,,14.63,,ORIC1,3,-124.05000,41.29944
20,2018-08-01 05:00:00,1299.464,12.49,14.65,0.0,ORIC1,3,-124.05000,41.29944
21,2018-08-01 05:15:00,1299.464,,14.65,,ORIC1,3,-124.05000,41.29944
22,2018-08-01 05:30:00,1299.464,,14.63,,ORIC1,3,-124.05000,41.29944
