,volt_set_1,date_time,snow_depth_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
39,12.3,2018-08-02 15:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
40,12.3,2018-08-02 16:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
41,12.6,2018-08-02 17:00:00,,21.67,PTFC1,6700,-122.52500,41.31333
42,12.8,2018-08-02 18:00:00,0.0,21.67,PTFC1,6700,-122.52500,41.31333
43,12.7,2018-08-02 19:00:00,25.4,23.33,PTFC1,6700,-122.52500,41.31333
44,12.6,2018-08-02 20:00:00,7.62,23.89,PTFC1,6700,-122.52500,41.31333
45,12.6,2018-08-02 21:00:00,17.78,23.33,PTFC1,6700,-122.52500,41.31333
46,12.6,2018-08-02 22:00:00,,23.89,PTFC1,6700,-122.52500,41.31333
47,12.6,2018-08-02 23:00:00,2.54,25.0,PTFC1,6700,-122.52500,41.31333
48,12.5,2018-08-03 00:00:00,7.62,23.89,PTFC1,6700,-122.52500,41.31333
49,12.5,2018-08-03 01:00:00,,25.0,PTFC1,6700,-122.52500,41.31333
50,12.5,2018-08-03 02:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
51,12.4,2018-08-03 03:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
52,12.3,2018-08-03 04:00:00,7.62,16.11,PTFC1,6700,-122.52500,41.31333
53,12.3,2018-08-03 05:00:00,12.7,14.44,PTFC1,6700,-122.52500,41.31333
54,12.3,2018-08-03 06:00:00,25.4,12.78,PTFC1,6700,-122.52500,41.31333
55,12.3,2018-08-03 07:00:00,,13.33,PTFC1,6700,-122.52500,41.31333
56,12.2,2018-08-03 08:00:00,,12.22,PTFC1,6700,-122.52500,41.31333
57,12.2,2018-08-03 09:00:00,2.54,13.33,PTFC1,6700,-122.52500,41.31333
58,12.2,2018-08-03 10:00:00,15.24,11.67,PTFC1,6700,-122.52500,41.31333
59,12.2,2018-08-03 11:00:00,25.4,11.11,PTFC1,6700,-122.52500,41.31333
60,12.2,2018-08-03 12:00:00,5.08,12.22,PTFC1,6700,-122.52500,41.31333
61,12.2,2018-08-03 13:00:00,15.24,12.22,PTFC1,6700,-122.52500,41.31333
62,12.2,2018-08-03 14:00:00,5.08,11.67,PTFC1,6700,-122.52500,41.31333
63,12.2,2018-08-03 15:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
64,12.3,2018-08-03 16:00:00,,20.56,PTFC1,6700,-122.52500,41.31333
65,12.7,2018-08-03 17:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
66,12.8,2018-08-03 18:00:00,,19.44,PTFC1,6700,-122.52500,41.31333
67,12.8,2018-08-03 19:00:00,10.16,21.11,PTFC1,6700,-122.52500,41.31333
68,12.7,2018-08-03 20:00:00,0.0,22.22,PTFC1,6700,-122.52500,41.31333
69,12.6,2018-08-03 21:00:00,,22.22,PTFC1,6700,-122.52500,41.31333
70,12.6,2018-08-03 22:00:00,25.4,22.78,PTFC1,6700,-122.52500,41.31333
71,12.6,2018-08-03 23:00:00,15.24,22.22,PTFC1,6700,-122.52500,41.31333
72,12.5,2018-08-04 00:00:00,17.78,22.22,PTFC1,6700,-122.52500,41.31333
73,12.5,2018-08-04 01:00:00,12.7,22.22,PTFC1,6700,-122.52500,41.31333
74,12.5,2018-08-04 02:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
75,12.4,2018-08-04 03:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
76,12.3,2018-08-04 04:00:00,0.0,13.33,PTFC1,6700,-122.52500,41.31333
77,12.3,2018-08-04 05:00:00,,12.78,PTFC1,6700,-122.52500,41.31333
78,12.3,2018-08-04 06:00:00,,11.11,PTFC1,6700,-122.52500,41.31333
79,12.2,2018-08-04 07:00:00,,10.56,PTFC1,6700,-122.52500,41.31333
80,12.2,2018-08-04 08:00:00,,10.56,PTFC1,6700,-122.52500,41.31333
81,12.2,2018-08-04 09:00:00,15.24,10.56,PTFC1,6700,-122.52500,41.31333
82,12.2,2018-08-04 10:00:00,0.0,10.56,PTFC1,6700,-122.52500,41.31333
83,12.2,2018-08-04 11:00:00,2.54,10.56,PTFC1,6700,-122.52500,41.31333
84,12.2,2018-08-04 12:00:00,,11.11,PTFC1,6700,-122.52500,41.31333
85,12.2,2018-08-04 13:00:00,15.24,10.56,PTFC1,6700,-122.52500,41.31333
86,12.2,2018-08-04 14:00:00,,11.11,PTFC1,6700,-122.52500,41.31333
87,12.3,2018-08-04 15:00:00,,13.89,PTFC1,6700,-122.52500,41.31333
88,12.4,2018-08-04 16:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
89,12.7,2018-08-04 17:00:00,15.24,16.67,PTFC1,6700,-122.52500,41.31333
90,12.9,2018-08-04 18:00:00,17.78,17.78,PTFC1,6700,-122.52500,41.31333
91,12.8,2018-08-04 19:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
92,12.6,2018-08-04 20:00:00,17.78,18.89,PTFC1,6700,-122.52500,41.31333
93,12.6,2018-08-04 21:00:00,17.78,16.67,PTFC1,6700,-122.52500,41.31333
94,12.6,2018-08-04 22:00:00,5.08,17.78,PTFC1,6700,-122.52500,41.31333
95,12.6,2018-08-04 23:00:00,0.0,19.44,PTFC1,6700,-122.52500,41.31333
96,12.6,2018-08-05 00:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
97,12.5,2018-08-05 01:00:00,5.08,17.78,PTFC1,6700,-122.52500,41.31333
98,12.5,2018-08-05 02:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
99,12.4,2018-08-05 03:00:00,2.54,14.44,PTFC1,6700,-122.52500,41.31333
100,12.3,2018-08-05 04:00:00,,11.67,PTFC1,6700,-122.52500,41.31333
101,12.3,2018-08-05 05:00:00,,11.11,PTFC1,6700,-122.52500,41.31333
102,12.3,2018-08-05 06:00:00,,11.11,PTFC1,6700,-122.52500,41.31333
103,12.2,2018-08-05 07:00:00,20.32,11.11,PTFC1,6700,-122.52500,41.31333
104,12.2,2018-08-05 08:00:00,,10.56,PTFC1,6700,-122.52500,41.31333
105,12.2,2018-08-05 09:00:00,12.7,10.56,PTFC1,6700,-122.52500,41.31333
106,12.2,2018-08-05 10:00:00,2.54,10.0,PTFC1,6700,-122.52500,41.31333
107,12.2,2018-08-05 11:00:00,22.86,10.56,PTFC1,6700,-122.52500,41.31333
108,12.2,2018-08-05 12:00:00,12.7,11.11,PTFC1,6700,-122.52500,41.31333
109,12.2,2018-08-05 13:00:00,,10.56,PTFC1,6700,-122.52500,41.31333
110,12.2,2018-08-05 14:00:00,,11.11,PTFC1,6700,-122.52500,41.31333
111,12.3,2018-08-05 15:00:00,5.08,13.33,PTFC1,6700,-122.52500,41.31333
112,12.5,2018-08-05 16:00:00,,14.44,PTFC1,6700,-122.52500,41.31333
113,12.8,2018-08-05 17:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
114,12.9,2018-08-05 18:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
115,12.7,2018-08-05 19:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
116,12.7,2018-08-05 20:00:00,,20.56,PTFC1,6700,-122.52500,41.31333
117,12.6,2018-08-05 21:00:00,5.08,20.56,PTFC1,6700,-122.52500,41.31333
118,12.6,2018-08-05 22:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
119,12.6,2018-08-05 23:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
120,12.5,2018-08-06 00:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
121,12.5,2018-08-06 01:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
122,12.5,2018-08-06 02:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
123,12.4,2018-08-06 03:00:00,,14.44,PTFC1,6700,-122.52500,41.31333
124,12.3,2018-08-06 04:00:00,20.32,13.89,PTFC1,6700,-122.52500,41.31333
125,12.3,2018-08-06 05:00:00,,12.78,PTFC1,6700,-122.52500,41.31333
126,12.3,2018-08-06 06:00:00,,13.33,PTFC1,6700,-122.52500,41.31333
127,12.2,2018-08-06 07:00:00,,13.33,PTFC1,6700,-122.52500,41.31333
128,12.2,2018-08-06 08:00:00,,12.78,PTFC1,6700,-122.52500,41.31333
129,12.2,2018-08-06 09:00:00,5.08,12.78,PTFC1,6700,-122.52500,41.31333
130,12.2,2018-08-06 10:00:00,,12.78,PTFC1,6700,-122.52500,41.31333
131,12.2,2018-08-06 11:00:00,,13.33,PTFC1,6700,-122.52500,41.31333
132,12.2,2018-08-06 12:00:00,12.7,12.78,PTFC1,6700,-122.52500,41.31333
133,12.2,2018-08-06 13:00:00,,14.44,PTFC1,6700,-122.52500,41.31333
134,12.2,2018-08-06 14:00:00,,13.89,PTFC1,6700,-122.52500,41.31333
135,12.3,2018-08-06 15:00:00,,15.56,PTFC1,6700,-122.52500,41.31333
136,12.5,2018-08-06 16:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
137,12.8,2018-08-06 17:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
138,12.9,2018-08-06 18:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
139,12.7,2018-08-06 19:00:00,,21.67,PTFC1,6700,-122.52500,41.31333
140,12.7,2018-08-06 20:00:00,7.62,23.33,PTFC1,6700,-122.52500,41.31333
141,12.7,2018-08-06 21:00:00,,24.44,PTFC1,6700,-122.52500,41.31333
142,12.6,2018-08-06 22:00:00,,23.89,PTFC1,6700,-122.52500,41.31333
143,12.5,2018-08-06 23:00:00,,25.0,PTFC1,6700,-122.52500,41.31333
144,12.5,2018-08-07 00:00:00,,25.0,PTFC1,6700,-122.52500,41.31333
145,12.5,2018-08-07 01:00:00,,23.89,PTFC1,6700,-122.52500,41.31333
146,12.5,2018-08-07 02:00:00,,22.78,PTFC1,6700,-122.52500,41.31333
147,12.4,2018-08-07 03:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
148,12.3,2018-08-07 04:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
149,12.3,2018-08-07 05:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
150,12.3,2018-08-07 06:00:00,,15.56,PTFC1,6700,-122.52500,41.31333
151,12.2,2018-08-07 07:00:00,7.62,16.67,PTFC1,6700,-122.52500,41.31333
152,12.2,2018-08-07 08:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
153,12.2,2018-08-07 09:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
154,12.2,2018-08-07 10:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
155,12.2,2018-08-07 11:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
156,12.2,2018-08-07 12:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
157,12.2,2018-08-07 13:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
158,12.2,2018-08-07 14:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
159,12.3,2018-08-07 15:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
160,12.5,2018-08-07 16:00:00,,22.78,PTFC1,6700,-122.52500,41.31333
161,12.8,2018-08-07 17:00:00,,23.89,PTFC1,6700,-122.52500,41.31333
162,12.8,2018-08-07 18:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
163,12.7,2018-08-07 19:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
164,12.6,2018-08-07 20:00:00,20.32,26.67,PTFC1,6700,-122.52500,41.31333
165,12.6,2018-08-07 21:00:00,2.54,27.22,PTFC1,6700,-122.52500,41.31333
166,12.6,2018-08-07 22:00:00,0.0,28.33,PTFC1,6700,-122.52500,41.31333
167,12.5,2018-08-07 23:00:00,,27.22,PTFC1,6700,-122.52500,41.31333
168,12.5,2018-08-08 00:00:00,5.08,27.22,PTFC1,6700,-122.52500,41.31333
169,12.5,2018-08-08 01:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
170,12.5,2018-08-08 02:00:00,,25.0,PTFC1,6700,-122.52500,41.31333
171,12.3,2018-08-08 03:00:00,,21.67,PTFC1,6700,-122.52500,41.31333
172,12.3,2018-08-08 04:00:00,5.08,20.0,PTFC1,6700,-122.52500,41.31333
173,12.3,2018-08-08 05:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
174,12.3,2018-08-08 06:00:00,7.62,18.89,PTFC1,6700,-122.52500,41.31333
175,12.3,2018-08-08 07:00:00,5.08,18.33,PTFC1,6700,-122.52500,41.31333
176,12.2,2018-08-08 08:00:00,2.54,17.78,PTFC1,6700,-122.52500,41.31333
177,12.2,2018-08-08 09:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
178,12.2,2018-08-08 10:00:00,17.78,18.33,PTFC1,6700,-122.52500,41.31333
179,12.2,2018-08-08 11:00:00,0.0,18.89,PTFC1,6700,-122.52500,41.31333
180,12.2,2018-08-08 12:00:00,10.16,18.89,PTFC1,6700,-122.52500,41.31333
181,12.2,2018-08-08 13:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
182,12.2,2018-08-08 14:00:00,5.08,17.78,PTFC1,6700,-122.52500,41.31333
183,12.3,2018-08-08 15:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
184,12.5,2018-08-08 16:00:00,,24.44,PTFC1,6700,-122.52500,41.31333
185,12.8,2018-08-08 17:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
186,12.7,2018-08-08 18:00:00,,27.22,PTFC1,6700,-122.52500,41.31333
187,12.7,2018-08-08 19:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
188,12.6,2018-08-08 20:00:00,,24.44,PTFC1,6700,-122.52500,41.31333
189,12.6,2018-08-08 21:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
190,12.6,2018-08-08 22:00:00,,26.11,PTFC1,6700,-122.52500,41.31333
191,12.5,2018-08-08 23:00:00,,26.11,PTFC1,6700,-122.52500,41.31333
192,12.5,2018-08-09 00:00:00,,24.44,PTFC1,6700,-122.52500,41.31333
193,12.5,2018-08-09 01:00:00,,22.78,PTFC1,6700,-122.52500,41.31333
194,12.5,2018-08-09 02:00:00,,22.22,PTFC1,6700,-122.52500,41.31333
195,12.3,2018-08-09 03:00:00,2.54,18.33,PTFC1,6700,-122.52500,41.31333
196,12.3,2018-08-09 04:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
197,12.3,2018-08-09 05:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
198,12.3,2018-08-09 06:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
199,12.2,2018-08-09 07:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
200,12.2,2018-08-09 08:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
201,12.2,2018-08-09 09:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
202,12.2,2018-08-09 10:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
203,12.2,2018-08-09 11:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
204,12.2,2018-08-09 12:00:00,15.24,17.22,PTFC1,6700,-122.52500,41.31333
205,12.2,2018-08-09 13:00:00,0.0,16.67,PTFC1,6700,-122.52500,41.31333
206,12.2,2018-08-09 14:00:00,15.24,17.78,PTFC1,6700,-122.52500,41.31333
207,12.3,2018-08-09 15:00:00,,20.56,PTFC1,6700,-122.52500,41.31333
208,12.5,2018-08-09 16:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
209,12.8,2018-08-09 17:00:00,,26.11,PTFC1,6700,-122.52500,41.31333
210,12.8,2018-08-09 18:00:00,,28.33,PTFC1,6700,-122.52500,41.31333
211,12.7,2018-08-09 19:00:00,5.08,27.78,PTFC1,6700,-122.52500,41.31333
212,12.6,2018-08-09 20:00:00,,26.67,PTFC1,6700,-122.52500,41.31333
213,12.6,2018-08-09 21:00:00,,26.11,PTFC1,6700,-122.52500,41.31333
214,12.5,2018-08-09 22:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
215,12.5,2018-08-09 23:00:00,,25.0,PTFC1,6700,-122.52500,41.31333
216,12.5,2018-08-10 00:00:00,,25.0,PTFC1,6700,-122.52500,41.31333
217,12.5,2018-08-10 01:00:00,,25.0,PTFC1,6700,-122.52500,41.31333
218,12.5,2018-08-10 02:00:00,,23.89,PTFC1,6700,-122.52500,41.31333
219,12.3,2018-08-10 03:00:00,,20.56,PTFC1,6700,-122.52500,41.31333
220,12.3,2018-08-10 04:00:00,0.0,19.44,PTFC1,6700,-122.52500,41.31333
221,12.3,2018-08-10 05:00:00,15.24,18.33,PTFC1,6700,-122.52500,41.31333
222,12.3,2018-08-10 06:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
223,12.2,2018-08-10 07:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
224,12.2,2018-08-10 08:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
225,12.2,2018-08-10 09:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
226,12.2,2018-08-10 10:00:00,20.32,16.67,PTFC1,6700,-122.52500,41.31333
227,12.2,2018-08-10 11:00:00,5.08,17.22,PTFC1,6700,-122.52500,41.31333
228,12.2,2018-08-10 12:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
229,12.2,2018-08-10 13:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
230,12.2,2018-08-10 14:00:00,7.62,16.11,PTFC1,6700,-122.52500,41.31333
231,12.3,2018-08-10 15:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
232,12.4,2018-08-10 16:00:00,,22.22,PTFC1,6700,-122.52500,41.31333
233,12.7,2018-08-10 17:00:00,,22.22,PTFC1,6700,-122.52500,41.31333
234,12.8,2018-08-10 18:00:00,,24.44,PTFC1,6700,-122.52500,41.31333
235,12.7,2018-08-10 19:00:00,,23.89,PTFC1,6700,-122.52500,41.31333
236,12.6,2018-08-10 20:00:00,15.24,25.0,PTFC1,6700,-122.52500,41.31333
237,12.6,2018-08-10 21:00:00,22.86,26.11,PTFC1,6700,-122.52500,41.31333
238,12.6,2018-08-10 22:00:00,22.86,25.56,PTFC1,6700,-122.52500,41.31333
239,12.6,2018-08-10 23:00:00,2.54,26.11,PTFC1,6700,-122.52500,41.31333
240,12.6,2018-08-11 00:00:00,,26.11,PTFC1,6700,-122.52500,41.31333
241,12.5,2018-08-11 01:00:00,,24.44,PTFC1,6700,-122.52500,41.31333
242,12.5,2018-08-11 02:00:00,,22.22,PTFC1,6700,-122.52500,41.31333
243,12.3,2018-08-11 03:00:00,0.0,20.0,PTFC1,6700,-122.52500,41.31333
244,12.3,2018-08-11 04:00:00,12.7,18.89,PTFC1,6700,-122.52500,41.31333
245,12.3,2018-08-11 05:00:00,0.0,19.44,PTFC1,6700,-122.52500,41.31333
246,12.3,2018-08-11 06:00:00,17.78,18.33,PTFC1,6700,-122.52500,41.31333
247,12.3,2018-08-11 07:00:00,7.62,17.22,PTFC1,6700,-122.52500,41.31333
248,12.2,2018-08-11 08:00:00,22.86,18.33,PTFC1,6700,-122.52500,41.31333
249,12.2,2018-08-11 09:00:00,10.16,15.56,PTFC1,6700,-122.52500,41.31333
250,12.2,2018-08-11 10:00:00,5.08,16.67,PTFC1,6700,-122.52500,41.31333
251,12.2,2018-08-11 11:00:00,17.78,16.11,PTFC1,6700,-122.52500,41.31333
252,12.2,2018-08-11 12:00:00,,13.89,PTFC1,6700,-122.52500,41.31333
253,12.2,2018-08-11 13:00:00,,12.78,PTFC1,6700,-122.52500,41.31333
254,12.2,2018-08-11 14:00:00,5.08,13.33,PTFC1,6700,-122.52500,41.31333
255,12.3,2018-08-11 15:00:00,,15.0,PTFC1,6700,-122.52500,41.31333
256,12.3,2018-08-11 16:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
257,12.6,2018-08-11 17:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
258,12.9,2018-08-11 18:00:00,2.54,21.11,PTFC1,6700,-122.52500,41.31333
259,12.8,2018-08-11 19:00:00,15.24,21.67,PTFC1,6700,-122.52500,41.31333
260,12.7,2018-08-11 20:00:00,20.32,22.78,PTFC1,6700,-122.52500,41.31333
261,12.7,2018-08-11 21:00:00,5.08,23.33,PTFC1,6700,-122.52500,41.31333
262,12.6,2018-08-11 22:00:00,20.32,23.33,PTFC1,6700,-122.52500,41.31333
263,12.6,2018-08-11 23:00:00,20.32,23.33,PTFC1,6700,-122.52500,41.31333
264,12.6,2018-08-12 00:00:00,2.54,23.89,PTFC1,6700,-122.52500,41.31333
265,12.6,2018-08-12 01:00:00,12.7,24.44,PTFC1,6700,-122.52500,41.31333
266,12.5,2018-08-12 02:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
267,12.4,2018-08-12 03:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
268,12.3,2018-08-12 04:00:00,7.62,15.0,PTFC1,6700,-122.52500,41.31333
269,12.3,2018-08-12 05:00:00,,15.56,PTFC1,6700,-122.52500,41.31333
270,12.3,2018-08-12 06:00:00,10.16,15.0,PTFC1,6700,-122.52500,41.31333
271,12.3,2018-08-12 07:00:00,15.24,15.0,PTFC1,6700,-122.52500,41.31333
272,12.2,2018-08-12 08:00:00,,15.0,PTFC1,6700,-122.52500,41.31333
273,12.2,2018-08-12 09:00:00,,15.0,PTFC1,6700,-122.52500,41.31333
274,12.2,2018-08-12 10:00:00,10.16,15.56,PTFC1,6700,-122.52500,41.31333
275,12.2,2018-08-12 11:00:00,,15.0,PTFC1,6700,-122.52500,41.31333
276,12.2,2018-08-12 12:00:00,,13.89,PTFC1,6700,-122.52500,41.31333
277,12.2,2018-08-12 13:00:00,,15.0,PTFC1,6700,-122.52500,41.31333
278,12.2,2018-08-12 14:00:00,,13.89,PTFC1,6700,-122.52500,41.31333
279,12.3,2018-08-12 15:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
280,12.4,2018-08-12 16:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
281,12.7,2018-08-12 17:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
282,12.8,2018-08-12 18:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
283,12.7,2018-08-12 19:00:00,5.08,22.78,PTFC1,6700,-122.52500,41.31333
284,12.6,2018-08-12 20:00:00,5.08,23.89,PTFC1,6700,-122.52500,41.31333
285,12.6,2018-08-12 21:00:00,25.4,22.78,PTFC1,6700,-122.52500,41.31333
286,12.6,2018-08-12 22:00:00,10.16,23.89,PTFC1,6700,-122.52500,41.31333
287,12.5,2018-08-12 23:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
288,12.5,2018-08-13 00:00:00,,22.78,PTFC1,6700,-122.52500,41.31333
289,12.5,2018-08-13 01:00:00,,21.67,PTFC1,6700,-122.52500,41.31333
290,12.5,2018-08-13 02:00:00,,20.0,PTFC1,6700,-122.52500,41.31333
291,12.3,2018-08-13 03:00:00,0.0,18.89,PTFC1,6700,-122.52500,41.31333
292,12.3,2018-08-13 04:00:00,5.08,16.67,PTFC1,6700,-122.52500,41.31333
293,12.3,2018-08-13 05:00:00,10.16,15.56,PTFC1,6700,-122.52500,41.31333
294,12.3,2018-08-13 06:00:00,2.54,15.0,PTFC1,6700,-122.52500,41.31333
295,12.2,2018-08-13 07:00:00,,15.56,PTFC1,6700,-122.52500,41.31333
296,12.2,2018-08-13 08:00:00,27.94,15.56,PTFC1,6700,-122.52500,41.31333
297,12.2,2018-08-13 09:00:00,17.78,15.56,PTFC1,6700,-122.52500,41.31333
298,12.2,2018-08-13 10:00:00,22.86,14.44,PTFC1,6700,-122.52500,41.31333
299,12.2,2018-08-13 11:00:00,,15.0,PTFC1,6700,-122.52500,41.31333
300,12.2,2018-08-13 12:00:00,,13.89,PTFC1,6700,-122.52500,41.31333
301,12.2,2018-08-13 13:00:00,,15.0,PTFC1,6700,-122.52500,41.31333
302,12.2,2018-08-13 14:00:00,,14.44,PTFC1,6700,-122.52500,41.31333
303,12.3,2018-08-13 15:00:00,,15.56,PTFC1,6700,-122.52500,41.31333
304,12.5,2018-08-13 16:00:00,,18.89,PTFC1,6700,-122.52500,41.31333
305,12.8,2018-08-13 17:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
306,12.8,2018-08-13 18:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
