,volt_set_1,date_time,snow_depth_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,12.5,2018-08-01 00:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
1,12.5,2018-08-01 01:00:00,,25.56,PTFC1,6700,-122.52500,41.31333
2,12.4,2018-08-01 02:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
3,12.4,2018-08-01 03:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
4,12.3,2018-08-01 04:00:00,17.78,18.89,PTFC1,6700,-122.52500,41.31333
5,12.3,2018-08-01 05:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
6,12.3,2018-08-01 06:00:00,15.24,17.22,PTFC1,6700,-122.52500,41.31333
7,12.2,2018-08-01 07:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
8,12.2,2018-08-01 08:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
9,12.2,2018-08-01 09:00:00,7.62,18.33,PTFC1,6700,-122.52500,41.31333
10,12.2,2018-08-01 10:00:00,12.7,17.22,PTFC1,6700,-122.52500,41.31333
11,12.2,2018-08-01 11:00:00,,17.22,PTFC1,6700,-122.52500,41.31333
12,12.2,2018-08-01 12:00:00,,16.11,PTFC1,6700,-122.52500,41.31333
13,12.2,2018-08-01 13:00:00,0.0,16.67,PTFC1,6700,-122.52500,41.31333
14,12.2,2018-08-01 14:00:00,5.08,16.11,PTFC1,6700,-122.52500,41.31333
15,12.3,2018-08-01 15:00:00,,18.33,PTFC1,6700,-122.52500,41.31333
16,12.5,2018-08-01 16:00:00,,21.11,PTFC1,6700,-122.52500,41.31333
17,12.8,2018-08-01 17:00:00,,22.78,PTFC1,6700,-122.52500,41.31333
18,12.8,2018-08-01 18:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
19,12.7,2018-08-01 19:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
20,12.6,2018-08-01 20:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
21,12.6,2018-08-01 21:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
22,12.6,2018-08-01 22:00:00,,23.89,PTFC1,6700,-122.52500,41.31333
23,12.5,2018-08-01 23:00:00,,23.33,PTFC1,6700,-122.52500,41.31333
24,12.5,2018-08-02 00:00:00,,22.78,PTFC1,6700,-122.52500,41.31333
25,12.5,2018-08-02 01:00:00,10.16,23.89,PTFC1,6700,-122.52500,41.31333
26,12.5,2018-08-02 02:00:00,,22.22,PTFC1,6700,-122.52500,41.31333
27,12.4,2018-08-02 03:00:00,2.54,21.11,PTFC1,6700,-122.52500,41.31333
28,12.3,2018-08-02 04:00:00,0.0,17.78,PTFC1,6700,-122.52500,41.31333
29,12.2,2018-08-02 05:00:00,,17.78,PTFC1,6700,-122.52500,41.31333
30,12.2,2018-08-02 06:00:00,10.16,17.78,PTFC1,6700,-122.52500,41.31333
31,12.2,2018-08-02 07:00:00,10.16,16.11,PTFC1,6700,-122.52500,41.31333
32,12.2,2018-08-02 08:00:00,25.4,15.56,PTFC1,6700,-122.52500,41.31333
33,12.2,2018-08-02 09:00:00,22.86,16.11,PTFC1,6700,-122.52500,41.31333
34,12.2,2018-08-02 10:00:00,,16.67,PTFC1,6700,-122.52500,41.31333
35,12.2,2018-08-02 11:00:00,5.08,15.56,PTFC1,6700,-122.52500,41.31333
36,12.2,2018-08-02 12:00:00,15.24,15.56,PTFC1,6700,-122.52500,41.31333
37,12.2,2018-08-02 13:00:00,10.16,15.56,PTFC1,6700,-122.52500,41.31333
38,12.2,2018-08-02 14:00:00,30.48,15.56,PTFC1,6700,-122.52500,41.31333
