,date_time,precip_accum_set_1,T_water_temp_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
48,2018-08-01 12:00:00,75.946,17.11,0.0,FARC1,5188,-120.03306,39.42806
49,2018-08-01 12:15:00,75.946,17.0,,FARC1,5188,-120.03306,39.42806
50,2018-08-01 12:30:00,75.946,16.94,,FARC1,5188,-120.03306,39.42806
51,2018-08-01 12:45:00,75.946,16.83,,FARC1,5188,-120.03306,39.42806
52,2018-08-01 13:00:00,75.946,16.78,,FARC1,5188,-120.03306,39.42806
53,2018-08-01 13:15:00,75.946,16.67,,FARC1,5188,-120.03306,39.42806
54,2018-08-01 13:30:00,75.946,16.61,,FARC1,5188,-120.03306,39.42806
55,2018-08-01 13:45:00,75.946,16.56,,FARC1,5188,-120.03306,39.42806
56,2018-08-01 14:00:00,75.946,16.5,0.0,FARC1,5188,-120.03306,39.42806
57,2018-08-01 14:15:00,75.946,16.44,,FARC1,5188,-120.03306,39.42806
58,2018-08-01 14:30:00,75.946,16.39,,FARC1,5188,-120.03306,39.42806
59,2018-08-01 14:45:00,75.946,16.33,,FARC1,5188,-120.03306,39.42806
60,2018-08-01 15:00:00,75.946,16.33,0.0,FARC1,5188,-120.03306,39.42806
61,2018-08-01 15:15:00,75.946,16.28,,FARC1,5188,-120.03306,39.42806
62,2018-08-01 15:30:00,75.946,16.22,,FARC1,5188,-120.03306,39.42806
63,2018-08-01 15:45:00,75.946,16.22,,FARC1,5188,-120.03306,39.42806
64,2018-08-01 16:00:00,75.946,16.28,0.0,FARC1,5188,-120.03306,39.42806
65,2018-08-01 16:15:00,75.946,16.33,,FARC1,5188,-120.03306,39.42806
66,2018-08-01 16:30:00,75.946,16.44,,FARC1,5188,-120.03306,39.42806
67,2018-08-01 16:45:00,75.946,16.56,,FARC1,5188,-120.03306,39.42806
68,2018-08-01 17:00:00,75.946,16.72,0.0,FARC1,5188,-120.03306,39.42806
69,2018-08-01 17:15:00,75.946,16.94,,FARC1,5188,-120.03306,39.42806
70,2018-08-01 17:30:00,75.946,17.11,,FARC1,5188,-120.03306,39.42806
71,2018-08-01 17:45:00,75.946,17.28,,FARC1,5188,-120.03306,39.42806
72,2018-08-01 18:00:00,75.946,17.44,,FARC1,5188,-120.03306,39.42806
73,2018-08-01 18:15:00,75.946,17.61,,FARC1,5188,-120.03306,39.42806
74,2018-08-01 18:30:00,75.946,17.83,,FARC1,5188,-120.03306,39.42806
75,2018-08-01 18:45:00,75.946,18.0,,FARC1,5188,-120.03306,39.42806
76,2018-08-01 19:00:00,75.946,18.17,0.0,FARC1,5188,-120.03306,39.42806
77,2018-08-01 19:15:00,75.946,18.33,,FARC1,5188,-120.03306,39.42806
78,2018-08-01 19:30:00,75.946,18.44,,FARC1,5188,-120.03306,39.42806
79,2018-08-01 19:45:00,75.946,18.61,,FARC1,5188,-120.03306,39.42806
80,2018-08-01 20:00:00,75.946,18.78,0.0,FARC1,5188,-120.03306,39.42806
81,2018-08-01 20:15:00,75.946,18.94,,FARC1,5188,-120.03306,39.42806
82,2018-08-01 20:30:00,75.946,19.06,,FARC1,5188,-120.03306,39.42806
83,2018-08-01 20:45:00,75.946,19.22,,FARC1,5188,-120.03306,39.42806
84,2018-08-01 21:00:00,75.946,19.33,0.0,FARC1,5188,-120.03306,39.42806
85,2018-08-01 21:15:00,75.946,19.5,,FARC1,5188,-120.03306,39.42806
86,2018-08-01 21:30:00,75.946,19.67,,FARC1,5188,-120.03306,39.42806
87,2018-08-01 21:45:00,75.946,19.78,,FARC1,5188,-120.03306,39.42806
88,2018-08-01 22:00:00,75.946,19.89,,FARC1,5188,-120.03306,39.42806
89,2018-08-01 22:15:00,75.692,19.94,,FARC1,5188,-120.03306,39.42806
90,2018-08-01 22:30:00,75.692,20.06,,FARC1,5188,-120.03306,39.42806
91,2018-08-01 22:45:00,75.692,20.17,,FARC1,5188,-120.03306,39.42806
92,2018-08-01 23:00:00,75.692,20.17,0.0,FARC1,5188,-120.03306,39.42806
93,2018-08-01 23:15:00,75.692,20.22,,FARC1,5188,-120.03306,39.42806
94,2018-08-01 23:30:00,75.692,20.28,,FARC1,5188,-120.03306,39.42806
95,2018-08-01 23:45:00,75.946,20.28,,FARC1,5188,-120.03306,39.42806
96,2018-08-02 00:00:00,75.946,20.28,0.0,FARC1,5188,-120.03306,39.42806
97,2018-08-02 00:15:00,75.946,20.33,,FARC1,5188,-120.03306,39.42806
98,2018-08-02 00:30:00,75.692,20.28,,FARC1,5188,-120.03306,39.42806
99,2018-08-02 00:45:00,75.692,20.28,,FARC1,5188,-120.03306,39.42806
100,2018-08-02 01:00:00,75.692,20.17,,FARC1,5188,-120.03306,39.42806
101,2018-08-02 01:15:00,75.692,20.11,,FARC1,5188,-120.03306,39.42806
102,2018-08-02 01:30:00,75.692,20.0,,FARC1,5188,-120.03306,39.42806
103,2018-08-02 01:45:00,75.692,19.83,,FARC1,5188,-120.03306,39.42806
104,2018-08-02 02:00:00,75.692,19.78,,FARC1,5188,-120.03306,39.42806
105,2018-08-02 02:15:00,75.692,19.67,,FARC1,5188,-120.03306,39.42806
106,2018-08-02 02:30:00,75.692,19.61,,FARC1,5188,-120.03306,39.42806
107,2018-08-02 02:45:00,75.692,19.5,,FARC1,5188,-120.03306,39.42806
108,2018-08-02 03:00:00,75.692,19.44,0.0,FARC1,5188,-120.03306,39.42806
109,2018-08-02 03:15:00,75.692,19.33,,FARC1,5188,-120.03306,39.42806
110,2018-08-02 03:30:00,75.692,19.28,,FARC1,5188,-120.03306,39.42806
111,2018-08-02 03:45:00,75.692,19.17,,FARC1,5188,-120.03306,39.42806
112,2018-08-02 04:00:00,75.692,19.11,,FARC1,5188,-120.03306,39.42806
113,2018-08-02 04:15:00,75.692,19.0,,FARC1,5188,-120.03306,39.42806
114,2018-08-02 04:30:00,75.692,18.89,,FARC1,5188,-120.03306,39.42806
115,2018-08-02 04:45:00,75.692,18.83,,FARC1,5188,-120.03306,39.42806
116,2018-08-02 05:00:00,75.692,18.72,0.0,FARC1,5188,-120.03306,39.42806
117,2018-08-02 05:15:00,75.692,18.67,,FARC1,5188,-120.03306,39.42806
118,2018-08-02 05:30:00,75.692,18.56,,FARC1,5188,-120.03306,39.42806
119,2018-08-02 05:45:00,75.692,18.44,,FARC1,5188,-120.03306,39.42806
120,2018-08-02 06:00:00,75.692,18.33,0.0,FARC1,5188,-120.03306,39.42806
121,2018-08-02 06:15:00,75.692,18.22,,FARC1,5188,-120.03306,39.42806
122,2018-08-02 06:30:00,75.692,18.17,,FARC1,5188,-120.03306,39.42806
123,2018-08-02 06:45:00,75.692,18.06,,FARC1,5188,-120.03306,39.42806
124,2018-08-02 07:00:00,75.692,17.94,0.0,FARC1,5188,-120.03306,39.42806
125,2018-08-02 07:15:00,75.692,17.83,,FARC1,5188,-120.03306,39.42806
126,2018-08-02 07:30:00,75.692,17.72,,FARC1,5188,-120.03306,39.42806
127,2018-08-02 07:45:00,75.692,17.67,,FARC1,5188,-120.03306,39.42806
128,2018-08-02 08:00:00,75.692,17.5,0.0,FARC1,5188,-120.03306,39.42806
129,2018-08-02 08:15:00,75.692,17.39,,FARC1,5188,-120.03306,39.42806
130,2018-08-02 08:30:00,75.692,17.28,,FARC1,5188,-120.03306,39.42806
131,2018-08-02 08:45:00,75.692,17.22,,FARC1,5188,-120.03306,39.42806
132,2018-08-02 09:00:00,75.692,17.11,0.0,FARC1,5188,-120.03306,39.42806
133,2018-08-02 09:15:00,75.692,17.06,,FARC1,5188,-120.03306,39.42806
134,2018-08-02 09:30:00,75.692,16.94,,FARC1,5188,-120.03306,39.42806
135,2018-08-02 09:45:00,75.692,16.89,,FARC1,5188,-120.03306,39.42806
136,2018-08-02 10:00:00,75.692,16.78,0.0,FARC1,5188,-120.03306,39.42806
137,2018-08-02 10:15:00,75.692,16.72,,FARC1,5188,-120.03306,39.42806
138,2018-08-02 10:30:00,75.692,16.61,,FARC1,5188,-120.03306,39.42806
139,2018-08-02 10:45:00,75.692,16.56,,FARC1,5188,-120.03306,39.42806
140,2018-08-02 11:00:00,75.692,16.44,0.0,FARC1,5188,-120.03306,39.42806
141,2018-08-02 11:15:00,75.692,16.33,,FARC1,5188,-120.03306,39.42806
142,2018-08-02 11:30:00,75.692,16.28,,FARC1,5188,-120.03306,39.42806
143,2018-08-02 11:45:00,75.692,16.17,,FARC1,5188,-120.03306,39.42806
144,2018-08-02 12:00:00,75.692,16.11,0.0,FARC1,5188,-120.03306,39.42806
145,2018-08-02 12:15:00,75.692,16.0,,FARC1,5188,-120.03306,39.42806
146,2018-08-02 12:30:00,75.692,15.94,,FARC1,5188,-120.03306,39.42806
147,2018-08-02 12:45:00,75.692,15.89,,FARC1,5188,-120.03306,39.42806
148,2018-08-02 13:00:00,75.692,15.78,0.0,FARC1,5188,-120.03306,39.42806
149,2018-08-02 13:15:00,75.692,15.72,,FARC1,5188,-120.03306,39.42806
150,2018-08-02 13:30:00,75.692,15.67,,FARC1,5188,-120.03306,39.42806
151,2018-08-02 13:45:00,75.692,15.56,,FARC1,5188,-120.03306,39.42806
152,2018-08-02 14:00:00,75.692,15.5,0.0,FARC1,5188,-120.03306,39.42806
153,2018-08-02 14:15:00,75.692,15.44,,FARC1,5188,-120.03306,39.42806
154,2018-08-02 14:30:00,75.692,15.39,,FARC1,5188,-120.03306,39.42806
155,2018-08-02 14:45:00,75.692,15.39,,FARC1,5188,-120.03306,39.42806
156,2018-08-02 15:00:00,75.692,15.33,0.0,FARC1,5188,-120.03306,39.42806
157,2018-08-02 15:15:00,75.692,15.28,,FARC1,5188,-120.03306,39.42806
158,2018-08-02 15:30:00,75.692,15.28,,FARC1,5188,-120.03306,39.42806
159,2018-08-02 15:45:00,75.692,15.28,,FARC1,5188,-120.03306,39.42806
160,2018-08-02 16:00:00,75.692,15.33,0.0,FARC1,5188,-120.03306,39.42806
161,2018-08-02 16:15:00,75.692,15.44,,FARC1,5188,-120.03306,39.42806
162,2018-08-02 16:30:00,75.692,15.56,,FARC1,5188,-120.03306,39.42806
163,2018-08-02 16:45:00,75.692,15.72,,FARC1,5188,-120.03306,39.42806
164,2018-08-02 17:00:00,75.692,15.89,0.0,FARC1,5188,-120.03306,39.42806
165,2018-08-02 17:15:00,75.692,16.11,,FARC1,5188,-120.03306,39.42806
166,2018-08-02 17:30:00,75.692,16.33,,FARC1,5188,-120.03306,39.42806
167,2018-08-02 17:45:00,75.692,16.56,,FARC1,5188,-120.03306,39.42806
168,2018-08-02 18:00:00,75.692,16.78,0.0,FARC1,5188,-120.03306,39.42806
169,2018-08-02 18:15:00,75.692,16.94,,FARC1,5188,-120.03306,39.42806
170,2018-08-02 18:30:00,75.692,17.17,,FARC1,5188,-120.03306,39.42806
171,2018-08-02 18:45:00,75.692,17.33,,FARC1,5188,-120.03306,39.42806
172,2018-08-02 19:00:00,75.692,17.5,0.0,FARC1,5188,-120.03306,39.42806
173,2018-08-02 19:15:00,75.946,17.72,,FARC1,5188,-120.03306,39.42806
174,2018-08-02 19:30:00,75.946,17.89,,FARC1,5188,-120.03306,39.42806
175,2018-08-02 19:45:00,75.184,18.06,,FARC1,5188,-120.03306,39.42806
176,2018-08-02 20:00:00,75.184,18.22,,FARC1,5188,-120.03306,39.42806
177,2018-08-02 20:15:00,75.184,18.39,,FARC1,5188,-120.03306,39.42806
178,2018-08-02 20:30:00,75.184,18.56,,FARC1,5188,-120.03306,39.42806
179,2018-08-02 20:45:00,75.184,18.72,,FARC1,5188,-120.03306,39.42806
180,2018-08-02 21:00:00,75.184,18.89,0.0,FARC1,5188,-120.03306,39.42806
181,2018-08-02 21:15:00,74.93,19.0,,FARC1,5188,-120.03306,39.42806
182,2018-08-02 21:30:00,74.93,19.17,,FARC1,5188,-120.03306,39.42806
183,2018-08-02 21:45:00,76.708,19.22,,FARC1,5188,-120.03306,39.42806
184,2018-08-02 22:00:00,76.708,19.33,0.0,FARC1,5188,-120.03306,39.42806
185,2018-08-02 22:15:00,76.708,19.39,,FARC1,5188,-120.03306,39.42806
186,2018-08-02 22:30:00,76.708,19.5,,FARC1,5188,-120.03306,39.42806
187,2018-08-02 22:45:00,76.708,19.56,,FARC1,5188,-120.03306,39.42806
188,2018-08-02 23:00:00,76.708,19.61,0.0,FARC1,5188,-120.03306,39.42806
189,2018-08-02 23:15:00,76.708,19.67,,FARC1,5188,-120.03306,39.42806
190,2018-08-02 23:30:00,76.708,19.72,,FARC1,5188,-120.03306,39.42806
191,2018-08-02 23:45:00,76.708,19.72,,FARC1,5188,-120.03306,39.42806
192,2018-08-03 00:00:00,76.708,19.78,0.0,FARC1,5188,-120.03306,39.42806
193,2018-08-03 00:15:00,76.708,19.72,,FARC1,5188,-120.03306,39.42806
194,2018-08-03 00:30:00,76.708,19.72,,FARC1,5188,-120.03306,39.42806
195,2018-08-03 00:45:00,76.708,19.67,,FARC1,5188,-120.03306,39.42806
196,2018-08-03 01:00:00,76.708,19.61,0.0,FARC1,5188,-120.03306,39.42806
197,2018-08-03 01:15:00,76.708,19.5,,FARC1,5188,-120.03306,39.42806
198,2018-08-03 01:30:00,76.708,19.39,,FARC1,5188,-120.03306,39.42806
199,2018-08-03 01:45:00,76.708,19.28,,FARC1,5188,-120.03306,39.42806
200,2018-08-03 02:00:00,76.708,19.17,0.0,FARC1,5188,-120.03306,39.42806
201,2018-08-03 02:15:00,76.708,19.11,,FARC1,5188,-120.03306,39.42806
202,2018-08-03 02:30:00,76.708,19.06,,FARC1,5188,-120.03306,39.42806
203,2018-08-03 02:45:00,76.708,18.94,,FARC1,5188,-120.03306,39.42806
204,2018-08-03 03:00:00,76.708,18.83,0.0,FARC1,5188,-120.03306,39.42806
205,2018-08-03 03:15:00,76.708,18.78,,FARC1,5188,-120.03306,39.42806
206,2018-08-03 03:30:00,76.708,18.72,,FARC1,5188,-120.03306,39.42806
207,2018-08-03 03:45:00,76.708,18.61,,FARC1,5188,-120.03306,39.42806
208,2018-08-03 04:00:00,76.708,18.56,0.0,FARC1,5188,-120.03306,39.42806
209,2018-08-03 04:15:00,76.708,18.5,,FARC1,5188,-120.03306,39.42806
210,2018-08-03 04:30:00,76.708,18.39,,FARC1,5188,-120.03306,39.42806
211,2018-08-03 04:45:00,76.708,18.33,,FARC1,5188,-120.03306,39.42806
212,2018-08-03 05:00:00,76.708,18.22,0.0,FARC1,5188,-120.03306,39.42806
213,2018-08-03 05:15:00,76.708,18.17,,FARC1,5188,-120.03306,39.42806
214,2018-08-03 05:30:00,76.708,18.06,,FARC1,5188,-120.03306,39.42806
215,2018-08-03 05:45:00,76.708,17.94,,FARC1,5188,-120.03306,39.42806
216,2018-08-03 06:00:00,76.708,17.83,,FARC1,5188,-120.03306,39.42806
217,2018-08-03 06:15:00,76.708,17.72,,FARC1,5188,-120.03306,39.42806
218,2018-08-03 06:30:00,76.708,17.61,,FARC1,5188,-120.03306,39.42806
219,2018-08-03 06:45:00,76.708,17.56,,FARC1,5188,-120.03306,39.42806
220,2018-08-03 07:00:00,76.708,17.44,0.0,FARC1,5188,-120.03306,39.42806
221,2018-08-03 07:15:00,76.708,17.33,,FARC1,5188,-120.03306,39.42806
222,2018-08-03 07:30:00,76.708,17.22,,FARC1,5188,-120.03306,39.42806
223,2018-08-03 07:45:00,76.708,17.11,,FARC1,5188,-120.03306,39.42806
224,2018-08-03 08:00:00,76.708,17.06,0.0,FARC1,5188,-120.03306,39.42806
225,2018-08-03 08:15:00,76.708,16.94,,FARC1,5188,-120.03306,39.42806
226,2018-08-03 08:30:00,76.708,16.83,,FARC1,5188,-120.03306,39.42806
227,2018-08-03 08:45:00,76.708,16.67,,FARC1,5188,-120.03306,39.42806
228,2018-08-03 09:00:00,76.708,16.56,0.0,FARC1,5188,-120.03306,39.42806
229,2018-08-03 09:15:00,76.708,16.44,,FARC1,5188,-120.03306,39.42806
230,2018-08-03 09:30:00,76.708,16.39,,FARC1,5188,-120.03306,39.42806
231,2018-08-03 09:45:00,76.708,16.28,,FARC1,5188,-120.03306,39.42806
232,2018-08-03 10:00:00,76.708,16.22,0.0,FARC1,5188,-120.03306,39.42806
233,2018-08-03 10:15:00,76.708,16.11,,FARC1,5188,-120.03306,39.42806
234,2018-08-03 10:30:00,76.708,16.0,,FARC1,5188,-120.03306,39.42806
235,2018-08-03 10:45:00,76.708,15.94,,FARC1,5188,-120.03306,39.42806
236,2018-08-03 11:00:00,76.708,15.83,0.0,FARC1,5188,-120.03306,39.42806
237,2018-08-03 11:15:00,76.708,15.72,,FARC1,5188,-120.03306,39.42806
238,2018-08-03 11:30:00,76.708,15.67,,FARC1,5188,-120.03306,39.42806
239,2018-08-03 11:45:00,76.708,15.56,,FARC1,5188,-120.03306,39.42806
240,2018-08-03 12:00:00,76.708,15.5,0.0,FARC1,5188,-120.03306,39.42806
241,2018-08-03 12:15:00,76.708,15.44,,FARC1,5188,-120.03306,39.42806
242,2018-08-03 12:30:00,76.708,15.33,,FARC1,5188,-120.03306,39.42806
243,2018-08-03 12:45:00,76.708,15.28,,FARC1,5188,-120.03306,39.42806
244,2018-08-03 13:00:00,76.708,15.17,0.0,FARC1,5188,-120.03306,39.42806
245,2018-08-03 13:15:00,76.708,15.11,,FARC1,5188,-120.03306,39.42806
246,2018-08-03 13:30:00,76.708,15.06,,FARC1,5188,-120.03306,39.42806
247,2018-08-03 13:45:00,76.708,14.94,,FARC1,5188,-120.03306,39.42806
248,2018-08-03 14:00:00,76.708,14.89,0.0,FARC1,5188,-120.03306,39.42806
249,2018-08-03 14:15:00,76.708,14.83,,FARC1,5188,-120.03306,39.42806
250,2018-08-03 14:30:00,76.708,14.78,,FARC1,5188,-120.03306,39.42806
251,2018-08-03 14:45:00,76.708,14.72,,FARC1,5188,-120.03306,39.42806
252,2018-08-03 15:00:00,76.708,14.67,0.0,FARC1,5188,-120.03306,39.42806
253,2018-08-03 15:15:00,76.708,14.67,,FARC1,5188,-120.03306,39.42806
254,2018-08-03 15:30:00,76.708,14.61,,FARC1,5188,-120.03306,39.42806
255,2018-08-03 15:45:00,76.708,14.61,,FARC1,5188,-120.03306,39.42806
256,2018-08-03 16:00:00,76.708,14.67,0.0,FARC1,5188,-120.03306,39.42806
257,2018-08-03 16:15:00,76.708,14.72,,FARC1,5188,-120.03306,39.42806
258,2018-08-03 16:30:00,76.708,14.89,,FARC1,5188,-120.03306,39.42806
259,2018-08-03 16:45:00,76.708,15.06,,FARC1,5188,-120.03306,39.42806
260,2018-08-03 17:00:00,76.708,15.22,0.0,FARC1,5188,-120.03306,39.42806
261,2018-08-03 17:15:00,76.708,15.5,,FARC1,5188,-120.03306,39.42806
262,2018-08-03 17:30:00,76.708,15.72,,FARC1,5188,-120.03306,39.42806
263,2018-08-03 17:45:00,76.708,15.89,,FARC1,5188,-120.03306,39.42806
264,2018-08-03 18:00:00,76.708,16.11,0.0,FARC1,5188,-120.03306,39.42806
265,2018-08-03 18:15:00,76.708,16.33,,FARC1,5188,-120.03306,39.42806
266,2018-08-03 18:30:00,76.708,16.5,,FARC1,5188,-120.03306,39.42806
267,2018-08-03 18:45:00,76.708,16.67,,FARC1,5188,-120.03306,39.42806
268,2018-08-03 19:00:00,76.708,16.83,0.0,FARC1,5188,-120.03306,39.42806
269,2018-08-03 19:15:00,76.708,17.0,,FARC1,5188,-120.03306,39.42806
270,2018-08-03 19:30:00,76.708,17.17,,FARC1,5188,-120.03306,39.42806
271,2018-08-03 19:45:00,76.708,17.33,,FARC1,5188,-120.03306,39.42806
272,2018-08-03 20:00:00,76.708,17.5,0.0,FARC1,5188,-120.03306,39.42806
273,2018-08-03 20:15:00,76.708,17.67,,FARC1,5188,-120.03306,39.42806
274,2018-08-03 20:30:00,76.708,17.83,,FARC1,5188,-120.03306,39.42806
275,2018-08-03 20:45:00,76.708,18.0,,FARC1,5188,-120.03306,39.42806
276,2018-08-03 21:00:00,76.708,18.17,0.0,FARC1,5188,-120.03306,39.42806
277,2018-08-03 21:15:00,76.708,18.28,,FARC1,5188,-120.03306,39.42806
278,2018-08-03 21:30:00,76.708,18.39,,FARC1,5188,-120.03306,39.42806
279,2018-08-03 21:45:00,76.708,18.5,,FARC1,5188,-120.03306,39.42806
280,2018-08-03 22:00:00,76.708,18.61,0.0,FARC1,5188,-120.03306,39.42806
281,2018-08-03 22:15:00,76.708,18.67,,FARC1,5188,-120.03306,39.42806
282,2018-08-03 22:30:00,76.708,18.72,,FARC1,5188,-120.03306,39.42806
283,2018-08-03 22:45:00,76.708,18.78,,FARC1,5188,-120.03306,39.42806
284,2018-08-03 23:00:00,76.708,18.78,,FARC1,5188,-120.03306,39.42806
285,2018-08-03 23:15:00,76.708,18.78,,FARC1,5188,-120.03306,39.42806
286,2018-08-03 23:30:00,76.708,18.78,,FARC1,5188,-120.03306,39.42806
287,2018-08-03 23:45:00,76.708,18.78,,FARC1,5188,-120.03306,39.42806
288,2018-08-04 00:00:00,76.708,18.83,0.0,FARC1,5188,-120.03306,39.42806
289,2018-08-04 00:15:00,76.708,18.83,,FARC1,5188,-120.03306,39.42806
290,2018-08-04 00:30:00,76.708,18.78,,FARC1,5188,-120.03306,39.42806
291,2018-08-04 00:45:00,76.708,18.72,,FARC1,5188,-120.03306,39.42806
292,2018-08-04 01:00:00,76.708,18.67,,FARC1,5188,-120.03306,39.42806
293,2018-08-04 01:15:00,76.708,18.56,,FARC1,5188,-120.03306,39.42806
294,2018-08-04 01:30:00,76.708,18.44,,FARC1,5188,-120.03306,39.42806
295,2018-08-04 01:45:00,76.708,18.39,,FARC1,5188,-120.03306,39.42806
296,2018-08-04 02:00:00,76.708,18.33,0.0,FARC1,5188,-120.03306,39.42806
297,2018-08-04 02:15:00,76.708,18.22,,FARC1,5188,-120.03306,39.42806
298,2018-08-04 02:30:00,76.708,18.17,,FARC1,5188,-120.03306,39.42806
299,2018-08-04 02:45:00,76.708,18.06,,FARC1,5188,-120.03306,39.42806
300,2018-08-04 03:00:00,76.708,18.0,0.0,FARC1,5188,-120.03306,39.42806
301,2018-08-04 03:15:00,76.708,17.89,,FARC1,5188,-120.03306,39.42806
302,2018-08-04 03:30:00,76.708,17.83,,FARC1,5188,-120.03306,39.42806
303,2018-08-04 03:45:00,76.708,17.78,,FARC1,5188,-120.03306,39.42806
304,2018-08-04 04:00:00,76.708,17.72,,FARC1,5188,-120.03306,39.42806
305,2018-08-04 04:15:00,76.708,17.67,,FARC1,5188,-120.03306,39.42806
306,2018-08-04 04:30:00,76.708,17.61,,FARC1,5188,-120.03306,39.42806
307,2018-08-04 04:45:00,76.708,17.56,,FARC1,5188,-120.03306,39.42806
308,2018-08-04 05:00:00,76.708,17.44,0.0,FARC1,5188,-120.03306,39.42806
309,2018-08-04 05:15:00,76.708,17.39,,FARC1,5188,-120.03306,39.42806
310,2018-08-04 05:30:00,76.708,17.33,,FARC1,5188,-120.03306,39.42806
311,2018-08-04 05:45:00,76.708,17.22,,FARC1,5188,-120.03306,39.42806
312,2018-08-04 06:00:00,76.708,17.11,0.0,FARC1,5188,-120.03306,39.42806
313,2018-08-04 06:15:00,76.708,17.06,,FARC1,5188,-120.03306,39.42806
314,2018-08-04 06:30:00,76.708,16.94,,FARC1,5188,-120.03306,39.42806
315,2018-08-04 06:45:00,76.708,16.83,,FARC1,5188,-120.03306,39.42806
316,2018-08-04 07:00:00,76.708,16.78,0.0,FARC1,5188,-120.03306,39.42806
