,date_time,air_temp_low_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,air_temp_high_24_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 15:00:00,19.44,0.0,20.0,37.78,COOPSTOC1,800,-122.53,39.59
1,2018-08-02 15:00:00,16.67,0.0,17.22,37.78,COOPSTOC1,800,-122.53,39.59
2,2018-08-03 15:00:00,15.56,0.0,17.78,35.0,COOPSTOC1,800,-122.53,39.59
3,2018-08-04 15:00:00,15.56,0.0,16.11,35.0,COOPSTOC1,800,-122.53,39.59
4,2018-08-05 15:00:00,15.56,0.0,15.56,36.11,COOPSTOC1,800,-122.53,39.59
5,2018-08-06 15:00:00,15.0,0.0,15.56,31.67,COOPSTOC1,800,-122.53,39.59
6,2018-08-07 15:00:00,15.0,0.0,18.33,37.78,COOPSTOC1,800,-122.53,39.59
7,2018-08-08 15:00:00,16.67,0.0,17.22,35.0,COOPSTOC1,800,-122.53,39.59
8,2018-08-09 15:00:00,15.56,0.0,17.78,35.56,COOPSTOC1,800,-122.53,39.59
9,2018-08-10 15:00:00,17.22,0.0,18.33,37.22,COOPSTOC1,800,-122.53,39.59
10,2018-08-14 15:00:00,14.44,0.0,15.56,32.22,COOPSTOC1,800,-122.53,39.59
11,2018-08-15 15:00:00,13.33,0.0,16.67,34.44,COOPSTOC1,800,-122.53,39.59
12,2018-08-16 15:00:00,14.44,0.0,16.11,33.33,COOPSTOC1,800,-122.53,39.59
13,2018-08-17 15:00:00,15.0,0.0,15.56,32.22,COOPSTOC1,800,-122.53,39.59
