,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,precip_accum_since_local_midnight_set_1,dew_point_temperature_set_1d,heat_index_set_1d,precip_accum_fifteen_minute_set_1,snow_depth_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,wind_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
11,2018-08-01 02:45:00,WSW,3.8,0.0,6.48,,0.0,3860.8,41.03,1.76,20.2,251.0,BMTSV,8000,-120.263775,39.192188
12,2018-08-01 03:00:00,W,4.35,0.0,6.22,,0.0,3848.1,41.74,1.75,19.64,261.7,BMTSV,8000,-120.263775,39.192188
13,2018-08-01 03:15:00,WSW,1.37,0.0,6.15,,0.0,3835.4,42.47,0.66,19.28,237.9,BMTSV,8000,-120.263775,39.192188
14,2018-08-01 03:30:00,NW,1.48,0.0,6.36,,0.0,3825.24,44.19,0.44,18.88,324.4,BMTSV,8000,-120.263775,39.192188
15,2018-08-01 03:45:00,NW,1.81,0.0,6.45,,0.0,3812.54,44.9,0.79,18.72,325.8,BMTSV,8000,-120.263775,39.192188
16,2018-08-01 04:00:00,WSW,2.33,0.0,6.64,,0.0,3802.38,47.11,1.11,18.17,257.3,BMTSV,8000,-120.263775,39.192188
17,2018-08-01 04:15:00,W,3.11,0.0,6.6,,0.0,3794.76,50.08,1.54,17.15,272.1,BMTSV,8000,-120.263775,39.192188
18,2018-08-01 04:30:00,WSW,4.2,0.0,5.3,,0.0,3782.06,45.12,2.88,17.39,241.0,BMTSV,8000,-120.263775,39.192188
19,2018-08-01 04:45:00,SW,5.12,0.0,3.96,,0.0,3774.44,39.72,3.23,17.93,224.4,BMTSV,8000,-120.263775,39.192188
20,2018-08-01 05:00:00,SW,3.59,0.0,3.41,,0.0,3766.82,38.05,2.33,18.0,221.7,BMTSV,8000,-120.263775,39.192188
21,2018-08-01 05:15:00,SW,3.14,0.0,1.55,,0.0,3764.28,33.47,2.19,17.93,218.3,BMTSV,8000,-120.263775,39.192188
22,2018-08-01 05:30:00,SW,3.38,0.0,1.57,,0.0,3761.74,33.79,1.87,17.81,218.3,BMTSV,8000,-120.263775,39.192188
23,2018-08-01 05:45:00,SSW,1.75,0.0,2.56,,0.0,3759.2,36.15,1.14,17.85,204.3,BMTSV,8000,-120.263775,39.192188
24,2018-08-01 06:00:00,SSW,2.07,0.0,2.79,,0.0,3756.66,36.36,1.31,18.02,203.4,BMTSV,8000,-120.263775,39.192188
25,2018-08-01 06:15:00,SSW,2.22,0.0,4.24,,0.0,3756.66,40.03,1.32,18.11,200.0,BMTSV,8000,-120.263775,39.192188
26,2018-08-01 06:30:00,SSW,3.39,0.0,3.78,,0.0,3756.66,39.64,2.1,17.76,207.7,BMTSV,8000,-120.263775,39.192188
27,2018-08-01 06:45:00,SW,4.05,0.0,3.05,,0.0,3756.66,38.38,3.04,17.46,214.6,BMTSV,8000,-120.263775,39.192188
28,2018-08-01 07:00:00,SW,3.97,0.0,2.77,,0.0,3756.66,37.04,3.12,17.71,215.0,BMTSV,8000,-120.263775,39.192188
29,2018-08-01 07:15:00,SSW,4.43,0.0,2.29,,0.0,3754.12,35.62,3.18,17.79,213.6,BMTSV,8000,-120.263775,39.192188
30,2018-08-01 07:30:00,SSW,5.56,0.0,2.04,,0.0,3751.58,35.09,3.42,17.74,212.3,BMTSV,8000,-120.263775,39.192188
31,2018-08-01 07:45:00,SSW,5.23,0.0,2.53,,0.0,3749.04,35.71,3.36,18.02,208.0,BMTSV,8000,-120.263775,39.192188
32,2018-08-01 08:00:00,SSW,5.38,0.0,3.02,,0.0,3749.04,36.48,3.61,18.23,210.9,BMTSV,8000,-120.263775,39.192188
33,2018-08-01 08:15:00,SSW,5.41,0.0,3.14,,0.0,3751.58,35.68,3.32,18.71,208.0,BMTSV,8000,-120.263775,39.192188
34,2018-08-01 08:30:00,SW,4.39,0.0,2.97,,0.0,3751.58,35.63,2.91,18.54,216.1,BMTSV,8000,-120.263775,39.192188
35,2018-08-01 08:45:00,SSW,4.11,0.0,2.38,,0.0,3754.12,35.16,2.8,18.09,212.6,BMTSV,8000,-120.263775,39.192188
36,2018-08-01 09:00:00,SSW,4.44,0.0,2.46,,0.0,3756.66,34.85,2.68,18.32,208.1,BMTSV,8000,-120.263775,39.192188
37,2018-08-01 09:15:00,SSW,5.5,0.0,2.81,,0.0,3754.12,34.8,3.49,18.74,202.1,BMTSV,8000,-120.263775,39.192188
38,2018-08-01 09:30:00,SSW,5.57,0.0,3.95,,0.0,3756.66,38.2,3.44,18.53,207.0,BMTSV,8000,-120.263775,39.192188
39,2018-08-01 09:45:00,SW,6.11,0.0,4.35,,0.0,3759.2,40.23,3.55,18.16,218.8,BMTSV,8000,-120.263775,39.192188
40,2018-08-01 10:00:00,SW,5.87,0.0,4.15,,0.0,3759.2,40.3,4.04,17.91,219.9,BMTSV,8000,-120.263775,39.192188
41,2018-08-01 10:15:00,SW,5.61,0.0,3.72,,0.0,3756.66,39.17,3.96,17.88,220.2,BMTSV,8000,-120.263775,39.192188
42,2018-08-01 10:30:00,SSW,5.46,0.0,3.78,,0.0,3756.66,39.82,3.28,17.69,206.4,BMTSV,8000,-120.263775,39.192188
43,2018-08-01 10:45:00,SSW,6.26,0.0,3.84,,0.0,3754.12,40.26,3.63,17.58,210.0,BMTSV,8000,-120.263775,39.192188
44,2018-08-01 11:00:00,SSW,5.3,0.0,4.51,,0.0,3754.12,42.71,3.13,17.39,209.7,BMTSV,8000,-120.263775,39.192188
45,2018-08-01 11:15:00,SSW,5.91,0.0,5.14,,0.0,3754.12,45.25,3.54,17.17,211.5,BMTSV,8000,-120.263775,39.192188
46,2018-08-01 11:30:00,SSW,5.29,0.0,4.63,,0.0,3751.58,44.34,2.87,16.93,208.4,BMTSV,8000,-120.263775,39.192188
47,2018-08-01 11:45:00,SSW,5.2,0.0,4.82,,0.0,3751.58,44.94,2.58,16.93,208.3,BMTSV,8000,-120.263775,39.192188
48,2018-08-01 12:00:00,SW,4.92,0.0,4.46,,0.0,3749.04,43.58,2.81,17.01,226.4,BMTSV,8000,-120.263775,39.192188
49,2018-08-01 12:15:00,SW,6.39,0.0,4.12,,0.0,3749.04,42.56,3.64,17.01,229.6,BMTSV,8000,-120.263775,39.192188
50,2018-08-01 12:30:00,SW,5.19,0.0,3.06,,0.0,3749.04,39.62,3.37,16.97,225.4,BMTSV,8000,-120.263775,39.192188
51,2018-08-01 12:45:00,SW,5.91,0.0,1.67,,0.0,3749.04,35.9,3.1,16.97,218.0,BMTSV,8000,-120.263775,39.192188
52,2018-08-01 13:00:00,SW,5.61,0.0,-0.48,,0.0,3746.5,30.94,2.95,16.87,221.5,BMTSV,8000,-120.263775,39.192188
53,2018-08-01 13:15:00,SW,4.76,0.0,-2.29,,0.0,3746.5,26.81,2.79,17.03,222.3,BMTSV,8000,-120.263775,39.192188
54,2018-08-01 13:30:00,SW,5.68,0.0,-2.85,,0.0,3743.96,25.19,3.51,17.35,228.4,BMTSV,8000,-120.263775,39.192188
55,2018-08-01 13:45:00,SW,6.53,0.0,-1.89,,0.0,3741.42,26.87,2.99,17.46,226.6,BMTSV,8000,-120.263775,39.192188
56,2018-08-01 14:00:00,SW,6.27,0.0,-0.17,,0.0,3741.42,30.46,3.42,17.47,230.2,BMTSV,8000,-120.263775,39.192188
57,2018-08-01 14:15:00,SW,6.08,0.0,-1.5,,0.0,3738.88,26.97,3.69,17.85,224.7,BMTSV,8000,-120.263775,39.192188
58,2018-08-01 14:30:00,SW,5.72,0.0,0.05,,0.0,3736.34,29.66,3.83,18.14,220.7,BMTSV,8000,-120.263775,39.192188
59,2018-08-01 14:45:00,SW,6.42,0.0,-1.23,,0.0,3736.34,25.45,3.95,19.08,216.8,BMTSV,8000,-120.263775,39.192188
60,2018-08-01 15:00:00,SW,5.97,0.0,-0.67,,0.0,3731.26,25.3,3.8,19.83,222.1,BMTSV,8000,-120.263775,39.192188
61,2018-08-01 15:15:00,SW,5.63,0.0,0.47,,0.0,3726.18,28.36,3.64,19.33,219.5,BMTSV,8000,-120.263775,39.192188
62,2018-08-01 15:30:00,SW,5.11,0.0,-1.56,,0.0,3726.18,23.94,3.4,19.66,218.8,BMTSV,8000,-120.263775,39.192188
63,2018-08-01 15:45:00,SW,5.97,0.0,0.77,,0.0,3733.8,27.48,3.3,20.18,217.1,BMTSV,8000,-120.263775,39.192188
64,2018-08-01 16:00:00,SW,6.87,0.0,-0.3,,0.0,3743.96,25.59,3.79,20.07,216.6,BMTSV,8000,-120.263775,39.192188
65,2018-08-01 16:15:00,SW,6.43,0.0,-2.03,,0.0,3751.58,22.76,4.1,19.92,220.4,BMTSV,8000,-120.263775,39.192188
66,2018-08-01 16:30:00,SW,8.25,0.0,-2.67,,0.0,3759.2,20.79,3.89,20.6,224.6,BMTSV,8000,-120.263775,39.192188
67,2018-08-01 16:45:00,SSW,7.24,0.0,-1.54,,0.0,3766.82,21.72,3.96,21.24,208.3,BMTSV,8000,-120.263775,39.192188
68,2018-08-01 17:00:00,SW,6.84,0.0,-2.76,,0.0,3774.44,19.67,3.89,21.38,214.8,BMTSV,8000,-120.263775,39.192188
69,2018-08-01 17:15:00,SW,6.88,0.0,-2.4,,0.0,3784.6,19.96,3.42,21.58,215.8,BMTSV,8000,-120.263775,39.192188
70,2018-08-01 17:30:00,SSW,6.87,0.0,-3.82,,0.0,3794.76,17.69,3.62,21.81,210.3,BMTSV,8000,-120.263775,39.192188
71,2018-08-01 17:45:00,WSW,8.93,0.0,-4.65,,0.0,3799.84,17.31,4.19,21.14,236.7,BMTSV,8000,-120.263775,39.192188
72,2018-08-01 18:00:00,SW,8.98,0.0,-3.74,,0.0,3810.0,17.76,4.58,21.84,225.2,BMTSV,8000,-120.263775,39.192188
73,2018-08-01 18:15:00,SW,8.29,0.0,-5.37,,0.0,3820.16,15.48,4.58,22.06,217.4,BMTSV,8000,-120.263775,39.192188
74,2018-08-01 18:30:00,SW,9.05,0.0,-4.87,,0.0,3837.94,15.84,4.65,22.3,214.0,BMTSV,8000,-120.263775,39.192188
75,2018-08-01 18:45:00,SW,8.67,0.0,-4.11,,0.0,3858.26,16.48,4.46,22.59,219.4,BMTSV,8000,-120.263775,39.192188
76,2018-08-01 19:00:00,SW,8.97,0.0,-4.02,,0.0,3881.12,15.76,5.0,23.42,219.3,BMTSV,8000,-120.263775,39.192188
77,2018-08-01 19:15:00,SW,7.64,0.0,-3.93,,0.0,3903.98,16.16,4.27,23.13,215.3,BMTSV,8000,-120.263775,39.192188
78,2018-08-01 19:30:00,SSW,7.52,0.0,-2.19,,0.0,3929.38,17.0,4.04,24.43,212.5,BMTSV,8000,-120.263775,39.192188
79,2018-08-01 19:45:00,SW,7.1,0.0,-2.41,,0.0,3954.78,16.78,3.62,24.38,214.1,BMTSV,8000,-120.263775,39.192188
80,2018-08-01 20:00:00,SW,7.47,0.0,-1.79,,0.0,3990.34,18.08,3.8,23.91,222.1,BMTSV,8000,-120.263775,39.192188
81,2018-08-01 20:15:00,SW,6.46,0.0,-1.69,,0.0,4013.2,17.23,3.66,24.82,225.2,BMTSV,8000,-120.263775,39.192188
82,2018-08-01 20:30:00,SSW,7.01,0.0,-2.56,,0.0,4036.06,16.77,3.82,24.2,206.3,BMTSV,8000,-120.263775,39.192188
83,2018-08-01 20:45:00,SW,6.87,0.0,-1.41,,0.0,4048.76,17.38,3.66,25.02,215.2,BMTSV,8000,-120.263775,39.192188
84,2018-08-01 21:00:00,SSW,7.73,0.0,-0.27,,0.0,4084.32,19.38,3.33,24.61,213.7,BMTSV,8000,-120.263775,39.192188
85,2018-08-01 21:15:00,SW,7.2,0.0,0.74,,0.0,4124.96,21.1,3.36,24.42,217.1,BMTSV,8000,-120.263775,39.192188
86,2018-08-01 21:30:00,SW,7.97,0.0,1.5,,0.0,4152.9,21.61,3.77,24.93,220.1,BMTSV,8000,-120.263775,39.192188
87,2018-08-01 21:45:00,WSW,8.35,0.0,2.16,,0.0,4152.9,23.24,3.99,24.51,245.8,BMTSV,8000,-120.263775,39.192188
88,2018-08-01 22:00:00,WSW,7.37,0.0,1.58,,0.0,4147.82,23.59,3.72,23.59,243.3,BMTSV,8000,-120.263775,39.192188
89,2018-08-01 22:15:00,W,8.78,0.0,1.76,,0.0,4147.82,23.87,3.14,23.61,278.0,BMTSV,8000,-120.263775,39.192188
90,2018-08-01 22:30:00,WSW,7.19,0.0,1.59,,0.0,4152.9,23.13,3.29,23.92,243.7,BMTSV,8000,-120.263775,39.192188
91,2018-08-01 22:45:00,SW,6.38,0.0,0.88,,0.0,4160.52,22.42,3.12,23.59,222.3,BMTSV,8000,-120.263775,39.192188
92,2018-08-01 23:00:00,SW,6.72,0.0,-1.39,,0.0,4173.22,19.47,3.42,23.19,227.3,BMTSV,8000,-120.263775,39.192188
93,2018-08-01 23:15:00,SW,6.68,0.0,-3.52,,0.0,4168.14,16.52,3.23,23.27,235.5,BMTSV,8000,-120.263775,39.192188
94,2018-08-01 23:30:00,WSW,5.03,0.0,-2.8,,0.0,4175.76,17.52,2.33,23.2,248.2,BMTSV,8000,-120.263775,39.192188
95,2018-08-01 23:45:00,SW,5.98,0.0,-1.78,,0.0,4203.7,18.75,3.05,23.33,221.4,BMTSV,8000,-120.263775,39.192188
96,2018-08-02 00:00:00,WSW,6.39,0.0,-3.6,,0.0,4208.78,16.98,3.14,22.73,255.7,BMTSV,8000,-120.263775,39.192188
97,2018-08-02 00:15:00,WSW,6.74,0.0,-2.6,,0.0,4183.38,18.33,2.82,22.71,241.2,BMTSV,8000,-120.263775,39.192188
98,2018-08-02 00:30:00,SW,6.24,0.0,-1.63,,0.0,4160.52,20.27,3.17,22.25,222.1,BMTSV,8000,-120.263775,39.192188
99,2018-08-02 00:45:00,WSW,5.36,0.0,-1.85,,0.0,4137.66,20.52,2.88,21.79,250.7,BMTSV,8000,-120.263775,39.192188
100,2018-08-02 01:00:00,W,4.86,0.0,-1.86,,0.0,4104.64,20.98,2.4,21.42,267.9,BMTSV,8000,-120.263775,39.192188
101,2018-08-02 01:15:00,SW,4.75,0.0,-2.11,,0.0,4061.46,20.64,2.49,21.39,222.3,BMTSV,8000,-120.263775,39.192188
102,2018-08-02 01:30:00,SW,5.07,0.0,-1.32,,0.0,4015.74,22.39,2.88,21.01,221.6,BMTSV,8000,-120.263775,39.192188
103,2018-08-02 01:45:00,SW,5.25,0.0,-1.34,,0.0,3980.18,22.91,2.88,20.62,236.1,BMTSV,8000,-120.263775,39.192188
104,2018-08-02 02:00:00,WSW,6.17,0.0,-1.6,,0.0,3947.16,23.48,3.47,19.93,242.1,BMTSV,8000,-120.263775,39.192188
105,2018-08-02 02:15:00,SW,6.14,0.0,-2.11,,0.0,3916.68,22.92,3.16,19.71,234.8,BMTSV,8000,-120.263775,39.192188
106,2018-08-02 02:30:00,SW,5.38,0.0,-2.04,,0.0,3886.2,23.67,2.86,19.28,231.2,BMTSV,8000,-120.263775,39.192188
107,2018-08-02 02:45:00,WSW,4.5,0.0,-2.14,,0.0,3858.26,24.28,3.17,18.76,251.4,BMTSV,8000,-120.263775,39.192188
108,2018-08-02 03:00:00,WSW,5.25,0.0,-1.14,,0.0,3835.4,26.87,3.36,18.33,245.2,BMTSV,8000,-120.263775,39.192188
109,2018-08-02 03:15:00,WSW,4.48,0.0,-1.04,,0.0,3815.08,27.81,2.96,17.9,238.5,BMTSV,8000,-120.263775,39.192188
110,2018-08-02 03:30:00,SW,5.42,0.0,-0.76,,0.0,3799.84,28.95,3.18,17.59,226.8,BMTSV,8000,-120.263775,39.192188
111,2018-08-02 03:45:00,SW,6.44,0.0,-3.35,,0.0,3787.14,23.8,3.95,17.66,226.0,BMTSV,8000,-120.263775,39.192188
112,2018-08-02 04:00:00,SW,6.63,0.0,-4.66,,0.0,3779.52,21.63,4.34,17.61,226.9,BMTSV,8000,-120.263775,39.192188
113,2018-08-02 04:15:00,SW,6.6,0.0,-5.04,,0.0,3771.9,21.34,4.45,17.37,228.3,BMTSV,8000,-120.263775,39.192188
114,2018-08-02 04:30:00,SW,7.25,0.0,-6.06,,0.0,3766.82,19.32,4.98,17.71,228.8,BMTSV,8000,-120.263775,39.192188
115,2018-08-02 04:45:00,SW,6.76,0.0,-5.6,,0.0,3761.74,20.0,4.83,17.71,228.0,BMTSV,8000,-120.263775,39.192188
116,2018-08-02 05:00:00,SW,6.67,0.0,-6.13,,0.0,3756.66,19.31,4.76,17.63,228.5,BMTSV,8000,-120.263775,39.192188
117,2018-08-02 05:15:00,SW,7.32,0.0,-7.67,,0.0,3754.12,17.19,5.01,17.58,226.5,BMTSV,8000,-120.263775,39.192188
118,2018-08-02 05:30:00,SW,7.18,0.0,-7.41,,0.0,3751.58,17.79,5.12,17.37,226.7,BMTSV,8000,-120.263775,39.192188
119,2018-08-02 05:45:00,SW,6.46,0.0,-7.53,,0.0,3749.04,17.65,5.2,17.34,228.2,BMTSV,8000,-120.263775,39.192188
120,2018-08-02 06:00:00,SW,6.37,0.0,-7.45,,0.0,3746.5,17.89,4.86,17.23,223.8,BMTSV,8000,-120.263775,39.192188
121,2018-08-02 06:15:00,SW,7.18,0.0,-6.11,,0.0,3746.5,20.1,4.62,17.03,228.0,BMTSV,8000,-120.263775,39.192188
122,2018-08-02 06:30:00,SW,6.02,0.0,-6.3,,0.0,3743.96,19.89,4.48,16.97,225.1,BMTSV,8000,-120.263775,39.192188
123,2018-08-02 06:45:00,SW,6.02,0.0,-6.45,,0.0,3743.96,19.58,4.4,17.03,227.5,BMTSV,8000,-120.263775,39.192188
124,2018-08-02 07:00:00,SW,6.84,0.0,-6.73,,0.0,3741.42,19.08,4.49,17.09,221.0,BMTSV,8000,-120.263775,39.192188
125,2018-08-02 07:15:00,SW,7.36,0.0,-7.02,,0.0,3738.88,18.67,4.89,17.09,219.9,BMTSV,8000,-120.263775,39.192188
126,2018-08-02 07:30:00,SW,8.06,0.0,-7.29,,0.0,3736.34,18.26,4.98,17.11,220.3,BMTSV,8000,-120.263775,39.192188
127,2018-08-02 07:45:00,SW,6.82,0.0,-8.24,,0.0,3736.34,16.89,4.71,17.17,222.5,BMTSV,8000,-120.263775,39.192188
128,2018-08-02 08:00:00,SW,7.18,0.0,-8.5,,0.0,3736.34,16.68,4.7,17.04,221.5,BMTSV,8000,-120.263775,39.192188
129,2018-08-02 08:15:00,SW,6.48,0.0,-8.89,,0.0,3738.88,16.06,4.55,17.15,223.8,BMTSV,8000,-120.263775,39.192188
130,2018-08-02 08:30:00,SW,8.47,0.0,-9.1,,0.0,3736.34,15.82,5.04,17.13,218.9,BMTSV,8000,-120.263775,39.192188
131,2018-08-02 08:45:00,SW,6.86,0.0,-9.54,,0.0,3736.34,15.43,4.84,16.98,219.4,BMTSV,8000,-120.263775,39.192188
132,2018-08-02 09:00:00,SW,6.17,0.0,-9.74,,0.0,3738.88,15.29,4.35,16.87,218.6,BMTSV,8000,-120.263775,39.192188
133,2018-08-02 09:15:00,SW,7.72,0.0,-9.98,,0.0,3736.34,14.98,4.57,16.89,223.1,BMTSV,8000,-120.263775,39.192188
134,2018-08-02 09:30:00,SW,7.43,0.0,-9.96,,0.0,3736.34,15.02,4.44,16.88,229.0,BMTSV,8000,-120.263775,39.192188
135,2018-08-02 09:45:00,SW,6.68,0.0,-9.87,,0.0,3736.34,15.02,4.4,16.98,226.3,BMTSV,8000,-120.263775,39.192188
136,2018-08-02 10:00:00,SW,6.27,0.0,-9.46,,0.0,3736.34,15.6,4.3,16.91,229.2,BMTSV,8000,-120.263775,39.192188
137,2018-08-02 10:15:00,SW,7.18,0.0,-9.16,,0.0,3736.34,16.11,4.81,16.77,227.0,BMTSV,8000,-120.263775,39.192188
138,2018-08-02 10:30:00,SW,8.03,0.0,-9.78,,0.0,3733.8,15.39,5.09,16.72,231.6,BMTSV,8000,-120.263775,39.192188
139,2018-08-02 10:45:00,SW,8.41,0.0,-9.89,,0.0,3736.34,15.54,4.69,16.43,230.2,BMTSV,8000,-120.263775,39.192188
140,2018-08-02 11:00:00,SW,7.93,0.0,-10.48,,0.0,3733.8,14.69,4.74,16.58,222.2,BMTSV,8000,-120.263775,39.192188
141,2018-08-02 11:15:00,SW,7.77,0.0,-11.47,,0.0,3733.8,13.48,4.83,16.67,228.9,BMTSV,8000,-120.263775,39.192188
142,2018-08-02 11:30:00,SW,7.62,0.0,-11.54,,0.0,3731.26,13.35,4.49,16.74,222.8,BMTSV,8000,-120.263775,39.192188
143,2018-08-02 11:45:00,SW,6.69,0.0,-12.91,,0.0,3731.26,11.93,4.44,16.74,230.5,BMTSV,8000,-120.263775,39.192188
144,2018-08-02 12:00:00,SW,6.23,0.0,-13.73,,0.0,3733.8,11.09,4.16,16.83,228.9,BMTSV,8000,-120.263775,39.192188
145,2018-08-02 12:15:00,SW,6.73,0.0,-14.32,,0.0,3731.26,10.5,4.06,16.91,234.9,BMTSV,8000,-120.263775,39.192188
146,2018-08-02 12:30:00,SW,6.5,0.0,-14.06,,0.0,3731.26,10.85,4.14,16.74,229.5,BMTSV,8000,-120.263775,39.192188
147,2018-08-02 12:45:00,SW,5.58,0.0,-13.48,,0.0,3733.8,11.54,3.96,16.53,228.4,BMTSV,8000,-120.263775,39.192188
148,2018-08-02 13:00:00,SW,5.89,0.0,-13.75,,0.0,3733.8,11.16,4.07,16.71,230.5,BMTSV,8000,-120.263775,39.192188
149,2018-08-02 13:15:00,SW,6.9,0.0,-13.92,,0.0,3733.8,10.92,4.35,16.82,227.6,BMTSV,8000,-120.263775,39.192188
150,2018-08-02 13:30:00,SW,5.55,0.0,-13.9,,0.0,3733.8,11.12,4.35,16.57,228.6,BMTSV,8000,-120.263775,39.192188
151,2018-08-02 13:45:00,SW,6.31,0.0,-13.68,,0.0,3731.26,11.16,4.34,16.79,228.1,BMTSV,8000,-120.263775,39.192188
152,2018-08-02 14:00:00,SW,5.75,0.0,-13.22,,0.0,3731.26,11.22,4.28,17.3,224.7,BMTSV,8000,-120.263775,39.192188
153,2018-08-02 14:15:00,SW,6.64,0.0,-11.92,,0.0,3731.26,12.08,3.96,17.81,217.9,BMTSV,8000,-120.263775,39.192188
154,2018-08-02 14:30:00,SW,5.91,0.0,-12.19,,0.0,3728.72,11.67,4.01,18.0,221.5,BMTSV,8000,-120.263775,39.192188
155,2018-08-02 14:45:00,SW,6.39,0.0,-11.29,,0.0,3726.18,12.11,4.14,18.56,224.2,BMTSV,8000,-120.263775,39.192188
156,2018-08-02 15:00:00,SW,6.42,0.0,-10.77,,0.0,3723.64,11.87,3.62,19.54,220.3,BMTSV,8000,-120.263775,39.192188
157,2018-08-02 15:15:00,SW,5.76,0.0,-10.69,,0.0,3716.02,12.47,3.5,18.86,221.6,BMTSV,8000,-120.263775,39.192188
158,2018-08-02 15:30:00,SW,5.55,0.0,-10.11,,0.0,3721.1,12.8,3.36,19.18,225.9,BMTSV,8000,-120.263775,39.192188
159,2018-08-02 15:45:00,SW,4.81,0.0,-9.63,,0.0,3726.18,13.32,3.28,19.16,214.7,BMTSV,8000,-120.263775,39.192188
160,2018-08-02 16:00:00,SSW,5.94,0.0,-9.46,,0.0,3736.34,13.0,3.13,19.76,206.3,BMTSV,8000,-120.263775,39.192188
161,2018-08-02 16:15:00,SSW,6.32,0.0,-8.95,,0.0,3743.96,12.89,3.84,20.53,205.1,BMTSV,8000,-120.263775,39.192188
162,2018-08-02 16:30:00,SW,6.23,0.0,-9.89,,0.0,3751.58,12.11,3.53,20.33,215.7,BMTSV,8000,-120.263775,39.192188
163,2018-08-02 16:45:00,SSW,8.14,0.0,-8.67,,0.0,3759.2,13.5,4.12,20.15,212.6,BMTSV,8000,-120.263775,39.192188
164,2018-08-02 17:00:00,WSW,7.1,0.0,-9.08,,0.0,3766.82,12.88,3.93,20.38,238.8,BMTSV,8000,-120.263775,39.192188
165,2018-08-02 17:15:00,SW,7.19,0.0,-9.08,,0.0,3774.44,12.75,4.16,20.54,232.0,BMTSV,8000,-120.263775,39.192188
166,2018-08-02 17:30:00,SW,7.19,0.0,-9.27,,0.0,3779.52,12.14,4.39,21.07,236.0,BMTSV,8000,-120.263775,39.192188
167,2018-08-02 17:45:00,SW,7.45,0.0,-9.32,,0.0,3787.14,11.61,3.64,21.72,230.5,BMTSV,8000,-120.263775,39.192188
168,2018-08-02 18:00:00,SW,8.24,0.0,-8.89,,0.0,3799.84,11.96,4.12,21.79,233.0,BMTSV,8000,-120.263775,39.192188
169,2018-08-02 18:15:00,WSW,7.96,0.0,-8.99,,0.0,3812.54,12.29,5.33,21.23,240.5,BMTSV,8000,-120.263775,39.192188
170,2018-08-02 18:30:00,SW,8.24,0.0,-10.03,,0.0,3827.78,11.11,4.47,21.52,228.4,BMTSV,8000,-120.263775,39.192188
171,2018-08-02 18:45:00,SW,8.51,0.0,-9.49,,0.0,3845.56,10.53,4.37,23.07,219.3,BMTSV,8000,-120.263775,39.192188
172,2018-08-02 19:00:00,SW,10.45,0.0,-8.48,,0.0,3870.96,11.25,4.48,23.3,216.9,BMTSV,8000,-120.263775,39.192188
173,2018-08-02 19:15:00,SW,8.59,0.0,-7.43,,0.0,3893.82,12.64,4.23,22.75,221.6,BMTSV,8000,-120.263775,39.192188
174,2018-08-02 19:30:00,SSW,8.78,0.0,-7.59,,0.0,3919.22,12.23,3.79,23.08,212.9,BMTSV,8000,-120.263775,39.192188
175,2018-08-02 19:45:00,SSW,7.93,0.0,-6.59,,0.0,3949.7,12.61,3.84,23.85,212.0,BMTSV,8000,-120.263775,39.192188
176,2018-08-02 20:00:00,SW,7.28,0.0,-5.51,,0.0,3980.18,14.41,3.35,23.04,235.8,BMTSV,8000,-120.263775,39.192188
