,date_time,precip_accum_set_1,snow_depth_set_1,air_temp_set_1,snow_water_equiv_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,1503.68,,26.0,0.0,CSSC1,6892,-120.36807,39.32565
1,2018-08-01 01:00:00,1503.68,,25.0,2.54,CSSC1,6892,-120.36807,39.32565
2,2018-08-01 02:00:00,1503.68,,23.6,2.54,CSSC1,6892,-120.36807,39.32565
3,2018-08-01 03:00:00,1503.68,,22.5,0.0,CSSC1,6892,-120.36807,39.32565
4,2018-08-01 04:00:00,1503.68,,20.0,0.0,CSSC1,6892,-120.36807,39.32565
5,2018-08-01 05:00:00,1503.68,,18.2,,CSSC1,6892,-120.36807,39.32565
6,2018-08-01 06:00:00,1503.68,,17.0,,CSSC1,6892,-120.36807,39.32565
7,2018-08-01 07:00:00,1503.68,,16.0,,CSSC1,6892,-120.36807,39.32565
8,2018-08-01 08:00:00,1503.68,0.0,15.1,,CSSC1,6892,-120.36807,39.32565
9,2018-08-01 09:00:00,1503.68,,15.2,,CSSC1,6892,-120.36807,39.32565
10,2018-08-01 10:00:00,1503.68,0.0,15.1,,CSSC1,6892,-120.36807,39.32565
11,2018-08-01 11:00:00,1503.68,0.0,13.9,,CSSC1,6892,-120.36807,39.32565
12,2018-08-01 12:00:00,1503.68,0.0,13.3,,CSSC1,6892,-120.36807,39.32565
13,2018-08-01 13:00:00,1503.68,0.0,12.8,,CSSC1,6892,-120.36807,39.32565
14,2018-08-01 14:00:00,1503.68,0.0,12.6,,CSSC1,6892,-120.36807,39.32565
15,2018-08-01 15:00:00,1503.68,0.0,14.5,,CSSC1,6892,-120.36807,39.32565
16,2018-08-01 16:00:00,1503.68,,20.3,,CSSC1,6892,-120.36807,39.32565
17,2018-08-01 17:00:00,1503.68,,22.9,,CSSC1,6892,-120.36807,39.32565
18,2018-08-01 18:00:00,1503.68,,24.2,,CSSC1,6892,-120.36807,39.32565
19,2018-08-01 19:00:00,1501.14,,24.9,,CSSC1,6892,-120.36807,39.32565
20,2018-08-01 20:00:00,1503.68,,25.9,,CSSC1,6892,-120.36807,39.32565
21,2018-08-01 21:00:00,1503.68,,26.5,,CSSC1,6892,-120.36807,39.32565
22,2018-08-01 22:00:00,1503.68,,25.8,,CSSC1,6892,-120.36807,39.32565
23,2018-08-01 23:00:00,1503.68,,26.0,,CSSC1,6892,-120.36807,39.32565
24,2018-08-02 00:00:00,1503.68,,25.9,0.0,CSSC1,6892,-120.36807,39.32565
25,2018-08-02 01:00:00,1503.68,,24.5,0.0,CSSC1,6892,-120.36807,39.32565
26,2018-08-02 02:00:00,1503.68,,23.0,2.54,CSSC1,6892,-120.36807,39.32565
27,2018-08-02 03:00:00,1503.68,,20.9,0.0,CSSC1,6892,-120.36807,39.32565
28,2018-08-02 04:00:00,1503.68,,17.5,0.0,CSSC1,6892,-120.36807,39.32565
29,2018-08-02 05:00:00,1503.68,,16.0,0.0,CSSC1,6892,-120.36807,39.32565
30,2018-08-02 06:00:00,1503.68,,15.1,,CSSC1,6892,-120.36807,39.32565
31,2018-08-02 07:00:00,1503.68,0.0,14.4,,CSSC1,6892,-120.36807,39.32565
32,2018-08-02 08:00:00,1503.68,0.0,13.7,,CSSC1,6892,-120.36807,39.32565
33,2018-08-02 09:00:00,1503.68,,13.1,,CSSC1,6892,-120.36807,39.32565
34,2018-08-02 10:00:00,1503.68,0.0,12.5,,CSSC1,6892,-120.36807,39.32565
35,2018-08-02 11:00:00,1503.68,0.0,11.9,,CSSC1,6892,-120.36807,39.32565
36,2018-08-02 12:00:00,1503.68,0.0,11.7,,CSSC1,6892,-120.36807,39.32565
37,2018-08-02 13:00:00,1501.14,0.0,11.5,,CSSC1,6892,-120.36807,39.32565
38,2018-08-02 14:00:00,1501.14,0.0,11.3,,CSSC1,6892,-120.36807,39.32565
39,2018-08-02 15:00:00,1501.14,0.0,13.6,,CSSC1,6892,-120.36807,39.32565
40,2018-08-02 16:00:00,1501.14,,20.2,,CSSC1,6892,-120.36807,39.32565
41,2018-08-02 17:00:00,1501.14,,22.3,,CSSC1,6892,-120.36807,39.32565
42,2018-08-02 18:00:00,1501.14,,23.3,,CSSC1,6892,-120.36807,39.32565
43,2018-08-02 19:00:00,1501.14,,24.5,,CSSC1,6892,-120.36807,39.32565
44,2018-08-02 20:00:00,1501.14,,25.4,,CSSC1,6892,-120.36807,39.32565
45,2018-08-02 21:00:00,1503.68,,25.1,,CSSC1,6892,-120.36807,39.32565
46,2018-08-02 22:00:00,1501.14,,24.6,,CSSC1,6892,-120.36807,39.32565
47,2018-08-02 23:00:00,1501.14,,25.3,,CSSC1,6892,-120.36807,39.32565
48,2018-08-03 00:00:00,1503.68,,24.3,0.0,CSSC1,6892,-120.36807,39.32565
49,2018-08-03 01:00:00,1503.68,,23.2,2.54,CSSC1,6892,-120.36807,39.32565
50,2018-08-03 02:00:00,1503.68,,21.8,2.54,CSSC1,6892,-120.36807,39.32565
51,2018-08-03 03:00:00,1503.68,,19.8,0.0,CSSC1,6892,-120.36807,39.32565
52,2018-08-03 04:00:00,1501.14,,16.4,0.0,CSSC1,6892,-120.36807,39.32565
53,2018-08-03 05:00:00,1501.14,,14.4,0.0,CSSC1,6892,-120.36807,39.32565
54,2018-08-03 06:00:00,1503.68,,13.1,,CSSC1,6892,-120.36807,39.32565
55,2018-08-03 07:00:00,1503.68,0.0,12.2,,CSSC1,6892,-120.36807,39.32565
56,2018-08-03 08:00:00,1501.14,0.0,11.6,,CSSC1,6892,-120.36807,39.32565
57,2018-08-03 09:00:00,1501.14,0.0,10.9,,CSSC1,6892,-120.36807,39.32565
58,2018-08-03 10:00:00,1501.14,0.0,10.5,,CSSC1,6892,-120.36807,39.32565
59,2018-08-03 11:00:00,1501.14,0.0,10.0,,CSSC1,6892,-120.36807,39.32565
60,2018-08-03 12:00:00,1501.14,0.0,9.8,,CSSC1,6892,-120.36807,39.32565
61,2018-08-03 13:00:00,1501.14,0.0,9.4,,CSSC1,6892,-120.36807,39.32565
62,2018-08-03 14:00:00,1501.14,0.0,10.5,,CSSC1,6892,-120.36807,39.32565
63,2018-08-03 15:00:00,1503.68,,13.5,,CSSC1,6892,-120.36807,39.32565
64,2018-08-03 16:00:00,1501.14,,18.5,,CSSC1,6892,-120.36807,39.32565
65,2018-08-03 17:00:00,1501.14,,20.6,,CSSC1,6892,-120.36807,39.32565
