,date_time,fuel_moisture_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,volt_set_1,peak_wind_direction_set_1,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,dew_point_temperature_set_1d,fuel_temp_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,wind_speed_set_1,peak_wind_speed_set_1,solar_radiation_set_1,relative_humidity_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 20:34:00,6.1,W,3.58,12.2,263.0,17.22,34.44,12.65,40.56,8.382,34.47,273.0,0.9,3.58,820.0,25.0,35.56,TR197,2770,-121.049222,39.451556
1,2018-08-01 21:34:00,5.4,WSW,2.23,12.4,136.0,17.22,36.11,11.19,45.56,8.382,34.64,242.0,0.9,2.23,891.0,22.0,36.11,TR197,2770,-121.049222,39.451556
2,2018-08-01 22:34:00,4.9,SW,3.13,12.4,315.0,17.22,36.67,10.5,43.33,8.382,34.47,228.0,0.9,3.13,802.0,21.0,36.11,TR197,2770,-121.049222,39.451556
3,2018-08-02 17:34:00,7.1,,2.23,12.5,12.0,16.11,25.0,11.42,33.89,8.382,27.62,,0.0,2.23,522.0,35.0,28.33,TR197,2770,-121.049222,39.451556
4,2018-08-02 18:34:00,6.7,SSW,1.34,12.8,287.0,16.11,30.56,5.02,39.44,8.382,30.09,212.0,0.45,1.34,740.0,18.0,32.22,TR197,2770,-121.049222,39.451556
5,2018-08-02 19:34:00,5.9,SSW,1.34,13.1,222.0,16.11,32.22,7.44,34.44,8.382,29.78,211.0,0.9,1.34,840.0,22.0,31.67,TR197,2770,-121.049222,39.451556
6,2018-08-02 20:34:00,5.8,SW,2.68,13.3,135.0,16.11,32.22,7.92,39.44,8.382,31.85,215.0,0.9,2.68,804.0,20.0,33.89,TR197,2770,-121.049222,39.451556
7,2018-08-02 21:34:00,5.2,SSW,2.23,13.4,143.0,16.11,35.56,5.6,46.11,8.382,33.7,208.0,0.9,2.23,954.0,15.0,36.11,TR197,2770,-121.049222,39.451556
8,2018-08-02 22:34:00,4.5,SSW,4.02,13.4,298.0,16.11,36.67,9.57,42.22,8.382,33.17,210.0,1.34,4.02,834.0,21.0,35.0,TR197,2770,-121.049222,39.451556
9,2018-08-02 23:34:00,4.5,SSW,3.13,13.0,328.0,16.11,36.67,7.45,37.22,8.382,31.27,209.0,0.9,3.13,490.0,20.0,33.33,TR197,2770,-121.049222,39.451556
10,2018-08-03 00:34:00,4.5,SW,1.79,12.9,106.0,16.11,36.67,8.09,31.67,8.382,29.84,215.0,0.9,1.79,180.0,23.0,31.67,TR197,2770,-121.049222,39.451556
11,2018-08-03 01:34:00,4.5,SSW,1.34,12.8,162.0,16.11,36.67,7.62,33.33,8.382,29.32,205.0,0.45,1.34,173.0,23.0,31.11,TR197,2770,-121.049222,39.451556
12,2018-08-03 02:34:00,4.5,,0.9,12.7,208.0,16.11,36.67,10.5,26.11,8.382,27.13,,0.0,0.9,58.0,34.0,27.78,TR197,2770,-121.049222,39.451556
13,2018-08-03 03:34:00,4.5,,0.9,12.6,22.0,16.11,36.67,11.48,21.11,8.382,,,0.0,0.9,4.0,49.0,22.78,TR197,2770,-121.049222,39.451556
14,2018-08-03 04:34:00,4.8,N,0.9,12.6,24.0,16.11,36.67,10.91,18.33,8.382,,8.0,0.45,0.9,0.0,56.0,20.0,TR197,2770,-121.049222,39.451556
15,2018-08-03 05:34:00,4.9,,1.34,12.6,13.0,16.11,36.67,10.91,17.22,8.382,,,0.0,1.34,0.0,60.0,18.89,TR197,2770,-121.049222,39.451556
16,2018-08-03 06:34:00,5.2,NE,1.34,12.5,21.0,16.11,36.67,9.61,17.22,8.382,,38.0,0.45,1.34,0.0,57.0,18.33,TR197,2770,-121.049222,39.451556
17,2018-08-03 07:34:00,5.6,NE,1.34,12.5,15.0,16.11,36.67,9.35,16.67,8.382,,51.0,0.9,1.34,0.0,58.0,17.78,TR197,2770,-121.049222,39.451556
