,wind_cardinal_direction_set_1d,wind_gust_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,soil_moisture_set_1,electric_conductivity_set_1,soil_moisture_set_2,volt_set_1,soil_temp_set_4,peak_wind_direction_set_1,peak_wind_speed_set_1,wind_speed_set_1,air_temp_set_1,date_time,soil_temp_set_1,soil_temp_set_3,soil_temp_set_2,dew_point_temperature_set_1d,solar_radiation_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
116,W,6.26,0.508,26.7,259.0,11.0,5.0,0.0,11.0,13.6,26.4,277.0,6.26,2.23,28.33,2018-08-05 20:40:00,39.3,25.8,27.9,-4.82,915.0,15.24,BUFC1,4678,-120.115083, 40.481472
117,WSW,8.05,0.508,27.03,249.0,10.0,5.0,0.0,11.0,13.5,26.4,283.0,8.05,4.02,28.89,2018-08-05 21:40:00,43.1,26.2,30.0,-5.62,942.0,0.0,BUFC1,4678,-120.115083, 40.481472
118,NW,8.49,0.508,27.11,317.0,11.0,5.0,0.0,11.0,13.3,26.4,227.0,8.49,3.13,28.89,2018-08-05 22:40:00,45.2,26.6,31.9,-4.38,742.0,0.0,BUFC1,4678,-120.115083, 40.481472
119,W,8.49,0.508,27.03,271.0,10.0,5.0,0.0,11.0,13.2,26.4,289.0,8.49,3.13,28.89,2018-08-05 23:40:00,43.4,27.1,33.2,-5.62,529.0,0.0,BUFC1,4678,-120.115083, 40.481472
120,WNW,7.15,0.508,26.96,301.0,9.0,5.0,0.0,12.0,13.3,26.4,310.0,7.15,4.47,28.89,2018-08-06 00:40:00,40.7,27.7,33.7,-6.98,386.0,15.24,BUFC1,4678,-120.115083, 40.481472
121,NW,8.49,0.508,25.73,304.0,13.0,5.0,0.0,11.0,13.4,26.4,300.0,8.49,4.02,26.67,2018-08-06 01:40:00,38.5,28.0,33.4,-3.94,283.0,0.0,BUFC1,4678,-120.115083, 40.481472
122,W,6.7,0.508,,278.0,14.0,5.0,0.0,11.0,13.4,26.4,279.0,6.7,3.58,25.0,2018-08-06 02:40:00,35.8,28.3,33.2,-4.31,103.0,0.0,BUFC1,4678,-120.115083, 40.481472
123,WSW,4.92,0.508,,250.0,17.0,4.0,0.0,11.0,12.9,26.4,257.0,4.92,3.58,22.22,2018-08-06 03:40:00,33.0,28.3,32.5,-4.01,9.0,0.0,BUFC1,4678,-120.115083, 40.481472
124,WSW,4.02,0.508,,254.0,24.0,4.0,0.0,11.0,12.8,26.4,251.0,4.02,1.34,16.11,2018-08-06 04:40:00,30.4,28.4,31.6,-4.56,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
125,W,3.58,0.508,,262.0,25.0,4.0,0.0,11.0,12.8,26.4,262.0,3.58,2.23,14.44,2018-08-06 05:40:00,28.0,28.3,30.6,-5.45,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
126,WNW,4.47,0.508,,300.0,28.0,4.0,0.0,11.0,12.7,26.4,276.0,4.47,1.79,17.22,2018-08-06 06:40:00,25.9,28.3,29.6,-1.54,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
127,WNW,4.02,0.508,,289.0,38.0,4.0,0.0,11.0,12.7,26.5,88.0,4.02,0.9,13.89,2018-08-06 07:40:00,24.5,28.1,28.5,-0.29,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
128,ESE,2.23,0.508,,117.0,45.0,4.0,0.0,11.0,12.7,26.6,82.0,2.23,0.45,9.44,2018-08-06 08:40:00,23.1,27.9,27.7,-2.01,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
129,,1.79,0.508,,,49.0,4.0,0.0,10.0,12.7,26.7,288.0,1.79,0.0,8.33,2018-08-06 09:40:00,21.8,27.7,26.8,-1.86,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
130,,1.79,0.508,,,53.0,4.0,0.0,10.0,12.6,26.7,176.0,1.79,0.0,7.78,2018-08-06 10:40:00,20.7,27.3,26.0,-1.3,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
131,E,1.79,0.508,,96.0,54.0,4.0,0.0,10.0,12.6,26.7,83.0,1.79,0.45,6.11,2018-08-06 11:40:00,19.6,27.0,25.2,-2.6,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
132,,1.34,0.508,,,56.0,3.0,0.0,10.0,12.6,26.7,150.0,1.34,0.0,7.22,2018-08-06 12:40:00,18.7,26.8,24.5,-1.06,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
133,NNW,0.9,0.508,,345.0,55.0,3.0,0.0,10.0,12.6,26.6,327.0,0.9,0.45,5.56,2018-08-06 13:40:00,17.9,26.5,23.8,-2.86,10.0,0.0,BUFC1,4678,-120.115083, 40.481472
134,,1.34,0.508,,,43.0,3.0,0.0,10.0,12.9,26.5,169.0,1.34,0.0,12.78,2018-08-06 14:40:00,17.7,26.2,23.3,0.41,107.0,0.0,BUFC1,4678,-120.115083, 40.481472
135,ESE,1.34,0.508,,104.0,29.0,4.0,0.0,10.0,14.0,26.4,121.0,1.34,0.45,20.56,2018-08-06 15:40:00,19.3,25.9,22.8,1.85,271.0,0.0,BUFC1,4678,-120.115083, 40.481472
136,NNE,1.79,0.508,,28.0,22.0,4.0,0.0,10.0,13.8,26.4,8.0,1.79,0.9,24.44,2018-08-06 16:40:00,22.4,25.6,23.0,1.33,472.0,0.0,BUFC1,4678,-120.115083, 40.481472
137,W,3.13,0.508,26.42,280.0,16.0,4.0,0.0,10.0,13.4,26.4,56.0,3.13,0.9,27.22,2018-08-06 17:40:00,25.5,25.5,23.7,-0.73,652.0,0.0,BUFC1,4678,-120.115083, 40.481472
138,NE,3.58,0.508,27.28,46.0,14.0,4.0,0.0,10.0,13.3,26.4,350.0,3.58,1.79,28.89,2018-08-06 18:40:00,29.1,25.4,24.8,-1.18,803.0,0.0,BUFC1,4678,-120.115083, 40.481472
139,SSE,6.26,0.508,28.29,157.0,10.0,5.0,0.0,10.0,13.6,26.3,133.0,6.26,3.13,30.56,2018-08-06 19:40:00,34.8,25.5,26.1,-4.33,890.0,0.0,BUFC1,4678,-120.115083, 40.481472
140,E,7.15,0.508,28.63,99.0,9.0,5.0,0.0,11.0,13.3,26.2,136.0,7.15,3.58,31.11,2018-08-06 20:40:00,40.1,25.6,28.2,-5.28,937.0,0.0,BUFC1,4678,-120.115083, 40.481472
141,ESE,8.05,0.508,29.39,114.0,8.0,5.0,0.0,11.0,13.3,26.2,110.0,8.05,1.79,32.22,2018-08-06 21:40:00,43.3,26.0,30.2,-5.95,900.0,15.24,BUFC1,4678,-120.115083, 40.481472
142,SE,7.15,0.508,29.83,144.0,8.0,5.0,0.0,11.0,13.2,26.2,171.0,7.15,4.47,32.78,2018-08-06 22:40:00,44.8,26.5,32.0,-5.53,806.0,15.24,BUFC1,4678,-120.115083, 40.481472
143,S,7.15,0.508,29.83,185.0,8.0,5.0,0.0,11.0,13.4,26.2,146.0,7.15,1.34,32.78,2018-08-06 23:40:00,43.1,27.0,33.2,-5.53,668.0,15.24,BUFC1,4678,-120.115083, 40.481472
144,S,6.26,0.508,29.83,174.0,8.0,5.0,0.0,11.0,13.6,26.2,295.0,6.26,2.68,32.78,2018-08-07 00:40:00,40.2,27.5,33.4,-5.53,488.0,0.0,BUFC1,4678,-120.115083, 40.481472
145,N,5.37,0.508,28.88,3.0,7.0,5.0,0.0,11.0,13.2,26.2,219.0,5.37,1.34,31.67,2018-08-07 01:40:00,37.6,27.9,33.3,-8.06,297.0,0.0,BUFC1,4678,-120.115083, 40.481472
146,WNW,3.58,0.508,27.11,299.0,11.0,5.0,0.0,11.0,13.1,26.2,275.0,3.58,0.9,28.89,2018-08-07 02:40:00,35.3,28.0,32.8,-4.38,114.0,0.0,BUFC1,4678,-120.115083, 40.481472
147,SW,1.79,0.508,,219.0,15.0,4.0,0.0,11.0,12.8,26.2,190.0,1.79,0.9,21.67,2018-08-07 03:40:00,32.8,28.3,32.2,-6.09,9.0,0.0,BUFC1,4678,-120.115083, 40.481472
148,ENE,2.68,0.508,,70.0,21.0,4.0,0.0,11.0,12.8,26.2,121.0,2.68,1.34,17.22,2018-08-07 04:40:00,30.1,28.3,31.3,-5.38,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
149,ESE,4.47,0.508,,108.0,23.0,4.0,0.0,11.0,12.8,26.2,305.0,4.47,1.79,16.11,2018-08-07 05:40:00,27.9,28.2,30.3,-5.12,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
150,SE,3.58,0.508,,143.0,24.0,4.0,0.0,11.0,12.8,26.3,48.0,3.58,0.9,17.22,2018-08-07 06:40:00,26.3,28.0,29.4,-3.61,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
151,NNW,0.9,0.508,,330.0,29.0,4.0,0.0,11.0,12.7,26.4,49.0,0.9,0.45,14.44,2018-08-07 07:40:00,24.9,27.9,28.5,-3.48,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
152,NE,2.23,0.508,,45.0,32.0,4.0,0.0,11.0,12.7,26.4,243.0,2.23,0.9,13.89,2018-08-07 08:40:00,23.5,27.8,27.7,-2.64,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
153,,2.23,0.508,,,35.0,4.0,0.0,10.0,12.7,26.4,101.0,2.23,0.0,12.22,2018-08-07 09:40:00,22.5,27.5,26.8,-2.91,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
154,,0.9,0.508,,,39.0,4.0,0.0,10.0,12.7,26.4,235.0,0.9,0.0,10.56,2018-08-07 10:40:00,21.5,27.2,26.1,-2.93,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
155,,0.9,0.508,,,42.0,4.0,0.0,10.0,12.7,26.4,85.0,0.9,0.0,8.33,2018-08-07 11:40:00,20.5,26.9,25.4,-3.95,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
156,SSE,2.68,0.508,,160.0,44.0,4.0,0.0,10.0,12.6,26.4,155.0,2.68,1.79,7.78,2018-08-07 12:40:00,19.5,26.7,24.8,-3.83,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
157,,1.79,0.508,,,44.0,4.0,0.0,10.0,12.6,26.4,159.0,1.79,0.0,8.33,2018-08-07 13:40:00,18.7,26.4,24.2,-3.32,10.0,0.0,BUFC1,4678,-120.115083, 40.481472
158,,0.9,0.508,,,33.0,4.0,0.0,10.0,12.9,26.4,48.0,0.9,0.0,14.44,2018-08-07 14:40:00,18.5,26.2,23.6,-1.74,108.0,0.0,BUFC1,4678,-120.115083, 40.481472
159,NW,1.79,0.508,,308.0,21.0,4.0,0.0,10.0,13.9,26.4,355.0,1.79,0.45,23.33,2018-08-07 15:40:00,20.2,25.8,23.3,-0.24,298.0,0.0,BUFC1,4678,-120.115083, 40.481472
160,NW,2.68,0.508,26.42,315.0,16.0,4.0,0.0,10.0,13.4,26.4,3.0,2.68,0.9,27.22,2018-08-07 16:40:00,23.4,25.6,23.4,-0.73,499.0,0.0,BUFC1,4678,-120.115083, 40.481472
161,E,8.49,0.508,28.29,82.0,10.0,4.0,0.0,10.0,13.3,26.3,58.0,8.49,5.37,30.56,2018-08-07 17:40:00,26.5,25.5,24.2,-4.33,690.0,0.0,BUFC1,4678,-120.115083, 40.481472
162,ESE,8.49,0.508,28.97,117.0,8.0,4.0,0.0,10.0,13.8,26.2,83.0,8.49,3.58,31.67,2018-08-07 18:40:00,30.0,25.4,25.2,-6.37,835.0,0.0,BUFC1,4678,-120.115083, 40.481472
163,SE,8.05,0.508,30.59,134.0,7.0,5.0,0.0,11.0,13.3,26.2,80.0,8.05,3.58,33.89,2018-08-07 19:40:00,35.8,25.6,26.6,-6.41,927.0,0.0,BUFC1,4678,-120.115083, 40.481472
164,SE,7.15,0.508,31.33,142.0,6.0,5.0,0.0,11.0,13.3,26.2,149.0,7.15,4.02,35.0,2018-08-07 20:40:00,41.3,25.7,28.6,-7.55,968.0,15.24,BUFC1,4678,-120.115083, 40.481472
165,SE,8.05,0.508,31.33,146.0,6.0,6.0,0.0,11.0,13.1,26.2,141.0,8.05,2.68,35.0,2018-08-07 21:40:00,45.0,26.1,30.8,-7.55,940.0,0.0,BUFC1,4678,-120.115083, 40.481472
166,SE,8.05,0.508,31.82,141.0,6.0,5.0,0.0,11.0,13.3,26.1,121.0,8.05,2.23,35.56,2018-08-07 22:40:00,46.7,26.6,32.7,-7.14,842.0,0.0,BUFC1,4678,-120.115083, 40.481472
167,ESE,8.05,0.508,32.3,115.0,6.0,5.0,0.0,12.0,13.2,26.1,137.0,8.05,3.58,36.11,2018-08-07 23:40:00,44.9,27.2,34.0,-6.73,699.0,0.0,BUFC1,4678,-120.115083, 40.481472
168,SSE,7.15,0.508,31.69,166.0,5.0,5.0,0.0,12.0,13.2,26.1,137.0,7.15,2.23,35.56,2018-08-08 00:40:00,41.4,27.7,34.3,-9.42,524.0,0.0,BUFC1,4678,-120.115083, 40.481472
169,E,6.7,0.508,30.79,91.0,5.0,5.0,0.0,12.0,13.2,26.1,130.0,6.7,2.68,34.44,2018-08-08 01:40:00,38.6,28.1,34.1,-10.22,326.0,0.0,BUFC1,4678,-120.115083, 40.481472
170,S,4.02,0.508,28.46,170.0,7.0,5.0,0.0,11.0,13.0,26.2,126.0,4.02,1.34,31.11,2018-08-08 02:40:00,36.3,28.3,33.5,-8.48,120.0,0.0,BUFC1,4678,-120.115083, 40.481472
171,NE,2.23,0.508,,42.0,11.0,4.0,0.0,11.0,12.8,26.2,201.0,2.23,0.9,22.78,2018-08-08 03:40:00,33.8,28.5,32.8,-9.17,9.0,0.0,BUFC1,4678,-120.115083, 40.481472
172,SE,3.13,0.508,,126.0,14.0,4.0,0.0,11.0,12.8,26.2,118.0,3.13,2.23,19.44,2018-08-08 04:40:00,31.0,28.6,32.0,-8.78,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
173,W,4.47,0.508,,281.0,16.0,4.0,0.0,11.0,12.8,26.2,269.0,4.47,2.68,20.56,2018-08-08 05:40:00,28.8,28.5,30.9,-6.16,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
174,SE,4.47,0.508,,126.0,19.0,4.0,0.0,11.0,12.8,26.3,267.0,4.47,0.9,18.89,2018-08-08 06:40:00,27.2,28.3,30.0,-5.29,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
175,,2.23,0.508,,,25.0,4.0,0.0,11.0,12.7,26.4,134.0,2.23,0.0,16.67,2018-08-08 07:40:00,25.9,28.2,29.1,-3.54,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
176,,1.79,0.508,,,29.0,4.0,0.0,11.0,12.7,26.4,273.0,1.79,0.0,13.33,2018-08-08 08:40:00,24.5,27.9,28.3,-4.45,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
177,,1.34,0.508,,,34.0,4.0,0.0,11.0,12.7,26.4,149.0,1.34,0.0,11.67,2018-08-08 09:40:00,23.3,27.8,27.5,-3.78,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
178,,1.79,0.508,,,37.0,4.0,0.0,10.0,12.7,26.4,133.0,1.79,0.0,12.22,2018-08-08 10:40:00,22.2,27.5,26.7,-2.15,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
179,,1.34,0.508,,,36.0,4.0,0.0,10.0,12.7,26.4,245.0,1.34,0.0,12.78,2018-08-08 11:40:00,21.3,27.2,26.0,-2.03,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
180,SSW,1.79,0.508,,204.0,44.0,4.0,0.0,10.0,12.7,26.4,227.0,1.79,0.45,10.0,2018-08-08 12:40:00,20.4,26.9,25.3,-1.8,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
181,NNE,0.9,0.508,,31.0,38.0,4.0,0.0,10.0,12.7,26.4,122.0,0.9,0.45,10.0,2018-08-08 13:40:00,19.7,26.7,24.8,-3.78,13.0,0.0,BUFC1,4678,-120.115083, 40.481472
182,,0.9,0.508,,,29.0,4.0,0.0,10.0,13.0,26.4,133.0,0.9,0.0,18.33,2018-08-08 14:40:00,19.5,26.4,24.2,-0.09,125.0,0.0,BUFC1,4678,-120.115083, 40.481472
183,NW,3.58,0.508,,308.0,21.0,4.0,0.0,10.0,13.9,26.4,309.0,3.58,1.79,26.11,2018-08-08 15:40:00,21.5,26.2,23.9,2.1,314.0,0.0,BUFC1,4678,-120.115083, 40.481472
184,WNW,4.02,0.508,26.93,296.0,18.0,4.0,0.0,10.0,13.4,26.4,298.0,4.02,1.34,28.33,2018-08-08 16:40:00,24.6,25.9,24.1,1.8,515.0,0.0,BUFC1,4678,-120.115083, 40.481472
185,WNW,3.13,0.508,29.49,286.0,13.0,4.0,0.0,10.0,13.9,26.3,322.0,3.13,0.45,31.67,2018-08-08 17:40:00,27.8,25.8,24.9,0.04,700.0,0.0,BUFC1,4678,-120.115083, 40.481472
186,NNW,4.92,0.508,31.11,331.0,11.0,4.0,0.0,10.0,13.2,26.2,319.0,4.92,2.68,33.89,2018-08-08 18:40:00,31.6,25.7,26.0,-0.47,846.0,0.0,BUFC1,4678,-120.115083, 40.481472
187,W,5.81,0.508,31.92,277.0,10.0,5.0,0.0,11.0,13.2,26.2,246.0,5.81,2.68,35.0,2018-08-08 19:40:00,38.1,25.9,27.5,-0.89,927.0,0.0,BUFC1,4678,-120.115083, 40.481472
188,WSW,8.94,0.508,32.93,248.0,10.0,5.0,0.0,11.0,13.2,26.2,288.0,8.94,4.02,36.11,2018-08-08 20:40:00,43.7,26.2,29.8,-0.03,962.0,15.24,BUFC1,4678,-120.115083, 40.481472
189,WNW,8.49,0.508,33.1,287.0,8.0,5.0,0.0,11.0,13.3,26.2,302.0,8.49,4.92,36.67,2018-08-08 21:40:00,47.7,26.5,32.1,-2.59,933.0,0.0,BUFC1,4678,-120.115083, 40.481472
190,SW,8.94,0.508,33.1,218.0,8.0,6.0,0.0,12.0,13.2,26.2,281.0,8.94,4.92,36.67,2018-08-08 22:40:00,49.4,27.1,34.2,-2.59,846.0,15.24,BUFC1,4678,-120.115083, 40.481472
191,WSW,8.94,0.508,33.46,240.0,10.0,5.0,0.0,12.0,13.3,26.2,230.0,8.94,4.02,36.67,2018-08-08 23:40:00,47.6,27.7,35.5,0.4,682.0,0.0,BUFC1,4678,-120.115083, 40.481472
192,WSW,7.15,0.508,32.93,240.0,10.0,5.0,0.0,12.0,13.1,26.2,237.0,7.15,3.13,36.11,2018-08-09 00:40:00,44.0,28.3,35.7,-0.03,501.0,0.0,BUFC1,4678,-120.115083, 40.481472
193,W,9.39,0.508,31.44,262.0,10.0,5.0,0.0,12.0,13.6,26.2,218.0,9.39,4.47,34.44,2018-08-09 01:40:00,41.1,28.7,35.6,-1.32,295.0,0.0,BUFC1,4678,-120.115083, 40.481472
194,WSW,7.6,0.508,29.49,252.0,13.0,5.0,0.0,12.0,13.0,26.2,274.0,7.6,4.92,31.67,2018-08-09 02:40:00,38.5,29.0,35.0,0.04,106.0,0.0,BUFC1,4678,-120.115083, 40.481472
195,W,6.26,0.508,26.87,278.0,14.0,4.0,0.0,12.0,12.8,26.2,243.0,6.26,3.13,28.33,2018-08-09 03:40:00,36.0,29.2,34.4,-1.63,8.0,0.0,BUFC1,4678,-120.115083, 40.481472
196,W,6.26,0.508,25.84,280.0,17.0,4.0,0.0,11.0,12.8,26.3,278.0,6.26,4.47,26.67,2018-08-09 04:40:00,33.6,29.2,33.5,-0.35,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
197,WNW,5.37,0.508,,284.0,28.0,4.0,0.0,11.0,12.8,26.4,278.0,5.37,3.58,23.89,2018-08-09 05:40:00,31.7,29.2,32.6,4.25,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
198,W,5.37,0.508,,278.0,29.0,4.0,0.0,11.0,12.8,26.4,272.0,5.37,3.13,23.33,2018-08-09 06:40:00,30.1,29.1,31.7,4.26,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
199,WNW,5.81,0.508,,282.0,26.0,4.0,0.0,11.0,12.8,26.4,281.0,5.81,4.02,22.78,2018-08-09 07:40:00,28.7,28.9,30.8,2.25,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
200,E,4.92,0.508,,85.0,33.0,4.0,0.0,11.0,12.7,26.4,280.0,4.92,1.34,17.78,2018-08-09 08:40:00,27.5,28.8,30.0,1.22,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
201,NNE,2.23,0.508,,33.0,41.0,4.0,0.0,11.0,12.7,26.6,124.0,2.23,0.45,15.0,2018-08-09 09:40:00,26.2,28.6,29.3,1.76,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
202,,1.34,0.508,,,44.0,4.0,0.0,11.0,12.7,26.7,114.0,1.34,0.0,12.78,2018-08-09 10:40:00,24.8,28.3,28.6,0.73,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
203,,1.79,0.508,,,45.0,4.0,0.0,11.0,12.7,26.7,243.0,1.79,0.0,12.78,2018-08-09 11:40:00,23.6,28.1,27.8,1.05,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
204,,0.9,0.508,,,46.0,4.0,0.0,10.0,12.7,26.7,56.0,0.9,0.0,9.44,2018-08-09 12:40:00,22.4,27.9,27.1,-1.71,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
205,,1.79,0.508,,,46.0,4.0,0.0,10.0,12.7,26.7,57.0,1.79,0.0,11.67,2018-08-09 13:40:00,21.4,27.7,26.4,0.34,10.0,0.0,BUFC1,4678,-120.115083, 40.481472
206,,0.9,0.508,,,34.0,4.0,0.0,10.0,12.9,26.7,153.0,0.9,0.0,17.22,2018-08-09 14:40:00,21.0,27.3,25.6,1.14,108.0,0.0,BUFC1,4678,-120.115083, 40.481472
207,NNW,3.13,0.508,,331.0,23.0,4.0,0.0,10.0,13.8,26.7,337.0,3.13,1.79,24.44,2018-08-09 15:40:00,22.6,27.0,25.2,1.95,287.0,0.0,BUFC1,4678,-120.115083, 40.481472
208,NW,3.58,0.508,26.57,314.0,19.0,4.0,0.0,10.0,13.4,26.7,306.0,3.58,2.23,27.78,2018-08-09 16:40:00,25.4,26.8,25.3,2.1,489.0,0.0,BUFC1,4678,-120.115083, 40.481472
209,WNW,4.02,0.508,28.59,283.0,15.0,4.0,0.0,10.0,13.3,26.7,294.0,4.02,2.23,30.56,2018-08-09 17:40:00,28.5,26.7,26.0,1.11,676.0,0.0,BUFC1,4678,-120.115083, 40.481472
210,NW,5.81,0.508,30.43,308.0,13.0,5.0,0.0,10.0,13.3,26.5,320.0,5.81,2.23,32.78,2018-08-09 18:40:00,32.3,26.7,27.0,0.93,823.0,0.0,BUFC1,4678,-120.115083, 40.481472
211,NW,5.37,0.508,32.09,313.0,11.0,5.0,0.0,11.0,13.2,26.4,270.0,5.37,2.68,35.0,2018-08-09 19:40:00,38.4,26.7,28.4,0.4,913.0,15.24,BUFC1,4678,-120.115083, 40.481472
212,SW,5.37,0.508,33.1,217.0,8.0,5.0,0.0,11.0,13.2,26.4,256.0,5.37,2.68,36.67,2018-08-09 20:40:00,44.0,26.8,30.5,-2.59,951.0,15.24,BUFC1,4678,-120.115083, 40.481472
213,NNW,10.28,0.508,33.44,332.0,7.0,6.0,0.0,11.0,13.2,26.4,189.0,10.28,3.58,37.22,2018-08-09 21:40:00,48.0,27.2,32.8,-3.93,923.0,0.0,BUFC1,4678,-120.115083, 40.481472
214,WSW,8.49,0.508,34.26,257.0,6.0,6.0,0.0,12.0,13.2,26.4,183.0,8.49,2.23,38.33,2018-08-09 22:40:00,49.5,27.8,34.8,-5.11,833.0,0.0,BUFC1,4678,-120.115083, 40.481472
215,W,8.49,0.508,34.26,261.0,6.0,5.0,0.0,12.0,13.1,26.4,248.0,8.49,3.58,38.33,2018-08-09 23:40:00,47.8,28.3,36.1,-5.11,693.0,15.24,BUFC1,4678,-120.115083, 40.481472
216,WNW,7.15,0.508,33.94,289.0,7.0,5.0,0.0,12.0,13.5,26.4,308.0,7.15,2.68,37.78,2018-08-10 00:40:00,44.4,28.9,36.5,-3.51,514.0,0.0,BUFC1,4678,-120.115083, 40.481472
217,W,7.6,0.508,33.1,263.0,8.0,5.0,0.0,12.0,13.1,26.4,277.0,7.6,4.47,36.67,2018-08-10 01:40:00,41.5,29.3,36.1,-2.59,304.0,0.0,BUFC1,4678,-120.115083, 40.481472
218,WSW,9.84,0.508,30.5,245.0,10.0,5.0,0.0,12.0,12.9,26.4,238.0,9.84,5.37,33.33,2018-08-10 02:40:00,39.1,29.6,35.6,-2.18,110.0,0.0,BUFC1,4678,-120.115083, 40.481472
219,W,6.7,0.508,27.71,270.0,15.0,4.0,0.0,12.0,12.9,26.5,263.0,6.7,3.58,29.44,2018-08-10 03:40:00,36.7,29.8,34.9,0.2,8.0,0.0,BUFC1,4678,-120.115083, 40.481472
220,W,7.15,0.508,27.28,259.0,13.0,4.0,0.0,11.0,12.8,26.7,248.0,7.15,4.92,28.89,2018-08-10 04:40:00,34.3,29.8,34.1,-2.17,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
221,W,7.6,0.508,26.36,261.0,14.0,4.0,0.0,11.0,12.8,26.7,267.0,7.6,4.02,27.22,2018-08-10 05:40:00,32.5,29.8,33.2,-2.52,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
222,W,5.37,0.508,,274.0,18.0,4.0,0.0,11.0,12.8,26.7,250.0,5.37,3.58,24.44,2018-08-10 06:40:00,30.9,29.6,32.3,-1.41,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
223,W,6.26,0.508,,264.0,19.0,4.0,0.0,11.0,12.8,26.7,269.0,6.26,3.58,24.44,2018-08-10 07:40:00,29.5,29.5,31.5,-0.68,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
224,WSW,6.7,0.508,,256.0,23.0,4.0,0.0,11.0,12.8,26.8,263.0,6.7,3.58,23.89,2018-08-10 08:40:00,28.3,29.3,30.7,1.49,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
225,NE,4.92,0.508,,35.0,30.0,4.0,0.0,11.0,12.7,26.9,282.0,4.92,0.9,17.22,2018-08-10 09:40:00,27.3,29.1,30.0,-0.59,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
226,,1.79,0.508,,,37.0,4.0,0.0,11.0,12.7,26.9,101.0,1.79,0.0,13.89,2018-08-10 10:40:00,25.9,28.9,29.3,-0.66,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
227,S,1.79,0.508,,185.0,39.0,4.0,0.0,11.0,12.7,26.9,63.0,1.79,1.34,12.22,2018-08-10 11:40:00,24.5,28.6,28.6,-1.44,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
228,,1.34,0.508,,,39.0,4.0,0.0,10.0,12.7,26.9,150.0,1.34,0.0,10.56,2018-08-10 12:40:00,23.2,28.4,27.8,-2.93,0.0,0.0,BUFC1,4678,-120.115083, 40.481472
229,NE,1.34,0.508,,37.0,42.0,4.0,0.0,10.0,12.7,26.9,53.0,1.34,0.45,10.56,2018-08-10 13:40:00,22.1,28.1,27.0,-1.93,9.0,0.0,BUFC1,4678,-120.115083, 40.481472
230,,1.34,0.508,,,31.0,4.0,0.0,10.0,12.9,26.9,48.0,1.34,0.0,16.67,2018-08-10 14:40:00,21.5,27.9,26.4,-0.63,89.0,0.0,BUFC1,4678,-120.115083, 40.481472
231,,0.9,0.508,,,22.0,4.0,0.0,10.0,13.5,26.9,315.0,0.9,0.0,22.22,2018-08-10 15:40:00,22.6,27.7,25.8,-0.54,184.0,0.0,BUFC1,4678,-120.115083, 40.481472
232,NNW,3.58,0.508,25.78,336.0,15.0,4.0,0.0,10.0,13.4,26.9,303.0,3.58,1.79,26.67,2018-08-10 16:40:00,24.4,27.3,25.7,-2.04,421.0,0.0,BUFC1,4678,-120.115083, 40.481472
