,date_time,wind_cardinal_direction_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,SSW,17.09,36.77,194.9,32.6,2.12,35.96,CQ231,223,-121.84047,39.76168
1,2018-08-01 01:00:00,S,18.1,36.9,189.07,35.6,1.67,35.54,CQ231,223,-121.84047,39.76168
2,2018-08-01 02:00:00,SSW,18.14,35.8,198.92,37.72,1.42,34.56,CQ231,223,-121.84047,39.76168
3,2018-08-01 03:00:00,SW,19.23,34.25,232.27,45.23,0.17,32.57,CQ231,223,-121.84047,39.76168
4,2018-08-01 04:00:00,E,20.5,31.99,95.35,57.39,0.39,29.81,CQ231,223,-121.84047,39.76168
5,2018-08-01 05:00:00,ESE,19.72,30.3,107.56,58.37,0.46,28.69,CQ231,223,-121.84047,39.76168
6,2018-08-01 06:00:00,SE,19.03,29.06,131.59,58.87,0.46,27.81,CQ231,223,-121.84047,39.76168
7,2018-08-01 07:00:00,ESE,18.23,27.69,108.06,59.83,0.62,26.69,CQ231,223,-121.84047,39.76168
8,2018-08-01 08:00:00,E,16.66,,93.06,55.52,0.44,26.28,CQ231,223,-121.84047,39.76168
9,2018-08-01 09:00:00,ENE,15.79,,77.37,56.33,0.15,25.11,CQ231,223,-121.84047,39.76168
10,2018-08-01 10:00:00,SSW,14.32,,207.88,53.33,0.21,24.45,CQ231,223,-121.84047,39.76168
11,2018-08-01 11:00:00,ESE,16.07,,102.68,64.93,0.27,23.05,CQ231,223,-121.84047,39.76168
12,2018-08-01 12:00:00,ESE,15.82,,104.64,67.29,0.2,22.2,CQ231,223,-121.84047,39.76168
13,2018-08-01 13:00:00,ESE,16.26,,102.58,72.01,0.43,21.54,CQ231,223,-121.84047,39.76168
14,2018-08-01 14:00:00,SE,14.76,,124.09,65.23,0.42,21.6,CQ231,223,-121.84047,39.76168
15,2018-08-01 15:00:00,SSE,13.3,,153.65,53.37,0.75,23.34,CQ231,223,-121.84047,39.76168
16,2018-08-01 16:00:00,S,12.66,,177.96,46.34,1.23,24.99,CQ231,223,-121.84047,39.76168
17,2018-08-01 17:00:00,SSW,13.22,,197.83,43.86,1.56,26.52,CQ231,223,-121.84047,39.76168
18,2018-08-01 18:00:00,S,14.26,28.49,190.17,41.03,0.92,28.79,CQ231,223,-121.84047,39.76168
19,2018-08-01 19:00:00,SW,15.06,30.61,215.32,38.07,1.33,30.97,CQ231,223,-121.84047,39.76168
20,2018-08-01 20:00:00,SSW,15.93,32.2,211.37,37.34,1.67,32.27,CQ231,223,-121.84047,39.76168
21,2018-08-01 21:00:00,SSW,16.37,34.06,204.59,35.07,1.68,33.86,CQ231,223,-121.84047,39.76168
22,2018-08-01 22:00:00,SSW,16.83,35.1,199.06,34.62,2.05,34.6,CQ231,223,-121.84047,39.76168
23,2018-08-01 23:00:00,S,16.03,35.41,176.64,31.73,1.93,35.24,CQ231,223,-121.84047,39.76168
24,2018-08-02 00:00:00,S,16.49,34.98,186.83,33.78,2.07,34.65,CQ231,223,-121.84047,39.76168
25,2018-08-02 01:00:00,S,16.21,34.49,190.44,33.8,2.06,34.33,CQ231,223,-121.84047,39.76168
26,2018-08-02 02:00:00,S,16.82,33.0,177.15,38.63,1.54,32.67,CQ231,223,-121.84047,39.76168
27,2018-08-02 03:00:00,SE,17.66,32.06,140.08,43.92,0.76,31.37,CQ231,223,-121.84047,39.76168
28,2018-08-02 04:00:00,ESE,18.05,30.52,120.24,49.67,0.6,29.67,CQ231,223,-121.84047,39.76168
29,2018-08-02 05:00:00,ESE,17.29,28.72,109.27,51.96,0.51,28.08,CQ231,223,-121.84047,39.76168
30,2018-08-02 06:00:00,ESE,16.76,27.42,120.66,54.36,0.51,26.74,CQ231,223,-121.84047,39.76168
31,2018-08-02 07:00:00,SSE,15.86,,153.58,54.43,0.44,25.76,CQ231,223,-121.84047,39.76168
32,2018-08-02 08:00:00,SSE,15.06,,168.08,53.65,0.6,25.14,CQ231,223,-121.84047,39.76168
33,2018-08-02 09:00:00,SSE,14.43,,155.75,55.24,0.09,23.98,CQ231,223,-121.84047,39.76168
34,2018-08-02 10:00:00,E,14.15,,85.03,60.77,0.28,22.11,CQ231,223,-121.84047,39.76168
35,2018-08-02 11:00:00,SE,12.76,,126.37,56.35,0.42,21.87,CQ231,223,-121.84047,39.76168
36,2018-08-02 12:00:00,ENE,12.07,,69.96,58.73,0.29,20.46,CQ231,223,-121.84047,39.76168
37,2018-08-02 13:00:00,ESE,12.18,,117.05,61.55,0.51,19.82,CQ231,223,-121.84047,39.76168
38,2018-08-02 14:00:00,E,11.14,,81.79,60.39,0.16,19.03,CQ231,223,-121.84047,39.76168
39,2018-08-02 15:00:00,ESE,10.34,,109.74,54.42,0.56,19.85,CQ231,223,-121.84047,39.76168
40,2018-08-02 16:00:00,SE,10.35,,130.57,48.32,1.25,21.79,CQ231,223,-121.84047,39.76168
41,2018-08-02 17:00:00,SE,10.46,,137.5,44.0,1.46,23.44,CQ231,223,-121.84047,39.76168
42,2018-08-02 18:00:00,SSE,11.14,,156.39,42.34,0.91,24.82,CQ231,223,-121.84047,39.76168
43,2018-08-02 19:00:00,S,12.18,,173.23,40.83,0.92,26.58,CQ231,223,-121.84047,39.76168
44,2018-08-02 20:00:00,S,14.25,28.77,186.97,40.17,1.63,29.14,CQ231,223,-121.84047,39.76168
45,2018-08-02 21:00:00,SSW,14.43,30.19,200.57,37.06,1.89,30.73,CQ231,223,-121.84047,39.76168
46,2018-08-02 22:00:00,SSW,13.44,31.58,197.34,31.34,1.76,32.51,CQ231,223,-121.84047,39.76168
47,2018-08-02 23:00:00,S,15.49,32.7,178.0,34.96,1.51,32.93,CQ231,223,-121.84047,39.76168
48,2018-08-03 00:00:00,S,14.03,32.88,170.44,30.56,1.89,33.62,CQ231,223,-121.84047,39.76168
49,2018-08-03 01:00:00,S,14.39,32.78,186.51,31.67,2.0,33.41,CQ231,223,-121.84047,39.76168
50,2018-08-03 02:00:00,S,15.0,31.63,186.43,35.59,1.64,32.06,CQ231,223,-121.84047,39.76168
51,2018-08-03 03:00:00,SSE,14.99,30.91,160.08,37.16,0.77,31.31,CQ231,223,-121.84047,39.76168
52,2018-08-03 04:00:00,SE,14.83,29.03,144.64,41.37,0.57,29.28,CQ231,223,-121.84047,39.76168
53,2018-08-03 05:00:00,ESE,14.61,27.25,107.35,46.54,0.44,27.04,CQ231,223,-121.84047,39.76168
54,2018-08-03 06:00:00,SE,14.89,,144.84,51.73,0.37,25.57,CQ231,223,-121.84047,39.76168
55,2018-08-03 07:00:00,N,14.8,,3.68,55.04,0.29,24.44,CQ231,223,-121.84047,39.76168
56,2018-08-03 08:00:00,E,14.87,,83.99,60.36,0.19,22.98,CQ231,223,-121.84047,39.76168
57,2018-08-03 09:00:00,NE,15.09,,48.5,65.32,0.08,21.92,CQ231,223,-121.84047,39.76168
58,2018-08-03 10:00:00,ENE,14.83,,74.7,68.4,0.38,20.89,CQ231,223,-121.84047,39.76168
59,2018-08-03 11:00:00,E,13.12,,94.04,62.14,0.63,20.66,CQ231,223,-121.84047,39.76168
60,2018-08-03 12:00:00,E,11.95,,95.64,59.34,0.41,20.17,CQ231,223,-121.84047,39.76168
61,2018-08-03 13:00:00,ESE,11.92,,121.86,63.02,0.33,19.17,CQ231,223,-121.84047,39.76168
62,2018-08-03 14:00:00,E,11.68,,88.03,64.2,0.3,18.62,CQ231,223,-121.84047,39.76168
63,2018-08-03 15:00:00,E,12.47,,78.83,65.03,0.23,19.24,CQ231,223,-121.84047,39.76168
64,2018-08-03 16:00:00,SSW,11.68,,197.41,51.32,0.69,22.24,CQ231,223,-121.84047,39.76168
65,2018-08-03 17:00:00,SSW,10.82,,205.27,41.73,0.97,24.71,CQ231,223,-121.84047,39.76168
66,2018-08-03 18:00:00,SSW,11.69,,195.56,39.73,1.3,26.49,CQ231,223,-121.84047,39.76168
67,2018-08-03 19:00:00,SSW,12.93,27.99,198.37,38.29,1.37,28.5,CQ231,223,-121.84047,39.76168
68,2018-08-03 20:00:00,SSW,13.58,29.71,209.51,35.64,1.63,30.45,CQ231,223,-121.84047,39.76168
69,2018-08-03 21:00:00,S,14.19,31.25,176.38,34.01,1.49,31.94,CQ231,223,-121.84047,39.76168
70,2018-08-03 22:00:00,S,13.98,31.97,177.0,32.05,2.02,32.74,CQ231,223,-121.84047,39.76168
71,2018-08-03 23:00:00,S,14.7,33.2,176.99,31.76,2.12,33.71,CQ231,223,-121.84047,39.76168
72,2018-08-04 00:00:00,S,15.65,34.53,182.89,32.11,1.8,34.6,CQ231,223,-121.84047,39.76168
73,2018-08-04 01:00:00,S,15.41,34.52,186.65,31.47,1.81,34.68,CQ231,223,-121.84047,39.76168
74,2018-08-04 02:00:00,S,15.22,33.34,179.26,32.96,1.77,33.65,CQ231,223,-121.84047,39.76168
75,2018-08-04 03:00:00,S,17.25,31.46,182.99,43.75,1.5,30.98,CQ231,223,-121.84047,39.76168
76,2018-08-04 04:00:00,SSE,17.11,29.5,160.35,48.66,0.66,29.0,CQ231,223,-121.84047,39.76168
77,2018-08-04 05:00:00,SE,17.05,27.52,124.37,55.22,0.48,26.79,CQ231,223,-121.84047,39.76168
78,2018-08-04 06:00:00,ENE,15.6,,70.24,56.76,0.35,24.78,CQ231,223,-121.84047,39.76168
79,2018-08-04 07:00:00,NNW,13.58,,343.1,52.2,0.21,24.01,CQ231,223,-121.84047,39.76168
80,2018-08-04 08:00:00,E,12.74,,80.56,53.4,0.33,22.73,CQ231,223,-121.84047,39.76168
81,2018-08-04 09:00:00,ENE,11.22,,76.72,48.59,0.47,22.64,CQ231,223,-121.84047,39.76168
