,date_time,precip_accum_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,764.032,36.17,PORC1,1440,-123.12639,39.36667
1,2018-08-01 01:00:00,764.032,35.61,PORC1,1440,-123.12639,39.36667
2,2018-08-01 02:00:00,764.032,33.89,PORC1,1440,-123.12639,39.36667
3,2018-08-01 03:00:00,764.032,29.78,PORC1,1440,-123.12639,39.36667
4,2018-08-01 04:00:00,764.032,25.67,PORC1,1440,-123.12639,39.36667
5,2018-08-01 05:00:00,764.032,23.11,PORC1,1440,-123.12639,39.36667
6,2018-08-01 06:00:00,764.032,21.22,PORC1,1440,-123.12639,39.36667
7,2018-08-01 07:00:00,764.032,19.39,PORC1,1440,-123.12639,39.36667
8,2018-08-01 08:00:00,764.032,17.89,PORC1,1440,-123.12639,39.36667
9,2018-08-01 09:00:00,764.032,16.72,PORC1,1440,-123.12639,39.36667
10,2018-08-01 10:00:00,764.032,15.22,PORC1,1440,-123.12639,39.36667
11,2018-08-01 11:00:00,764.032,14.78,PORC1,1440,-123.12639,39.36667
12,2018-08-01 12:00:00,764.032,13.33,PORC1,1440,-123.12639,39.36667
13,2018-08-01 13:00:00,764.032,12.83,PORC1,1440,-123.12639,39.36667
14,2018-08-01 14:00:00,764.032,12.44,PORC1,1440,-123.12639,39.36667
15,2018-08-01 15:00:00,764.032,18.39,PORC1,1440,-123.12639,39.36667
16,2018-08-01 16:00:00,764.032,22.17,PORC1,1440,-123.12639,39.36667
17,2018-08-01 17:00:00,764.032,25.17,PORC1,1440,-123.12639,39.36667
18,2018-08-01 18:00:00,764.032,27.94,PORC1,1440,-123.12639,39.36667
19,2018-08-01 19:00:00,764.032,30.56,PORC1,1440,-123.12639,39.36667
20,2018-08-01 20:00:00,764.032,33.61,PORC1,1440,-123.12639,39.36667
21,2018-08-01 21:00:00,764.032,35.33,PORC1,1440,-123.12639,39.36667
22,2018-08-01 22:00:00,764.032,36.22,PORC1,1440,-123.12639,39.36667
23,2018-08-01 23:00:00,764.032,35.0,PORC1,1440,-123.12639,39.36667
24,2018-08-02 00:00:00,764.032,35.44,PORC1,1440,-123.12639,39.36667
25,2018-08-02 01:00:00,764.032,33.39,PORC1,1440,-123.12639,39.36667
26,2018-08-02 02:00:00,764.032,31.33,PORC1,1440,-123.12639,39.36667
27,2018-08-02 03:00:00,764.032,27.39,PORC1,1440,-123.12639,39.36667
28,2018-08-02 04:00:00,764.032,24.39,PORC1,1440,-123.12639,39.36667
29,2018-08-02 05:00:00,764.032,21.5,PORC1,1440,-123.12639,39.36667
30,2018-08-02 06:00:00,764.032,19.67,PORC1,1440,-123.12639,39.36667
31,2018-08-02 07:00:00,764.032,18.06,PORC1,1440,-123.12639,39.36667
32,2018-08-02 08:00:00,764.032,16.72,PORC1,1440,-123.12639,39.36667
33,2018-08-02 09:00:00,764.032,15.89,PORC1,1440,-123.12639,39.36667
34,2018-08-02 10:00:00,764.032,15.11,PORC1,1440,-123.12639,39.36667
35,2018-08-02 11:00:00,764.032,13.94,PORC1,1440,-123.12639,39.36667
36,2018-08-02 12:00:00,764.032,13.28,PORC1,1440,-123.12639,39.36667
37,2018-08-02 13:00:00,764.032,12.33,PORC1,1440,-123.12639,39.36667
38,2018-08-02 14:00:00,764.032,12.17,PORC1,1440,-123.12639,39.36667
39,2018-08-02 15:00:00,764.032,18.0,PORC1,1440,-123.12639,39.36667
40,2018-08-02 16:00:00,764.032,21.33,PORC1,1440,-123.12639,39.36667
41,2018-08-02 17:00:00,764.032,24.83,PORC1,1440,-123.12639,39.36667
42,2018-08-02 18:00:00,764.032,27.28,PORC1,1440,-123.12639,39.36667
43,2018-08-02 19:00:00,764.032,29.72,PORC1,1440,-123.12639,39.36667
44,2018-08-02 20:00:00,764.032,32.0,PORC1,1440,-123.12639,39.36667
45,2018-08-02 21:00:00,764.032,34.06,PORC1,1440,-123.12639,39.36667
46,2018-08-02 22:00:00,764.032,35.0,PORC1,1440,-123.12639,39.36667
47,2018-08-02 23:00:00,764.032,35.17,PORC1,1440,-123.12639,39.36667
48,2018-08-03 00:00:00,764.032,34.78,PORC1,1440,-123.12639,39.36667
49,2018-08-03 01:00:00,764.032,32.61,PORC1,1440,-123.12639,39.36667
50,2018-08-03 02:00:00,764.032,30.61,PORC1,1440,-123.12639,39.36667
51,2018-08-03 03:00:00,764.032,27.39,PORC1,1440,-123.12639,39.36667
52,2018-08-03 04:00:00,764.032,24.06,PORC1,1440,-123.12639,39.36667
53,2018-08-03 05:00:00,764.032,20.28,PORC1,1440,-123.12639,39.36667
54,2018-08-03 06:00:00,764.032,18.61,PORC1,1440,-123.12639,39.36667
55,2018-08-03 07:00:00,764.032,17.28,PORC1,1440,-123.12639,39.36667
56,2018-08-03 08:00:00,764.032,15.67,PORC1,1440,-123.12639,39.36667
57,2018-08-03 09:00:00,764.032,14.83,PORC1,1440,-123.12639,39.36667
58,2018-08-03 10:00:00,764.032,13.11,PORC1,1440,-123.12639,39.36667
59,2018-08-03 11:00:00,764.032,12.78,PORC1,1440,-123.12639,39.36667
60,2018-08-03 12:00:00,764.032,11.67,PORC1,1440,-123.12639,39.36667
61,2018-08-03 13:00:00,764.032,11.17,PORC1,1440,-123.12639,39.36667
62,2018-08-03 14:00:00,764.032,10.78,PORC1,1440,-123.12639,39.36667
63,2018-08-03 15:00:00,764.032,17.39,PORC1,1440,-123.12639,39.36667
64,2018-08-03 16:00:00,764.032,21.33,PORC1,1440,-123.12639,39.36667
65,2018-08-03 17:00:00,764.032,23.22,PORC1,1440,-123.12639,39.36667
66,2018-08-03 18:00:00,764.032,26.0,PORC1,1440,-123.12639,39.36667
67,2018-08-03 19:00:00,764.032,29.22,PORC1,1440,-123.12639,39.36667
68,2018-08-03 20:00:00,764.032,31.67,PORC1,1440,-123.12639,39.36667
69,2018-08-03 21:00:00,764.032,34.5,PORC1,1440,-123.12639,39.36667
70,2018-08-03 22:00:00,764.032,34.72,PORC1,1440,-123.12639,39.36667
71,2018-08-03 23:00:00,764.032,34.61,PORC1,1440,-123.12639,39.36667
72,2018-08-04 00:00:00,764.032,33.56,PORC1,1440,-123.12639,39.36667
73,2018-08-04 01:00:00,764.032,33.06,PORC1,1440,-123.12639,39.36667
74,2018-08-04 02:00:00,764.032,31.78,PORC1,1440,-123.12639,39.36667
75,2018-08-04 03:00:00,764.032,26.56,PORC1,1440,-123.12639,39.36667
76,2018-08-04 04:00:00,764.032,22.89,PORC1,1440,-123.12639,39.36667
77,2018-08-04 05:00:00,764.032,21.11,PORC1,1440,-123.12639,39.36667
78,2018-08-04 06:00:00,764.032,19.39,PORC1,1440,-123.12639,39.36667
79,2018-08-04 07:00:00,764.032,18.06,PORC1,1440,-123.12639,39.36667
80,2018-08-04 08:00:00,764.032,16.67,PORC1,1440,-123.12639,39.36667
81,2018-08-04 09:00:00,764.032,15.33,PORC1,1440,-123.12639,39.36667
82,2018-08-04 10:00:00,764.032,14.0,PORC1,1440,-123.12639,39.36667
83,2018-08-04 11:00:00,764.032,13.61,PORC1,1440,-123.12639,39.36667
84,2018-08-04 12:00:00,764.032,12.22,PORC1,1440,-123.12639,39.36667
85,2018-08-04 13:00:00,764.032,11.72,PORC1,1440,-123.12639,39.36667
