,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
60,2018-08-03 12:00:00,,0.9,5.57,0.0,1029.462,,,39.0,0.0,20.0,PDEC1,1750,-121.62472,39.75361
61,2018-08-03 13:00:00,,0.45,5.97,0.0,1029.462,,,43.0,0.0,18.89,PDEC1,1750,-121.62472,39.75361
62,2018-08-03 14:00:00,,0.45,5.63,,1029.462,,,42.0,0.0,18.89,PDEC1,1750,-121.62472,39.75361
63,2018-08-03 15:00:00,,0.45,7.46,0.0,1029.462,,,46.0,0.0,19.44,PDEC1,1750,-121.62472,39.75361
64,2018-08-03 16:00:00,,0.45,8.81,0.0,1029.462,,,41.0,0.0,22.78,PDEC1,1750,-121.62472,39.75361
65,2018-08-03 17:00:00,SSW,1.34,6.66,,1029.462,26.12,199.0,28.0,1.79,26.67,PDEC1,1750,-121.62472,39.75361
66,2018-08-03 18:00:00,WSW,2.23,6.55,0.0,1029.462,26.78,245.0,26.0,0.45,27.78,PDEC1,1750,-121.62472,39.75361
67,2018-08-03 19:00:00,SSE,2.23,7.4,,1029.462,27.98,167.0,25.0,0.45,29.44,PDEC1,1750,-121.62472,39.75361
68,2018-08-03 20:00:00,WSW,2.23,8.09,,1029.462,29.84,256.0,23.0,1.34,31.67,PDEC1,1750,-121.62472,39.75361
69,2018-08-03 21:00:00,WSW,2.68,9.9,0.0,1029.462,30.07,237.0,26.0,0.45,31.67,PDEC1,1750,-121.62472,39.75361
70,2018-08-03 22:00:00,SW,2.68,8.56,0.0,1029.462,30.38,223.0,23.0,0.9,32.22,PDEC1,1750,-121.62472,39.75361
71,2018-08-03 23:00:00,S,3.13,6.71,0.0,1029.462,31.2,175.0,19.0,1.34,33.33,PDEC1,1750,-121.62472,39.75361
72,2018-08-04 00:00:00,S,2.23,8.38,0.0,1029.462,30.87,174.0,22.0,1.34,32.78,PDEC1,1750,-121.62472,39.75361
73,2018-08-04 01:00:00,WSW,1.79,8.09,,1029.462,29.84,249.0,23.0,0.9,31.67,PDEC1,1750,-121.62472,39.75361
74,2018-08-04 02:00:00,SSW,2.68,7.77,,1029.462,28.88,206.0,24.0,0.9,30.56,PDEC1,1750,-121.62472,39.75361
75,2018-08-04 03:00:00,,1.34,9.51,0.0,1029.462,26.28,,34.0,0.0,26.67,PDEC1,1750,-121.62472,39.75361
76,2018-08-04 04:00:00,,0.0,10.31,0.0,1029.462,,,41.0,0.0,24.44,PDEC1,1750,-121.62472,39.75361
77,2018-08-04 05:00:00,ENE,0.45,9.3,0.0,1029.462,,60.0,41.0,0.45,23.33,PDEC1,1750,-121.62472,39.75361
78,2018-08-04 06:00:00,,0.45,9.35,0.0,1029.462,,,44.0,0.0,22.22,PDEC1,1750,-121.62472,39.75361
79,2018-08-04 07:00:00,,0.45,8.5,0.0,1029.462,,,43.0,0.0,21.67,PDEC1,1750,-121.62472,39.75361
80,2018-08-04 08:00:00,NNE,0.9,7.99,0.0,1029.462,,33.0,43.0,0.45,21.11,PDEC1,1750,-121.62472,39.75361
81,2018-08-04 09:00:00,,0.9,7.49,0.0,1029.462,,,43.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
82,2018-08-04 10:00:00,,0.9,6.98,0.0,1029.462,,,43.0,0.0,20.0,PDEC1,1750,-121.62472,39.75361
83,2018-08-04 11:00:00,,0.9,5.78,0.0,1029.462,,,41.0,0.0,19.44,PDEC1,1750,-121.62472,39.75361
84,2018-08-04 12:00:00,,0.9,5.93,0.0,1029.462,,,40.0,0.0,20.0,PDEC1,1750,-121.62472,39.75361
85,2018-08-04 13:00:00,NE,1.34,4.65,0.0,1029.462,,42.0,33.0,1.34,21.67,PDEC1,1750,-121.62472,39.75361
86,2018-08-04 14:00:00,,0.9,6.07,,1029.462,,,39.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
87,2018-08-04 15:00:00,,0.0,8.16,0.0,1029.462,,,42.0,0.0,21.67,PDEC1,1750,-121.62472,39.75361
88,2018-08-04 16:00:00,NNE,0.0,7.18,,1029.462,,31.0,30.0,0.45,26.11,PDEC1,1750,-121.62472,39.75361
89,2018-08-04 17:00:00,SSE,1.34,6.55,0.0,1029.462,26.78,152.0,26.0,0.45,27.78,PDEC1,1750,-121.62472,39.75361
90,2018-08-04 18:00:00,SW,1.79,4.2,,1029.462,27.8,223.0,20.0,0.9,29.44,PDEC1,1750,-121.62472,39.75361
91,2018-08-04 19:00:00,,1.79,6.5,,1029.462,28.78,,22.0,0.0,30.56,PDEC1,1750,-121.62472,39.75361
92,2018-08-04 20:00:00,SW,2.68,5.6,,1029.462,29.17,231.0,20.0,0.9,31.11,PDEC1,1750,-121.62472,39.75361
93,2018-08-04 21:00:00,SW,3.58,2.9,0.0,1029.462,29.53,220.0,16.0,1.79,31.67,PDEC1,1750,-121.62472,39.75361
94,2018-08-04 22:00:00,SSE,3.13,4.67,,1029.462,28.24,159.0,20.0,0.9,30.0,PDEC1,1750,-121.62472,39.75361
95,2018-08-04 23:00:00,SSW,2.68,6.67,,1029.462,28.35,193.0,23.0,2.23,30.0,PDEC1,1750,-121.62472,39.75361
96,2018-08-05 00:00:00,S,3.58,4.67,,1029.462,28.24,184.0,20.0,1.34,30.0,PDEC1,1750,-121.62472,39.75361
97,2018-08-05 01:00:00,SSW,3.13,2.0,,1029.462,28.6,205.0,16.0,1.79,30.56,PDEC1,1750,-121.62472,39.75361
98,2018-08-05 02:00:00,,2.23,5.09,0.0,1029.462,27.43,,22.0,0.0,28.89,PDEC1,1750,-121.62472,39.75361
99,2018-08-05 03:00:00,,0.45,7.66,0.0,1029.462,,,31.0,0.0,26.11,PDEC1,1750,-121.62472,39.75361
100,2018-08-05 04:00:00,,0.9,5.72,0.0,1029.462,,,29.0,0.0,25.0,PDEC1,1750,-121.62472,39.75361
101,2018-08-05 05:00:00,NE,0.9,4.75,0.0,1029.462,,52.0,29.0,0.9,23.89,PDEC1,1750,-121.62472,39.75361
102,2018-08-05 06:00:00,,0.9,5.14,0.0,1029.462,,,33.0,0.0,22.22,PDEC1,1750,-121.62472,39.75361
103,2018-08-05 07:00:00,,0.45,5.8,0.0,1029.462,,,37.0,0.0,21.11,PDEC1,1750,-121.62472,39.75361
104,2018-08-05 08:00:00,NE,0.9,5.31,0.0,1029.462,,54.0,37.0,0.45,20.56,PDEC1,1750,-121.62472,39.75361
105,2018-08-05 09:00:00,,1.34,5.57,0.0,1029.462,,,39.0,0.0,20.0,PDEC1,1750,-121.62472,39.75361
106,2018-08-05 10:00:00,,0.9,5.97,,1029.462,,,43.0,0.0,18.89,PDEC1,1750,-121.62472,39.75361
107,2018-08-05 11:00:00,NE,0.45,4.93,0.0,1029.462,,49.0,40.0,0.45,18.89,PDEC1,1750,-121.62472,39.75361
108,2018-08-05 12:00:00,,0.9,5.3,0.0,1029.462,,,44.0,0.0,17.78,PDEC1,1750,-121.62472,39.75361
109,2018-08-05 13:00:00,,0.0,5.43,0.0,1029.462,,,46.0,0.0,17.22,PDEC1,1750,-121.62472,39.75361
110,2018-08-05 14:00:00,,0.9,5.43,0.0,1029.462,,,46.0,0.0,17.22,PDEC1,1750,-121.62472,39.75361
111,2018-08-05 15:00:00,,0.9,6.44,0.0,1029.462,,,46.0,0.0,18.33,PDEC1,1750,-121.62472,39.75361
112,2018-08-05 16:00:00,ENE,0.45,4.7,0.0,1029.462,,60.0,32.0,0.45,22.22,PDEC1,1750,-121.62472,39.75361
113,2018-08-05 17:00:00,,0.45,6.21,,1029.462,,,30.0,0.0,25.0,PDEC1,1750,-121.62472,39.75361
114,2018-08-05 18:00:00,,0.9,5.65,,1029.462,,,27.0,0.0,26.11,PDEC1,1750,-121.62472,39.75361
115,2018-08-05 19:00:00,,1.34,5.98,0.0,1029.462,26.74,,25.0,0.0,27.78,PDEC1,1750,-121.62472,39.75361
116,2018-08-05 20:00:00,SW,1.79,5.09,,1029.462,27.43,236.0,22.0,0.9,28.89,PDEC1,1750,-121.62472,39.75361
117,2018-08-05 21:00:00,S,2.23,4.41,,1029.462,28.67,179.0,19.0,0.45,30.56,PDEC1,1750,-121.62472,39.75361
118,2018-08-05 22:00:00,WSW,2.68,9.59,,1029.462,27.03,237.0,32.0,1.34,27.78,PDEC1,1750,-121.62472,39.75361
119,2018-08-05 23:00:00,,1.79,9.55,0.0,1029.462,28.62,,28.0,0.0,30.0,PDEC1,1750,-121.62472,39.75361
120,2018-08-06 00:00:00,SW,1.34,9.61,,1029.462,27.78,236.0,30.0,1.34,28.89,PDEC1,1750,-121.62472,39.75361
121,2018-08-06 01:00:00,,1.34,7.63,,1029.462,26.85,,28.0,0.0,27.78,PDEC1,1750,-121.62472,39.75361
122,2018-08-06 02:00:00,,0.45,9.51,,1029.462,26.28,,34.0,0.0,26.67,PDEC1,1750,-121.62472,39.75361
123,2018-08-06 03:00:00,,0.0,10.17,,1029.462,,,42.0,0.0,23.89,PDEC1,1750,-121.62472,39.75361
124,2018-08-06 04:00:00,,0.45,10.45,0.0,1029.462,,,49.0,0.0,21.67,PDEC1,1750,-121.62472,39.75361
125,2018-08-06 05:00:00,NE,0.45,11.12,0.0,1029.462,,40.0,53.0,0.45,21.11,PDEC1,1750,-121.62472,39.75361
126,2018-08-06 06:00:00,,0.45,9.73,0.0,1029.462,,,50.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
127,2018-08-06 07:00:00,,0.45,6.8,0.0,1029.462,,,41.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
128,2018-08-06 08:00:00,,1.34,4.51,0.0,1029.462,,,35.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
129,2018-08-06 09:00:00,,0.9,3.1,0.0,1029.462,,,34.0,0.0,19.44,PDEC1,1750,-121.62472,39.75361
130,2018-08-06 10:00:00,,0.45,0.87,0.0,1029.462,,,30.0,0.0,18.89,PDEC1,1750,-121.62472,39.75361
131,2018-08-06 11:00:00,NE,0.9,0.87,,1029.462,,48.0,30.0,0.45,18.89,PDEC1,1750,-121.62472,39.75361
132,2018-08-06 12:00:00,,0.9,1.14,0.0,1029.462,,,34.0,0.0,17.22,PDEC1,1750,-121.62472,39.75361
133,2018-08-06 13:00:00,,0.0,1.54,0.0,1029.462,,,35.0,0.0,17.22,PDEC1,1750,-121.62472,39.75361
134,2018-08-06 14:00:00,,0.9,1.32,0.0,1029.462,,,31.0,0.0,18.89,PDEC1,1750,-121.62472,39.75361
135,2018-08-06 15:00:00,,0.0,4.31,0.0,1029.462,,,37.0,0.0,19.44,PDEC1,1750,-121.62472,39.75361
136,2018-08-06 16:00:00,,0.0,4.75,0.0,1029.462,,,29.0,0.0,23.89,PDEC1,1750,-121.62472,39.75361
137,2018-08-06 17:00:00,,0.45,1.89,0.0,1029.462,25.91,,20.0,0.0,26.67,PDEC1,1750,-121.62472,39.75361
138,2018-08-06 18:00:00,,1.34,3.5,0.0,1029.462,26.62,,21.0,0.0,27.78,PDEC1,1750,-121.62472,39.75361
139,2018-08-06 19:00:00,,1.79,3.74,,1029.462,27.38,,20.0,0.0,28.89,PDEC1,1750,-121.62472,39.75361
140,2018-08-06 20:00:00,,2.23,4.41,0.0,1029.462,28.67,,19.0,0.0,30.56,PDEC1,1750,-121.62472,39.75361
141,2018-08-06 21:00:00,,2.23,5.02,0.0,1029.462,30.09,,18.0,0.0,32.22,PDEC1,1750,-121.62472,39.75361
142,2018-08-06 22:00:00,SW,2.68,6.71,0.0,1029.462,31.2,219.0,19.0,1.79,33.33,PDEC1,1750,-121.62472,39.75361
143,2018-08-06 23:00:00,,2.23,5.58,0.0,1029.462,31.62,,17.0,0.0,33.89,PDEC1,1750,-121.62472,39.75361
144,2018-08-07 00:00:00,SSW,2.68,7.23,,1029.462,30.24,200.0,21.0,1.34,32.22,PDEC1,1750,-121.62472,39.75361
145,2018-08-07 01:00:00,SE,3.13,8.09,,1029.462,29.84,130.0,23.0,0.45,31.67,PDEC1,1750,-121.62472,39.75361
146,2018-08-07 02:00:00,SSE,1.79,9.55,0.0,1029.462,28.62,168.0,28.0,0.45,30.0,PDEC1,1750,-121.62472,39.75361
147,2018-08-07 03:00:00,,0.45,10.67,0.0,1029.462,,,38.0,0.0,26.11,PDEC1,1750,-121.62472,39.75361
148,2018-08-07 04:00:00,,0.0,10.52,,1029.462,,,43.0,0.0,23.89,PDEC1,1750,-121.62472,39.75361
149,2018-08-07 05:00:00,,0.45,11.35,0.0,1029.462,,,47.0,0.0,23.33,PDEC1,1750,-121.62472,39.75361
150,2018-08-07 06:00:00,,0.45,10.65,,1029.462,,,48.0,0.0,22.22,PDEC1,1750,-121.62472,39.75361
151,2018-08-07 07:00:00,,0.45,9.83,0.0,1029.462,,,47.0,0.0,21.67,PDEC1,1750,-121.62472,39.75361
152,2018-08-07 08:00:00,,0.9,8.16,0.0,1029.462,,,45.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
153,2018-08-07 09:00:00,,0.0,6.8,,1029.462,,,41.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
154,2018-08-07 10:00:00,,0.9,6.8,0.0,1029.462,,,41.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
155,2018-08-07 11:00:00,NE,0.9,6.29,0.0,1029.462,,53.0,41.0,0.45,20.0,PDEC1,1750,-121.62472,39.75361
156,2018-08-07 12:00:00,NE,0.45,7.46,,1029.462,,48.0,46.0,0.45,19.44,PDEC1,1750,-121.62472,39.75361
157,2018-08-07 13:00:00,,0.9,7.58,0.0,1029.462,,,48.0,0.0,18.89,PDEC1,1750,-121.62472,39.75361
158,2018-08-07 14:00:00,,0.45,8.48,0.0,1029.462,,,51.0,0.0,18.89,PDEC1,1750,-121.62472,39.75361
159,2018-08-07 15:00:00,,0.45,9.43,0.0,1029.462,,,49.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
160,2018-08-07 16:00:00,,0.45,9.28,0.0,1029.462,,,37.0,0.0,25.0,PDEC1,1750,-121.62472,39.75361
161,2018-08-07 17:00:00,SW,1.34,8.58,,1029.462,,230.0,33.0,0.45,26.11,PDEC1,1750,-121.62472,39.75361
162,2018-08-07 18:00:00,SW,1.34,8.14,0.0,1029.462,26.89,219.0,29.0,0.45,27.78,PDEC1,1750,-121.62472,39.75361
163,2018-08-07 19:00:00,,1.79,8.53,0.0,1029.462,28.07,,27.0,0.0,29.44,PDEC1,1750,-121.62472,39.75361
164,2018-08-07 20:00:00,SE,3.13,8.94,,1029.462,29.0,142.0,26.0,0.9,30.56,PDEC1,1750,-121.62472,39.75361
165,2018-08-07 21:00:00,SSW,2.68,8.84,0.0,1029.462,29.44,198.0,25.0,1.79,31.11,PDEC1,1750,-121.62472,39.75361
166,2018-08-07 22:00:00,W,2.68,9.32,0.0,1029.462,29.99,280.0,25.0,1.79,31.67,PDEC1,1750,-121.62472,39.75361
167,2018-08-07 23:00:00,S,3.13,9.32,0.0,1029.462,29.99,176.0,25.0,1.34,31.67,PDEC1,1750,-121.62472,39.75361
168,2018-08-08 00:00:00,SSW,2.68,10.52,,1029.462,29.67,207.0,28.0,1.34,31.11,PDEC1,1750,-121.62472,39.75361
169,2018-08-08 01:00:00,S,2.23,10.52,0.0,1029.462,29.67,172.0,28.0,1.34,31.11,PDEC1,1750,-121.62472,39.75361
170,2018-08-08 02:00:00,,1.79,9.01,,1029.462,28.55,,27.0,0.0,30.0,PDEC1,1750,-121.62472,39.75361
171,2018-08-08 03:00:00,,0.9,9.94,0.0,1029.462,26.31,,35.0,0.0,26.67,PDEC1,1750,-121.62472,39.75361
172,2018-08-08 04:00:00,,0.45,11.02,,1029.462,,,43.0,0.0,24.44,PDEC1,1750,-121.62472,39.75361
173,2018-08-08 05:00:00,,0.45,11.35,0.0,1029.462,,,47.0,0.0,23.33,PDEC1,1750,-121.62472,39.75361
174,2018-08-08 06:00:00,,0.45,12.15,0.0,1029.462,,,53.0,0.0,22.22,PDEC1,1750,-121.62472,39.75361
175,2018-08-08 07:00:00,,0.0,11.92,0.0,1029.462,,,54.0,0.0,21.67,PDEC1,1750,-121.62472,39.75361
176,2018-08-08 08:00:00,,0.45,12.15,,1029.462,,,53.0,0.0,22.22,PDEC1,1750,-121.62472,39.75361
177,2018-08-08 09:00:00,,0.9,11.92,0.0,1029.462,,,54.0,0.0,21.67,PDEC1,1750,-121.62472,39.75361
178,2018-08-08 10:00:00,,0.45,10.83,,1029.462,,,52.0,0.0,21.11,PDEC1,1750,-121.62472,39.75361
179,2018-08-08 11:00:00,,0.45,10.6,0.0,1029.462,,,53.0,0.0,20.56,PDEC1,1750,-121.62472,39.75361
180,2018-08-08 12:00:00,NE,0.9,10.08,,1029.462,,48.0,53.0,0.45,20.0,PDEC1,1750,-121.62472,39.75361
181,2018-08-08 13:00:00,,0.9,10.12,0.0,1029.462,,,55.0,0.0,19.44,PDEC1,1750,-121.62472,39.75361
182,2018-08-08 14:00:00,E,0.45,9.8,,1029.462,,99.0,52.0,0.45,20.0,PDEC1,1750,-121.62472,39.75361
183,2018-08-08 15:00:00,,0.45,11.56,0.0,1029.462,,,51.0,0.0,22.22,PDEC1,1750,-121.62472,39.75361
184,2018-08-08 16:00:00,,0.45,10.36,0.0,1029.462,26.33,,36.0,0.0,26.67,PDEC1,1750,-121.62472,39.75361
185,2018-08-08 17:00:00,,0.9,10.98,0.0,1029.462,27.56,,34.0,0.0,28.33,PDEC1,1750,-121.62472,39.75361
186,2018-08-08 18:00:00,SSW,1.79,11.97,,1029.462,28.53,208.0,34.0,0.45,29.44,PDEC1,1750,-121.62472,39.75361
187,2018-08-08 19:00:00,SSW,2.23,11.92,0.0,1029.462,28.1,199.0,35.0,1.79,28.89,PDEC1,1750,-121.62472,39.75361
188,2018-08-08 20:00:00,S,2.68,10.52,0.0,1029.462,29.67,181.0,28.0,0.9,31.11,PDEC1,1750,-121.62472,39.75361
189,2018-08-08 21:00:00,SW,2.68,9.32,0.0,1029.462,29.99,233.0,25.0,0.9,31.67,PDEC1,1750,-121.62472,39.75361
190,2018-08-08 22:00:00,SSW,2.68,9.66,0.0,1029.462,31.04,210.0,24.0,0.45,32.78,PDEC1,1750,-121.62472,39.75361
191,2018-08-08 23:00:00,SSW,3.13,10.37,,1029.462,30.64,206.0,26.0,1.34,32.22,PDEC1,1750,-121.62472,39.75361
192,2018-08-09 00:00:00,,1.79,5.58,,1029.462,31.62,,17.0,0.0,33.89,PDEC1,1750,-121.62472,39.75361
193,2018-08-09 01:00:00,,1.79,5.48,0.0,1029.462,30.61,,18.0,0.0,32.78,PDEC1,1750,-121.62472,39.75361
194,2018-08-09 02:00:00,,1.34,8.71,0.0,1029.462,29.91,,24.0,0.0,31.67,PDEC1,1750,-121.62472,39.75361
195,2018-08-09 03:00:00,,0.45,10.0,0.0,1029.462,26.73,,34.0,0.0,27.22,PDEC1,1750,-121.62472,39.75361
