,snow_accume_24_hour_set_1,date_time,precip_accum_24_hour_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,0.0,2018-08-06 15:00:00,0.0,0.0,COOPOACC1,1980,-122.85,41.84
