,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,snow_accume_24_hour_set_1,precip_accum_24_hour_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 16:00:00,14.44,35.0,0.0,0.0,0.0,COOPSNVC1,4184,-120.66,40.42
1,2018-08-02 16:00:00,12.22,33.33,0.0,0.0,0.0,COOPSNVC1,4184,-120.66,40.42
2,2018-08-03 16:00:00,11.11,31.11,0.0,0.0,0.0,COOPSNVC1,4184,-120.66,40.42
3,2018-08-04 16:00:00,10.0,30.56,0.0,0.0,0.0,COOPSNVC1,4184,-120.66,40.42
4,2018-08-05 16:00:00,8.89,28.33,0.0,0.0,0.0,COOPSNVC1,4184,-120.66,40.42
5,2018-08-06 16:00:00,10.56,28.33,0.0,0.0,0.0,COOPSNVC1,4184,-120.66,40.42
