,road_freezing_temp_set_2,date_time,road_freezing_temp_set_1,road_subsurface_tmp_set_1,road_temp_set_1,road_temp_set_2,road_temp_set_3,road_freezing_temp_set_3,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
664,0.0,2018-08-07 22:01:00,0.0,27.8,45.2,46.5,46.6,0.0,CF112,3065,-122.58186,41.80012
665,0.0,2018-08-07 22:16:00,0.0,27.8,45.5,46.6,46.5,0.0,CF112,3065,-122.58186,41.80012
666,0.0,2018-08-07 22:31:00,0.0,27.9,45.5,46.6,46.5,0.0,CF112,3065,-122.58186,41.80012
667,0.0,2018-08-07 22:46:00,0.0,27.9,45.4,46.6,46.3,0.0,CF112,3065,-122.58186,41.80012
668,0.0,2018-08-07 23:01:00,0.0,27.9,45.3,46.6,46.1,0.0,CF112,3065,-122.58186,41.80012
669,0.0,2018-08-07 23:16:00,0.0,28.0,44.9,46.2,45.6,0.0,CF112,3065,-122.58186,41.80012
670,0.0,2018-08-07 23:31:00,0.0,28.0,44.5,45.9,45.1,0.0,CF112,3065,-122.58186,41.80012
671,0.0,2018-08-07 23:46:00,0.0,28.0,43.8,45.2,42.1,0.0,CF112,3065,-122.58186,41.80012
672,0.0,2018-08-08 00:01:00,0.0,28.2,41.9,44.4,40.6,0.0,CF112,3065,-122.58186,41.80012
673,0.0,2018-08-08 00:16:00,0.0,28.2,40.3,42.3,39.6,0.0,CF112,3065,-122.58186,41.80012
674,0.0,2018-08-08 00:31:00,0.0,28.3,39.4,41.2,39.0,0.0,CF112,3065,-122.58186,41.80012
675,0.0,2018-08-08 00:46:00,0.0,28.3,38.5,40.3,38.3,0.0,CF112,3065,-122.58186,41.80012
676,0.0,2018-08-08 01:01:00,0.0,28.4,37.8,39.6,37.9,0.0,CF112,3065,-122.58186,41.80012
677,0.0,2018-08-08 01:16:00,0.0,28.4,37.1,38.9,37.1,0.0,CF112,3065,-122.58186,41.80012
678,0.0,2018-08-08 01:31:00,0.0,28.5,36.4,38.2,36.5,0.0,CF112,3065,-122.58186,41.80012
679,0.0,2018-08-08 01:46:00,0.0,28.6,35.7,37.4,36.0,0.0,CF112,3065,-122.58186,41.80012
680,0.0,2018-08-08 02:01:00,0.0,28.6,35.1,36.7,35.1,0.0,CF112,3065,-122.58186,41.80012
681,0.0,2018-08-08 02:16:00,0.0,28.8,34.3,35.9,34.5,0.0,CF112,3065,-122.58186,41.80012
682,0.0,2018-08-08 02:31:00,0.0,28.8,33.7,35.2,34.0,0.0,CF112,3065,-122.58186,41.80012
683,0.0,2018-08-08 02:46:00,0.0,28.9,32.8,34.3,33.2,0.0,CF112,3065,-122.58186,41.80012
684,0.0,2018-08-08 03:01:00,0.0,28.9,32.2,33.6,32.5,0.0,CF112,3065,-122.58186,41.80012
685,0.0,2018-08-08 03:16:00,0.0,29.0,31.6,33.0,31.9,0.0,CF112,3065,-122.58186,41.80012
686,0.0,2018-08-08 03:31:00,0.0,29.0,31.1,32.5,31.5,0.0,CF112,3065,-122.58186,41.80012
687,0.0,2018-08-08 03:46:00,0.0,29.1,30.6,31.9,31.1,0.0,CF112,3065,-122.58186,41.80012
688,0.0,2018-08-08 04:01:00,0.0,29.1,30.2,31.5,30.7,0.0,CF112,3065,-122.58186,41.80012
689,0.0,2018-08-08 04:16:00,0.0,29.1,29.8,31.0,30.3,0.0,CF112,3065,-122.58186,41.80012
690,0.0,2018-08-08 04:31:00,0.0,29.3,29.5,30.7,30.1,0.0,CF112,3065,-122.58186,41.80012
691,0.0,2018-08-08 04:46:00,0.0,29.3,29.1,30.2,29.8,0.0,CF112,3065,-122.58186,41.80012
692,0.0,2018-08-08 05:01:00,0.0,29.3,28.8,30.0,29.4,0.0,CF112,3065,-122.58186,41.80012
693,0.0,2018-08-08 05:16:00,0.0,29.4,28.5,29.6,29.1,0.0,CF112,3065,-122.58186,41.80012
694,0.0,2018-08-08 05:31:00,0.0,29.4,28.1,29.2,28.9,0.0,CF112,3065,-122.58186,41.80012
695,0.0,2018-08-08 05:46:00,0.0,29.4,27.9,28.9,28.5,0.0,CF112,3065,-122.58186,41.80012
696,0.0,2018-08-08 06:01:00,0.0,29.4,27.6,28.6,28.2,0.0,CF112,3065,-122.58186,41.80012
697,0.0,2018-08-08 06:16:00,0.0,29.5,27.3,28.4,27.9,0.0,CF112,3065,-122.58186,41.80012
698,0.0,2018-08-08 06:31:00,0.0,29.5,27.1,28.1,27.8,0.0,CF112,3065,-122.58186,41.80012
699,0.0,2018-08-08 06:46:00,0.0,29.5,26.8,27.8,27.5,0.0,CF112,3065,-122.58186,41.80012
700,0.0,2018-08-08 07:01:00,0.0,29.5,26.6,27.6,27.4,0.0,CF112,3065,-122.58186,41.80012
701,0.0,2018-08-08 07:16:00,0.0,29.5,26.3,27.3,27.2,0.0,CF112,3065,-122.58186,41.80012
702,0.0,2018-08-08 07:31:00,0.0,29.5,26.0,27.0,26.8,0.0,CF112,3065,-122.58186,41.80012
703,0.0,2018-08-08 07:46:00,0.0,29.5,25.7,26.7,26.4,0.0,CF112,3065,-122.58186,41.80012
704,0.0,2018-08-08 08:01:00,0.0,29.5,25.5,26.4,26.2,0.0,CF112,3065,-122.58186,41.80012
705,0.0,2018-08-08 08:16:00,0.0,29.5,25.3,26.2,26.0,0.0,CF112,3065,-122.58186,41.80012
706,0.0,2018-08-08 08:31:00,0.0,29.5,25.1,25.9,25.8,0.0,CF112,3065,-122.58186,41.80012
707,0.0,2018-08-08 08:46:00,0.0,29.5,24.8,25.6,25.5,0.0,CF112,3065,-122.58186,41.80012
708,0.0,2018-08-08 09:01:00,0.0,29.5,24.6,25.4,25.3,0.0,CF112,3065,-122.58186,41.80012
709,0.0,2018-08-08 09:16:00,0.0,29.5,24.3,25.2,25.0,0.0,CF112,3065,-122.58186,41.80012
710,0.0,2018-08-08 09:31:00,0.0,29.5,24.1,25.0,24.8,0.0,CF112,3065,-122.58186,41.80012
711,0.0,2018-08-08 09:46:00,0.0,29.5,24.0,24.9,24.7,0.0,CF112,3065,-122.58186,41.80012
712,0.0,2018-08-08 10:01:00,0.0,29.5,23.8,24.6,24.5,0.0,CF112,3065,-122.58186,41.80012
713,0.0,2018-08-08 10:16:00,0.0,29.5,23.6,24.4,24.3,0.0,CF112,3065,-122.58186,41.80012
714,0.0,2018-08-08 10:31:00,0.0,29.5,23.4,24.2,24.1,0.0,CF112,3065,-122.58186,41.80012
715,0.0,2018-08-08 10:46:00,0.0,29.4,23.1,23.9,23.8,0.0,CF112,3065,-122.58186,41.80012
716,0.0,2018-08-08 11:01:00,0.0,29.4,22.9,23.7,23.7,0.0,CF112,3065,-122.58186,41.80012
717,0.0,2018-08-08 11:16:00,0.0,29.4,22.9,23.6,23.6,0.0,CF112,3065,-122.58186,41.80012
718,0.0,2018-08-08 11:31:00,0.0,29.4,22.6,23.4,23.3,0.0,CF112,3065,-122.58186,41.80012
719,0.0,2018-08-08 11:46:00,0.0,29.4,22.4,23.2,23.1,0.0,CF112,3065,-122.58186,41.80012
720,0.0,2018-08-08 12:01:00,0.0,29.4,22.3,23.0,22.9,0.0,CF112,3065,-122.58186,41.80012
721,0.0,2018-08-08 12:16:00,0.0,29.3,22.1,22.8,22.7,0.0,CF112,3065,-122.58186,41.80012
722,0.0,2018-08-08 12:31:00,0.0,29.3,21.9,22.7,22.6,0.0,CF112,3065,-122.58186,41.80012
723,0.0,2018-08-08 12:46:00,0.0,29.3,21.7,22.5,22.4,0.0,CF112,3065,-122.58186,41.80012
724,0.0,2018-08-08 13:01:00,0.0,29.3,21.6,22.4,22.3,0.0,CF112,3065,-122.58186,41.80012
725,0.0,2018-08-08 13:16:00,0.0,29.1,21.3,22.2,22.2,0.0,CF112,3065,-122.58186,41.80012
726,0.0,2018-08-08 13:31:00,0.0,29.1,21.3,22.1,22.1,0.0,CF112,3065,-122.58186,41.80012
727,0.0,2018-08-08 13:46:00,0.0,29.1,21.4,22.3,22.2,0.0,CF112,3065,-122.58186,41.80012
728,0.0,2018-08-08 14:01:00,0.0,29.1,21.4,22.2,22.3,0.0,CF112,3065,-122.58186,41.80012
729,0.0,2018-08-08 14:16:00,0.0,29.0,21.5,22.4,22.4,0.0,CF112,3065,-122.58186,41.80012
730,0.0,2018-08-08 14:31:00,0.0,29.0,21.6,22.5,22.6,0.0,CF112,3065,-122.58186,41.80012
731,0.0,2018-08-08 14:46:00,0.0,29.0,21.8,22.9,22.9,0.0,CF112,3065,-122.58186,41.80012
732,0.0,2018-08-08 15:01:00,0.0,28.9,22.1,23.1,23.2,0.0,CF112,3065,-122.58186,41.80012
733,0.0,2018-08-08 15:16:00,0.0,28.9,22.4,23.4,23.6,0.0,CF112,3065,-122.58186,41.80012
734,0.0,2018-08-08 15:31:00,0.0,28.9,22.7,23.7,23.9,0.0,CF112,3065,-122.58186,41.80012
735,0.0,2018-08-08 15:46:00,0.0,28.8,23.0,24.0,24.3,0.0,CF112,3065,-122.58186,41.80012
736,0.0,2018-08-08 16:01:00,0.0,28.8,23.4,24.4,24.7,0.0,CF112,3065,-122.58186,41.80012
737,0.0,2018-08-08 16:16:00,0.0,28.8,23.8,24.8,25.3,0.0,CF112,3065,-122.58186,41.80012
738,0.0,2018-08-08 16:31:00,0.0,28.8,24.2,25.3,25.7,0.0,CF112,3065,-122.58186,41.80012
739,0.0,2018-08-08 16:46:00,0.0,28.6,24.8,25.8,26.3,0.0,CF112,3065,-122.58186,41.80012
740,0.0,2018-08-08 17:01:00,0.0,28.6,25.3,26.3,29.2,0.0,CF112,3065,-122.58186,41.80012
741,0.0,2018-08-08 17:16:00,0.0,28.6,27.2,26.9,32.2,0.0,CF112,3065,-122.58186,41.80012
742,0.0,2018-08-08 17:31:00,0.0,28.5,30.1,29.8,34.0,0.0,CF112,3065,-122.58186,41.80012
743,0.0,2018-08-08 17:46:00,0.0,28.5,32.3,32.8,35.9,0.0,CF112,3065,-122.58186,41.80012
744,0.0,2018-08-08 18:01:00,0.0,28.5,34.2,34.7,37.5,0.0,CF112,3065,-122.58186,41.80012
745,0.0,2018-08-08 18:16:00,0.0,28.4,36.1,36.8,39.0,0.0,CF112,3065,-122.58186,41.80012
746,0.0,2018-08-08 18:31:00,0.0,28.4,37.7,38.4,40.3,0.0,CF112,3065,-122.58186,41.80012
747,0.0,2018-08-08 18:46:00,0.0,28.4,39.3,40.1,41.8,0.0,CF112,3065,-122.58186,41.80012
748,0.0,2018-08-08 19:01:00,0.0,28.4,40.6,41.4,43.1,0.0,CF112,3065,-122.58186,41.80012
749,0.0,2018-08-08 19:16:00,0.0,28.3,42.0,42.8,44.2,0.0,CF112,3065,-122.58186,41.80012
750,0.0,2018-08-08 19:31:00,0.0,28.3,43.1,44.0,45.2,0.0,CF112,3065,-122.58186,41.80012
751,0.0,2018-08-08 19:46:00,0.0,28.3,44.4,45.2,46.6,0.0,CF112,3065,-122.58186,41.80012
752,0.0,2018-08-08 20:01:00,0.0,28.3,45.3,46.1,47.5,0.0,CF112,3065,-122.58186,41.80012
753,0.0,2018-08-08 20:16:00,0.0,28.3,46.3,47.2,48.5,0.0,CF112,3065,-122.58186,41.80012
754,0.0,2018-08-08 20:31:00,0.0,28.3,46.9,47.9,48.7,0.0,CF112,3065,-122.58186,41.80012
755,0.0,2018-08-08 20:46:00,0.0,28.3,47.5,48.6,49.2,0.0,CF112,3065,-122.58186,41.80012
756,0.0,2018-08-08 21:01:00,0.0,28.3,48.0,49.1,49.6,0.0,CF112,3065,-122.58186,41.80012
757,0.0,2018-08-08 21:16:00,0.0,28.3,48.2,49.4,50.0,0.0,CF112,3065,-122.58186,41.80012
758,0.0,2018-08-08 21:31:00,0.0,28.3,48.5,49.7,50.2,0.0,CF112,3065,-122.58186,41.80012
759,0.0,2018-08-08 21:46:00,0.0,28.3,48.5,49.8,49.8,0.0,CF112,3065,-122.58186,41.80012
760,0.0,2018-08-08 22:01:00,0.0,28.3,48.2,49.6,49.4,0.0,CF112,3065,-122.58186,41.80012
761,0.0,2018-08-08 22:16:00,0.0,28.4,47.8,49.2,48.9,0.0,CF112,3065,-122.58186,41.80012
762,0.0,2018-08-08 22:31:00,0.0,28.4,47.6,49.0,48.5,0.0,CF112,3065,-122.58186,41.80012
763,0.0,2018-08-08 22:46:00,0.0,28.4,47.0,48.5,47.5,0.0,CF112,3065,-122.58186,41.80012
764,0.0,2018-08-08 23:01:00,0.0,28.5,46.5,48.1,47.2,0.0,CF112,3065,-122.58186,41.80012
765,0.0,2018-08-08 23:16:00,0.0,28.5,46.0,47.5,46.5,0.0,CF112,3065,-122.58186,41.80012
766,0.0,2018-08-08 23:31:00,0.0,28.6,45.4,46.9,45.8,0.0,CF112,3065,-122.58186,41.80012
767,0.0,2018-08-08 23:46:00,0.0,28.6,44.8,46.3,43.4,0.0,CF112,3065,-122.58186,41.80012
768,0.0,2018-08-09 00:01:00,0.0,28.8,43.0,45.3,42.1,0.0,CF112,3065,-122.58186,41.80012
769,0.0,2018-08-09 00:16:00,0.0,28.8,41.7,43.5,41.2,0.0,CF112,3065,-122.58186,41.80012
770,0.0,2018-08-09 00:31:00,0.0,28.9,40.8,42.6,40.6,0.0,CF112,3065,-122.58186,41.80012
771,0.0,2018-08-09 00:46:00,0.0,28.9,39.9,41.6,39.7,0.0,CF112,3065,-122.58186,41.80012
772,0.0,2018-08-09 01:01:00,0.0,29.0,39.1,40.6,39.0,0.0,CF112,3065,-122.58186,41.80012
773,0.0,2018-08-09 01:16:00,0.0,29.1,38.2,39.8,38.4,0.0,CF112,3065,-122.58186,41.80012
774,0.0,2018-08-09 01:31:00,0.0,29.1,37.4,38.8,37.8,0.0,CF112,3065,-122.58186,41.80012
775,0.0,2018-08-09 01:46:00,0.0,29.3,36.5,37.9,36.8,0.0,CF112,3065,-122.58186,41.80012
776,0.0,2018-08-09 02:01:00,0.0,29.3,35.8,37.0,36.1,0.0,CF112,3065,-122.58186,41.80012
777,0.0,2018-08-09 02:16:00,0.0,29.4,35.0,36.2,35.4,0.0,CF112,3065,-122.58186,41.80012
778,0.0,2018-08-09 02:31:00,0.0,29.4,34.4,35.5,34.9,0.0,CF112,3065,-122.58186,41.80012
779,0.0,2018-08-09 02:46:00,0.0,29.5,33.7,34.8,34.3,0.0,CF112,3065,-122.58186,41.80012
780,0.0,2018-08-09 03:01:00,0.0,29.7,33.1,34.1,33.6,0.0,CF112,3065,-122.58186,41.80012
781,0.0,2018-08-09 03:16:00,0.0,29.7,32.5,33.6,33.1,0.0,CF112,3065,-122.58186,41.80012
782,0.0,2018-08-09 03:31:00,0.0,29.8,32.0,33.0,32.5,0.0,CF112,3065,-122.58186,41.80012
783,0.0,2018-08-09 03:46:00,0.0,29.8,31.5,32.5,32.0,0.0,CF112,3065,-122.58186,41.80012
784,0.0,2018-08-09 04:01:00,0.0,29.8,31.1,32.1,31.7,0.0,CF112,3065,-122.58186,41.80012
785,0.0,2018-08-09 04:16:00,0.0,29.9,30.6,31.7,31.3,0.0,CF112,3065,-122.58186,41.80012
786,0.0,2018-08-09 04:31:00,0.0,29.9,30.2,31.3,30.9,0.0,CF112,3065,-122.58186,41.80012
787,0.0,2018-08-09 04:46:00,0.0,30.0,29.9,30.9,30.5,0.0,CF112,3065,-122.58186,41.80012
788,0.0,2018-08-09 05:01:00,0.0,30.0,29.6,30.7,30.2,0.0,CF112,3065,-122.58186,41.80012
789,0.0,2018-08-09 05:16:00,0.0,30.0,29.2,30.3,30.0,0.0,CF112,3065,-122.58186,41.80012
790,0.0,2018-08-09 05:31:00,0.0,30.0,28.9,29.9,29.6,0.0,CF112,3065,-122.58186,41.80012
791,0.0,2018-08-09 05:46:00,0.0,30.2,28.6,29.6,29.3,0.0,CF112,3065,-122.58186,41.80012
792,0.0,2018-08-09 06:01:00,0.0,30.2,28.3,29.3,29.1,0.0,CF112,3065,-122.58186,41.80012
793,0.0,2018-08-09 06:16:00,0.0,30.2,28.1,29.1,28.9,0.0,CF112,3065,-122.58186,41.80012
794,0.0,2018-08-09 06:31:00,0.0,30.2,27.8,28.8,28.8,0.0,CF112,3065,-122.58186,41.80012
795,0.0,2018-08-09 06:46:00,0.0,30.2,27.5,28.5,28.4,0.0,CF112,3065,-122.58186,41.80012
796,0.0,2018-08-09 07:01:00,0.0,30.2,27.3,28.3,28.2,0.0,CF112,3065,-122.58186,41.80012
797,0.0,2018-08-09 07:16:00,0.0,30.3,27.1,28.0,27.9,0.0,CF112,3065,-122.58186,41.80012
798,0.0,2018-08-09 07:31:00,0.0,30.3,26.8,27.8,27.7,0.0,CF112,3065,-122.58186,41.80012
799,0.0,2018-08-09 07:46:00,0.0,30.3,26.5,27.5,27.4,0.0,CF112,3065,-122.58186,41.80012
800,0.0,2018-08-09 08:01:00,0.0,30.3,26.2,27.2,27.2,0.0,CF112,3065,-122.58186,41.80012
801,0.0,2018-08-09 08:16:00,0.0,30.3,26.0,26.9,26.8,0.0,CF112,3065,-122.58186,41.80012
802,0.0,2018-08-09 08:31:00,0.0,30.3,25.7,26.6,26.4,0.0,CF112,3065,-122.58186,41.80012
803,0.0,2018-08-09 08:46:00,0.0,30.3,25.5,26.4,26.3,0.0,CF112,3065,-122.58186,41.80012
804,0.0,2018-08-09 09:01:00,0.0,30.3,25.3,26.2,26.1,0.0,CF112,3065,-122.58186,41.80012
805,0.0,2018-08-09 09:16:00,0.0,30.2,25.0,25.8,25.7,0.0,CF112,3065,-122.58186,41.80012
806,0.0,2018-08-09 09:31:00,0.0,30.2,24.8,25.7,25.6,0.0,CF112,3065,-122.58186,41.80012
807,0.0,2018-08-09 09:46:00,0.0,30.2,24.7,25.5,25.5,0.0,CF112,3065,-122.58186,41.80012
808,0.0,2018-08-09 10:01:00,0.0,30.2,24.5,25.4,25.4,0.0,CF112,3065,-122.58186,41.80012
809,0.0,2018-08-09 10:16:00,0.0,30.2,24.4,25.2,25.2,0.0,CF112,3065,-122.58186,41.80012
810,0.0,2018-08-09 10:31:00,0.0,30.2,24.2,24.9,25.0,0.0,CF112,3065,-122.58186,41.80012
811,0.0,2018-08-09 10:46:00,0.0,30.2,24.0,24.7,24.8,0.0,CF112,3065,-122.58186,41.80012
812,0.0,2018-08-09 11:01:00,0.0,30.0,23.9,24.6,24.6,0.0,CF112,3065,-122.58186,41.80012
813,0.0,2018-08-09 11:16:00,0.0,30.0,23.6,24.3,24.4,0.0,CF112,3065,-122.58186,41.80012
814,0.0,2018-08-09 11:31:00,0.0,30.0,23.5,24.3,24.3,0.0,CF112,3065,-122.58186,41.80012
815,0.0,2018-08-09 11:46:00,0.0,30.0,23.3,24.1,24.1,0.0,CF112,3065,-122.58186,41.80012
816,0.0,2018-08-09 12:01:00,0.0,30.0,23.1,23.9,23.9,0.0,CF112,3065,-122.58186,41.80012
817,0.0,2018-08-09 12:16:00,0.0,29.9,23.0,23.8,23.8,0.0,CF112,3065,-122.58186,41.80012
818,0.0,2018-08-09 12:31:00,0.0,29.9,22.8,23.6,23.5,0.0,CF112,3065,-122.58186,41.80012
819,0.0,2018-08-09 12:46:00,0.0,29.9,22.5,23.4,23.3,0.0,CF112,3065,-122.58186,41.80012
820,0.0,2018-08-09 13:01:00,0.0,29.9,22.5,23.3,23.3,0.0,CF112,3065,-122.58186,41.80012
821,0.0,2018-08-09 13:16:00,0.0,29.8,22.3,23.2,23.1,0.0,CF112,3065,-122.58186,41.80012
822,0.0,2018-08-09 13:31:00,0.0,29.8,22.2,23.1,22.9,0.0,CF112,3065,-122.58186,41.80012
823,0.0,2018-08-09 13:46:00,0.0,29.8,22.1,22.9,22.8,0.0,CF112,3065,-122.58186,41.80012
824,0.0,2018-08-09 14:01:00,0.0,29.7,22.0,22.9,22.8,0.0,CF112,3065,-122.58186,41.80012
825,0.0,2018-08-09 14:16:00,0.0,29.7,22.0,22.9,22.7,0.0,CF112,3065,-122.58186,41.80012
826,0.0,2018-08-09 14:31:00,0.0,29.7,22.1,23.0,23.0,0.0,CF112,3065,-122.58186,41.80012
827,0.0,2018-08-09 14:46:00,0.0,29.7,22.3,23.3,23.3,0.0,CF112,3065,-122.58186,41.80012
828,0.0,2018-08-09 15:01:00,0.0,29.5,22.5,23.4,23.5,0.0,CF112,3065,-122.58186,41.80012
829,0.0,2018-08-09 15:16:00,0.0,29.5,22.7,23.7,23.8,0.0,CF112,3065,-122.58186,41.80012
830,0.0,2018-08-09 15:31:00,0.0,29.5,23.0,24.0,24.2,0.0,CF112,3065,-122.58186,41.80012
831,0.0,2018-08-09 15:46:00,0.0,29.4,23.5,24.4,24.8,0.0,CF112,3065,-122.58186,41.80012
832,0.0,2018-08-09 16:01:00,0.0,29.4,23.9,25.0,25.2,0.0,CF112,3065,-122.58186,41.80012
833,0.0,2018-08-09 16:16:00,0.0,29.4,24.3,25.3,25.7,0.0,CF112,3065,-122.58186,41.80012
834,0.0,2018-08-09 16:31:00,0.0,29.3,24.8,25.9,26.2,0.0,CF112,3065,-122.58186,41.80012
835,0.0,2018-08-09 16:46:00,0.0,29.3,25.4,26.5,26.9,0.0,CF112,3065,-122.58186,41.80012
836,0.0,2018-08-09 17:01:00,0.0,29.3,26.0,27.1,29.3,0.0,CF112,3065,-122.58186,41.80012
837,0.0,2018-08-09 17:16:00,0.0,29.1,27.7,27.7,32.2,0.0,CF112,3065,-122.58186,41.80012
838,0.0,2018-08-09 17:31:00,0.0,29.1,30.3,30.1,33.8,0.0,CF112,3065,-122.58186,41.80012
839,0.0,2018-08-09 17:46:00,0.0,29.0,32.3,32.8,35.5,0.0,CF112,3065,-122.58186,41.80012
840,0.0,2018-08-09 18:01:00,0.0,29.0,33.8,34.4,36.8,0.0,CF112,3065,-122.58186,41.80012
841,0.0,2018-08-09 18:16:00,0.0,29.0,35.4,36.1,38.2,0.0,CF112,3065,-122.58186,41.80012
842,0.0,2018-08-09 18:31:00,0.0,29.0,36.7,37.4,39.3,0.0,CF112,3065,-122.58186,41.80012
843,0.0,2018-08-09 18:46:00,0.0,28.9,38.1,39.0,40.8,0.0,CF112,3065,-122.58186,41.80012
844,0.0,2018-08-09 19:01:00,0.0,28.9,39.3,40.2,41.8,0.0,CF112,3065,-122.58186,41.80012
845,0.0,2018-08-09 19:16:00,0.0,28.9,40.7,41.7,43.2,0.0,CF112,3065,-122.58186,41.80012
846,0.0,2018-08-09 19:31:00,0.0,28.9,41.8,42.9,44.1,0.0,CF112,3065,-122.58186,41.80012
847,0.0,2018-08-09 19:46:00,0.0,28.8,43.0,44.0,45.4,0.0,CF112,3065,-122.58186,41.80012
848,0.0,2018-08-09 20:01:00,0.0,28.8,43.8,44.8,46.1,0.0,CF112,3065,-122.58186,41.80012
849,0.0,2018-08-09 20:16:00,0.0,28.8,44.8,45.8,47.0,0.0,CF112,3065,-122.58186,41.80012
850,0.0,2018-08-09 20:31:00,0.0,28.8,45.5,46.7,47.5,0.0,CF112,3065,-122.58186,41.80012
851,0.0,2018-08-09 20:46:00,0.0,28.8,46.4,47.6,48.3,0.0,CF112,3065,-122.58186,41.80012
852,0.0,2018-08-09 21:01:00,0.0,28.8,47.0,48.2,49.0,0.0,CF112,3065,-122.58186,41.80012
853,0.0,2018-08-09 21:16:00,0.0,28.8,47.3,48.5,49.2,0.0,CF112,3065,-122.58186,41.80012
854,0.0,2018-08-09 21:31:00,0.0,28.8,47.6,49.0,49.4,0.0,CF112,3065,-122.58186,41.80012
855,0.0,2018-08-09 21:46:00,0.0,28.8,47.7,49.2,49.2,0.0,CF112,3065,-122.58186,41.80012
856,0.0,2018-08-09 22:01:00,0.0,28.8,47.7,49.2,49.2,0.0,CF112,3065,-122.58186,41.80012
857,0.0,2018-08-09 22:16:00,0.0,28.9,47.6,49.0,48.9,0.0,CF112,3065,-122.58186,41.80012
858,0.0,2018-08-09 22:31:00,0.0,28.9,47.2,48.8,48.3,0.0,CF112,3065,-122.58186,41.80012
859,0.0,2018-08-09 22:46:00,0.0,28.9,46.8,48.3,47.7,0.0,CF112,3065,-122.58186,41.80012
860,0.0,2018-08-09 23:01:00,0.0,28.9,46.4,47.9,47.2,0.0,CF112,3065,-122.58186,41.80012
861,0.0,2018-08-09 23:16:00,0.0,29.0,46.0,47.6,46.6,0.0,CF112,3065,-122.58186,41.80012
862,0.0,2018-08-09 23:31:00,0.0,29.0,45.6,47.1,46.3,0.0,CF112,3065,-122.58186,41.80012
863,0.0,2018-08-09 23:46:00,0.0,29.1,45.0,46.5,43.9,0.0,CF112,3065,-122.58186,41.80012
864,0.0,2018-08-10 00:01:00,0.0,29.1,43.3,45.6,42.6,0.0,CF112,3065,-122.58186,41.80012
865,0.0,2018-08-10 00:16:00,0.0,29.1,42.0,44.0,41.8,0.0,CF112,3065,-122.58186,41.80012
866,0.0,2018-08-10 00:31:00,0.0,29.3,41.1,42.9,41.1,0.0,CF112,3065,-122.58186,41.80012
867,0.0,2018-08-10 00:46:00,0.0,29.3,40.3,42.0,40.5,0.0,CF112,3065,-122.58186,41.80012
868,0.0,2018-08-10 01:01:00,0.0,29.4,39.6,41.3,40.0,0.0,CF112,3065,-122.58186,41.80012
869,0.0,2018-08-10 01:16:00,0.0,29.4,39.0,40.7,39.3,0.0,CF112,3065,-122.58186,41.80012
870,0.0,2018-08-10 01:31:00,0.0,29.5,38.3,39.9,38.7,0.0,CF112,3065,-122.58186,41.80012
871,0.0,2018-08-10 01:46:00,0.0,29.5,37.5,39.0,38.0,0.0,CF112,3065,-122.58186,41.80012
872,0.0,2018-08-10 02:01:00,0.0,29.7,36.8,38.3,37.3,0.0,CF112,3065,-122.58186,41.80012
873,0.0,2018-08-10 02:16:00,0.0,29.8,36.1,37.5,36.5,0.0,CF112,3065,-122.58186,41.80012
874,0.0,2018-08-10 02:31:00,0.0,29.8,35.4,36.7,35.9,0.0,CF112,3065,-122.58186,41.80012
875,0.0,2018-08-10 02:46:00,0.0,29.9,34.7,36.0,35.1,0.0,CF112,3065,-122.58186,41.80012
876,0.0,2018-08-10 03:01:00,0.0,29.9,34.0,35.3,34.6,0.0,CF112,3065,-122.58186,41.80012
877,0.0,2018-08-10 03:16:00,0.0,30.0,33.4,34.6,33.8,0.0,CF112,3065,-122.58186,41.80012
878,0.0,2018-08-10 03:31:00,0.0,30.0,32.9,34.0,33.4,0.0,CF112,3065,-122.58186,41.80012
879,0.0,2018-08-10 03:46:00,0.0,30.0,32.3,33.3,32.8,0.0,CF112,3065,-122.58186,41.80012
880,0.0,2018-08-10 04:01:00,0.0,30.2,31.8,33.0,32.5,0.0,CF112,3065,-122.58186,41.80012
881,0.0,2018-08-10 04:16:00,0.0,30.2,31.4,32.6,31.9,0.0,CF112,3065,-122.58186,41.80012
882,0.0,2018-08-10 04:31:00,0.0,30.3,31.0,32.1,31.6,0.0,CF112,3065,-122.58186,41.80012
883,0.0,2018-08-10 04:46:00,0.0,30.3,30.6,31.7,31.2,0.0,CF112,3065,-122.58186,41.80012
884,0.0,2018-08-10 05:01:00,0.0,30.3,30.2,31.4,31.0,0.0,CF112,3065,-122.58186,41.80012
885,0.0,2018-08-10 05:16:00,0.0,30.3,29.9,31.0,30.7,0.0,CF112,3065,-122.58186,41.80012
886,0.0,2018-08-10 05:31:00,0.0,30.4,29.6,30.7,30.4,0.0,CF112,3065,-122.58186,41.80012
887,0.0,2018-08-10 05:46:00,0.0,30.4,29.3,30.3,30.0,0.0,CF112,3065,-122.58186,41.80012
888,0.0,2018-08-10 06:01:00,0.0,30.4,29.0,30.0,29.8,0.0,CF112,3065,-122.58186,41.80012
889,0.0,2018-08-10 06:16:00,0.0,30.4,28.6,29.6,29.3,0.0,CF112,3065,-122.58186,41.80012
890,0.0,2018-08-10 06:31:00,0.0,30.4,28.4,29.4,29.2,0.0,CF112,3065,-122.58186,41.80012
