,date_time,wind_speed_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,dew_point_temperature_set_1d,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,solar_radiation_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,2.58,WSW,7.55,0.59,220.98,31.59,245.1,11.59,553.21,34.33,CEDC,4600,-120.17139,41.58528
1,2018-08-01 00:15:00,0.97,W,3.53,0.3,220.98,31.16,269.2,11.68,494.63,33.83,CEDC,4600,-120.17139,41.58528
2,2018-08-01 00:30:00,1.63,WSW,3.63,1.14,220.98,31.11,251.2,12.58,451.51,33.61,CEDC,4600,-120.17139,41.58528
3,2018-08-01 00:45:00,1.78,W,5.2,0.17,220.98,30.81,270.2,11.87,411.19,33.39,CEDC,4600,-120.17139,41.58528
4,2018-08-01 01:00:00,1.58,SW,5.68,0.39,220.98,30.83,231.1,12.06,372.49,33.39,CEDC,4600,-120.17139,41.58528
5,2018-08-01 01:15:00,2.17,SW,5.0,-1.12,220.98,30.23,226.2,11.15,340.99,32.83,CEDC,4600,-120.17139,41.58528
6,2018-08-01 01:30:00,2.94,SW,6.57,-1.58,220.98,29.69,221.7,11.2,265.56,32.17,CEDC,4600,-120.17139,41.58528
7,2018-08-01 01:45:00,1.82,WSW,4.7,-0.85,220.98,29.8,257.2,11.79,189.09,32.22,CEDC,4600,-120.17139,41.58528
8,2018-08-01 02:00:00,2.07,WSW,5.49,-0.64,220.98,28.79,240.2,12.99,147.25,30.83,CEDC,4600,-120.17139,41.58528
9,2018-08-01 02:15:00,2.26,WSW,5.58,-1.65,220.98,28.46,240.4,12.29,121.22,30.5,CEDC,4600,-120.17139,41.58528
10,2018-08-01 02:30:00,2.19,WSW,4.6,-2.87,220.98,28.51,248.7,11.07,83.21,30.72,CEDC,4600,-120.17139,41.58528
11,2018-08-01 02:45:00,1.58,WSW,3.63,-5.34,220.98,26.6,253.1,10.64,42.54,28.22,CEDC,4600,-120.17139,41.58528
12,2018-08-01 03:00:00,1.36,W,2.45,-4.25,220.98,26.02,263.5,12.5,23.83,26.94,CEDC,4600,-120.17139,41.58528
13,2018-08-01 03:15:00,2.41,WSW,5.2,-4.09,220.98,26.72,246.1,11.67,8.14,28.28,CEDC,4600,-120.17139,41.58528
14,2018-08-01 03:30:00,2.56,WSW,5.78,-2.02,220.98,26.59,251.4,13.92,2.21,27.94,CEDC,4600,-120.17139,41.58528
15,2018-08-01 03:45:00,1.93,W,3.92,0.08,220.98,26.44,265.7,16.52,0.46,27.67,CEDC,4600,-120.17139,41.58528
16,2018-08-01 04:00:00,2.56,WSW,4.7,0.92,220.98,,258.3,18.77,0.12,26.56,CEDC,4600,-120.17139,41.58528
17,2018-08-01 04:15:00,2.36,W,4.12,2.67,220.98,,274.1,22.14,0.0,25.92,CEDC,4600,-120.17139,41.58528
18,2018-08-01 04:30:00,3.64,W,6.86,5.24,220.98,26.46,271.8,24.3,0.0,27.39,CEDC,4600,-120.17139,41.58528
19,2018-08-01 04:45:00,2.65,WNW,5.98,4.18,220.98,,282.9,24.83,0.0,25.79,CEDC,4600,-120.17139,41.58528
20,2018-08-01 05:00:00,0.78,NNW,2.45,5.47,220.726,,328.5,28.09,0.0,25.24,CEDC,4600,-120.17139,41.58528
21,2018-08-01 05:15:00,0.82,NNE,3.72,5.54,220.726,,20.88,28.5,0.0,25.08,CEDC,4600,-120.17139,41.58528
22,2018-08-01 05:30:00,1.52,NNE,3.43,4.8,220.98,,25.27,27.84,0.0,24.62,CEDC,4600,-120.17139,41.58528
23,2018-08-01 05:45:00,0.73,NNW,2.16,5.04,220.98,,338.3,31.33,0.0,22.96,CEDC,4600,-120.17139,41.58528
24,2018-08-01 06:00:00,0.97,SW,2.64,6.09,220.98,,225.6,31.79,0.0,23.91,CEDC,4600,-120.17139,41.58528
25,2018-08-01 06:15:00,1.52,ESE,3.92,5.38,220.98,,112.8,32.18,0.0,22.9,CEDC,4600,-120.17139,41.58528
26,2018-08-01 06:30:00,1.35,SW,2.55,5.73,220.98,,220.0,28.97,0.0,25.03,CEDC,4600,-120.17139,41.58528
27,2018-08-01 06:45:00,0.73,SW,3.04,4.17,220.98,,215.1,28.96,0.0,23.24,CEDC,4600,-120.17139,41.58528
28,2018-08-01 07:00:00,1.06,WSW,2.35,4.98,220.98,,241.3,32.85,0.0,22.12,CEDC,4600,-120.17139,41.58528
29,2018-08-01 07:15:00,1.18,SW,2.45,4.62,220.98,,218.2,30.34,0.0,23.0,CEDC,4600,-120.17139,41.58528
30,2018-08-01 07:30:00,1.33,S,2.55,5.53,220.98,,176.5,31.85,0.0,23.24,CEDC,4600,-120.17139,41.58528
31,2018-08-01 07:45:00,1.08,SW,1.86,4.28,220.98,,234.5,30.82,0.0,22.36,CEDC,4600,-120.17139,41.58528
32,2018-08-01 08:00:00,0.67,WNW,1.57,3.71,220.98,,295.8,32.17,0.0,21.01,CEDC,4600,-120.17139,41.58528
33,2018-08-01 08:15:00,1.21,NNW,2.06,4.83,220.98,,331.9,32.61,0.0,22.06,CEDC,4600,-120.17139,41.58528
34,2018-08-01 08:30:00,1.16,NNW,1.96,3.28,220.98,,346.6,32.14,0.0,20.54,CEDC,4600,-120.17139,41.58528
35,2018-08-01 08:45:00,0.88,W,1.76,2.45,220.98,,271.2,35.15,0.0,18.18,CEDC,4600,-120.17139,41.58528
36,2018-08-01 09:00:00,1.33,W,2.06,4.63,220.98,,265.9,38.92,0.0,18.99,CEDC,4600,-120.17139,41.58528
37,2018-08-01 09:15:00,0.9,W,1.96,3.33,220.98,,260.4,37.73,0.0,18.04,CEDC,4600,-120.17139,41.58528
38,2018-08-01 09:30:00,1.41,W,2.16,4.31,220.98,,270.5,38.73,0.0,18.72,CEDC,4600,-120.17139,41.58528
39,2018-08-01 09:45:00,0.5,NNE,0.98,5.12,220.98,,16.61,36.16,0.0,20.72,CEDC,4600,-120.17139,41.58528
40,2018-08-01 10:00:00,1.03,SW,1.96,3.52,220.98,,218.8,36.02,0.0,18.99,CEDC,4600,-120.17139,41.58528
41,2018-08-01 10:15:00,1.33,WSW,1.96,3.81,220.98,,238.4,37.39,0.0,18.72,CEDC,4600,-120.17139,41.58528
42,2018-08-01 10:30:00,1.4,W,2.06,3.87,220.98,,267.7,39.85,0.0,17.78,CEDC,4600,-120.17139,41.58528
43,2018-08-01 10:45:00,1.14,WNW,1.76,4.19,220.98,,285.5,40.56,0.0,17.85,CEDC,4600,-120.17139,41.58528
44,2018-08-01 11:00:00,1.28,WNW,1.86,3.93,220.98,,282.4,39.98,0.0,17.79,CEDC,4600,-120.17139,41.58528
45,2018-08-01 11:15:00,0.74,W,1.37,3.19,220.98,,267.2,41.17,0.0,16.51,CEDC,4600,-120.17139,41.58528
46,2018-08-01 11:30:00,1.05,WSW,1.67,3.86,220.98,,256.9,44.31,0.0,16.1,CEDC,4600,-120.17139,41.58528
47,2018-08-01 11:45:00,1.36,WSW,1.86,4.54,220.98,,247.8,46.87,0.0,15.96,CEDC,4600,-120.17139,41.58528
48,2018-08-01 12:00:00,0.65,W,1.57,4.18,220.98,,261.6,46.88,0.0,15.56,CEDC,4600,-120.17139,41.58528
49,2018-08-01 12:15:00,1.32,W,1.76,4.49,220.98,,270.6,47.91,0.0,15.56,CEDC,4600,-120.17139,41.58528
50,2018-08-01 12:30:00,1.21,W,1.76,4.34,220.98,,276.5,46.83,0.0,15.76,CEDC,4600,-120.17139,41.58528
51,2018-08-01 12:45:00,1.13,W,1.76,4.6,220.98,,269.6,47.59,0.46,15.79,CEDC,4600,-120.17139,41.58528
52,2018-08-01 13:00:00,0.43,N,1.08,4.39,220.98,,2.54,45.78,2.32,16.17,CEDC,4600,-120.17139,41.58528
53,2018-08-01 13:15:00,1.29,W,1.67,4.0,220.98,,263.6,49.78,8.6,14.44,CEDC,4600,-120.17139,41.58528
54,2018-08-01 13:30:00,1.02,W,1.57,5.22,220.98,,280.3,49.12,21.15,15.97,CEDC,4600,-120.17139,41.58528
55,2018-08-01 13:45:00,0.39,NW,2.06,4.98,220.98,,315.9,49.14,43.7,15.7,CEDC,4600,-120.17139,41.58528
56,2018-08-01 14:00:00,1.22,NW,2.55,6.36,220.98,,321.1,48.41,77.17,17.43,CEDC,4600,-120.17139,41.58528
57,2018-08-01 14:15:00,0.7,NW,2.25,6.34,220.98,,321.6,45.66,107.04,18.34,CEDC,4600,-120.17139,41.58528
58,2018-08-01 14:30:00,0.48,NW,1.67,6.59,220.98,,319.3,44.12,127.14,19.16,CEDC,4600,-120.17139,41.58528
59,2018-08-01 14:45:00,1.14,NW,1.96,7.18,220.98,,323.9,43.28,161.78,20.11,CEDC,4600,-120.17139,41.58528
