,date_time,wind_speed_set_1,wind_gust_set_1,volt_set_1,dew_point_temperature_set_1d,peak_wind_direction_set_1,precip_accum_set_1,relative_humidity_set_1,solar_radiation_set_1,peak_wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-02 04:49:00,0.0,0.0,13.0,6.06,253.0,0.254,34.0,0.0,0.0,22.78,TR099,4504,-122.750306,40.684472
