,date_time,volt_set_1,precip_accum_one_hour_set_1,precip_accum_set_1,air_temp_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
59,2018-08-16 11:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
60,2018-08-16 12:00:00,12.2,0.0,0.0,15.56,3942.08,SHMC1,6392,-122.80167,41.00528
61,2018-08-16 12:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
62,2018-08-16 12:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
63,2018-08-16 12:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
64,2018-08-16 13:00:00,12.2,0.0,0.0,15.0,3942.08,SHMC1,6392,-122.80167,41.00528
65,2018-08-16 13:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
66,2018-08-16 13:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
67,2018-08-16 13:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
68,2018-08-16 14:00:00,12.2,0.0,0.0,15.56,3903.98,SHMC1,6392,-122.80167,41.00528
69,2018-08-16 14:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
70,2018-08-16 14:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
71,2018-08-16 14:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
72,2018-08-16 15:00:00,12.3,0.0,0.0,18.33,3967.48,SHMC1,6392,-122.80167,41.00528
73,2018-08-16 15:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
74,2018-08-16 15:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
75,2018-08-16 15:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
76,2018-08-16 16:00:00,12.6,0.0,0.0,19.44,4013.2,SHMC1,6392,-122.80167,41.00528
77,2018-08-16 16:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
78,2018-08-16 16:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
79,2018-08-16 16:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
80,2018-08-16 17:00:00,12.7,,0.0,19.44,3975.1,SHMC1,6392,-122.80167,41.00528
81,2018-08-16 17:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
82,2018-08-16 17:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
83,2018-08-16 17:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
84,2018-08-16 18:00:00,13.0,0.0,0.0,21.11,4041.14,SHMC1,6392,-122.80167,41.00528
85,2018-08-16 18:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
86,2018-08-16 18:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
87,2018-08-16 18:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
88,2018-08-16 19:00:00,13.0,0.0,0.0,21.11,4056.38,SHMC1,6392,-122.80167,41.00528
89,2018-08-16 19:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
90,2018-08-16 19:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
91,2018-08-16 19:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
92,2018-08-16 20:00:00,12.9,0.0,0.0,21.11,4036.06,SHMC1,6392,-122.80167,41.00528
93,2018-08-16 20:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
94,2018-08-16 20:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
95,2018-08-16 20:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
96,2018-08-16 21:00:00,13.0,,0.0,21.11,4081.78,SHMC1,6392,-122.80167,41.00528
97,2018-08-16 21:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
98,2018-08-16 21:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
99,2018-08-16 21:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
100,2018-08-16 22:00:00,13.1,0.0,0.0,22.78,4102.1,SHMC1,6392,-122.80167,41.00528
101,2018-08-16 22:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
102,2018-08-16 22:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
103,2018-08-16 22:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
104,2018-08-16 23:00:00,13.1,0.0,0.0,24.44,4124.96,SHMC1,6392,-122.80167,41.00528
105,2018-08-16 23:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
106,2018-08-16 23:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
107,2018-08-16 23:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
108,2018-08-17 00:00:00,13.0,0.0,0.0,23.33,4094.48,SHMC1,6392,-122.80167,41.00528
109,2018-08-17 00:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
110,2018-08-17 00:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
111,2018-08-17 00:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
112,2018-08-17 01:00:00,12.8,0.0,0.0,22.22,4104.64,SHMC1,6392,-122.80167,41.00528
113,2018-08-17 01:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
114,2018-08-17 01:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
115,2018-08-17 01:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
116,2018-08-17 02:00:00,12.5,0.0,0.0,20.56,4066.54,SHMC1,6392,-122.80167,41.00528
117,2018-08-17 02:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
118,2018-08-17 02:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
119,2018-08-17 02:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
120,2018-08-17 03:00:00,12.4,0.0,0.0,18.89,4010.66,SHMC1,6392,-122.80167,41.00528
121,2018-08-17 03:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
122,2018-08-17 03:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
123,2018-08-17 03:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
124,2018-08-17 04:00:00,12.4,0.0,0.0,17.22,3947.16,SHMC1,6392,-122.80167,41.00528
125,2018-08-17 04:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
126,2018-08-17 04:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
127,2018-08-17 04:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
128,2018-08-17 05:00:00,12.3,0.0,0.0,15.56,3967.48,SHMC1,6392,-122.80167,41.00528
129,2018-08-17 05:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
130,2018-08-17 05:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
131,2018-08-17 05:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
132,2018-08-17 06:00:00,12.3,0.0,0.0,16.67,3929.38,SHMC1,6392,-122.80167,41.00528
133,2018-08-17 06:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
134,2018-08-17 06:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
135,2018-08-17 06:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
136,2018-08-17 07:00:00,12.3,0.0,0.0,14.44,3949.7,SHMC1,6392,-122.80167,41.00528
137,2018-08-17 07:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
138,2018-08-17 07:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
139,2018-08-17 07:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
140,2018-08-17 08:00:00,12.3,0.0,0.0,13.89,3947.16,SHMC1,6392,-122.80167,41.00528
141,2018-08-17 08:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
142,2018-08-17 08:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
143,2018-08-17 08:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
144,2018-08-17 09:00:00,12.3,0.0,0.0,13.33,3893.82,SHMC1,6392,-122.80167,41.00528
145,2018-08-17 09:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
146,2018-08-17 09:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
147,2018-08-17 09:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
148,2018-08-17 10:00:00,12.2,0.0,0.0,12.78,3934.46,SHMC1,6392,-122.80167,41.00528
149,2018-08-17 10:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
150,2018-08-17 10:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
151,2018-08-17 10:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
152,2018-08-17 11:00:00,12.2,0.0,0.0,13.33,3906.52,SHMC1,6392,-122.80167,41.00528
153,2018-08-17 11:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
154,2018-08-17 11:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
155,2018-08-17 11:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
156,2018-08-17 12:00:00,12.2,0.0,0.0,12.78,3931.92,SHMC1,6392,-122.80167,41.00528
157,2018-08-17 12:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
158,2018-08-17 12:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
159,2018-08-17 12:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
160,2018-08-17 13:00:00,12.2,0.0,0.0,14.44,3926.84,SHMC1,6392,-122.80167,41.00528
161,2018-08-17 13:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
162,2018-08-17 13:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
163,2018-08-17 13:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
164,2018-08-17 14:00:00,12.2,0.0,0.0,16.11,3881.12,SHMC1,6392,-122.80167,41.00528
165,2018-08-17 14:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
166,2018-08-17 14:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
167,2018-08-17 14:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
168,2018-08-17 15:00:00,12.4,0.0,0.0,18.89,3949.7,SHMC1,6392,-122.80167,41.00528
169,2018-08-17 15:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
170,2018-08-17 15:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
171,2018-08-17 15:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
172,2018-08-17 16:00:00,12.7,0.0,0.0,20.56,3970.02,SHMC1,6392,-122.80167,41.00528
173,2018-08-17 16:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
174,2018-08-17 16:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
175,2018-08-17 16:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
176,2018-08-17 17:00:00,12.9,0.0,0.0,20.56,3977.64,SHMC1,6392,-122.80167,41.00528
177,2018-08-17 17:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
178,2018-08-17 17:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
179,2018-08-17 17:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
180,2018-08-17 18:00:00,13.2,0.0,0.0,21.11,4043.68,SHMC1,6392,-122.80167,41.00528
181,2018-08-17 18:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
182,2018-08-17 18:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
183,2018-08-17 18:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
184,2018-08-17 19:00:00,13.2,0.0,0.0,21.11,4066.54,SHMC1,6392,-122.80167,41.00528
185,2018-08-17 19:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
186,2018-08-17 19:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
187,2018-08-17 19:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
188,2018-08-17 20:00:00,13.2,0.0,0.0,22.22,4086.86,SHMC1,6392,-122.80167,41.00528
189,2018-08-17 20:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
190,2018-08-17 20:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
191,2018-08-17 20:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
192,2018-08-17 21:00:00,13.2,0.0,0.0,22.78,4051.3,SHMC1,6392,-122.80167,41.00528
193,2018-08-17 21:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
194,2018-08-17 21:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
195,2018-08-17 21:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
196,2018-08-17 22:00:00,13.3,0.0,0.0,23.33,4109.72,SHMC1,6392,-122.80167,41.00528
197,2018-08-17 22:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
198,2018-08-17 22:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
199,2018-08-17 22:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
200,2018-08-17 23:00:00,13.2,0.0,0.0,23.33,4094.48,SHMC1,6392,-122.80167,41.00528
201,2018-08-17 23:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
202,2018-08-17 23:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
203,2018-08-17 23:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
204,2018-08-18 00:00:00,13.1,0.0,0.0,24.44,4130.04,SHMC1,6392,-122.80167,41.00528
205,2018-08-18 00:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
206,2018-08-18 00:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
207,2018-08-18 00:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
208,2018-08-18 01:00:00,12.9,0.0,0.0,24.44,4091.94,SHMC1,6392,-122.80167,41.00528
209,2018-08-18 01:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
210,2018-08-18 01:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
211,2018-08-18 01:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
212,2018-08-18 02:00:00,12.6,0.0,0.0,21.67,4089.4,SHMC1,6392,-122.80167,41.00528
213,2018-08-18 02:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
214,2018-08-18 02:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
215,2018-08-18 02:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
216,2018-08-18 03:00:00,12.4,0.0,0.0,17.78,4018.28,SHMC1,6392,-122.80167,41.00528
217,2018-08-18 03:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
218,2018-08-18 03:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
219,2018-08-18 03:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
220,2018-08-18 04:00:00,12.4,0.0,0.0,18.89,3944.62,SHMC1,6392,-122.80167,41.00528
221,2018-08-18 04:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
222,2018-08-18 04:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
223,2018-08-18 04:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
224,2018-08-18 05:00:00,12.4,0.0,0.0,17.22,3934.46,SHMC1,6392,-122.80167,41.00528
225,2018-08-18 05:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
226,2018-08-18 05:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
227,2018-08-18 05:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
228,2018-08-18 06:00:00,12.3,0.0,0.0,16.11,3959.86,SHMC1,6392,-122.80167,41.00528
229,2018-08-18 06:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
230,2018-08-18 06:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
231,2018-08-18 06:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
232,2018-08-18 07:00:00,12.3,0.0,0.0,16.11,3957.32,SHMC1,6392,-122.80167,41.00528
233,2018-08-18 07:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
234,2018-08-18 07:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
235,2018-08-18 07:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
236,2018-08-18 08:00:00,12.3,0.0,0.0,15.0,3903.98,SHMC1,6392,-122.80167,41.00528
237,2018-08-18 08:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
238,2018-08-18 08:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
239,2018-08-18 08:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
240,2018-08-18 09:00:00,12.3,0.0,0.0,14.44,3942.08,SHMC1,6392,-122.80167,41.00528
241,2018-08-18 09:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
242,2018-08-18 09:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
243,2018-08-18 09:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
244,2018-08-18 10:00:00,12.3,0.0,0.0,15.56,3893.82,SHMC1,6392,-122.80167,41.00528
245,2018-08-18 10:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
246,2018-08-18 10:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
247,2018-08-18 10:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
248,2018-08-18 11:00:00,12.2,0.0,0.0,15.56,3939.54,SHMC1,6392,-122.80167,41.00528
249,2018-08-18 11:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
250,2018-08-18 11:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
251,2018-08-18 11:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
252,2018-08-18 12:00:00,12.2,0.0,0.0,15.56,3944.62,SHMC1,6392,-122.80167,41.00528
253,2018-08-18 12:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
254,2018-08-18 12:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
255,2018-08-18 12:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
256,2018-08-18 13:00:00,12.2,0.0,0.0,16.67,3888.74,SHMC1,6392,-122.80167,41.00528
257,2018-08-18 13:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
258,2018-08-18 13:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
259,2018-08-18 13:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
260,2018-08-18 14:00:00,12.2,0.0,0.0,16.11,3944.62,SHMC1,6392,-122.80167,41.00528
261,2018-08-18 14:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
262,2018-08-18 14:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
263,2018-08-18 14:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
264,2018-08-18 15:00:00,12.4,0.0,0.0,19.44,3911.6,SHMC1,6392,-122.80167,41.00528
265,2018-08-18 15:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
266,2018-08-18 15:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
267,2018-08-18 15:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
268,2018-08-18 16:00:00,12.7,0.0,0.0,20.56,4013.2,SHMC1,6392,-122.80167,41.00528
269,2018-08-18 16:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
270,2018-08-18 16:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
271,2018-08-18 16:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
272,2018-08-18 17:00:00,13.0,0.0,0.0,19.44,4015.74,SHMC1,6392,-122.80167,41.00528
273,2018-08-18 17:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
274,2018-08-18 17:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
275,2018-08-18 17:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
276,2018-08-18 18:00:00,13.4,0.0,0.0,21.11,3997.96,SHMC1,6392,-122.80167,41.00528
277,2018-08-18 18:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
278,2018-08-18 18:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
279,2018-08-18 18:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
280,2018-08-18 19:00:00,13.4,0.0,0.0,21.67,4025.9,SHMC1,6392,-122.80167,41.00528
281,2018-08-18 19:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
282,2018-08-18 19:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
283,2018-08-18 19:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
284,2018-08-18 20:00:00,13.3,0.0,0.0,22.78,4086.86,SHMC1,6392,-122.80167,41.00528
285,2018-08-18 20:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
286,2018-08-18 20:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
287,2018-08-18 20:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
288,2018-08-18 21:00:00,13.3,0.0,0.0,23.89,4102.1,SHMC1,6392,-122.80167,41.00528
289,2018-08-18 21:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
290,2018-08-18 21:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
291,2018-08-18 21:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
292,2018-08-18 22:00:00,13.5,0.0,0.0,24.44,4127.5,SHMC1,6392,-122.80167,41.00528
293,2018-08-18 22:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
294,2018-08-18 22:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
295,2018-08-18 22:45:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
296,2018-08-18 23:00:00,13.4,0.0,0.0,24.44,4135.12,SHMC1,6392,-122.80167,41.00528
297,2018-08-18 23:15:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
298,2018-08-18 23:30:00,,,0.0,,,SHMC1,6392,-122.80167,41.00528
