,date_time,wind_cardinal_direction_set_1d,wind_speed_set_1,soil_moisture_set_1,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,dew_point_temperature_set_1d,precip_accum_one_hour_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,soil_temp_set_1,relative_humidity_set_1,solar_radiation_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,NNE,0.22,2.0,26.39,27.61,8.81,0.0,,26.47,30.0,27.78,32.0,100.7,26.89,FGLC1,3704,-122.55083,40.79361
1,2018-08-01 01:00:00,SW,0.36,1.8,27.39,28.5,6.17,0.0,,26.89,222.0,27.78,25.0,136.6,28.0,FGLC1,3704,-122.55083,40.79361
2,2018-08-01 02:00:00,SSE,0.31,2.5,27.22,28.78,9.17,0.0,,27.39,159.0,27.78,30.0,111.7,28.39,FGLC1,3704,-122.55083,40.79361
3,2018-08-01 03:00:00,NE,0.67,2.0,26.11,27.22,7.62,0.0,,,48.0,27.78,30.0,27.09,26.61,FGLC1,3704,-122.55083,40.79361
4,2018-08-01 04:00:00,E,0.58,2.0,26.0,27.0,9.46,0.0,,,95.0,27.22,34.0,1.79,26.61,FGLC1,3704,-122.55083,40.79361
5,2018-08-01 05:00:00,SE,0.4,2.0,25.78,26.22,3.28,0.0,,,130.0,26.67,23.0,0.0,26.0,FGLC1,3704,-122.55083,40.79361
6,2018-08-01 06:00:00,SSW,0.27,1.8,25.39,26.0,4.22,0.0,,,196.0,26.67,25.0,0.0,25.72,FGLC1,3704,-122.55083,40.79361
7,2018-08-01 07:00:00,WSW,0.31,2.3,24.72,25.61,0.02,0.0,,,245.0,26.11,19.0,0.0,25.28,FGLC1,3704,-122.55083,40.79361
8,2018-08-01 08:00:00,WNW,0.58,1.5,24.39,24.89,1.62,0.0,665.48,,293.0,26.11,22.0,0.0,24.78,FGLC1,3704,-122.55083,40.79361
9,2018-08-01 09:00:00,W,0.18,1.5,23.61,24.39,1.58,0.0,,,281.0,26.11,23.0,0.0,24.0,FGLC1,3704,-122.55083,40.79361
