,date_time,wind_cardinal_direction_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,SE,20.73,36.42,125.45,47.14,2.03,33.48,CQ193,148,-122.19083,39.53387
1,2018-08-01 01:00:00,SSE,21.3,36.51,163.81,49.78,1.83,33.14,CQ193,148,-122.19083,39.53387
2,2018-08-01 02:00:00,SSW,19.66,34.88,211.61,45.68,1.68,32.87,CQ193,148,-122.19083,39.53387
3,2018-08-01 03:00:00,SE,20.91,32.72,141.66,57.54,0.49,30.2,CQ193,148,-122.19083,39.53387
4,2018-08-01 04:00:00,ESE,23.01,30.88,119.47,75.39,1.06,27.76,CQ193,148,-122.19083,39.53387
5,2018-08-01 05:00:00,SW,22.99,30.51,235.74,76.35,0.59,27.53,CQ193,148,-122.19083,39.53387
6,2018-08-01 06:00:00,W,22.12,,271.47,81.79,2.06,25.47,CQ193,148,-122.19083,39.53387
7,2018-08-01 07:00:00,,22.1,,,86.91,,24.43,CQ193,148,-122.19083,39.53387
8,2018-08-01 08:00:00,,22.55,,,91.99,,23.94,CQ193,148,-122.19083,39.53387
9,2018-08-01 09:00:00,NNW,22.61,,327.51,95.53,1.21,23.37,CQ193,148,-122.19083,39.53387
10,2018-08-01 10:00:00,WNW,21.89,,287.86,96.24,0.43,22.52,CQ193,148,-122.19083,39.53387
11,2018-08-01 11:00:00,SW,19.15,,217.84,78.4,1.22,23.13,CQ193,148,-122.19083,39.53387
12,2018-08-01 12:00:00,W,16.83,,264.04,73.72,0.58,21.75,CQ193,148,-122.19083,39.53387
13,2018-08-01 13:00:00,NNE,17.81,,26.73,87.13,0.46,20.03,CQ193,148,-122.19083,39.53387
14,2018-08-01 14:00:00,SSE,17.73,,152.55,83.28,0.58,20.68,CQ193,148,-122.19083,39.53387
15,2018-08-01 15:00:00,SSE,16.34,,159.0,70.13,1.14,22.06,CQ193,148,-122.19083,39.53387
16,2018-08-01 16:00:00,S,15.36,,176.47,61.18,1.8,23.28,CQ193,148,-122.19083,39.53387
17,2018-08-01 17:00:00,SSE,16.05,,152.58,57.37,1.7,25.08,CQ193,148,-122.19083,39.53387
18,2018-08-01 18:00:00,S,14.0,26.98,173.33,45.37,2.63,26.8,CQ193,148,-122.19083,39.53387
19,2018-08-01 19:00:00,SSE,14.8,28.2,167.46,43.83,2.98,28.27,CQ193,148,-122.19083,39.53387
20,2018-08-01 20:00:00,SSE,17.58,29.81,150.4,49.72,2.7,29.14,CQ193,148,-122.19083,39.53387
21,2018-08-01 21:00:00,SE,18.86,31.09,133.09,51.75,2.74,29.84,CQ193,148,-122.19083,39.53387
22,2018-08-01 22:00:00,ESE,19.59,32.93,123.51,50.13,2.72,31.17,CQ193,148,-122.19083,39.53387
23,2018-08-01 23:00:00,ESE,18.83,33.41,119.65,45.49,3.15,32.04,CQ193,148,-122.19083,39.53387
24,2018-08-02 00:00:00,SSE,19.16,33.36,160.17,47.03,2.4,31.81,CQ193,148,-122.19083,39.53387
25,2018-08-02 01:00:00,SSW,18.51,32.31,197.1,46.8,2.43,31.19,CQ193,148,-122.19083,39.53387
26,2018-08-02 02:00:00,S,18.15,31.6,190.3,47.11,2.01,30.69,CQ193,148,-122.19083,39.53387
27,2018-08-02 03:00:00,SSE,19.13,30.88,163.56,53.64,1.22,29.51,CQ193,148,-122.19083,39.53387
28,2018-08-02 04:00:00,SSE,19.93,29.2,168.46,62.98,0.29,27.62,CQ193,148,-122.19083,39.53387
29,2018-08-02 05:00:00,NE,20.22,,54.82,74.62,0.51,25.06,CQ193,148,-122.19083,39.53387
30,2018-08-02 06:00:00,S,20.68,,182.74,78.99,0.23,24.58,CQ193,148,-122.19083,39.53387
31,2018-08-02 07:00:00,S,18.92,,168.96,71.64,0.84,24.39,CQ193,148,-122.19083,39.53387
32,2018-08-02 08:00:00,W,17.49,,265.29,71.52,0.76,22.93,CQ193,148,-122.19083,39.53387
33,2018-08-02 09:00:00,SW,14.71,,223.01,60.15,1.02,22.87,CQ193,148,-122.19083,39.53387
34,2018-08-02 10:00:00,WSW,14.71,,246.89,65.67,0.9,21.43,CQ193,148,-122.19083,39.53387
35,2018-08-02 11:00:00,WNW,15.98,,298.15,81.07,0.36,19.33,CQ193,148,-122.19083,39.53387
36,2018-08-02 12:00:00,NNW,16.34,,329.22,88.08,0.91,18.36,CQ193,148,-122.19083,39.53387
37,2018-08-02 13:00:00,ESE,15.95,,112.69,85.9,0.59,18.37,CQ193,148,-122.19083,39.53387
38,2018-08-02 14:00:00,WSW,14.97,,250.35,79.13,0.46,18.68,CQ193,148,-122.19083,39.53387
39,2018-08-02 15:00:00,SW,14.99,,227.65,76.1,0.47,19.33,CQ193,148,-122.19083,39.53387
40,2018-08-02 16:00:00,SSW,13.56,,201.64,64.06,1.66,20.63,CQ193,148,-122.19083,39.53387
41,2018-08-02 17:00:00,S,14.17,,179.58,61.73,1.62,21.88,CQ193,148,-122.19083,39.53387
42,2018-08-02 18:00:00,SE,15.86,,135.29,60.77,2.02,23.92,CQ193,148,-122.19083,39.53387
43,2018-08-02 19:00:00,ESE,17.26,,115.18,60.79,2.94,25.4,CQ193,148,-122.19083,39.53387
44,2018-08-02 20:00:00,ESE,16.87,27.65,114.74,53.98,2.74,26.98,CQ193,148,-122.19083,39.53387
45,2018-08-02 21:00:00,ESE,17.9,29.4,122.99,52.42,2.78,28.58,CQ193,148,-122.19083,39.53387
46,2018-08-02 22:00:00,SE,17.32,30.45,127.41,46.75,2.64,29.92,CQ193,148,-122.19083,39.53387
47,2018-08-02 23:00:00,SE,17.84,31.25,140.38,46.74,2.82,30.49,CQ193,148,-122.19083,39.53387
48,2018-08-03 00:00:00,S,17.61,31.31,176.09,45.61,2.24,30.66,CQ193,148,-122.19083,39.53387
49,2018-08-03 01:00:00,S,16.67,30.66,168.97,43.6,1.82,30.41,CQ193,148,-122.19083,39.53387
50,2018-08-03 02:00:00,S,16.94,30.35,175.21,45.5,1.74,29.97,CQ193,148,-122.19083,39.53387
51,2018-08-03 03:00:00,SSE,17.96,29.74,154.82,51.62,0.86,28.91,CQ193,148,-122.19083,39.53387
52,2018-08-03 04:00:00,E,18.2,,98.98,60.69,0.52,26.42,CQ193,148,-122.19083,39.53387
53,2018-08-03 05:00:00,N,18.51,,354.74,67.79,0.47,24.88,CQ193,148,-122.19083,39.53387
54,2018-08-03 06:00:00,ENE,18.59,,67.57,73.5,0.21,23.62,CQ193,148,-122.19083,39.53387
55,2018-08-03 07:00:00,NW,19.4,,323.84,84.39,1.16,22.17,CQ193,148,-122.19083,39.53387
56,2018-08-03 08:00:00,WNW,17.87,,297.49,78.77,1.23,21.74,CQ193,148,-122.19083,39.53387
57,2018-08-03 09:00:00,W,16.02,,273.92,70.01,1.4,21.76,CQ193,148,-122.19083,39.53387
58,2018-08-03 10:00:00,WSW,13.88,,244.66,57.89,1.64,22.62,CQ193,148,-122.19083,39.53387
59,2018-08-03 11:00:00,N,14.3,,4.99,67.49,0.41,20.56,CQ193,148,-122.19083,39.53387
60,2018-08-03 12:00:00,ENE,15.83,,57.13,83.05,0.53,18.79,CQ193,148,-122.19083,39.53387
61,2018-08-03 13:00:00,SSE,15.5,,155.25,81.82,0.4,18.69,CQ193,148,-122.19083,39.53387
62,2018-08-03 14:00:00,WNW,15.6,,287.39,86.74,0.11,17.86,CQ193,148,-122.19083,39.53387
63,2018-08-03 15:00:00,NE,16.03,,36.18,83.07,0.34,18.99,CQ193,148,-122.19083,39.53387
64,2018-08-03 16:00:00,ESE,17.05,,104.04,77.35,0.89,21.19,CQ193,148,-122.19083,39.53387
65,2018-08-03 17:00:00,ESE,16.51,,123.44,68.99,1.85,22.51,CQ193,148,-122.19083,39.53387
66,2018-08-03 18:00:00,SE,15.76,,129.5,56.92,1.53,24.9,CQ193,148,-122.19083,39.53387
67,2018-08-03 19:00:00,SE,16.29,27.35,130.77,52.71,1.9,26.76,CQ193,148,-122.19083,39.53387
68,2018-08-03 20:00:00,ESE,15.28,28.65,121.83,44.12,2.01,28.68,CQ193,148,-122.19083,39.53387
69,2018-08-03 21:00:00,ESE,15.52,29.52,119.76,42.41,2.05,29.62,CQ193,148,-122.19083,39.53387
70,2018-08-03 22:00:00,ESE,15.74,30.55,122.96,40.48,2.58,30.66,CQ193,148,-122.19083,39.53387
71,2018-08-03 23:00:00,SE,18.03,32.26,124.23,44.9,2.76,31.39,CQ193,148,-122.19083,39.53387
72,2018-08-04 00:00:00,SE,18.54,32.61,127.13,46.17,3.25,31.46,CQ193,148,-122.19083,39.53387
73,2018-08-04 01:00:00,S,15.91,31.06,171.32,39.83,3.0,31.13,CQ193,148,-122.19083,39.53387
74,2018-08-04 02:00:00,S,14.98,29.66,180.75,40.16,2.96,29.96,CQ193,148,-122.19083,39.53387
75,2018-08-04 03:00:00,S,14.55,28.79,178.26,41.1,1.64,29.08,CQ193,148,-122.19083,39.53387
76,2018-08-04 04:00:00,SSE,16.45,,147.23,55.63,0.72,26.02,CQ193,148,-122.19083,39.53387
77,2018-08-04 05:00:00,NNW,16.19,,347.49,61.05,0.11,24.19,CQ193,148,-122.19083,39.53387
78,2018-08-04 06:00:00,NNE,16.7,,26.67,69.41,0.23,22.6,CQ193,148,-122.19083,39.53387
79,2018-08-04 07:00:00,NNW,17.06,,329.87,78.92,0.93,20.87,CQ193,148,-122.19083,39.53387
80,2018-08-04 08:00:00,NNW,16.88,,326.7,80.94,1.87,20.28,CQ193,148,-122.19083,39.53387
