,road_subsurface_tmp_set_1,date_time,road_freezing_temp_set_1,wind_cardinal_direction_set_1d,road_temp_set_1,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
437,21.28,2018-08-05 15:02:00,0.0,SE,15.44,0.49,-0.99,,136.0,33.0,0.09,15.28,CRLNV,6422,-120.00341,39.23022
438,21.28,2018-08-05 15:17:00,0.0,SE,16.06,0.9,-0.2,,138.0,36.0,0.31,14.83,CRLNV,6422,-120.00341,39.23022
439,21.17,2018-08-05 15:32:00,0.0,ENE,16.44,1.21,0.79,,58.0,36.0,0.58,15.94,CRLNV,6422,-120.00341,39.23022
440,21.06,2018-08-05 15:47:00,0.0,ENE,16.67,1.38,0.79,,72.0,36.0,0.72,15.94,CRLNV,6422,-120.00341,39.23022
441,20.94,2018-08-05 16:02:00,0.0,NE,16.67,0.9,0.75,,41.0,35.0,0.31,16.33,CRLNV,6422,-120.00341,39.23022
442,20.94,2018-08-05 16:17:00,0.0,ESE,17.44,0.9,1.15,,102.0,35.0,0.18,16.78,CRLNV,6422,-120.00341,39.23022
443,20.94,2018-08-05 16:32:00,0.0,NE,18.06,1.3,0.44,,49.0,34.0,0.72,16.44,CRLNV,6422,-120.00341,39.23022
444,20.83,2018-08-05 16:47:00,0.0,ENE,19.83,1.61,1.54,,62.0,36.0,0.8,16.78,CRLNV,6422,-120.00341,39.23022
445,20.83,2018-08-05 17:02:00,0.0,NE,28.06,1.21,2.13,,56.0,36.0,0.72,17.44,CRLNV,6422,-120.00341,39.23022
446,20.83,2018-08-05 17:18:00,0.0,ENE,28.06,1.3,0.24,,64.0,30.0,0.58,18.17,CRLNV,6422,-120.00341,39.23022
447,20.83,2018-08-05 17:33:00,0.0,NE,32.17,1.3,-3.93,,49.0,21.0,0.8,18.94,CRLNV,6422,-120.00341,39.23022
448,20.83,2018-08-05 17:48:00,0.0,NNE,26.78,1.61,-2.39,,31.0,23.0,0.98,19.33,CRLNV,6422,-120.00341,39.23022
449,20.67,2018-08-05 18:03:00,0.0,NNE,24.67,1.79,-7.99,,28.0,15.0,0.9,19.33,CRLNV,6422,-120.00341,39.23022
450,20.94,2018-08-05 18:18:00,0.0,NE,30.17,1.21,-7.31,,38.0,15.0,0.72,20.17,CRLNV,6422,-120.00341,39.23022
451,21.17,2018-08-05 18:33:00,0.0,ENE,37.28,1.92,-7.27,,72.0,15.0,0.4,20.22,CRLNV,6422,-120.00341,39.23022
452,21.94,2018-08-05 18:48:00,0.0,SSW,39.94,2.51,-7.16,,198.0,16.0,1.21,19.33,CRLNV,6422,-120.00341,39.23022
453,22.06,2018-08-05 19:03:00,0.0,S,43.22,3.22,-6.41,,178.0,15.0,2.01,21.28,CRLNV,6422,-120.00341,39.23022
454,21.94,2018-08-05 19:19:00,0.0,S,44.94,3.49,-7.57,,178.0,14.0,2.19,20.94,CRLNV,6422,-120.00341,39.23022
455,21.94,2018-08-05 19:50:00,0.0,S,47.67,2.91,-7.22,,184.0,13.0,1.61,22.56,CRLNV,6422,-120.00341,39.23022
456,22.67,2018-08-05 20:06:00,,S,,3.71,-8.12,,169.0,13.0,2.01,21.44,CRLNV,6422,-120.00341,39.23022
457,23.06,2018-08-05 20:22:00,0.0,S,49.44,4.38,-6.27,,189.0,14.0,2.1,22.56,CRLNV,6422,-120.00341,39.23022
458,23.56,2018-08-05 20:37:00,0.0,S,49.83,3.89,,,172.0,,2.28,22.83,CRLNV,6422,-120.00341,39.23022
459,23.94,2018-08-05 20:53:00,0.0,S,49.94,3.49,-5.69,,179.0,15.0,2.01,22.17,CRLNV,6422,-120.00341,39.23022
460,24.44,2018-08-05 21:08:00,0.0,S,50.56,3.62,-4.56,,172.0,15.0,1.38,23.56,CRLNV,6422,-120.00341,39.23022
461,24.83,2018-08-05 21:23:00,0.0,S,50.33,5.99,-6.67,,169.0,14.0,3.89,22.06,CRLNV,6422,-120.00341,39.23022
462,25.44,2018-08-05 21:38:00,0.0,S,46.28,3.71,-5.06,,181.0,15.0,2.01,22.94,CRLNV,6422,-120.00341,39.23022
463,25.83,2018-08-05 21:53:00,0.0,SSE,39.28,4.78,-2.68,,150.0,17.0,1.61,23.83,CRLNV,6422,-120.00341,39.23022
464,26.33,2018-08-05 22:08:00,0.0,SE,36.67,3.49,-2.49,,140.0,17.0,1.21,24.06,CRLNV,6422,-120.00341,39.23022
465,26.78,2018-08-05 22:23:00,0.0,S,39.83,5.59,-7.45,,178.0,12.0,3.22,23.56,CRLNV,6422,-120.00341,39.23022
466,27.17,2018-08-05 22:38:00,0.0,SSE,35.83,5.01,-3.62,,162.0,16.0,2.1,23.67,CRLNV,6422,-120.00341,39.23022
467,27.56,2018-08-05 22:54:00,0.0,S,33.78,4.69,-3.81,,176.0,16.0,2.68,23.44,CRLNV,6422,-120.00341,39.23022
468,27.72,2018-08-05 23:09:00,0.0,SSE,32.06,7.2,-5.24,,165.0,15.0,4.11,22.72,CRLNV,6422,-120.00341,39.23022
469,27.94,2018-08-05 23:24:00,0.0,S,31.67,4.29,-3.5,,176.0,17.0,2.19,22.83,CRLNV,6422,-120.00341,39.23022
470,28.17,2018-08-05 23:39:00,0.0,SSE,31.78,4.38,-1.97,,161.0,20.0,2.41,22.06,CRLNV,6422,-120.00341,39.23022
471,28.17,2018-08-05 23:54:00,0.0,SSE,32.17,5.81,-0.49,,160.0,22.0,2.41,22.28,CRLNV,6422,-120.00341,39.23022
472,28.22,2018-08-06 00:09:00,0.0,SSE,32.33,5.19,-0.26,,167.0,23.0,2.68,21.83,CRLNV,6422,-120.00341,39.23022
473,28.33,2018-08-06 00:24:00,0.0,SSE,35.22,4.52,-1.78,,157.0,20.0,2.51,22.28,CRLNV,6422,-120.00341,39.23022
474,28.22,2018-08-06 00:40:00,0.0,SSE,33.78,4.2,-1.46,,161.0,20.0,2.41,22.67,CRLNV,6422,-120.00341,39.23022
475,,2018-08-06 00:55:00,0.0,SSE,30.56,3.22,-2.15,,151.0,21.0,1.52,21.06,CRLNV,6422,-120.00341,39.23022
476,28.78,2018-08-06 01:11:00,0.0,SSE,29.06,3.89,-1.29,,162.0,22.0,2.01,21.33,CRLNV,6422,-120.00341,39.23022
477,28.44,2018-08-06 01:26:00,0.0,SSE,27.67,3.89,-0.24,,165.0,24.0,2.41,21.17,CRLNV,6422,-120.00341,39.23022
478,28.44,2018-08-06 01:42:00,0.0,SSE,26.78,2.59,0.03,,158.0,25.0,1.21,20.83,CRLNV,6422,-120.00341,39.23022
479,28.44,2018-08-06 01:57:00,0.0,SSE,25.94,3.31,-0.07,,162.0,25.0,2.1,20.72,CRLNV,6422,-120.00341,39.23022
480,28.44,2018-08-06 02:13:00,0.0,SSE,25.44,3.09,0.86,,162.0,27.0,1.7,20.56,CRLNV,6422,-120.00341,39.23022
481,28.33,2018-08-06 02:28:00,0.0,SE,24.78,1.12,0.69,,136.0,28.0,0.31,19.78,CRLNV,6422,-120.00341,39.23022
482,28.33,2018-08-06 02:44:00,0.0,,23.83,0.31,-0.37,,,28.0,0.0,18.56,CRLNV,6422,-120.00341,39.23022
483,28.17,2018-08-06 02:59:00,0.0,,23.22,0.31,-1.16,,,27.0,0.0,18.22,CRLNV,6422,-120.00341,39.23022
484,28.06,2018-08-06 03:15:00,0.0,,22.67,0.58,-3.23,,,23.0,0.0,18.33,CRLNV,6422,-120.00341,39.23022
485,27.94,2018-08-06 03:30:00,0.0,,22.06,0.49,-3.23,,,24.0,0.0,17.67,CRLNV,6422,-120.00341,39.23022
486,27.83,2018-08-06 03:46:00,0.0,,21.44,0.31,-4.67,,,22.0,0.0,17.33,CRLNV,6422,-120.00341,39.23022
487,27.67,2018-08-06 04:02:00,0.0,NW,21.06,0.98,-3.44,,325.0,25.0,0.18,16.78,CRLNV,6422,-120.00341,39.23022
488,27.56,2018-08-06 04:17:00,0.0,,20.72,0.31,-4.31,,,23.0,0.0,17.06,CRLNV,6422,-120.00341,39.23022
489,27.33,2018-08-06 04:32:00,0.0,NNW,20.33,0.49,-3.99,,329.0,24.0,0.09,16.78,CRLNV,6422,-120.00341,39.23022
490,27.17,2018-08-06 04:48:00,0.0,NW,20.06,0.58,-4.31,,313.0,23.0,0.09,17.06,CRLNV,6422,-120.00341,39.23022
491,27.06,2018-08-06 05:03:00,0.0,,19.78,0.31,-3.63,,,25.0,0.0,16.56,CRLNV,6422,-120.00341,39.23022
492,26.83,2018-08-06 05:19:00,0.0,,19.33,0.31,-2.84,,,28.0,0.0,15.72,CRLNV,6422,-120.00341,39.23022
493,26.78,2018-08-06 05:34:00,0.0,,19.17,0.0,-1.71,,,30.0,0.0,15.94,CRLNV,6422,-120.00341,39.23022
494,26.56,2018-08-06 05:50:00,0.0,,18.94,0.0,-0.53,,,32.0,0.0,16.28,CRLNV,6422,-120.00341,39.23022
495,26.44,2018-08-06 06:05:00,0.0,,18.78,0.0,0.2,,,34.0,0.0,16.17,CRLNV,6422,-120.00341,39.23022
496,26.28,2018-08-06 06:20:00,0.0,,18.44,0.0,0.61,,,35.0,0.0,16.17,CRLNV,6422,-120.00341,39.23022
497,26.06,2018-08-06 06:35:00,0.0,,18.22,0.0,1.21,,,38.0,0.0,15.56,CRLNV,6422,-120.00341,39.23022
498,25.94,2018-08-06 06:50:00,0.0,,17.94,0.0,0.35,,,36.0,0.0,15.44,CRLNV,6422,-120.00341,39.23022
499,25.72,2018-08-06 07:05:00,0.0,,17.78,0.0,0.16,,,35.0,0.0,15.67,CRLNV,6422,-120.00341,39.23022
500,25.67,2018-08-06 07:20:00,0.0,,17.56,0.0,-0.24,,,34.0,0.0,15.67,CRLNV,6422,-120.00341,39.23022
501,25.56,2018-08-06 07:30:00,0.0,,17.33,0.0,-0.14,,,35.0,0.0,15.33,CRLNV,6422,-120.00341,39.23022
502,25.33,2018-08-06 07:45:00,0.0,,17.17,0.0,0.08,,,37.0,0.0,14.72,CRLNV,6422,-120.00341,39.23022
503,25.22,2018-08-06 08:00:00,0.0,,17.06,0.0,0.28,,,37.0,0.0,14.94,CRLNV,6422,-120.00341,39.23022
504,25.06,2018-08-06 08:16:00,0.0,,16.83,0.0,0.86,,,38.0,0.0,15.17,CRLNV,6422,-120.00341,39.23022
505,24.94,2018-08-06 08:31:00,0.0,,16.78,0.0,1.01,,,39.0,0.0,14.94,CRLNV,6422,-120.00341,39.23022
506,24.78,2018-08-06 08:46:00,0.0,,16.56,0.0,0.91,,,40.0,0.0,14.44,CRLNV,6422,-120.00341,39.23022
507,24.67,2018-08-06 09:01:00,0.0,,16.33,0.0,1.69,,,44.0,0.0,13.83,CRLNV,6422,-120.00341,39.23022
508,24.56,2018-08-06 09:16:00,0.0,,16.17,0.0,3.13,,,48.0,0.0,14.06,CRLNV,6422,-120.00341,39.23022
509,24.33,2018-08-06 09:31:00,0.0,,16.06,0.0,-0.79,,,36.0,0.0,14.17,CRLNV,6422,-120.00341,39.23022
510,24.28,2018-08-06 09:46:00,0.0,,15.94,0.0,-0.55,,,36.0,0.0,14.44,CRLNV,6422,-120.00341,39.23022
511,24.17,2018-08-06 10:01:00,0.0,,15.83,0.0,-0.34,,,36.0,0.0,14.67,CRLNV,6422,-120.00341,39.23022
512,24.06,2018-08-06 10:16:00,0.0,,15.72,0.0,0.1,,,38.0,0.0,14.33,CRLNV,6422,-120.00341,39.23022
513,23.83,2018-08-06 10:31:00,0.0,,15.67,0.0,0.06,,,38.0,0.0,14.28,CRLNV,6422,-120.00341,39.23022
514,23.78,2018-08-06 10:46:00,0.0,,15.56,0.0,0.32,,,39.0,0.0,14.17,CRLNV,6422,-120.00341,39.23022
515,23.56,2018-08-06 11:01:00,0.0,,15.33,0.0,0.91,,,41.0,0.0,14.06,CRLNV,6422,-120.00341,39.23022
516,23.44,2018-08-06 11:16:00,0.0,,15.33,0.0,2.11,,,45.0,0.0,13.94,CRLNV,6422,-120.00341,39.23022
517,23.33,2018-08-06 11:31:00,0.0,,15.17,0.0,3.21,,,49.0,0.0,13.83,CRLNV,6422,-120.00341,39.23022
518,23.22,2018-08-06 11:46:00,0.0,,15.17,0.0,4.29,,,53.0,0.0,13.78,CRLNV,6422,-120.00341,39.23022
519,23.06,2018-08-06 12:01:00,0.0,,14.94,0.0,2.48,,,47.0,0.0,13.67,CRLNV,6422,-120.00341,39.23022
520,22.94,2018-08-06 12:16:00,0.0,,14.94,0.0,2.17,,,46.0,0.0,13.67,CRLNV,6422,-120.00341,39.23022
521,22.83,2018-08-06 12:31:00,0.0,,14.83,0.0,2.32,,,46.0,0.0,13.83,CRLNV,6422,-120.00341,39.23022
522,22.72,2018-08-06 12:46:00,0.0,,14.72,0.0,3.17,,,49.0,0.0,13.78,CRLNV,6422,-120.00341,39.23022
523,22.67,2018-08-06 13:02:00,0.0,,14.72,0.0,3.53,,,51.0,0.0,13.56,CRLNV,6422,-120.00341,39.23022
524,22.56,2018-08-06 13:17:00,0.0,,14.67,0.18,3.7,,,52.0,0.0,13.44,CRLNV,6422,-120.00341,39.23022
525,22.44,2018-08-06 13:32:00,0.0,,14.83,0.9,3.53,,,51.0,0.0,13.56,CRLNV,6422,-120.00341,39.23022
526,22.33,2018-08-06 13:47:00,0.0,,15.28,0.09,4.34,,,53.0,0.0,13.83,CRLNV,6422,-120.00341,39.23022
527,22.28,2018-08-06 14:02:00,0.0,,15.67,0.31,4.48,,,52.0,0.0,14.28,CRLNV,6422,-120.00341,39.23022
528,22.17,2018-08-06 14:17:00,0.0,,15.83,0.0,3.69,,,48.0,0.0,14.67,CRLNV,6422,-120.00341,39.23022
529,21.94,2018-08-06 14:32:00,0.0,,16.33,0.09,5.91,,,55.0,0.0,14.94,CRLNV,6422,-120.00341,39.23022
530,21.94,2018-08-06 14:47:00,0.0,,16.78,0.0,6.28,,,56.0,0.0,15.06,CRLNV,6422,-120.00341,39.23022
531,21.83,2018-08-06 15:02:00,0.0,,17.22,0.4,6.59,,,55.0,0.0,15.67,CRLNV,6422,-120.00341,39.23022
532,21.78,2018-08-06 15:17:00,0.0,NE,17.83,0.98,5.92,,56.0,52.0,0.31,15.83,CRLNV,6422,-120.00341,39.23022
533,21.78,2018-08-06 15:32:00,0.0,ENE,18.44,1.12,6.51,,62.0,53.0,0.31,16.17,CRLNV,6422,-120.00341,39.23022
534,21.67,2018-08-06 15:47:00,0.0,ENE,18.67,0.58,7.04,,78.0,54.0,0.09,16.44,CRLNV,6422,-120.00341,39.23022
535,21.67,2018-08-06 16:02:00,0.0,SE,19.17,0.72,7.15,,126.0,54.0,0.09,16.56,CRLNV,6422,-120.00341,39.23022
536,21.56,2018-08-06 16:17:00,0.0,NE,20.06,0.9,7.17,,48.0,52.0,0.31,17.17,CRLNV,6422,-120.00341,39.23022
537,21.56,2018-08-06 16:32:00,0.0,E,20.67,0.8,7.13,,93.0,51.0,0.4,17.44,CRLNV,6422,-120.00341,39.23022
538,21.56,2018-08-06 16:47:00,0.0,SSE,23.17,1.21,5.69,,168.0,47.0,0.58,17.17,CRLNV,6422,-120.00341,39.23022
539,21.56,2018-08-06 17:02:00,0.0,SSE,28.78,2.51,6.05,,167.0,47.0,1.52,17.56,CRLNV,6422,-120.00341,39.23022
540,21.56,2018-08-06 17:17:00,0.0,SSE,28.78,2.41,6.46,,151.0,48.0,1.12,17.67,CRLNV,6422,-120.00341,39.23022
541,21.67,2018-08-06 17:33:00,0.0,SSE,30.67,1.79,6.02,,167.0,45.0,0.98,18.22,CRLNV,6422,-120.00341,39.23022
542,21.56,2018-08-06 17:48:00,0.0,SSE,26.78,1.12,6.02,,168.0,43.0,0.18,18.94,CRLNV,6422,-120.00341,39.23022
543,21.78,2018-08-06 18:03:00,0.0,ENE,25.56,1.3,7.45,,59.0,45.0,0.58,19.78,CRLNV,6422,-120.00341,39.23022
544,22.67,2018-08-06 18:18:00,0.0,SE,29.83,1.21,8.03,,127.0,46.0,0.49,20.06,CRLNV,6422,-120.00341,39.23022
545,21.94,2018-08-06 18:33:00,0.0,E,36.17,0.9,7.28,,85.0,43.0,0.4,20.33,CRLNV,6422,-120.00341,39.23022
546,21.94,2018-08-06 18:48:00,0.0,,39.78,0.72,4.85,,,35.0,0.0,20.94,CRLNV,6422,-120.00341,39.23022
547,22.28,2018-08-06 19:03:00,0.0,NE,41.56,1.21,2.03,,49.0,28.0,0.49,21.33,CRLNV,6422,-120.00341,39.23022
548,21.83,2018-08-06 19:18:00,0.0,NE,44.28,1.79,5.58,,56.0,33.0,0.58,22.72,CRLNV,6422,-120.00341,39.23022
549,23.06,2018-08-06 19:33:00,0.0,ENE,45.83,1.12,3.16,,71.0,27.0,0.58,23.22,CRLNV,6422,-120.00341,39.23022
550,22.83,2018-08-06 19:48:00,0.0,NE,46.94,1.12,0.59,,55.0,22.0,0.58,23.56,CRLNV,6422,-120.00341,39.23022
551,23.22,2018-08-06 20:03:00,0.0,NE,47.83,0.98,-2.68,,48.0,17.0,0.4,23.83,CRLNV,6422,-120.00341,39.23022
552,23.56,2018-08-06 20:18:00,0.0,ENE,48.78,1.7,-4.25,,65.0,15.0,0.9,23.94,CRLNV,6422,-120.00341,39.23022
553,23.94,2018-08-06 20:33:00,0.0,NE,49.83,1.3,-3.26,,42.0,15.0,0.72,25.17,CRLNV,6422,-120.00341,39.23022
554,24.33,2018-08-06 20:48:00,0.0,,50.56,0.72,-5.1,,,13.0,0.0,25.22,CRLNV,6422,-120.00341,39.23022
555,24.83,2018-08-06 21:03:00,0.0,E,50.56,1.3,-3.64,,92.0,14.0,0.72,25.83,CRLNV,6422,-120.00341,39.23022
556,25.22,2018-08-06 21:18:00,0.0,SSE,51.17,0.98,-4.74,,157.0,13.0,0.31,25.67,CRLNV,6422,-120.00341,39.23022
557,25.72,2018-08-06 21:33:00,0.0,SSE,50.83,3.09,-5.23,,167.0,13.0,1.92,25.06,CRLNV,6422,-120.00341,39.23022
558,26.28,2018-08-06 21:48:00,0.0,SSW,42.56,2.68,-5.41,,202.0,13.0,1.7,24.83,CRLNV,6422,-120.00341,39.23022
559,26.78,2018-08-06 22:04:00,0.0,SSE,38.94,3.71,-4.93,,164.0,13.0,2.1,25.44,CRLNV,6422,-120.00341,39.23022
560,27.28,2018-08-06 22:19:00,0.0,SSE,40.17,4.2,-5.1,,164.0,13.0,2.41,25.22,CRLNV,6422,-120.00341,39.23022
561,27.67,2018-08-06 22:34:00,0.0,SSE,38.67,3.62,-8.38,,168.0,10.0,2.41,25.33,CRLNV,6422,-120.00341,39.23022
562,27.94,2018-08-06 22:49:00,0.0,SSE,36.78,2.91,-7.61,,154.0,10.0,0.98,26.33,CRLNV,6422,-120.00341,39.23022
563,28.22,2018-08-06 23:04:00,0.0,S,35.17,3.31,-8.3,,188.0,10.0,1.52,25.44,CRLNV,6422,-120.00341,39.23022
564,28.56,2018-08-06 23:19:00,0.0,S,34.28,2.28,-7.17,,174.0,11.0,1.3,25.33,CRLNV,6422,-120.00341,39.23022
565,28.78,2018-08-06 23:34:00,0.0,SSW,33.22,2.28,-7.6,,202.0,11.0,0.9,24.78,CRLNV,6422,-120.00341,39.23022
566,28.94,2018-08-06 23:49:00,0.0,S,32.72,2.59,-6.49,,188.0,12.0,1.52,24.78,CRLNV,6422,-120.00341,39.23022
567,28.94,2018-08-07 00:04:00,0.0,S,34.56,2.1,-6.27,,188.0,12.0,1.12,25.06,CRLNV,6422,-120.00341,39.23022
568,29.06,2018-08-07 00:19:00,0.0,S,35.17,1.7,-6.45,,176.0,12.0,0.72,24.83,CRLNV,6422,-120.00341,39.23022
569,29.17,2018-08-07 00:34:00,0.0,SSW,34.94,1.92,-6.66,,196.0,12.0,1.12,24.56,CRLNV,6422,-120.00341,39.23022
570,29.17,2018-08-07 00:49:00,0.0,S,32.67,3.22,-3.21,,184.0,16.0,1.61,24.17,CRLNV,6422,-120.00341,39.23022
571,29.28,2018-08-07 01:04:00,0.0,SSW,31.17,2.51,4.26,,198.0,29.0,1.12,23.33,CRLNV,6422,-120.00341,39.23022
572,29.28,2018-08-07 01:19:00,0.0,,29.94,0.0,7.49,,,38.0,0.0,22.56,CRLNV,6422,-120.00341,39.23022
573,28.94,2018-08-07 01:34:00,0.0,N,29.33,0.98,9.53,,356.0,45.0,0.4,22.06,CRLNV,6422,-120.00341,39.23022
574,28.78,2018-08-07 01:49:00,0.0,N,28.44,1.3,6.41,,356.0,39.0,0.8,20.94,CRLNV,6422,-120.00341,39.23022
575,28.56,2018-08-07 02:04:00,0.0,N,27.28,1.61,7.59,,359.0,41.0,0.98,21.44,CRLNV,6422,-120.00341,39.23022
576,29.28,2018-08-07 02:20:00,0.0,N,26.83,1.38,6.31,,0.0,39.0,0.58,20.83,CRLNV,6422,-120.00341,39.23022
577,29.06,2018-08-07 02:36:00,0.0,N,26.17,1.3,6.21,,1.0,39.0,0.49,20.72,CRLNV,6422,-120.00341,39.23022
578,29.06,2018-08-07 02:51:00,0.0,NNW,25.44,1.21,5.59,,346.0,38.0,0.58,20.44,CRLNV,6422,-120.00341,39.23022
579,28.83,2018-08-07 03:07:00,0.0,NNW,24.94,1.3,4.61,,344.0,36.0,0.8,20.22,CRLNV,6422,-120.00341,39.23022
580,28.83,2018-08-07 03:22:00,0.0,NNW,24.28,1.21,3.96,,347.0,35.0,0.8,19.94,CRLNV,6422,-120.00341,39.23022
581,28.67,2018-08-07 03:37:00,0.0,NNW,23.83,0.49,3.86,,343.0,35.0,0.18,19.83,CRLNV,6422,-120.00341,39.23022
582,28.44,2018-08-07 03:53:00,0.0,,23.44,0.4,4.51,,,37.0,0.0,19.67,CRLNV,6422,-120.00341,39.23022
583,28.44,2018-08-07 04:08:00,0.0,,23.06,0.0,3.82,,,35.0,0.0,19.78,CRLNV,6422,-120.00341,39.23022
584,28.22,2018-08-07 04:24:00,0.0,,22.72,0.0,2.79,,,33.0,0.0,19.56,CRLNV,6422,-120.00341,39.23022
585,28.17,2018-08-07 04:39:00,0.0,,22.33,0.0,2.11,,,32.0,0.0,19.28,CRLNV,6422,-120.00341,39.23022
586,27.94,2018-08-07 04:54:00,0.0,,22.06,0.0,1.57,,,32.0,0.0,18.67,CRLNV,6422,-120.00341,39.23022
587,27.83,2018-08-07 05:10:00,0.0,,21.78,0.09,2.56,,,34.0,0.0,18.83,CRLNV,6422,-120.00341,39.23022
588,27.72,2018-08-07 05:25:00,0.0,,21.33,0.49,2.73,,,35.0,0.0,18.56,CRLNV,6422,-120.00341,39.23022
589,27.56,2018-08-07 05:40:00,0.0,NNW,21.06,0.72,1.88,,344.0,34.0,0.18,18.06,CRLNV,6422,-120.00341,39.23022
590,27.33,2018-08-07 05:55:00,0.0,,20.72,0.0,1.22,,,33.0,0.0,17.78,CRLNV,6422,-120.00341,39.23022
591,27.28,2018-08-07 06:10:00,0.0,,20.56,0.0,0.73,,,31.0,0.0,18.22,CRLNV,6422,-120.00341,39.23022
592,27.06,2018-08-07 06:25:00,0.0,,20.33,0.0,0.69,,,31.0,0.0,18.17,CRLNV,6422,-120.00341,39.23022
593,26.94,2018-08-07 06:41:00,0.0,,20.06,0.0,-0.53,,,29.0,0.0,17.83,CRLNV,6422,-120.00341,39.23022
594,26.83,2018-08-07 06:56:00,0.0,,19.78,0.0,-0.67,,,29.0,0.0,17.67,CRLNV,6422,-120.00341,39.23022
595,26.78,2018-08-07 07:11:00,0.0,,19.56,0.0,0.15,,,31.0,0.0,17.56,CRLNV,6422,-120.00341,39.23022
596,26.56,2018-08-07 07:26:00,0.0,,19.33,0.0,3.38,,,40.0,0.0,17.17,CRLNV,6422,-120.00341,39.23022
597,26.44,2018-08-07 07:30:00,0.0,,19.28,0.0,3.97,,,42.0,0.0,17.06,CRLNV,6422,-120.00341,39.23022
598,26.28,2018-08-07 07:45:00,0.0,,19.06,0.0,3.28,,,40.0,0.0,17.06,CRLNV,6422,-120.00341,39.23022
599,26.17,2018-08-07 08:00:00,0.0,,18.83,0.31,1.93,,,37.0,0.0,16.78,CRLNV,6422,-120.00341,39.23022
600,26.06,2018-08-07 08:16:00,0.0,,18.78,0.0,3.63,,,41.0,0.0,17.06,CRLNV,6422,-120.00341,39.23022
601,25.83,2018-08-07 08:31:00,0.0,,18.44,0.0,2.35,,,38.0,0.0,16.83,CRLNV,6422,-120.00341,39.23022
602,25.72,2018-08-07 08:46:00,0.0,,18.33,0.0,0.89,,,34.0,0.0,16.94,CRLNV,6422,-120.00341,39.23022
603,25.67,2018-08-07 09:01:00,0.0,,18.17,0.31,2.93,,,40.0,0.0,16.67,CRLNV,6422,-120.00341,39.23022
604,25.44,2018-08-07 09:16:00,0.0,,17.83,0.0,2.57,,,40.0,0.0,16.28,CRLNV,6422,-120.00341,39.23022
605,25.33,2018-08-07 09:31:00,0.0,,17.78,0.31,3.16,,,42.0,0.0,16.17,CRLNV,6422,-120.00341,39.23022
606,25.22,2018-08-07 09:46:00,0.0,,17.56,0.09,3.52,,,44.0,0.0,15.83,CRLNV,6422,-120.00341,39.23022
607,25.06,2018-08-07 10:01:00,0.0,S,17.44,0.58,4.46,,172.0,47.0,0.09,15.83,CRLNV,6422,-120.00341,39.23022
608,24.94,2018-08-07 10:16:00,0.0,,17.22,0.0,5.18,,,51.0,0.0,15.33,CRLNV,6422,-120.00341,39.23022
609,24.83,2018-08-07 10:31:00,0.0,W,17.17,0.49,4.81,,277.0,49.0,0.09,15.56,CRLNV,6422,-120.00341,39.23022
610,24.67,2018-08-07 10:46:00,0.0,,16.94,0.4,5.73,,,53.0,0.0,15.33,CRLNV,6422,-120.00341,39.23022
611,24.56,2018-08-07 11:01:00,0.0,,16.83,0.0,4.7,,,49.0,0.0,15.44,CRLNV,6422,-120.00341,39.23022
612,24.44,2018-08-07 11:16:00,0.0,,16.78,0.0,5.46,,,52.0,0.0,15.33,CRLNV,6422,-120.00341,39.23022
613,24.33,2018-08-07 11:31:00,0.0,,16.67,0.0,3.37,,,44.0,0.0,15.67,CRLNV,6422,-120.00341,39.23022
614,24.28,2018-08-07 11:46:00,0.0,,16.44,0.0,6.27,,,55.0,0.0,15.33,CRLNV,6422,-120.00341,39.23022
615,24.17,2018-08-07 12:01:00,0.0,,16.33,0.0,5.75,,,54.0,0.0,15.06,CRLNV,6422,-120.00341,39.23022
616,24.06,2018-08-07 12:16:00,0.0,,16.17,0.0,4.14,,,49.0,0.0,14.83,CRLNV,6422,-120.00341,39.23022
617,23.83,2018-08-07 12:31:00,0.0,,16.06,0.18,5.7,,,55.0,0.0,14.72,CRLNV,6422,-120.00341,39.23022
618,23.78,2018-08-07 12:46:00,0.0,,15.94,0.09,6.07,,,56.0,0.0,14.83,CRLNV,6422,-120.00341,39.23022
619,23.67,2018-08-07 13:02:00,0.0,,15.83,0.31,7.22,,,61.0,0.0,14.72,CRLNV,6422,-120.00341,39.23022
620,23.56,2018-08-07 13:17:00,0.0,,15.83,0.31,7.46,,,62.0,0.0,14.72,CRLNV,6422,-120.00341,39.23022
621,23.44,2018-08-07 13:32:00,0.0,,15.94,0.09,7.69,,,63.0,0.0,14.72,CRLNV,6422,-120.00341,39.23022
622,23.33,2018-08-07 13:47:00,0.0,,16.44,0.31,8.01,,,63.0,0.0,15.06,CRLNV,6422,-120.00341,39.23022
623,23.22,2018-08-07 14:02:00,0.0,,16.78,0.31,7.79,,,61.0,0.0,15.33,CRLNV,6422,-120.00341,39.23022
624,23.06,2018-08-07 14:17:00,0.0,,17.06,0.0,8.16,,,61.0,0.0,15.72,CRLNV,6422,-120.00341,39.23022
625,23.06,2018-08-07 14:32:00,0.0,,17.56,0.49,8.59,,,61.0,0.0,16.17,CRLNV,6422,-120.00341,39.23022
