,date_time,air_temp_low_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,air_temp_high_24_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 23:00:00,12.22,0.0,36.67,37.22,COOPPORC1,1015,-123.13,39.36
1,2018-08-02 23:00:00,12.22,0.0,36.67,36.67,COOPPORC1,1015,-123.13,39.36
2,2018-08-03 23:00:00,10.56,0.0,35.56,36.67,COOPPORC1,1015,-123.13,39.36
3,2018-08-06 23:00:00,9.44,0.0,37.22,37.22,COOPPORC1,1015,-123.13,39.36
4,2018-08-08 23:00:00,13.33,0.0,35.0,35.0,COOPPORC1,1015,-123.13,39.36
5,2018-08-09 23:00:00,15.0,0.0,37.22,37.22,COOPPORC1,1015,-123.13,39.36
6,2018-08-10 23:00:00,11.67,0.0,38.33,38.33,COOPPORC1,1015,-123.13,39.36
7,2018-08-11 23:00:00,13.33,0.0,34.44,38.33,COOPPORC1,1015,-123.13,39.36
8,2018-08-12 23:00:00,11.11,0.0,35.0,35.0,COOPPORC1,1015,-123.13,39.36
9,2018-08-13 23:00:00,11.11,0.0,35.0,36.67,COOPPORC1,1015,-123.13,39.36
10,2018-08-14 23:00:00,11.11,0.0,32.22,35.0,COOPPORC1,1015,-123.13,39.36
11,2018-08-16 23:00:00,10.56,0.0,35.0,35.0,COOPPORC1,1015,-123.13,39.36
12,2018-08-17 23:00:00,11.11,0.0,36.11,36.11,COOPPORC1,1015,-123.13,39.36
13,2018-08-18 23:00:00,12.22,0.0,37.78,37.78,COOPPORC1,1015,-123.13,39.36
