,volt_set_1,date_time,snow_depth_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
381,12.3,2018-08-16 21:00:00,78.74,25.56,MUMC1,5700,-122.52500,41.19833
382,12.4,2018-08-16 22:00:00,7.62,25.56,MUMC1,5700,-122.52500,41.19833
383,12.3,2018-08-16 23:00:00,22.86,25.56,MUMC1,5700,-122.52500,41.19833
384,12.3,2018-08-17 00:00:00,2.54,25.56,MUMC1,5700,-122.52500,41.19833
385,12.3,2018-08-17 01:00:00,,23.89,MUMC1,5700,-122.52500,41.19833
386,12.3,2018-08-17 02:00:00,2.54,22.22,MUMC1,5700,-122.52500,41.19833
387,12.1,2018-08-17 03:00:00,20.32,18.89,MUMC1,5700,-122.52500,41.19833
388,12.1,2018-08-17 04:00:00,10.16,15.0,MUMC1,5700,-122.52500,41.19833
389,12.1,2018-08-17 05:00:00,25.4,11.67,MUMC1,5700,-122.52500,41.19833
390,12.1,2018-08-17 06:00:00,10.16,10.56,MUMC1,5700,-122.52500,41.19833
391,12.1,2018-08-17 07:00:00,22.86,10.56,MUMC1,5700,-122.52500,41.19833
392,12.1,2018-08-17 08:00:00,27.94,9.44,MUMC1,5700,-122.52500,41.19833
393,12.0,2018-08-17 09:00:00,25.4,9.44,MUMC1,5700,-122.52500,41.19833
394,12.0,2018-08-17 10:00:00,15.24,7.78,MUMC1,5700,-122.52500,41.19833
395,12.0,2018-08-17 11:00:00,33.02,7.78,MUMC1,5700,-122.52500,41.19833
396,12.0,2018-08-17 12:00:00,30.48,7.22,MUMC1,5700,-122.52500,41.19833
397,12.0,2018-08-17 13:00:00,30.48,6.11,MUMC1,5700,-122.52500,41.19833
398,12.0,2018-08-17 14:00:00,27.94,7.22,MUMC1,5700,-122.52500,41.19833
399,12.1,2018-08-17 15:00:00,20.32,8.89,MUMC1,5700,-122.52500,41.19833
400,12.5,2018-08-17 16:00:00,20.32,17.22,MUMC1,5700,-122.52500,41.19833
401,12.7,2018-08-17 17:00:00,15.24,22.78,MUMC1,5700,-122.52500,41.19833
402,12.6,2018-08-17 18:00:00,12.7,24.44,MUMC1,5700,-122.52500,41.19833
403,12.5,2018-08-17 19:00:00,12.7,25.56,MUMC1,5700,-122.52500,41.19833
404,12.4,2018-08-17 20:00:00,5.08,26.11,MUMC1,5700,-122.52500,41.19833
405,12.4,2018-08-17 21:00:00,104.14,26.11,MUMC1,5700,-122.52500,41.19833
406,12.4,2018-08-17 22:00:00,17.78,26.11,MUMC1,5700,-122.52500,41.19833
407,12.3,2018-08-17 23:00:00,15.24,25.56,MUMC1,5700,-122.52500,41.19833
408,12.3,2018-08-18 00:00:00,10.16,26.11,MUMC1,5700,-122.52500,41.19833
409,12.3,2018-08-18 01:00:00,5.08,25.56,MUMC1,5700,-122.52500,41.19833
410,12.3,2018-08-18 02:00:00,12.7,22.78,MUMC1,5700,-122.52500,41.19833
411,12.1,2018-08-18 03:00:00,22.86,17.78,MUMC1,5700,-122.52500,41.19833
412,12.1,2018-08-18 04:00:00,25.4,13.89,MUMC1,5700,-122.52500,41.19833
413,12.1,2018-08-18 05:00:00,22.86,12.78,MUMC1,5700,-122.52500,41.19833
414,12.1,2018-08-18 06:00:00,12.7,11.67,MUMC1,5700,-122.52500,41.19833
415,12.1,2018-08-18 07:00:00,22.86,10.56,MUMC1,5700,-122.52500,41.19833
416,12.0,2018-08-18 08:00:00,22.86,8.89,MUMC1,5700,-122.52500,41.19833
417,12.0,2018-08-18 09:00:00,25.4,9.44,MUMC1,5700,-122.52500,41.19833
418,12.0,2018-08-18 10:00:00,22.86,8.89,MUMC1,5700,-122.52500,41.19833
419,12.0,2018-08-18 11:00:00,12.7,7.78,MUMC1,5700,-122.52500,41.19833
420,12.0,2018-08-18 12:00:00,15.24,7.22,MUMC1,5700,-122.52500,41.19833
421,12.0,2018-08-18 13:00:00,22.86,7.78,MUMC1,5700,-122.52500,41.19833
422,12.0,2018-08-18 14:00:00,15.24,7.22,MUMC1,5700,-122.52500,41.19833
423,12.1,2018-08-18 15:00:00,20.32,10.56,MUMC1,5700,-122.52500,41.19833
424,12.5,2018-08-18 16:00:00,,18.89,MUMC1,5700,-122.52500,41.19833
425,12.7,2018-08-18 17:00:00,20.32,23.89,MUMC1,5700,-122.52500,41.19833
426,12.5,2018-08-18 18:00:00,15.24,25.0,MUMC1,5700,-122.52500,41.19833
427,12.4,2018-08-18 19:00:00,15.24,25.56,MUMC1,5700,-122.52500,41.19833
428,12.3,2018-08-18 20:00:00,10.16,25.56,MUMC1,5700,-122.52500,41.19833
429,12.3,2018-08-18 21:00:00,,26.11,MUMC1,5700,-122.52500,41.19833
430,12.3,2018-08-18 22:00:00,12.7,27.78,MUMC1,5700,-122.52500,41.19833
431,12.3,2018-08-18 23:00:00,15.24,28.33,MUMC1,5700,-122.52500,41.19833
432,12.3,2018-08-19 00:00:00,91.44,27.22,MUMC1,5700,-122.52500,41.19833
433,12.3,2018-08-19 01:00:00,96.52,26.67,MUMC1,5700,-122.52500,41.19833
434,12.3,2018-08-19 02:00:00,7.62,24.44,MUMC1,5700,-122.52500,41.19833
435,12.1,2018-08-19 03:00:00,22.86,19.44,MUMC1,5700,-122.52500,41.19833
436,12.1,2018-08-19 04:00:00,5.08,15.56,MUMC1,5700,-122.52500,41.19833
437,12.1,2018-08-19 05:00:00,22.86,13.89,MUMC1,5700,-122.52500,41.19833
438,12.1,2018-08-19 06:00:00,12.7,11.67,MUMC1,5700,-122.52500,41.19833
439,12.1,2018-08-19 07:00:00,15.24,11.11,MUMC1,5700,-122.52500,41.19833
440,12.1,2018-08-19 08:00:00,5.08,10.56,MUMC1,5700,-122.52500,41.19833
441,12.0,2018-08-19 09:00:00,33.02,10.56,MUMC1,5700,-122.52500,41.19833
442,12.0,2018-08-19 10:00:00,17.78,10.0,MUMC1,5700,-122.52500,41.19833
443,12.0,2018-08-19 11:00:00,30.48,9.44,MUMC1,5700,-122.52500,41.19833
444,12.0,2018-08-19 12:00:00,22.86,8.89,MUMC1,5700,-122.52500,41.19833
445,12.0,2018-08-19 13:00:00,22.86,8.89,MUMC1,5700,-122.52500,41.19833
446,12.0,2018-08-19 14:00:00,20.32,7.78,MUMC1,5700,-122.52500,41.19833
447,12.1,2018-08-19 15:00:00,20.32,11.11,MUMC1,5700,-122.52500,41.19833
448,12.5,2018-08-19 16:00:00,25.4,20.0,MUMC1,5700,-122.52500,41.19833
449,12.7,2018-08-19 17:00:00,15.24,23.89,MUMC1,5700,-122.52500,41.19833
450,12.5,2018-08-19 18:00:00,12.7,26.11,MUMC1,5700,-122.52500,41.19833
