,date_time,fuel_moisture_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,volt_set_1,dew_point_temperature_set_1d,fuel_temp_set_1,precip_accum_set_1,heat_index_set_1d,wind_direction_set_1,wind_speed_set_1,relative_humidity_set_1,solar_radiation_set_1,precip_accum_one_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
11,2018-08-01 11:38:00,0.0,NW,0.9,13.9,,,36.068,-75.29,305.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
12,2018-08-01 12:38:00,0.0,SSW,0.45,13.9,,,36.068,-75.29,200.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
13,2018-08-01 13:38:00,0.0,,0.9,13.9,90.5,,36.068,189.61,,0.0,7.0,0.0,,,CFFC1,2503,-122.7086,41.0894
14,2018-08-01 14:38:00,0.0,,0.45,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
15,2018-08-01 15:38:00,0.0,,0.45,14.3,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
16,2018-08-01 16:38:00,0.0,NNE,0.9,13.9,,,36.068,-75.29,18.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
17,2018-08-01 17:38:00,0.0,ENE,0.9,14.3,71.8,,36.068,38.16,74.0,0.45,3.0,0.0,,,CFFC1,2503,-122.7086,41.0894
18,2018-08-01 18:38:00,0.0,ENE,1.34,14.3,,,36.068,-75.29,68.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
19,2018-08-01 19:38:00,0.0,E,1.34,14.2,,,36.068,-75.29,93.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
20,2018-08-01 20:38:00,0.0,SE,2.23,14.1,,,36.068,-75.29,141.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
21,2018-08-01 21:38:00,0.0,NW,1.79,14.1,,,36.068,-75.29,315.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
22,2018-08-01 22:38:00,0.0,NW,1.79,14.0,,,36.068,-75.29,325.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
23,2018-08-01 23:38:00,0.0,SSE,2.68,14.0,,,36.068,-75.29,155.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
24,2018-08-02 00:38:00,0.0,W,2.23,14.0,,,36.068,-75.29,260.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
25,2018-08-02 01:38:00,0.0,NNE,1.79,13.9,,,36.068,-75.29,31.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
26,2018-08-02 02:38:00,0.0,W,2.23,13.9,,,36.068,-75.29,266.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
27,2018-08-02 03:38:00,0.0,WNW,2.23,13.9,,,36.068,-75.29,300.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
28,2018-08-02 04:38:00,0.0,NW,2.23,13.9,,,36.068,-75.29,321.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
29,2018-08-02 05:38:00,0.0,E,1.34,13.9,71.8,,36.068,38.16,82.0,0.45,3.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
30,2018-08-02 06:38:00,0.0,WNW,1.79,13.8,,,36.068,-75.29,294.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
31,2018-08-02 07:38:00,0.0,W,1.34,13.9,,,36.068,-75.29,262.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
32,2018-08-02 08:38:00,0.0,WNW,1.79,13.9,,,36.068,-75.29,295.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
33,2018-08-02 09:38:00,0.0,WSW,1.34,13.9,71.8,,36.068,38.16,257.0,0.45,3.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
34,2018-08-02 10:38:00,0.0,S,0.9,13.9,,,36.068,-75.29,171.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
35,2018-08-02 11:38:00,0.0,,0.45,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
36,2018-08-02 12:38:00,0.0,SE,0.9,13.9,,,36.068,-75.29,131.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
37,2018-08-02 13:38:00,0.0,,0.9,13.8,77.93,,36.068,76.01,,0.0,4.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
38,2018-08-02 14:38:00,0.0,,0.45,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
39,2018-08-02 15:38:00,0.0,NE,0.45,14.4,,,36.068,-75.29,53.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
40,2018-08-02 16:38:00,0.0,,0.9,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
41,2018-08-02 17:38:00,0.0,SE,1.34,14.3,,,36.068,-75.29,144.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
42,2018-08-02 18:38:00,0.0,ENE,1.79,14.3,,,36.068,-75.29,71.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
43,2018-08-02 19:38:00,0.0,N,1.34,14.2,,,36.068,-75.29,354.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
44,2018-08-02 20:38:00,0.0,N,3.13,14.1,,,36.068,-75.29,353.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
45,2018-08-02 21:38:00,0.0,SE,4.02,14.0,,,36.068,-75.29,133.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
46,2018-08-02 22:38:00,0.0,SE,4.47,14.0,,,36.068,-75.29,140.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
47,2018-08-02 23:38:00,0.0,ESE,3.13,14.0,,,36.068,-75.29,113.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
48,2018-08-03 00:38:00,0.0,N,2.68,13.9,,,36.068,-75.29,11.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
49,2018-08-03 01:38:00,0.0,SE,3.58,13.9,,,36.068,-75.29,144.0,1.34,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
50,2018-08-03 02:38:00,0.0,SSW,2.68,13.9,,,36.068,-75.29,208.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
51,2018-08-03 03:38:00,0.0,NNE,4.02,13.9,,,36.068,-75.29,21.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
52,2018-08-03 04:38:00,0.0,NNE,3.58,13.8,,,36.068,-75.29,24.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
53,2018-08-03 05:38:00,0.0,W,1.79,13.9,,,36.068,-75.29,277.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
54,2018-08-03 06:38:00,0.0,WNW,1.79,13.8,,,36.068,-75.29,298.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
55,2018-08-03 07:38:00,0.0,,1.79,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
56,2018-08-03 08:38:00,0.0,,0.45,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
57,2018-08-03 09:38:00,0.0,,0.9,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
58,2018-08-03 10:38:00,0.0,NE,0.9,13.8,,,36.068,-75.29,51.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
59,2018-08-03 11:38:00,0.0,,0.9,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
60,2018-08-03 12:38:00,0.0,,0.45,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
61,2018-08-03 13:38:00,0.0,,0.45,13.9,86.95,,36.068,151.73,,0.0,6.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
62,2018-08-03 14:38:00,0.0,,0.45,13.9,,,36.068,-75.29,,0.0,,0.0,,,CFFC1,2503,-122.7086,41.0894
63,2018-08-03 15:38:00,0.0,ENE,0.9,14.4,,,36.068,-75.29,73.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
64,2018-08-03 16:38:00,0.0,NNE,1.34,13.9,,,36.068,-75.29,26.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
65,2018-08-03 17:38:00,0.0,SW,1.79,14.3,63.52,,36.068,0.33,234.0,0.45,2.0,0.0,,,CFFC1,2503,-122.7086,41.0894
66,2018-08-03 18:38:00,0.0,SE,2.68,14.3,,,36.068,-75.29,144.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
67,2018-08-03 19:38:00,0.0,NE,2.23,14.2,,,36.068,-75.29,56.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
68,2018-08-03 20:38:00,0.0,N,3.13,14.1,,,36.068,-75.29,354.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
69,2018-08-03 21:38:00,0.0,SE,3.58,14.0,,,36.068,-75.29,142.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
70,2018-08-03 22:38:00,0.0,NNE,3.58,14.0,,,36.068,-75.29,32.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
71,2018-08-03 23:38:00,0.0,SE,3.58,14.0,,,36.068,-75.29,131.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
72,2018-08-04 00:38:00,0.0,SSE,3.58,14.0,,,36.068,-75.29,153.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
73,2018-08-04 01:38:00,0.0,NW,4.02,14.0,,,36.068,-75.29,320.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
74,2018-08-04 02:38:00,0.0,WNW,3.58,13.5,,,36.068,-75.29,298.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
75,2018-08-04 03:38:00,0.0,NW,4.02,13.3,,,36.068,-75.29,315.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
76,2018-08-04 04:38:00,0.0,NE,4.47,12.9,,,36.068,-75.29,37.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
77,2018-08-04 05:38:00,0.0,SSW,1.79,12.8,50.32,,36.068,-37.48,211.0,0.45,1.0,0.0,,,CFFC1,2503,-122.7086,41.0894
78,2018-08-04 06:38:00,0.0,,2.23,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
79,2018-08-04 07:38:00,0.0,WSW,0.9,13.8,,,36.068,-75.29,248.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
80,2018-08-04 08:38:00,0.0,NE,0.9,13.8,,,36.068,-75.29,53.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
81,2018-08-04 09:38:00,0.0,NNW,0.9,13.8,63.52,,36.068,0.33,339.0,0.45,2.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
82,2018-08-04 10:38:00,0.0,N,0.9,13.9,,,36.068,-75.29,3.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
83,2018-08-04 11:38:00,0.0,SSE,0.45,13.8,,,36.068,-75.29,151.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
84,2018-08-04 12:38:00,0.0,,0.45,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
85,2018-08-04 13:38:00,0.0,,0.45,13.8,71.8,,36.068,38.16,,0.0,3.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
86,2018-08-04 14:38:00,0.0,,0.45,13.7,,,36.068,-75.29,,0.0,,0.0,,,CFFC1,2503,-122.7086,41.0894
87,2018-08-04 15:38:00,0.0,,0.45,14.4,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
88,2018-08-04 16:38:00,0.0,NNE,0.9,14.0,,,36.068,-75.29,27.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
89,2018-08-04 17:38:00,0.0,S,1.34,14.4,,,36.068,-75.29,186.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
90,2018-08-04 18:38:00,0.0,W,2.23,14.3,,,36.068,-75.29,272.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
91,2018-08-04 19:38:00,0.0,SE,2.68,14.2,,,36.068,-75.29,125.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
92,2018-08-04 20:38:00,0.0,SSE,3.13,14.1,,,36.068,-75.29,151.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
93,2018-08-04 21:38:00,0.0,SE,3.58,14.1,,,36.068,-75.29,133.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
94,2018-08-04 22:38:00,0.0,ESE,3.13,14.0,,,36.068,-75.29,116.0,1.34,,0.0,,,CFFC1,2503,-122.7086,41.0894
95,2018-08-04 23:38:00,0.0,ENE,4.92,14.1,,,36.068,-75.29,61.0,1.34,,0.0,,,CFFC1,2503,-122.7086,41.0894
96,2018-08-05 00:38:00,0.0,E,4.02,14.0,,,36.068,-75.29,89.0,1.34,,0.0,,,CFFC1,2503,-122.7086,41.0894
97,2018-08-05 01:38:00,0.0,NW,2.68,14.0,,,36.068,-75.29,304.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
98,2018-08-05 02:38:00,0.0,WSW,2.23,13.9,,,36.068,-75.29,253.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
99,2018-08-05 03:38:00,0.0,W,2.23,13.5,,,36.068,-75.29,274.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
100,2018-08-05 04:38:00,0.0,W,1.79,13.0,,,36.068,-75.29,267.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
101,2018-08-05 05:38:00,0.0,W,1.79,13.8,,,36.068,-75.29,275.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
102,2018-08-05 06:38:00,0.0,WNW,2.23,13.8,,,36.068,-75.29,299.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
103,2018-08-05 07:38:00,0.0,NW,1.79,13.8,,,36.068,-75.29,322.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
104,2018-08-05 08:38:00,0.0,WNW,0.9,13.8,,,36.068,-75.29,301.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
105,2018-08-05 09:38:00,0.0,,0.45,13.8,50.32,,36.068,-37.48,,0.0,1.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
106,2018-08-05 10:38:00,0.0,,0.45,13.8,,,36.068,-75.29,,0.0,,0.0,,,CFFC1,2503,-122.7086,41.0894
107,2018-08-05 11:38:00,0.0,NNE,0.9,13.8,,,36.068,-75.29,18.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
108,2018-08-05 12:38:00,0.0,,0.45,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
109,2018-08-05 13:38:00,0.0,,0.9,13.8,90.5,,36.068,189.61,,0.0,7.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
110,2018-08-05 14:38:00,0.0,ESE,0.9,13.8,,,36.068,-75.29,104.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
111,2018-08-05 15:38:00,0.0,,0.9,14.4,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
112,2018-08-05 16:38:00,0.0,,0.9,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
113,2018-08-05 18:38:00,0.0,W,2.23,14.3,,,36.068,-75.29,270.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
114,2018-08-05 19:38:00,0.0,ESE,1.79,14.2,,,36.068,-75.29,123.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
115,2018-08-05 20:38:00,0.0,SE,1.79,14.1,,,36.068,-75.29,132.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
116,2018-08-05 21:38:00,0.0,NW,3.13,14.1,,,36.068,-75.29,310.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
117,2018-08-05 22:38:00,0.0,SE,2.23,14.1,,,36.068,-75.29,136.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
118,2018-08-05 23:38:00,0.0,S,2.23,13.9,,,36.068,-75.29,183.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
119,2018-08-06 00:38:00,0.0,WNW,0.9,14.1,,,36.068,-75.29,303.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
120,2018-08-06 01:38:00,0.0,SW,1.34,13.8,,,36.068,-75.29,223.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
121,2018-08-06 02:38:00,0.0,NNW,1.79,13.9,,,36.068,-75.29,348.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
122,2018-08-06 03:38:00,0.0,NW,2.23,13.9,,,36.068,-75.29,305.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
123,2018-08-06 04:38:00,0.0,NW,1.79,13.9,,,36.068,-75.29,319.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
124,2018-08-06 05:38:00,0.0,W,1.34,13.9,71.8,,36.068,38.16,261.0,0.45,3.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
125,2018-08-06 06:38:00,0.0,WNW,1.34,13.9,,,36.068,-75.29,300.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
126,2018-08-06 07:38:00,0.0,NE,1.34,13.9,,,36.068,-75.29,51.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
127,2018-08-06 08:38:00,0.0,NW,0.9,13.8,,,36.068,-75.29,313.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
128,2018-08-06 09:38:00,0.0,W,1.79,13.8,71.8,,36.068,38.16,261.0,0.45,3.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
129,2018-08-06 10:38:00,0.0,S,1.34,13.8,,,36.068,-75.29,180.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
130,2018-08-06 11:38:00,0.0,SE,0.9,13.8,,,36.068,-75.29,132.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
131,2018-08-06 12:38:00,0.0,S,0.9,13.8,,,36.068,-75.29,183.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
132,2018-08-06 13:38:00,0.0,,0.45,13.8,82.84,,36.068,113.86,,0.0,5.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
133,2018-08-06 14:38:00,0.0,,0.45,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
134,2018-08-06 15:38:00,0.0,,0.9,14.4,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
135,2018-08-06 16:38:00,0.0,ESE,0.9,14.0,,,36.068,-75.29,123.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
136,2018-08-06 17:38:00,0.0,SE,1.34,14.4,,,36.068,-75.29,132.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
137,2018-08-06 18:38:00,0.0,NE,1.34,14.3,,,36.068,-75.29,36.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
138,2018-08-06 19:38:00,0.0,NNE,2.23,14.2,,,36.068,-75.29,20.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
139,2018-08-06 20:38:00,0.0,NNE,2.23,14.1,,,36.068,-75.29,17.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
140,2018-08-06 21:38:00,0.0,NW,2.68,14.0,,,36.068,-75.29,319.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
141,2018-08-06 22:38:00,0.0,NW,3.13,14.0,,,36.068,-75.29,304.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
142,2018-08-06 23:38:00,0.0,N,3.13,14.0,,,36.068,-75.29,0.0,0.9,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
143,2018-08-07 00:38:00,0.0,SSE,3.58,13.9,,,36.068,-75.29,159.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
144,2018-08-07 01:38:00,0.0,SSE,3.13,14.0,,,36.068,-75.29,161.0,0.9,,0.0,,,CFFC1,2503,-122.7086,41.0894
145,2018-08-07 02:38:00,0.0,SSW,2.23,13.9,,,36.068,-75.29,201.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
146,2018-08-07 03:38:00,0.0,W,0.9,13.9,,,36.068,-75.29,272.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
147,2018-08-07 04:38:00,0.0,NW,1.34,13.9,,,36.068,-75.29,326.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
148,2018-08-07 05:38:00,0.0,,0.9,13.9,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
149,2018-08-07 06:38:00,0.0,NE,1.34,13.9,,,36.068,-75.29,36.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
150,2018-08-07 07:38:00,0.0,NW,0.9,13.8,,,36.068,-75.29,316.0,0.45,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
151,2018-08-07 08:38:00,0.0,,0.9,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
152,2018-08-07 09:38:00,0.0,E,0.45,13.8,,,36.068,-75.29,97.0,0.45,,0.0,,,CFFC1,2503,-122.7086,41.0894
153,2018-08-07 10:38:00,0.0,,0.45,13.8,131.98,,36.068,1255.33,,0.0,35.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
154,2018-08-07 11:38:00,0.0,,0.45,13.8,154.72,,36.068,2794.81,,0.0,75.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
155,2018-08-07 12:38:00,0.0,,0.45,13.8,156.36,,36.068,2949.86,,0.0,79.0,0.0,,,CFFC1,2503,-122.7086,41.0894
156,2018-08-07 13:38:00,0.0,,0.9,13.8,157.53,,36.068,3066.28,,0.0,82.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
157,2018-08-07 14:38:00,0.0,,0.45,13.8,158.67,,36.068,3182.81,,0.0,85.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
158,2018-08-07 15:38:00,0.0,,0.45,14.4,159.04,,36.068,3221.68,,0.0,86.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
159,2018-08-07 16:38:00,0.0,,0.9,13.9,155.95,,36.068,2911.08,,0.0,78.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
160,2018-08-07 17:38:00,0.0,NNW,0.9,14.3,146.28,,36.068,2099.56,330.0,0.45,57.0,0.0,,,CFFC1,2503,-122.7086,41.0894
161,2018-08-07 18:38:00,0.0,NW,1.79,14.3,142.35,,36.068,1830.29,317.0,0.45,50.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
162,2018-08-07 19:38:00,0.0,NE,1.79,14.2,136.52,,36.068,1484.97,38.0,0.45,41.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
163,2018-08-07 20:38:00,0.0,ENE,2.23,14.1,132.78,,36.068,1293.57,65.0,0.45,36.0,0.0,,,CFFC1,2503,-122.7086,41.0894
164,2018-08-07 21:38:00,0.0,S,2.23,14.0,130.31,,36.068,1178.88,173.0,0.45,33.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
165,2018-08-07 22:38:00,0.0,ENE,1.79,14.0,131.15,,36.068,1217.1,66.0,0.45,34.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
166,2018-08-07 23:38:00,0.0,ENE,1.34,14.0,129.44,,36.068,1140.67,70.0,0.45,32.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
167,2018-08-08 00:38:00,0.0,SSE,1.79,13.9,129.44,,36.068,1140.67,159.0,0.45,32.0,0.0,,,CFFC1,2503,-122.7086,41.0894
168,2018-08-08 01:38:00,0.0,,0.9,13.9,134.33,,36.068,1370.09,,0.0,38.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
169,2018-08-08 02:38:00,0.0,SSW,0.9,13.9,139.89,,36.068,1676.69,211.0,0.45,46.0,0.0,,,CFFC1,2503,-122.7086,41.0894
170,2018-08-08 03:38:00,0.0,NNW,1.79,13.9,144.09,,36.068,1945.62,348.0,0.45,53.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
171,2018-08-08 04:38:00,0.0,WNW,0.9,13.9,145.2,,36.068,2022.57,298.0,0.45,55.0,0.0,,,CFFC1,2503,-122.7086,41.0894
172,2018-08-08 05:38:00,0.0,,1.34,13.9,148.84,,36.068,2292.28,,0.0,62.0,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
173,2018-08-08 06:38:00,0.0,,0.45,13.8,,,36.068,-75.29,,0.0,,0.0,0.0,,CFFC1,2503,-122.7086,41.0894
