,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,cloud_layer_3_code_set_1,sea_level_pressure_set_1,ceiling_set_1,sea_level_pressure_set_1d,peak_wind_speed_set_1,cloud_layer_1_code_set_1,weather_condition_set_1d,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,peak_wind_direction_set_1,pressure_set_1d,pressure_tendency_set_1,metar_set_1,cloud_layer_2_code_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_three_hour_set_1,air_temp_set_1,air_temp_high_6_hour_set_1,date_time,dew_point_temperature_set_1d,visibility_set_1,dew_point_temperature_set_1,air_temp_low_24_hour_set_1,precip_accum_six_hour_set_1,metar_origin_set_1,weather_cond_code_set_1,wind_direction_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
2152,101693.2,S,,,,182.88,101695.25,,64.0,Overcast,,,,,101488.29,,METAR KCEC 071455Z AUTO 17005KT 10SM OVC006 13/12 A3003,,93.65,2.57,,13.0,,2018-08-07 14:55:00,11.99,10.0,,,,,,170.0,KCEC,56,-124.23667,41.78028
2153,101693.2,S,,,101710.0,182.88,101695.04,,64.0,Overcast,,,,,101488.29,3005.0,KCEC 071456Z AUTO 17005KT 10SM OVC006 13/12 A3003 RMK AO2 SLP171  T01330117 53005,,90.04,2.57,,13.3,,2018-08-07 14:56:00,11.68,10.0,11.7,,,1.0,,170.0,KCEC,56,-124.23667,41.78028
2154,101693.2,SE,,,,182.88,101695.25,,64.0,Overcast,,,,,101488.29,,METAR KCEC 071500Z AUTO 14005KT 10SM OVC006 13/12 A3003,,93.65,2.57,,13.0,,2018-08-07 15:00:00,11.99,10.0,,,,,,140.0,KCEC,56,-124.23667,41.78028
2155,101693.2,SSE,,,,182.88,101695.25,,64.0,Overcast,,,,,101488.29,,METAR KCEC 071505Z AUTO 15005KT 10SM OVC006 13/12 A3003,,93.65,2.57,,13.0,,2018-08-07 15:05:00,11.99,10.0,,,,,,150.0,KCEC,56,-124.23667,41.78028
2156,101693.2,SE,,,,152.4,101695.25,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071510Z AUTO 14004KT 10SM OVC005 13/12 A3003,,93.65,2.06,,13.0,,2018-08-07 15:10:00,11.99,10.0,,,,,,140.0,KCEC,56,-124.23667,41.78028
2157,101693.2,SE,,,,152.4,101695.25,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071515Z AUTO 13004KT 10SM OVC005 13/12 A3003,,93.65,2.06,,13.0,,2018-08-07 15:15:00,11.99,10.0,,,,,,130.0,KCEC,56,-124.23667,41.78028
2158,101693.2,N,,,,152.4,101695.25,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071520Z AUTO 00000KT 10SM OVC005 13/12 A3003,,93.65,0.0,,13.0,,2018-08-07 15:20:00,11.99,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2159,101693.2,N,,,,152.4,101695.25,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071525Z AUTO 00000KT 10SM OVC005 13/12 A3003,,93.65,0.0,,13.0,,2018-08-07 15:25:00,11.99,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2160,101693.2,N,,,,152.4,101694.53,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071530Z AUTO 00000KT 10SM OVC005 14/12 A3003,,87.75,0.0,,14.0,,2018-08-07 15:30:00,11.98,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2161,101693.2,N,,,,152.4,101694.53,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071535Z AUTO 36003KT 10SM OVC005 14/12 A3003,,87.75,1.54,,14.0,,2018-08-07 15:35:00,11.98,10.0,,,,,,360.0,KCEC,56,-124.23667,41.78028
2162,101693.2,N,,,,152.4,101694.53,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071540Z AUTO 00000KT 10SM OVC005 14/12 A3003,,87.75,0.0,,14.0,,2018-08-07 15:40:00,11.98,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2163,101693.2,N,,,,152.4,101694.53,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071545Z AUTO 36004KT 10SM OVC005 14/12 A3003,,87.75,2.06,,14.0,,2018-08-07 15:45:00,11.98,10.0,,,,,,360.0,KCEC,56,-124.23667,41.78028
2164,101693.2,NNE,,,,152.4,101694.53,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071550Z AUTO 02003KT 10SM OVC005 14/12 A3003,,87.75,1.54,,14.0,,2018-08-07 15:50:00,11.98,10.0,,,,,,20.0,KCEC,56,-124.23667,41.78028
2165,101693.2,NNE,,,,152.4,101694.53,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071555Z AUTO 02004KT 10SM OVC005 14/12 A3003,,87.75,2.06,,14.0,,2018-08-07 15:55:00,11.98,10.0,,,,,,20.0,KCEC,56,-124.23667,41.78028
2166,101693.2,NNE,,,101700.0,152.4,101694.6,,54.0,Overcast,,,,,101488.29,,KCEC 071556Z AUTO 02004KT 10SM OVC005 14/12 A3003 RMK AO2 SLP170  T01390122,,89.49,2.06,,13.9,,2018-08-07 15:56:00,12.18,10.0,12.2,,,1.0,,20.0,KCEC,56,-124.23667,41.78028
2167,101693.2,N,,,,152.4,101694.53,,54.0,Overcast,,,,,101488.29,,METAR KCEC 071600Z AUTO 36004KT 10SM OVC005 14/12 A3003,,87.75,2.06,,14.0,,2018-08-07 16:00:00,11.98,10.0,,,,,,360.0,KCEC,56,-124.23667,41.78028
2168,101659.34,NNE,,,,152.4,101660.67,,54.0,Overcast,,,,,101454.5,,METAR KCEC 071605Z AUTO 02004KT 10SM OVC005 14/12 A3002,,87.75,2.06,,14.0,,2018-08-07 16:05:00,11.98,10.0,,,,,,20.0,KCEC,56,-124.23667,41.78028
2169,101659.34,NNE,,,,152.4,101660.67,,54.0,Overcast,,,,,101454.5,,METAR KCEC 071610Z AUTO 03006KT 9SM OVC005 14/12 A3002,,87.75,3.09,,14.0,,2018-08-07 16:10:00,11.98,9.0,,,,,,30.0,KCEC,56,-124.23667,41.78028
2170,101659.34,NE,,,,121.92,101660.67,,44.0,Overcast,,,,,101454.5,,METAR KCEC 071615Z AUTO 04005KT 8SM OVC004 14/12 A3002,,87.75,2.57,,14.0,,2018-08-07 16:15:00,11.98,8.0,,,,,,40.0,KCEC,56,-124.23667,41.78028
2171,101659.34,NE,,,,121.92,101660.75,,44.0,Overcast,,,,,101454.5,,KCEC 071619Z AUTO 04005KT 7SM OVC004 14/12 A3002 RMK AO2  T01390122,,89.49,2.57,,13.9,,2018-08-07 16:19:00,12.18,7.0,12.2,,,1.0,,40.0,KCEC,56,-124.23667,41.78028
2172,101659.34,NE,,,,121.92,101660.67,,44.0,Overcast,,,,,101454.5,,METAR KCEC 071620Z AUTO 05005KT 7SM OVC004 14/12 A3002,,87.75,2.57,,14.0,,2018-08-07 16:20:00,11.98,7.0,,,,,,50.0,KCEC,56,-124.23667,41.78028
2173,101659.34,NE,,,,91.44,101660.67,,34.0,Overcast,,,,,101454.5,,METAR KCEC 071625Z AUTO 05005KT 8SM OVC003 14/12 A3002,,87.75,2.57,,14.0,,2018-08-07 16:25:00,11.98,8.0,,,,,,50.0,KCEC,56,-124.23667,41.78028
2174,101659.34,NE,,,,91.44,101660.67,,34.0,Overcast,,,,,101454.5,,METAR KCEC 071630Z AUTO 04004KT 9SM OVC003 14/12 A3002,,87.75,2.06,,14.0,,2018-08-07 16:30:00,11.98,9.0,,,,,,40.0,KCEC,56,-124.23667,41.78028
2175,101659.34,NE,,,,91.44,101660.67,,34.0,Overcast,,,,,101454.5,,METAR KCEC 071635Z AUTO 05003KT 10SM OVC003 14/12 A3002,,87.75,1.54,,14.0,,2018-08-07 16:35:00,11.98,10.0,,,,,,50.0,KCEC,56,-124.23667,41.78028
2176,101659.34,N,,,,91.44,101660.67,,34.0,Overcast,,,,,101454.5,,METAR KCEC 071640Z AUTO 00000KT 10SM OVC003 14/12 A3002,,87.75,0.0,,14.0,,2018-08-07 16:40:00,11.98,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2177,101659.34,N,,,,121.92,101660.67,,44.0,Overcast,,,,,101454.5,,METAR KCEC 071645Z AUTO 36005KT 10SM OVC004 14/12 A3002,,87.75,2.57,,14.0,,2018-08-07 16:45:00,11.98,10.0,,,,,,360.0,KCEC,56,-124.23667,41.78028
2178,101659.34,N,,,,121.92,101660.67,,44.0,Overcast,,,,,101454.5,,METAR KCEC 071650Z AUTO 01003KT 10SM OVC004 14/12 A3002,,87.75,1.54,,14.0,,2018-08-07 16:50:00,11.98,10.0,,,,,,10.0,KCEC,56,-124.23667,41.78028
2179,101659.34,NNE,,,,121.92,101660.67,,44.0,Overcast,,,,,101454.5,,METAR KCEC 071655Z AUTO 02003KT 10SM OVC004 14/12 A3002,,87.75,1.54,,14.0,,2018-08-07 16:55:00,11.98,10.0,,,,,,20.0,KCEC,56,-124.23667,41.78028
2180,101659.34,,,,101650.0,121.92,101660.75,,44.0,Overcast,,,,,101454.5,,KCEC 071656Z AUTO VRB03KT 10SM OVC004 14/12 A3002 RMK AO2 SLP165  T01390122,,89.49,1.54,,13.9,,2018-08-07 16:56:00,12.18,10.0,12.2,,,1.0,,,KCEC,56,-124.23667,41.78028
2181,101659.34,NNW,,,,121.92,101660.67,,44.0,Overcast,,,,,101454.5,,METAR KCEC 071700Z AUTO 34006KT 10SM OVC004 14/12 A3002,,87.75,3.09,,14.0,,2018-08-07 17:00:00,11.98,10.0,,,,,,340.0,KCEC,56,-124.23667,41.78028
2182,101659.34,N,,,,121.92,101660.67,,44.0,Overcast,,,,,101454.5,,METAR KCEC 071705Z AUTO 36004KT 10SM OVC004 14/12 A3002,,87.75,2.06,,14.0,,2018-08-07 17:05:00,11.98,10.0,,,,,,360.0,KCEC,56,-124.23667,41.78028
2183,101625.47,N,,,,121.92,101626.8,,44.0,Overcast,,,,,101420.7,,METAR KCEC 071710Z AUTO 35004KT 10SM OVC004 14/12 A3001,,87.75,2.06,,14.0,,2018-08-07 17:10:00,11.98,10.0,,,,,,350.0,KCEC,56,-124.23667,41.78028
2184,101625.47,NNE,,,,121.92,101626.8,,44.0,Overcast,,,,,101420.7,,METAR KCEC 071715Z AUTO 02003KT 10SM OVC004 14/12 A3001,,87.75,1.54,,14.0,,2018-08-07 17:15:00,11.98,10.0,,,,,,20.0,KCEC,56,-124.23667,41.78028
2185,101625.47,N,,,,152.4,101626.8,,54.0,Overcast,,,,,101420.7,,METAR KCEC 071720Z AUTO 35005KT 10SM OVC005 14/12 A3001,,87.75,2.57,,14.0,,2018-08-07 17:20:00,11.98,10.0,,,,,,350.0,KCEC,56,-124.23667,41.78028
2186,101625.47,NNW,,,,152.4,101626.52,,54.0,Overcast,,,,,101420.7,,KCEC 071722Z AUTO 34004KT 10SM OVC005 14/12 A3001 RMK AO2  T01440122,,86.65,2.06,,14.4,,2018-08-07 17:22:00,12.18,10.0,12.2,,,1.0,,340.0,KCEC,56,-124.23667,41.78028
2187,101625.47,NNW,,,,152.4,101626.8,,54.0,Overcast,,,,,101420.7,,METAR KCEC 071725Z AUTO 33004KT 10SM OVC005 14/12 A3001,,87.75,2.06,,14.0,,2018-08-07 17:25:00,11.98,10.0,,,,,,330.0,KCEC,56,-124.23667,41.78028
2188,101625.47,NNW,,,,152.4,101626.8,,54.0,Overcast,,,,,101420.7,,METAR KCEC 071730Z AUTO 34004KT 10SM OVC005 14/12 A3001,,87.75,2.06,,14.0,,2018-08-07 17:30:00,11.98,10.0,,,,,,340.0,KCEC,56,-124.23667,41.78028
2189,101625.47,NNW,,,,182.88,101626.8,,64.0,Overcast,,,,,101420.7,,METAR KCEC 071735Z AUTO 33003KT 10SM OVC006 14/12 A3001,,87.75,1.54,,14.0,,2018-08-07 17:35:00,11.98,10.0,,,,,,330.0,KCEC,56,-124.23667,41.78028
2190,101625.47,NE,,,,182.88,101626.09,,64.0,Overcast,,,,,101420.7,,METAR KCEC 071740Z AUTO 05005KT 10SM OVC006 15/13 A3001,,87.85,2.57,,15.0,,2018-08-07 17:40:00,12.98,10.0,,,,,,50.0,KCEC,56,-124.23667,41.78028
2191,101591.61,NE,,,,182.88,101592.22,,64.0,Overcast,,,,,101386.9,,METAR KCEC 071745Z AUTO 05003KT 10SM OVC006 15/12 A3000,,82.27,1.54,,15.0,,2018-08-07 17:45:00,11.98,10.0,,,,,,50.0,KCEC,56,-124.23667,41.78028
2192,101591.61,N,,,,182.88,101592.22,,64.0,Overcast,,,,,101386.9,,METAR KCEC 071750Z AUTO 00000KT 10SM OVC006 15/12 A3000,,82.27,0.0,,15.0,,2018-08-07 17:50:00,11.98,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2193,101591.61,NW,,,,182.88,101592.22,,64.0,Overcast,,,,,101386.9,,METAR KCEC 071755Z AUTO 32004KT 10SM OVC006 15/12 A3000,,82.27,2.06,,15.0,,2018-08-07 17:55:00,11.98,10.0,,,,,,320.0,KCEC,56,-124.23667,41.78028
2194,101591.61,,,,101600.0,213.36,101591.79,,74.0,Overcast,13.3,,,,101386.9,8012.0,KCEC 071756Z AUTO VRB05KT 10SM OVC007 16/12 A3000 RMK AO2 SLP160  T01560122 10156 20133 58012,,80.21,2.57,,15.6,15.6,2018-08-07 17:56:00,12.17,10.0,12.2,,,1.0,,,KCEC,56,-124.23667,41.78028
2195,101591.61,NNE,,,,213.36,101591.51,,74.0,Overcast,,,,,101386.9,,METAR KCEC 071800Z AUTO 03003KT 10SM OVC007 16/13 A3000,,82.4,1.54,,16.0,,2018-08-07 18:00:00,12.98,10.0,,,,,,30.0,KCEC,56,-124.23667,41.78028
2196,101591.61,ENE,,,,213.36,101591.51,,74.0,Overcast,,,,,101386.9,,METAR KCEC 071805Z AUTO 07003KT 10SM OVC007 16/12 A3000,,77.17,1.54,,16.0,,2018-08-07 18:05:00,11.97,10.0,,,,,,70.0,KCEC,56,-124.23667,41.78028
2197,101591.61,N,,,,274.32,101591.51,,94.0,Overcast,,,,,101386.9,,METAR KCEC 071810Z AUTO 00000KT 10SM OVC009 16/12 A3000,,77.17,0.0,,16.0,,2018-08-07 18:10:00,11.97,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2198,101591.61,NE,,,,274.32,101590.8,,94.0,Overcast,,,,,101386.9,,METAR KCEC 071815Z AUTO 05003KT 10SM OVC009 17/12 A3000,,72.42,1.54,,17.0,,2018-08-07 18:15:00,11.97,10.0,,,,,,50.0,KCEC,56,-124.23667,41.78028
2199,101591.61,ENE,,,,274.32,101591.51,,94.0,Overcast,,,,,101386.9,,METAR KCEC 071820Z AUTO 06003KT 10SM OVC009 16/12 A3000,,77.17,1.54,,16.0,,2018-08-07 18:20:00,11.97,10.0,,,,,,60.0,KCEC,56,-124.23667,41.78028
2200,101591.61,NW,,,,274.32,101590.8,,94.0,Overcast,,,,,101386.9,,METAR KCEC 071825Z AUTO 31003KT 10SM OVC009 17/13 A3000,,77.33,1.54,,17.0,,2018-08-07 18:25:00,12.97,10.0,,,,,,310.0,KCEC,56,-124.23667,41.78028
2201,101557.75,N,,,,274.32,101556.95,,94.0,Overcast,,,,,101353.11,,METAR KCEC 071830Z AUTO 00000KT 10SM OVC009 17/12 A2999,,72.42,0.0,,17.0,,2018-08-07 18:30:00,11.97,10.0,,,,,,0.0,KCEC,56,-124.23667,41.78028
2202,101557.75,NW,,,,304.8,101557.65,,104.0,Overcast,,,,,101353.11,,METAR KCEC 071835Z AUTO 32006KT 10SM OVC010 16/13 A2999,,82.4,3.09,,16.0,,2018-08-07 18:35:00,12.98,10.0,,,,,,320.0,KCEC,56,-124.23667,41.78028
2203,101557.75,NW,,,,304.8,101556.95,,104.0,Overcast,,,,,101353.11,,METAR KCEC 071840Z AUTO 31006KT 10SM OVC010 17/13 A2999 RMK AO2  T01670128,,77.33,3.09,,17.0,,2018-08-07 18:40:00,12.97,10.0,12.8,,,1.0,,310.0,KCEC,56,-124.23667,41.78028
2204,101591.61,W,,,,304.8,101591.51,,104.0,Overcast,,,,,101386.9,,METAR KCEC 071845Z AUTO 28007KT 10SM OVC010 16/12 A3000,,77.17,3.6,,16.0,,2018-08-07 18:45:00,11.97,10.0,,,,,,280.0,KCEC,56,-124.23667,41.78028
2205,101591.61,W,,,,335.28,101592.22,,114.0,Overcast,,,,,101386.9,,METAR KCEC 071850Z AUTO 28007KT 10SM OVC011 15/12 A3000,,82.27,3.6,,15.0,,2018-08-07 18:50:00,11.98,10.0,,,,,,280.0,KCEC,56,-124.23667,41.78028
2206,101591.61,WNW,,,,335.28,101591.51,,114.0,Overcast,,,,,101386.9,,METAR KCEC 071855Z AUTO 30005KT 10SM OVC011 16/12 A3000,,77.17,2.57,,16.0,,2018-08-07 18:55:00,11.97,10.0,,,,,,300.0,KCEC,56,-124.23667,41.78028
2207,101591.61,WNW,,,101580.0,335.28,101591.79,,114.0,Overcast,,,,,101386.9,,KCEC 071856Z AUTO 30005KT 10SM OVC011 16/12 A3000 RMK AO2 SLP158  T01560122,,80.21,2.57,,15.6,,2018-08-07 18:56:00,12.17,10.0,12.2,,,1.0,,300.0,KCEC,56,-124.23667,41.78028
2208,101557.75,NW,,,,335.28,101557.65,,66.0,Overcast,,,,,101353.11,,METAR KCEC 071900Z AUTO 31005KT 10SM FEW006 OVC011 16/12 A2999,114.0,77.17,2.57,,16.0,,2018-08-07 19:00:00,11.97,10.0,,,,,,310.0,KCEC,56,-124.23667,41.78028
2209,101557.75,W,,,,335.28,101557.65,,62.0,Overcast,,,,,101353.11,,METAR KCEC 071905Z AUTO 27005KT 10SM SCT006 OVC011 16/12 A2999 RMK AO2  T01560122,114.0,77.17,2.57,,16.0,,2018-08-07 19:05:00,11.97,10.0,12.2,,,1.0,,270.0,KCEC,56,-124.23667,41.78028
2210,101557.75,W,,,,182.88,101558.36,,63.0,Overcast,,,,,101353.11,,METAR KCEC 071910Z AUTO 26006KT 10SM BKN006 OVC011 15/12 A2999,114.0,82.27,3.09,,15.0,,2018-08-07 19:10:00,11.98,10.0,,,,,,260.0,KCEC,56,-124.23667,41.78028
2211,101557.75,W,,,,182.88,101558.36,,63.0,Overcast,,,,,101353.11,,KCEC 071913Z AUTO 27005KT 10SM BKN006 OVC011 15/12 A2999 RMK AO2  T01500117,114.0,80.66,2.57,,15.0,,2018-08-07 19:13:00,11.67,10.0,11.7,,,1.0,,270.0,KCEC,56,-124.23667,41.78028
2212,101557.75,WSW,,,,182.88,101558.36,,63.0,Overcast,,,,,101353.11,,METAR KCEC 071915Z AUTO 24004KT 10SM BKN006 OVC011 15/12 A2999,114.0,82.27,2.06,,15.0,,2018-08-07 19:15:00,11.98,10.0,,,,,,240.0,KCEC,56,-124.23667,41.78028
2213,101557.75,WSW,,,,182.88,101558.36,,63.0,Overcast,,,,,101353.11,,METAR KCEC 071920Z AUTO 24005KT 10SM BKN006 OVC011 15/12 A2999,114.0,82.27,2.57,,15.0,,2018-08-07 19:20:00,11.98,10.0,,,,,,240.0,KCEC,56,-124.23667,41.78028
2214,101557.75,SW,,,,182.88,101558.36,,64.0,Overcast,,,,,101353.11,,METAR KCEC 071925Z AUTO 23004KT 10SM OVC006 15/12 A2999,,82.27,2.06,,15.0,,2018-08-07 19:25:00,11.98,10.0,,,,,,230.0,KCEC,56,-124.23667,41.78028
2215,101557.75,SSW,,,,182.88,101558.36,,64.0,Overcast,,,,,101353.11,,METAR KCEC 071930Z AUTO 21004KT 10SM OVC006 15/12 A2999,,82.27,2.06,,15.0,,2018-08-07 19:30:00,11.98,10.0,,,,,,210.0,KCEC,56,-124.23667,41.78028
2216,101557.75,SW,,,,182.88,101557.65,,64.0,Overcast,,,,,101353.11,,METAR KCEC 071935Z AUTO 23005KT 10SM OVC006 16/12 A2999,,77.17,2.57,,16.0,,2018-08-07 19:35:00,11.97,10.0,,,,,,230.0,KCEC,56,-124.23667,41.78028
2217,101557.75,WSW,,,,182.88,101558.36,,64.0,Overcast,,,,,101353.11,,METAR KCEC 071940Z AUTO 24005KT 10SM OVC006 15/12 A2999,,82.27,2.57,,15.0,,2018-08-07 19:40:00,11.98,10.0,,,,,,240.0,KCEC,56,-124.23667,41.78028
2218,101557.75,WSW,,,,182.88,101558.36,,64.0,Overcast,,,,,101353.11,,METAR KCEC 071945Z AUTO 24005KT 10SM OVC006 15/12 A2999,,82.27,2.57,,15.0,,2018-08-07 19:45:00,11.98,10.0,,,,,,240.0,KCEC,56,-124.23667,41.78028
2219,101557.75,WSW,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 071950Z AUTO 24005KT 10SM OVC007 16/12 A2999,,77.17,2.57,,16.0,,2018-08-07 19:50:00,11.97,10.0,,,,,,240.0,KCEC,56,-124.23667,41.78028
2220,101557.75,SSW,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 071955Z AUTO 21004KT 10SM OVC007 16/12 A2999,,77.17,2.06,,16.0,,2018-08-07 19:55:00,11.97,10.0,,,,,,210.0,KCEC,56,-124.23667,41.78028
2221,101557.75,SSW,,,101560.0,213.36,101557.93,,74.0,Overcast,,,,,101353.11,,KCEC 071956Z AUTO 21005KT 10SM OVC007 16/12 A2999 RMK AO2 SLP156  T01560122,,80.21,2.57,,15.6,,2018-08-07 19:56:00,12.17,10.0,12.2,,,1.0,,210.0,KCEC,56,-124.23667,41.78028
2222,101557.75,SSW,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 072000Z AUTO 20006KT 10SM OVC007 16/12 A2999,,77.17,3.09,,16.0,,2018-08-07 20:00:00,11.97,10.0,,,,,,200.0,KCEC,56,-124.23667,41.78028
2223,101557.75,S,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 072005Z AUTO 18006KT 10SM OVC007 16/12 A2999,,77.17,3.09,,16.0,,2018-08-07 20:05:00,11.97,10.0,,,,,,180.0,KCEC,56,-124.23667,41.78028
2224,101557.75,S,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 072010Z AUTO 19005KT 10SM OVC007 16/12 A2999,,77.17,2.57,,16.0,,2018-08-07 20:10:00,11.97,10.0,,,,,,190.0,KCEC,56,-124.23667,41.78028
2225,101557.75,SSW,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 072015Z AUTO 21005KT 10SM OVC007 16/12 A2999,,77.17,2.57,,16.0,,2018-08-07 20:15:00,11.97,10.0,,,,,,210.0,KCEC,56,-124.23667,41.78028
2226,101557.75,SSW,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 072020Z AUTO 20006KT 10SM OVC007 16/12 A2999,,77.17,3.09,,16.0,,2018-08-07 20:20:00,11.97,10.0,,,,,,200.0,KCEC,56,-124.23667,41.78028
2227,101557.75,SW,,,,243.84,101557.65,,84.0,Overcast,,,,,101353.11,,METAR KCEC 072025Z AUTO 22008KT 10SM OVC008 16/12 A2999,,77.17,4.12,,16.0,,2018-08-07 20:25:00,11.97,10.0,,,,,,220.0,KCEC,56,-124.23667,41.78028
2228,101557.75,SSW,,,,243.84,101557.65,,84.0,Overcast,,,,,101353.11,,METAR KCEC 072030Z AUTO 20007KT 10SM OVC008 16/12 A2999,,77.17,3.6,,16.0,,2018-08-07 20:30:00,11.97,10.0,,,,,,200.0,KCEC,56,-124.23667,41.78028
2229,101557.75,SSW,,,,243.84,101557.65,,84.0,Overcast,,,,,101353.11,,METAR KCEC 072035Z AUTO 21008KT 10SM OVC008 16/12 A2999,,77.17,4.12,,16.0,,2018-08-07 20:35:00,11.97,10.0,,,,,,210.0,KCEC,56,-124.23667,41.78028
2230,101557.75,SSW,,,,274.32,101557.65,,94.0,Overcast,,,,,101353.11,,METAR KCEC 072040Z AUTO 20007KT 10SM OVC009 16/12 A2999,,77.17,3.6,,16.0,,2018-08-07 20:40:00,11.97,10.0,,,,,,200.0,KCEC,56,-124.23667,41.78028
2231,101557.75,SSW,,,,274.32,101557.65,,94.0,Overcast,,,,,101353.11,,METAR KCEC 072045Z AUTO 21007KT 10SM OVC009 16/12 A2999,,77.17,3.6,,16.0,,2018-08-07 20:45:00,11.97,10.0,,,,,,210.0,KCEC,56,-124.23667,41.78028
2232,101557.75,S,,,,274.32,101557.65,,94.0,Overcast,,,,,101353.11,,METAR KCEC 072050Z AUTO 19007KT 10SM OVC009 16/12 A2999,,77.17,3.6,,16.0,,2018-08-07 20:50:00,11.97,10.0,,,,,,190.0,KCEC,56,-124.23667,41.78028
2233,101557.75,SW,,,,274.32,101557.65,,94.0,Overcast,,,,,101353.11,,METAR KCEC 072055Z AUTO 22007KT 10SM OVC009 16/12 A2999,,77.17,3.6,,16.0,,2018-08-07 20:55:00,11.97,10.0,,,,,,220.0,KCEC,56,-124.23667,41.78028
2234,101557.75,SW,,,101550.0,274.32,101557.93,,94.0,Overcast,,,,,101353.11,6004.0,KCEC 072056Z AUTO 22007KT 10SM OVC009 16/12 A2999 RMK AO2 CIG  006V011 SLP155 T01560122 56004,,80.21,3.6,,15.6,,2018-08-07 20:56:00,12.17,10.0,12.2,,,1.0,,220.0,KCEC,56,-124.23667,41.78028
2235,101557.75,SSW,,,,274.32,101557.65,,94.0,Overcast,,,,,101353.11,,METAR KCEC 072100Z AUTO 21007KT 10SM OVC009 16/12 A2999,,77.17,3.6,,16.0,,2018-08-07 21:00:00,11.97,10.0,,,,,,210.0,KCEC,56,-124.23667,41.78028
2236,101557.75,SW,,,,274.32,101557.65,,94.0,Overcast,,,,,101353.11,,METAR KCEC 072105Z AUTO 22006KT 10SM OVC009 16/12 A2999,,77.17,3.09,,16.0,,2018-08-07 21:05:00,11.97,10.0,,,,,,220.0,KCEC,56,-124.23667,41.78028
2237,101557.75,WSW,,,,213.36,101557.65,,74.0,Overcast,,,,,101353.11,,METAR KCEC 072110Z AUTO 25006KT 10SM OVC007 16/12 A2999,,77.17,3.09,,16.0,,2018-08-07 21:10:00,11.97,10.0,,,,,,250.0,KCEC,56,-124.23667,41.78028
2238,101557.75,WSW,,,,213.36,101558.36,,74.0,Overcast,,,,,101353.11,,METAR KCEC 072115Z AUTO 24006KT 10SM OVC007 15/12 A2999,,82.27,3.09,,15.0,,2018-08-07 21:15:00,11.98,10.0,,,,,,240.0,KCEC,56,-124.23667,41.78028
2239,101557.75,SW,,,,182.88,101558.36,,64.0,Overcast,,,,,101353.11,,METAR KCEC 072120Z AUTO 23006KT 10SM OVC006 15/12 A2999,,82.27,3.09,,15.0,,2018-08-07 21:20:00,11.98,10.0,,,,,,230.0,KCEC,56,-124.23667,41.78028
2240,101557.75,WSW,,,,182.88,101557.65,,64.0,Overcast,,,,,101353.11,,METAR KCEC 072125Z AUTO 25004KT 10SM OVC006 16/12 A2999,,77.17,2.06,,16.0,,2018-08-07 21:25:00,11.97,10.0,,,,,,250.0,KCEC,56,-124.23667,41.78028
2241,101557.75,W,,,,182.88,101557.65,,64.0,Overcast,,,,,101353.11,,METAR KCEC 072130Z AUTO 26005KT 10SM OVC006 16/12 A2999,,77.17,2.57,,16.0,,2018-08-07 21:30:00,11.97,10.0,,,,,,260.0,KCEC,56,-124.23667,41.78028
2242,101557.75,W,,,,182.88,101557.65,,64.0,Overcast,,,,,101353.11,,METAR KCEC 072135Z AUTO 27006KT 10SM OVC006 16/12 A2999,,77.17,3.09,,16.0,,2018-08-07 21:35:00,11.97,10.0,,,,,,270.0,KCEC,56,-124.23667,41.78028
