,date_time,T_water_temp_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,12.11,35.72,BSFC1,374,-122.20000,40.41667
1,2018-08-01 01:00:00,12.17,35.78,BSFC1,374,-122.20000,40.41667
2,2018-08-01 02:00:00,12.11,33.72,BSFC1,374,-122.20000,40.41667
3,2018-08-01 03:00:00,11.94,29.89,BSFC1,374,-122.20000,40.41667
4,2018-08-01 04:00:00,11.72,27.0,BSFC1,374,-122.20000,40.41667
5,2018-08-01 05:00:00,11.56,25.11,BSFC1,374,-122.20000,40.41667
6,2018-08-01 06:00:00,11.33,23.44,BSFC1,374,-122.20000,40.41667
7,2018-08-01 07:00:00,11.11,22.39,BSFC1,374,-122.20000,40.41667
8,2018-08-01 08:00:00,11.0,21.5,BSFC1,374,-122.20000,40.41667
9,2018-08-01 09:00:00,10.83,20.89,BSFC1,374,-122.20000,40.41667
10,2018-08-01 10:00:00,10.78,20.61,BSFC1,374,-122.20000,40.41667
11,2018-08-01 11:00:00,10.72,19.89,BSFC1,374,-122.20000,40.41667
12,2018-08-01 12:00:00,10.72,18.78,BSFC1,374,-122.20000,40.41667
13,2018-08-01 13:00:00,10.67,18.44,BSFC1,374,-122.20000,40.41667
14,2018-08-01 14:00:00,10.67,18.39,BSFC1,374,-122.20000,40.41667
15,2018-08-01 15:00:00,10.67,20.44,BSFC1,374,-122.20000,40.41667
16,2018-08-01 16:00:00,10.78,23.33,BSFC1,374,-122.20000,40.41667
17,2018-08-01 17:00:00,10.89,25.83,BSFC1,374,-122.20000,40.41667
18,2018-08-01 18:00:00,11.17,28.5,BSFC1,374,-122.20000,40.41667
19,2018-08-01 19:00:00,11.56,30.61,BSFC1,374,-122.20000,40.41667
20,2018-08-01 20:00:00,12.06,32.83,BSFC1,374,-122.20000,40.41667
21,2018-08-01 21:00:00,12.5,34.61,BSFC1,374,-122.20000,40.41667
22,2018-08-01 22:00:00,12.89,35.39,BSFC1,374,-122.20000,40.41667
23,2018-08-01 23:00:00,13.22,35.33,BSFC1,374,-122.20000,40.41667
24,2018-08-02 00:00:00,13.33,34.83,BSFC1,374,-122.20000,40.41667
25,2018-08-02 01:00:00,13.39,34.67,BSFC1,374,-122.20000,40.41667
26,2018-08-02 02:00:00,13.33,33.11,BSFC1,374,-122.20000,40.41667
27,2018-08-02 03:00:00,13.22,29.44,BSFC1,374,-122.20000,40.41667
28,2018-08-02 04:00:00,13.0,27.39,BSFC1,374,-122.20000,40.41667
29,2018-08-02 05:00:00,12.78,25.72,BSFC1,374,-122.20000,40.41667
30,2018-08-02 06:00:00,12.56,24.61,BSFC1,374,-122.20000,40.41667
31,2018-08-02 07:00:00,12.33,23.61,BSFC1,374,-122.20000,40.41667
32,2018-08-02 08:00:00,12.11,21.72,BSFC1,374,-122.20000,40.41667
33,2018-08-02 09:00:00,11.94,20.61,BSFC1,374,-122.20000,40.41667
34,2018-08-02 10:00:00,11.89,19.61,BSFC1,374,-122.20000,40.41667
35,2018-08-02 11:00:00,11.78,18.83,BSFC1,374,-122.20000,40.41667
36,2018-08-02 12:00:00,11.78,18.22,BSFC1,374,-122.20000,40.41667
37,2018-08-02 13:00:00,11.78,17.33,BSFC1,374,-122.20000,40.41667
38,2018-08-02 14:00:00,11.78,17.11,BSFC1,374,-122.20000,40.41667
39,2018-08-02 15:00:00,11.78,19.0,BSFC1,374,-122.20000,40.41667
40,2018-08-02 16:00:00,11.89,22.61,BSFC1,374,-122.20000,40.41667
41,2018-08-02 17:00:00,12.06,25.61,BSFC1,374,-122.20000,40.41667
42,2018-08-02 18:00:00,12.33,27.72,BSFC1,374,-122.20000,40.41667
43,2018-08-02 19:00:00,12.61,30.61,BSFC1,374,-122.20000,40.41667
44,2018-08-02 20:00:00,12.94,32.94,BSFC1,374,-122.20000,40.41667
45,2018-08-02 21:00:00,13.22,34.17,BSFC1,374,-122.20000,40.41667
46,2018-08-02 22:00:00,13.5,35.33,BSFC1,374,-122.20000,40.41667
47,2018-08-02 23:00:00,13.72,35.61,BSFC1,374,-122.20000,40.41667
48,2018-08-03 00:00:00,13.78,34.67,BSFC1,374,-122.20000,40.41667
49,2018-08-03 01:00:00,13.78,34.5,BSFC1,374,-122.20000,40.41667
50,2018-08-03 02:00:00,13.67,32.56,BSFC1,374,-122.20000,40.41667
51,2018-08-03 03:00:00,13.44,29.56,BSFC1,374,-122.20000,40.41667
