,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:09:00,S,3.49,8.38,27.09,184.0,29.0,1.52,28.06,SANNV,6268,-119.92671,39.19482
1,2018-08-01 00:19:00,S,3.31,8.54,26.86,188.0,30.0,1.61,27.67,SANNV,6268,-119.92671,39.19482
2,2018-08-01 00:29:00,S,3.09,8.38,27.09,179.0,29.0,1.38,28.06,SANNV,6268,-119.92671,39.19482
3,2018-08-01 00:39:00,S,3.22,6.22,26.93,172.0,25.0,1.3,28.06,SANNV,6268,-119.92671,39.19482
4,2018-08-01 00:49:00,S,3.89,6.5,26.74,188.0,26.0,1.61,27.72,SANNV,6268,-119.92671,39.19482
5,2018-08-01 00:59:00,S,3.49,7.33,26.62,189.0,28.0,1.61,27.44,SANNV,6268,-119.92671,39.19482
6,2018-08-01 01:10:00,S,3.62,8.1,26.53,176.0,30.0,1.3,27.17,SANNV,6268,-119.92671,39.19482
7,2018-08-01 01:20:00,S,3.4,8.71,26.35,185.0,32.0,1.52,26.78,SANNV,6268,-119.92671,39.19482
8,2018-08-01 01:30:00,S,2.68,8.62,26.23,176.0,32.0,1.12,26.67,SANNV,6268,-119.92671,39.19482
9,2018-08-01 01:40:00,SSE,3.31,8.27,,168.0,32.0,1.12,26.28,SANNV,6268,-119.92671,39.19482
10,2018-08-01 01:50:00,SSE,2.91,9.29,,162.0,35.0,0.9,25.94,SANNV,6268,-119.92671,39.19482
11,2018-08-01 02:00:00,S,2.28,9.67,,185.0,37.0,0.98,25.44,SANNV,6268,-119.92671,39.19482
12,2018-08-01 02:10:00,S,2.28,9.67,,178.0,37.0,0.72,25.44,SANNV,6268,-119.92671,39.19482
13,2018-08-01 02:20:00,SSE,2.01,6.59,,147.0,30.0,0.49,25.44,SANNV,6268,-119.92671,39.19482
14,2018-08-01 02:30:00,SE,3.71,3.6,,130.0,24.0,1.12,25.67,SANNV,6268,-119.92671,39.19482
15,2018-08-01 02:40:00,S,3.71,7.79,,182.0,33.0,1.3,25.22,SANNV,6268,-119.92671,39.19482
16,2018-08-01 02:50:00,SSE,2.41,7.54,,161.0,33.0,0.49,24.94,SANNV,6268,-119.92671,39.19482
17,2018-08-01 03:00:00,SSE,2.68,5.57,,157.0,29.0,0.49,24.83,SANNV,6268,-119.92671,39.19482
18,2018-08-01 03:10:00,SE,1.38,3.87,,143.0,26.0,0.18,24.67,SANNV,6268,-119.92671,39.19482
19,2018-08-01 03:20:00,ESE,1.52,2.98,,119.0,25.0,0.49,24.28,SANNV,6268,-119.92671,39.19482
20,2018-08-01 03:30:00,ESE,1.52,2.41,,106.0,24.0,0.49,24.28,SANNV,6268,-119.92671,39.19482
21,2018-08-01 03:41:00,ESE,1.7,2.32,,103.0,24.0,0.58,24.17,SANNV,6268,-119.92671,39.19482
22,2018-08-01 03:51:00,E,1.7,2.8,,92.0,25.0,0.58,24.06,SANNV,6268,-119.92671,39.19482
23,2018-08-01 04:01:00,E,1.92,3.45,,86.0,27.0,0.72,23.56,SANNV,6268,-119.92671,39.19482
24,2018-08-01 04:11:00,E,1.52,3.54,,95.0,27.0,0.72,23.67,SANNV,6268,-119.92671,39.19482
25,2018-08-01 04:21:00,E,1.7,3.96,,88.0,28.0,0.72,23.56,SANNV,6268,-119.92671,39.19482
26,2018-08-01 04:31:00,ENE,0.98,4.12,,75.0,29.0,0.18,23.17,SANNV,6268,-119.92671,39.19482
27,2018-08-01 04:41:00,,0.49,3.83,,,29.0,0.0,22.83,SANNV,6268,-119.92671,39.19482
28,2018-08-01 04:51:00,,0.09,4.21,,,30.0,0.0,22.72,SANNV,6268,-119.92671,39.19482
29,2018-08-01 05:01:00,,0.9,4.07,,,30.0,0.0,22.56,SANNV,6268,-119.92671,39.19482
30,2018-08-01 05:11:00,ENE,0.9,4.3,,62.0,31.0,0.09,22.28,SANNV,6268,-119.92671,39.19482
31,2018-08-01 05:21:00,ENE,1.12,4.1,,64.0,31.0,0.09,22.06,SANNV,6268,-119.92671,39.19482
32,2018-08-01 05:31:00,ENE,1.3,3.91,,66.0,32.0,0.4,21.33,SANNV,6268,-119.92671,39.19482
33,2018-08-01 05:41:00,ENE,1.12,4.01,,68.0,32.0,0.31,21.44,SANNV,6268,-119.92671,39.19482
34,2018-08-01 05:51:00,ENE,1.52,3.76,,64.0,31.0,0.4,21.67,SANNV,6268,-119.92671,39.19482
35,2018-08-01 06:01:00,ENE,0.9,3.91,,73.0,33.0,0.18,20.83,SANNV,6268,-119.92671,39.19482
36,2018-08-01 06:12:00,ENE,1.12,4.01,,64.0,33.0,0.31,20.94,SANNV,6268,-119.92671,39.19482
37,2018-08-01 06:22:00,ENE,0.9,3.81,,75.0,33.0,0.18,20.72,SANNV,6268,-119.92671,39.19482
38,2018-08-01 06:32:00,ENE,0.72,3.91,,75.0,33.0,0.09,20.83,SANNV,6268,-119.92671,39.19482
39,2018-08-01 06:42:00,,0.72,3.91,,,33.0,0.0,20.83,SANNV,6268,-119.92671,39.19482
40,2018-08-01 06:52:00,,0.8,4.01,,,33.0,0.0,20.94,SANNV,6268,-119.92671,39.19482
41,2018-08-01 07:02:00,,0.58,3.67,,,33.0,0.0,20.56,SANNV,6268,-119.92671,39.19482
42,2018-08-01 07:12:00,,0.09,3.89,,,34.0,0.0,20.33,SANNV,6268,-119.92671,39.19482
43,2018-08-01 07:22:00,,0.72,3.77,,,33.0,0.0,20.67,SANNV,6268,-119.92671,39.19482
44,2018-08-01 07:30:00,,0.72,3.75,,,34.0,0.0,20.17,SANNV,6268,-119.92671,39.19482
45,2018-08-01 07:40:00,,0.49,3.75,,,34.0,0.0,20.17,SANNV,6268,-119.92671,39.19482
46,2018-08-01 07:51:00,,0.72,3.79,,,34.0,0.0,20.22,SANNV,6268,-119.92671,39.19482
47,2018-08-01 08:01:00,,0.4,3.79,,,34.0,0.0,20.22,SANNV,6268,-119.92671,39.19482
48,2018-08-01 08:11:00,,0.72,4.21,,,35.0,0.0,20.22,SANNV,6268,-119.92671,39.19482
49,2018-08-01 08:21:00,ENE,0.98,3.96,,66.0,35.0,0.4,19.94,SANNV,6268,-119.92671,39.19482
50,2018-08-01 08:31:00,ENE,0.58,4.26,,64.0,36.0,0.09,19.83,SANNV,6268,-119.92671,39.19482
51,2018-08-01 08:41:00,,0.8,4.47,,,36.0,0.0,20.06,SANNV,6268,-119.92671,39.19482
52,2018-08-01 08:51:00,ENE,0.8,4.61,,61.0,37.0,0.09,19.78,SANNV,6268,-119.92671,39.19482
53,2018-08-01 09:01:00,,0.49,4.61,,,37.0,0.0,19.78,SANNV,6268,-119.92671,39.19482
54,2018-08-01 09:11:00,ENE,0.9,4.65,,65.0,37.0,0.18,19.83,SANNV,6268,-119.92671,39.19482
55,2018-08-01 09:21:00,ENE,0.8,5.43,,59.0,40.0,0.09,19.44,SANNV,6268,-119.92671,39.19482
56,2018-08-01 09:31:00,ENE,0.9,5.41,,65.0,39.0,0.31,19.83,SANNV,6268,-119.92671,39.19482
57,2018-08-01 09:41:00,ENE,1.12,8.09,,69.0,47.0,0.49,19.78,SANNV,6268,-119.92671,39.19482
58,2018-08-01 09:51:00,ENE,1.3,7.04,,64.0,45.0,0.31,19.33,SANNV,6268,-119.92671,39.19482
59,2018-08-01 10:01:00,ENE,1.3,7.68,,65.0,47.0,0.4,19.33,SANNV,6268,-119.92671,39.19482
60,2018-08-01 10:11:00,ENE,1.3,8.14,,64.0,49.0,0.49,19.17,SANNV,6268,-119.92671,39.19482
61,2018-08-01 10:22:00,ENE,1.12,8.92,,66.0,52.0,0.31,19.06,SANNV,6268,-119.92671,39.19482
62,2018-08-01 10:32:00,ENE,1.38,9.21,,68.0,53.0,0.8,19.06,SANNV,6268,-119.92671,39.19482
63,2018-08-01 10:42:00,ENE,1.7,9.09,,75.0,53.0,1.12,18.94,SANNV,6268,-119.92671,39.19482
64,2018-08-01 10:52:00,ENE,1.52,7.0,,69.0,46.0,0.9,18.94,SANNV,6268,-119.92671,39.19482
65,2018-08-01 11:02:00,ENE,1.21,8.04,,68.0,49.0,0.58,19.06,SANNV,6268,-119.92671,39.19482
66,2018-08-01 11:12:00,ENE,1.3,7.0,,64.0,46.0,0.49,18.94,SANNV,6268,-119.92671,39.19482
67,2018-08-01 11:22:00,ENE,1.12,7.17,,64.0,47.0,0.4,18.78,SANNV,6268,-119.92671,39.19482
68,2018-08-01 11:32:00,ENE,0.9,6.76,,61.0,47.0,0.09,18.33,SANNV,6268,-119.92671,39.19482
69,2018-08-01 11:42:00,ENE,0.9,6.96,,61.0,48.0,0.09,18.22,SANNV,6268,-119.92671,39.19482
70,2018-08-01 11:52:00,ENE,0.8,7.42,,76.0,50.0,0.09,18.06,SANNV,6268,-119.92671,39.19482
71,2018-08-01 12:02:00,ENE,0.9,7.12,,64.0,49.0,0.09,18.06,SANNV,6268,-119.92671,39.19482
72,2018-08-01 12:12:00,ENE,0.9,6.92,,58.0,48.0,0.09,18.17,SANNV,6268,-119.92671,39.19482
73,2018-08-01 12:22:00,ENE,0.98,8.1,,75.0,52.0,0.4,18.17,SANNV,6268,-119.92671,39.19482
74,2018-08-01 12:32:00,NE,0.9,7.01,,56.0,49.0,0.09,17.94,SANNV,6268,-119.92671,39.19482
75,2018-08-01 12:42:00,ENE,1.52,7.67,,68.0,50.0,0.31,18.33,SANNV,6268,-119.92671,39.19482
76,2018-08-01 12:53:00,ENE,0.98,6.71,,65.0,48.0,0.18,17.94,SANNV,6268,-119.92671,39.19482
77,2018-08-01 13:03:00,ENE,1.3,5.55,,61.0,44.0,0.31,18.06,SANNV,6268,-119.92671,39.19482
