,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,snow_depth_set_1,snow_accume_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 15:00:00,8.89,35.0,0.0,0.0,0.0,15.56,COOPPRAC1,4850,-120.47,39.81
1,2018-08-02 15:00:00,5.56,33.89,0.0,0.0,0.0,13.89,COOPPRAC1,4850,-120.47,39.81
2,2018-08-03 15:00:00,6.11,32.22,0.0,0.0,0.0,12.22,COOPPRAC1,4850,-120.47,39.81
3,2018-08-04 15:00:00,6.11,30.0,0.0,0.0,0.0,17.22,COOPPRAC1,4850,-120.47,39.81
4,2018-08-05 15:00:00,,,0.0,0.0,0.0,,COOPPRAC1,4850,-120.47,39.81
5,2018-08-06 15:00:00,3.89,29.44,0.0,0.0,0.0,8.89,COOPPRAC1,4850,-120.47,39.81
6,2018-08-07 15:00:00,6.67,32.78,0.0,0.0,0.0,11.67,COOPPRAC1,4850,-120.47,39.81
7,2018-08-08 15:00:00,7.78,35.56,0.0,0.0,0.0,21.11,COOPPRAC1,4850,-120.47,39.81
8,2018-08-09 15:00:00,7.22,34.44,0.0,0.0,0.0,11.67,COOPPRAC1,4850,-120.47,39.81
9,2018-08-15 15:00:00,10.56,32.78,0.0,0.0,0.0,16.11,COOPPRAC1,4850,-120.47,39.81
10,2018-08-16 15:00:00,8.33,32.22,0.0,0.0,0.0,19.44,COOPPRAC1,4850,-120.47,39.81
11,2018-08-17 15:00:00,8.33,31.11,0.0,0.0,0.0,30.0,COOPPRAC1,4850,-120.47,39.81
12,2018-08-18 15:00:00,6.67,31.11,0.0,0.0,0.0,18.33,COOPPRAC1,4850,-120.47,39.81
13,2018-08-19 15:00:00,4.44,32.78,0.0,0.0,0.0,20.56,COOPPRAC1,4850,-120.47,39.81
