,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,snow_depth_set_1,snow_accume_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-02 13:00:00,7.22,31.11,0.0,0.0,0.0,7.78,COOPMINC1,4875,-121.61,40.35
1,2018-08-03 13:00:00,6.67,28.89,0.0,0.0,0.0,7.22,COOPMINC1,4875,-121.61,40.35
2,2018-08-04 13:00:00,5.0,27.22,0.0,0.0,0.0,5.56,COOPMINC1,4875,-121.61,40.35
3,2018-08-05 13:00:00,5.0,25.56,0.0,0.0,0.0,6.67,COOPMINC1,4875,-121.61,40.35
4,2018-08-06 14:03:00,3.89,24.44,0.0,0.0,0.0,6.11,COOPMINC1,4875,-121.61,40.35
5,2018-08-07 14:14:00,5.0,28.89,0.0,0.0,0.0,8.89,COOPMINC1,4875,-121.61,40.35
6,2018-08-08 14:02:00,7.78,32.22,0.0,0.0,0.0,9.44,COOPMINC1,4875,-121.61,40.35
7,2018-08-09 14:10:00,6.11,30.56,0.0,0.0,0.0,7.78,COOPMINC1,4875,-121.61,40.35
8,2018-08-10 13:00:00,6.67,31.67,0.0,0.0,0.0,7.78,COOPMINC1,4875,-121.61,40.35
9,2018-08-11 13:00:00,7.22,31.11,0.0,0.0,0.0,9.44,COOPMINC1,4875,-121.61,40.35
10,2018-08-12 13:00:00,7.22,31.11,0.0,0.0,0.0,7.78,COOPMINC1,4875,-121.61,40.35
11,2018-08-16 14:00:00,5.56,31.11,0.0,0.0,0.0,8.33,COOPMINC1,4875,-121.61,40.35
12,2018-08-17 14:00:00,6.11,30.56,0.0,0.0,0.0,12.78,COOPMINC1,4875,-121.61,40.35
