,date_time,air_temp_low_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,air_temp_high_24_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 23:00:00,8.89,0.0,31.67,32.22,COOPMTHC1,4250,-122.04,41.78
1,2018-08-02 23:00:00,8.33,0.0,30.56,31.67,COOPMTHC1,4250,-122.04,41.78
2,2018-08-03 23:00:00,5.56,0.0,28.33,30.56,COOPMTHC1,4250,-122.04,41.78
3,2018-08-06 23:00:00,5.0,0.0,29.44,30.56,COOPMTHC1,4250,-122.04,41.78
4,2018-08-07 23:00:00,8.33,0.0,33.33,34.44,COOPMTHC1,4250,-122.04,41.78
5,2018-08-08 23:00:00,10.0,0.0,36.11,36.11,COOPMTHC1,4250,-122.04,41.78
6,2018-08-09 23:00:00,11.11,0.0,35.56,36.11,COOPMTHC1,4250,-122.04,41.78
7,2018-08-10 23:00:00,11.11,0.0,33.33,36.11,COOPMTHC1,4250,-122.04,41.78
8,2018-08-13 23:00:00,5.56,0.0,31.67,34.44,COOPMTHC1,4250,-122.04,41.78
9,2018-08-14 23:00:00,7.78,0.0,32.22,33.33,COOPMTHC1,4250,-122.04,41.78
