,date_time,air_temp_low_24_hour_set_1,precip_accum_24_hour_set_1,air_temp_set_1,air_temp_high_24_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 15:00:00,11.67,0.0,16.11,33.33,COOPMCLC1,3280,-122.14,41.25
1,2018-08-02 15:00:00,10.56,0.0,11.67,33.89,COOPMCLC1,3280,-122.14,41.25
2,2018-08-03 15:00:00,8.33,0.0,14.44,32.22,COOPMCLC1,3280,-122.14,41.25
3,2018-08-06 15:00:00,8.33,0.0,22.22,32.22,COOPMCLC1,3280,-122.14,41.25
4,2018-08-07 15:00:00,10.56,0.0,11.11,33.33,COOPMCLC1,3280,-122.14,41.25
5,2018-08-08 15:00:00,10.56,0.0,12.22,36.11,COOPMCLC1,3280,-122.14,41.25
6,2018-08-09 15:00:00,10.56,0.0,13.33,33.89,COOPMCLC1,3280,-122.14,41.25
7,2018-08-10 15:00:00,11.67,0.0,12.78,35.0,COOPMCLC1,3280,-122.14,41.25
8,2018-08-13 15:00:00,5.0,0.0,13.89,33.33,COOPMCLC1,3280,-122.14,41.25
9,2018-08-14 15:00:00,7.22,0.0,8.89,32.22,COOPMCLC1,3280,-122.14,41.25
10,2018-08-15 15:00:00,8.89,4.318,11.11,33.33,COOPMCLC1,3280,-122.14,41.25
