,date_time,altimeter_set_1,wind_gust_set_1,pressure_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,relative_humidity_set_1,wind_speed_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
29,2018-08-02 05:00:00,101727.07,1.76,89387.58,4.54,,28.0,0.0,101012.73,24.22,TAYC1,3533,-120.83583,40.07917
30,2018-08-02 06:00:00,101794.79,1.22,89447.08,4.4,,33.0,0.0,101197.39,21.39,TAYC1,3533,-120.83583,40.07917
31,2018-08-02 07:00:00,101794.79,1.58,89447.08,4.74,,39.0,0.0,101294.98,19.08,TAYC1,3533,-120.83583,40.07917
32,2018-08-02 08:00:00,101828.66,1.03,89476.84,4.84,,45.0,0.0,101421.03,16.93,TAYC1,3533,-120.83583,40.07917
33,2018-08-02 09:00:00,101862.52,1.3,89506.6,6.04,,57.0,0.0,101559.53,14.53,TAYC1,3533,-120.83583,40.07917
34,2018-08-02 10:00:00,101862.52,0.8,89506.6,6.16,,66.0,0.0,101654.56,12.39,TAYC1,3533,-120.83583,40.07917
35,2018-08-02 11:00:00,101896.38,0.46,89536.35,6.4,,72.0,0.0,101736.44,11.32,TAYC1,3533,-120.83583,40.07917
36,2018-08-02 12:00:00,101862.52,0.15,89506.6,5.5,,71.0,0.0,101735.7,10.59,TAYC1,3533,-120.83583,40.07917
37,2018-08-02 13:00:00,101862.52,0.29,89506.6,4.86,,71.0,0.0,101765.74,9.93,TAYC1,3533,-120.83583,40.07917
38,2018-08-02 14:00:00,101896.38,0.58,89536.35,5.44,,80.0,0.0,101854.03,8.74,TAYC1,3533,-120.83583,40.07917
39,2018-08-02 15:00:00,101930.25,0.12,89566.11,5.14,,81.0,0.0,101910.95,8.24,TAYC1,3533,-120.83583,40.07917
40,2018-08-02 16:00:00,101964.11,0.49,89595.86,4.92,,78.0,0.0,101929.12,8.58,TAYC1,3533,-120.83583,40.07917
41,2018-08-02 17:00:00,101964.11,1.08,89595.86,6.99,,74.0,0.0,101795.45,11.51,TAYC1,3533,-120.83583,40.07917
42,2018-08-02 18:00:00,101930.25,1.01,89566.11,5.13,,50.0,0.0,101580.54,15.59,TAYC1,3533,-120.83583,40.07917
43,2018-08-02 19:00:00,101896.38,1.56,89536.35,4.94,,41.0,0.0,101420.43,18.51,TAYC1,3533,-120.83583,40.07917
44,2018-08-02 20:00:00,101862.52,1.63,89506.6,5.1,,35.0,0.0,101271.83,21.22,TAYC1,3533,-120.83583,40.07917
45,2018-08-02 21:00:00,101794.79,1.94,89447.08,5.16,,28.0,0.0,101050.45,24.94,TAYC1,3533,-120.83583,40.07917
46,2018-08-02 22:00:00,101727.07,2.36,89387.58,6.32,27.01,25.0,0.0,100852.75,28.17,TAYC1,3533,-120.83583,40.07917
47,2018-08-02 23:00:00,101625.47,3.71,89298.3,5.33,29.63,19.0,0.0,100614.14,31.67,TAYC1,3533,-120.83583,40.07917
48,2018-08-03 00:00:00,101625.47,5.8,89298.3,0.18,30.68,12.0,0.0,100554.3,33.22,TAYC1,3533,-120.83583,40.07917
49,2018-08-03 01:00:00,101591.61,5.21,89268.55,-1.08,30.45,11.0,0.0,100525.07,33.11,TAYC1,3533,-120.83583,40.07917
50,2018-08-03 02:00:00,101591.61,4.37,89268.55,1.14,29.59,14.0,0.0,100576.49,31.78,TAYC1,3533,-120.83583,40.07917
51,2018-08-03 03:00:00,101557.75,5.01,89238.79,0.11,28.53,14.0,0.0,100592.98,30.5,TAYC1,3533,-120.83583,40.07917
52,2018-08-03 04:00:00,101591.61,3.98,89268.55,2.26,27.33,18.0,0.0,100689.98,28.89,TAYC1,3533,-120.83583,40.07917
53,2018-08-03 05:00:00,101659.34,1.62,89328.06,4.4,,26.0,0.0,100902.16,25.28,TAYC1,3533,-120.83583,40.07917
54,2018-08-03 06:00:00,101727.07,1.7,89387.58,5.66,,37.0,0.0,101148.48,20.95,TAYC1,3533,-120.83583,40.07917
55,2018-08-03 07:00:00,101760.93,1.93,89417.33,5.73,,44.0,0.0,101296.28,18.26,TAYC1,3533,-120.83583,40.07917
56,2018-08-03 08:00:00,101794.79,0.99,89447.08,5.95,,52.0,0.0,101433.72,15.86,TAYC1,3533,-120.83583,40.07917
57,2018-08-03 09:00:00,101794.79,0.44,89447.08,5.86,,58.0,0.0,101512.3,14.07,TAYC1,3533,-120.83583,40.07917
58,2018-08-03 10:00:00,101828.66,0.67,89476.84,6.27,,67.0,0.0,101625.68,12.28,TAYC1,3533,-120.83583,40.07917
59,2018-08-03 11:00:00,101828.66,0.7,89476.84,5.93,,69.0,0.0,101662.08,11.47,TAYC1,3533,-120.83583,40.07917
60,2018-08-03 12:00:00,101828.66,0.65,89476.84,5.72,,76.0,0.0,101738.24,9.79,TAYC1,3533,-120.83583,40.07917
61,2018-08-03 13:00:00,101828.66,0.93,89476.84,5.3,,80.0,0.0,101793.24,8.59,TAYC1,3533,-120.83583,40.07917
62,2018-08-03 14:00:00,101896.38,0.53,89536.35,4.74,,78.0,0.0,101869.72,8.4,TAYC1,3533,-120.83583,40.07917
63,2018-08-03 15:00:00,101930.25,1.23,89566.11,4.7,,84.0,0.0,101956.4,7.26,TAYC1,3533,-120.83583,40.07917
64,2018-08-03 16:00:00,101997.98,0.88,89625.62,4.94,,80.0,0.0,101979.6,8.22,TAYC1,3533,-120.83583,40.07917
65,2018-08-03 17:00:00,101964.11,1.09,89595.86,7.2,,79.0,0.0,101830.72,10.73,TAYC1,3533,-120.83583,40.07917
66,2018-08-03 18:00:00,101964.11,0.81,89595.86,6.64,,58.0,0.0,101644.93,14.89,TAYC1,3533,-120.83583,40.07917
67,2018-08-03 19:00:00,101930.25,1.38,89566.11,5.56,,42.0,0.0,101441.28,18.81,TAYC1,3533,-120.83583,40.07917
68,2018-08-03 20:00:00,101862.52,1.8,89506.6,5.04,,32.0,0.0,101213.76,22.61,TAYC1,3533,-120.83583,40.07917
69,2018-08-03 21:00:00,101828.66,2.41,89476.84,5.89,,28.0,0.0,101049.8,25.78,TAYC1,3533,-120.83583,40.07917
70,2018-08-03 22:00:00,101760.93,2.86,89417.33,3.0,28.01,18.0,0.0,100822.51,29.78,TAYC1,3533,-120.83583,40.07917
71,2018-08-03 23:00:00,101693.2,4.31,89357.81,2.68,29.29,16.0,0.0,100692.21,31.39,TAYC1,3533,-120.83583,40.07917
72,2018-08-04 00:00:00,101625.47,5.5,89298.3,-0.78,29.64,12.0,0.0,100601.52,32.0,TAYC1,3533,-120.83583,40.07917
73,2018-08-04 01:00:00,101625.47,5.56,89298.3,-1.73,29.76,11.0,0.0,100590.68,32.28,TAYC1,3533,-120.83583,40.07917
74,2018-08-04 02:00:00,101625.47,6.02,89298.3,0.74,29.17,14.0,0.0,100629.51,31.28,TAYC1,3533,-120.83583,40.07917
75,2018-08-04 03:00:00,101625.47,5.48,89298.3,1.68,28.29,16.0,0.0,100672.98,30.17,TAYC1,3533,-120.83583,40.07917
76,2018-08-04 04:00:00,101693.2,3.26,89357.81,2.95,26.7,20.0,0.0,100828.49,27.94,TAYC1,3533,-120.83583,40.07917
77,2018-08-04 05:00:00,101727.07,3.02,89387.58,1.84,,20.0,0.0,100915.55,26.61,TAYC1,3533,-120.83583,40.07917
78,2018-08-04 06:00:00,101794.79,2.37,89447.08,3.93,,30.0,0.0,101155.65,22.39,TAYC1,3533,-120.83583,40.07917
79,2018-08-04 07:00:00,101794.79,1.23,89447.08,5.54,,45.0,0.0,101354.47,17.69,TAYC1,3533,-120.83583,40.07917
80,2018-08-04 08:00:00,101794.79,0.57,89447.08,5.42,,50.0,0.0,101432.0,15.9,TAYC1,3533,-120.83583,40.07917
81,2018-08-04 09:00:00,101794.79,1.12,89447.08,5.56,,58.0,0.0,101526.46,13.75,TAYC1,3533,-120.83583,40.07917
82,2018-08-04 10:00:00,101794.79,0.59,89447.08,5.2,,59.0,0.0,101555.33,13.1,TAYC1,3533,-120.83583,40.07917
83,2018-08-04 11:00:00,101828.66,0.8,89476.84,5.85,,72.0,0.0,101694.6,10.75,TAYC1,3533,-120.83583,40.07917
84,2018-08-04 12:00:00,101794.79,0.61,89447.08,5.41,,73.0,0.0,101691.21,10.08,TAYC1,3533,-120.83583,40.07917
85,2018-08-04 13:00:00,101828.66,0.95,89476.84,4.54,,76.0,0.0,101793.74,8.58,TAYC1,3533,-120.83583,40.07917
86,2018-08-04 14:00:00,101828.66,0.63,89476.84,4.57,,79.0,0.0,101819.1,8.03,TAYC1,3533,-120.83583,40.07917
87,2018-08-04 15:00:00,101862.52,0.53,89506.6,4.67,,86.0,0.0,101906.36,6.88,TAYC1,3533,-120.83583,40.07917
88,2018-08-04 16:00:00,101862.52,0.56,89506.6,5.9,,81.0,0.0,101807.31,9.02,TAYC1,3533,-120.83583,40.07917
89,2018-08-04 17:00:00,101828.66,0.83,89476.84,6.52,,65.0,0.0,101593.07,13.01,TAYC1,3533,-120.83583,40.07917
90,2018-08-04 18:00:00,101760.93,1.3,89417.33,5.65,,47.0,0.0,101345.32,17.12,TAYC1,3533,-120.83583,40.07917
91,2018-08-04 19:00:00,101693.2,2.2,89357.81,5.85,,38.0,0.0,101123.61,20.74,TAYC1,3533,-120.83583,40.07917
92,2018-08-04 20:00:00,101591.61,2.95,89268.55,6.46,,32.0,0.0,100878.14,24.22,TAYC1,3533,-120.83583,40.07917
93,2018-08-04 21:00:00,101557.75,5.41,89238.79,5.25,27.06,23.0,0.0,100678.55,28.33,TAYC1,3533,-120.83583,40.07917
94,2018-08-04 22:00:00,101557.75,8.06,89238.79,1.01,26.91,17.0,0.0,100678.71,28.33,TAYC1,3533,-120.83583,40.07917
95,2018-08-04 23:00:00,101591.61,4.88,89268.55,0.23,26.94,16.0,0.0,100709.92,28.39,TAYC1,3533,-120.83583,40.07917
96,2018-08-05 00:00:00,101591.61,4.98,89268.55,0.24,26.63,17.0,0.0,100749.87,27.39,TAYC1,3533,-120.83583,40.07917
97,2018-08-05 01:00:00,101557.75,4.95,89238.79,-2.0,25.84,15.0,0.0,100743.26,26.72,TAYC1,3533,-120.83583,40.07917
98,2018-08-05 02:00:00,101523.88,5.46,89209.03,-2.23,,15.0,0.0,100720.95,26.44,TAYC1,3533,-120.83583,40.07917
99,2018-08-05 03:00:00,101557.75,5.15,89238.79,-2.5,,15.0,0.0,100767.89,26.11,TAYC1,3533,-120.83583,40.07917
100,2018-08-05 04:00:00,101557.75,3.38,89238.79,0.83,,21.0,0.0,100828.77,24.61,TAYC1,3533,-120.83583,40.07917
101,2018-08-05 05:00:00,101625.47,2.38,89298.3,2.63,,27.0,0.0,100978.31,22.61,TAYC1,3533,-120.83583,40.07917
102,2018-08-05 06:00:00,101659.34,1.83,89328.06,3.27,,35.0,0.0,101156.85,19.16,TAYC1,3533,-120.83583,40.07917
103,2018-08-05 07:00:00,101693.2,1.31,89357.81,4.14,,45.0,0.0,101319.51,16.16,TAYC1,3533,-120.83583,40.07917
104,2018-08-05 08:00:00,101727.07,1.35,89387.58,4.22,,51.0,0.0,101434.7,14.3,TAYC1,3533,-120.83583,40.07917
105,2018-08-05 09:00:00,101760.93,1.08,89417.33,4.3,,59.0,0.0,101564.0,12.15,TAYC1,3533,-120.83583,40.07917
106,2018-08-05 10:00:00,101760.93,0.56,89417.33,3.72,,63.0,0.0,101636.57,10.54,TAYC1,3533,-120.83583,40.07917
107,2018-08-05 11:00:00,101794.79,0.77,89447.08,3.68,,69.0,0.0,101734.66,9.13,TAYC1,3533,-120.83583,40.07917
108,2018-08-05 12:00:00,101828.66,0.77,89476.84,3.46,,72.0,0.0,101808.07,8.27,TAYC1,3533,-120.83583,40.07917
109,2018-08-05 13:00:00,101828.66,1.02,89476.84,3.2,,76.0,0.0,101857.64,7.2,TAYC1,3533,-120.83583,40.07917
110,2018-08-05 14:00:00,101828.66,0.7,89476.84,3.45,,81.0,0.0,101889.8,6.51,TAYC1,3533,-120.83583,40.07917
111,2018-08-05 15:00:00,101896.38,1.42,89536.35,2.98,,85.0,0.0,102013.02,5.33,TAYC1,3533,-120.83583,40.07917
112,2018-08-05 16:00:00,101964.11,0.39,89595.86,3.44,,79.0,0.0,102008.5,6.87,TAYC1,3533,-120.83583,40.07917
113,2018-08-05 17:00:00,101964.11,0.72,89595.86,5.31,,72.0,0.0,101855.81,10.18,TAYC1,3533,-120.83583,40.07917
114,2018-08-05 18:00:00,101896.38,1.35,89536.35,5.27,,55.0,0.0,101605.24,14.26,TAYC1,3533,-120.83583,40.07917
115,2018-08-05 19:00:00,101862.52,1.71,89506.6,4.49,,41.0,0.0,101408.19,18.01,TAYC1,3533,-120.83583,40.07917
116,2018-08-05 20:00:00,101794.79,1.88,89447.08,4.83,,34.0,0.0,101197.37,21.39,TAYC1,3533,-120.83583,40.07917
117,2018-08-05 21:00:00,101760.93,2.06,89417.33,5.53,,29.0,0.0,101023.36,24.78,TAYC1,3533,-120.83583,40.07917
118,2018-08-05 22:00:00,101727.07,2.95,89387.58,5.03,26.87,23.0,0.0,100857.2,28.06,TAYC1,3533,-120.83583,40.07917
119,2018-08-05 23:00:00,101659.34,5.84,89328.06,3.2,27.52,19.0,0.0,100748.34,29.11,TAYC1,3533,-120.83583,40.07917
120,2018-08-06 00:00:00,101727.07,6.29,89387.58,-0.14,26.62,16.0,0.0,100862.18,27.94,TAYC1,3533,-120.83583,40.07917
121,2018-08-06 01:00:00,101693.2,4.67,89357.81,1.81,26.34,19.0,0.0,100848.55,27.44,TAYC1,3533,-120.83583,40.07917
122,2018-08-06 02:00:00,101727.07,4.05,89387.58,3.41,26.55,21.0,0.0,100872.87,27.67,TAYC1,3533,-120.83583,40.07917
123,2018-08-06 03:00:00,101727.07,4.21,89387.58,2.8,,22.0,0.0,100933.31,26.17,TAYC1,3533,-120.83583,40.07917
124,2018-08-06 04:00:00,101794.79,1.56,89447.08,2.6,,25.0,0.0,101096.09,23.83,TAYC1,3533,-120.83583,40.07917
125,2018-08-06 05:00:00,101862.52,1.62,89506.6,2.77,,34.0,0.0,101363.32,19.06,TAYC1,3533,-120.83583,40.07917
126,2018-08-06 06:00:00,101930.25,0.94,89566.11,3.07,,41.0,0.0,101543.55,16.44,TAYC1,3533,-120.83583,40.07917
127,2018-08-06 07:00:00,101964.11,0.51,89595.86,3.86,,51.0,0.0,101688.32,13.91,TAYC1,3533,-120.83583,40.07917
128,2018-08-06 08:00:00,101997.98,0.83,89625.62,4.08,,60.0,0.0,101822.64,11.66,TAYC1,3533,-120.83583,40.07917
129,2018-08-06 09:00:00,102031.84,0.95,89655.38,3.49,,65.0,0.0,101939.98,9.82,TAYC1,3533,-120.83583,40.07917
130,2018-08-06 10:00:00,102031.84,0.09,89655.38,2.71,,65.0,0.0,101977.13,9.01,TAYC1,3533,-120.83583,40.07917
131,2018-08-06 11:00:00,102065.7,0.56,89685.13,2.93,,71.0,0.0,102061.29,7.92,TAYC1,3533,-120.83583,40.07917
132,2018-08-06 12:00:00,102065.7,0.81,89685.13,2.76,,76.0,0.0,102116.24,6.74,TAYC1,3533,-120.83583,40.07917
133,2018-08-06 13:00:00,102099.57,0.85,89714.89,2.09,,73.0,0.0,102154.83,6.64,TAYC1,3533,-120.83583,40.07917
134,2018-08-06 14:00:00,102167.3,1.05,89774.41,1.79,,82.0,0.0,102317.04,4.64,TAYC1,3533,-120.83583,40.07917
135,2018-08-06 15:00:00,102201.16,0.65,89804.16,1.38,,82.0,0.0,102370.98,4.22,TAYC1,3533,-120.83583,40.07917
136,2018-08-06 16:00:00,102235.02,0.81,89833.91,3.07,,80.0,0.0,102305.81,6.31,TAYC1,3533,-120.83583,40.07917
137,2018-08-06 17:00:00,102201.16,1.06,89804.16,5.02,,67.0,0.0,102056.67,10.97,TAYC1,3533,-120.83583,40.07917
138,2018-08-06 18:00:00,102201.16,1.29,89804.16,4.03,,47.0,0.0,101860.67,15.36,TAYC1,3533,-120.83583,40.07917
139,2018-08-06 19:00:00,102133.43,1.37,89744.64,3.31,,36.0,0.0,101645.71,18.76,TAYC1,3533,-120.83583,40.07917
140,2018-08-06 20:00:00,102065.7,1.94,89685.13,4.2,,31.0,0.0,101434.04,22.17,TAYC1,3533,-120.83583,40.07917
141,2018-08-06 21:00:00,101964.11,1.99,89595.86,4.83,,26.0,0.0,101184.26,25.78,TAYC1,3533,-120.83583,40.07917
142,2018-08-06 22:00:00,101862.52,2.25,89506.6,5.24,27.56,22.0,0.0,100951.61,29.06,TAYC1,3533,-120.83583,40.07917
143,2018-08-06 23:00:00,101794.79,3.64,89447.08,6.88,29.17,22.0,0.0,100807.9,31.0,TAYC1,3533,-120.83583,40.07917
144,2018-08-07 00:00:00,101760.93,3.28,89417.33,5.51,29.83,19.0,0.0,100739.68,31.89,TAYC1,3533,-120.83583,40.07917
145,2018-08-07 01:00:00,101727.07,2.88,89387.58,5.88,30.23,19.0,0.0,100689.05,32.33,TAYC1,3533,-120.83583,40.07917
146,2018-08-07 02:00:00,101693.2,2.78,89357.81,6.11,29.72,20.0,0.0,100679.21,31.72,TAYC1,3533,-120.83583,40.07917
147,2018-08-07 03:00:00,101693.2,4.04,89357.81,5.14,28.7,20.0,0.0,100724.61,30.56,TAYC1,3533,-120.83583,40.07917
148,2018-08-07 04:00:00,101760.93,1.08,89417.33,5.84,,27.0,0.0,100960.3,26.33,TAYC1,3533,-120.83583,40.07917
149,2018-08-07 05:00:00,101828.66,1.52,89476.84,5.33,,32.0,0.0,101166.4,22.94,TAYC1,3533,-120.83583,40.07917
150,2018-08-07 06:00:00,101862.52,1.0,89506.6,7.5,,45.0,0.0,101330.37,19.83,TAYC1,3533,-120.83583,40.07917
151,2018-08-07 07:00:00,101862.52,0.66,89506.6,7.96,,55.0,0.0,101445.96,17.13,TAYC1,3533,-120.83583,40.07917
152,2018-08-07 08:00:00,101896.38,0.63,89536.35,7.94,,61.0,0.0,101551.03,15.49,TAYC1,3533,-120.83583,40.07917
153,2018-08-07 09:00:00,101896.38,0.52,89536.35,7.69,,65.0,0.0,101606.45,14.23,TAYC1,3533,-120.83583,40.07917
154,2018-08-07 10:00:00,101896.38,0.38,89536.35,7.47,,71.0,0.0,101677.11,12.64,TAYC1,3533,-120.83583,40.07917
155,2018-08-07 11:00:00,101896.38,0.55,89536.35,7.28,,75.0,0.0,101723.32,11.61,TAYC1,3533,-120.83583,40.07917
156,2018-08-07 12:00:00,101862.52,0.44,89506.6,6.71,,78.0,0.0,101743.36,10.42,TAYC1,3533,-120.83583,40.07917
157,2018-08-07 13:00:00,101862.52,0.46,89506.6,6.82,,82.0,0.0,101772.49,9.78,TAYC1,3533,-120.83583,40.07917
158,2018-08-07 14:00:00,101930.25,1.35,89566.11,6.56,,89.0,0.0,101908.58,8.29,TAYC1,3533,-120.83583,40.07917
159,2018-08-07 15:00:00,101964.11,1.03,89595.86,6.11,,88.0,0.0,101955.86,8.0,TAYC1,3533,-120.83583,40.07917
160,2018-08-07 16:00:00,101964.11,0.5,89595.86,7.06,,87.0,0.0,101903.73,9.13,TAYC1,3533,-120.83583,40.07917
161,2018-08-07 17:00:00,101964.11,0.75,89595.86,7.93,,72.0,0.0,101733.05,12.9,TAYC1,3533,-120.83583,40.07917
162,2018-08-07 18:00:00,101896.38,1.56,89536.35,7.87,,55.0,0.0,101483.58,17.04,TAYC1,3533,-120.83583,40.07917
163,2018-08-07 19:00:00,101794.79,1.49,89447.08,7.94,,44.0,0.0,101227.06,20.68,TAYC1,3533,-120.83583,40.07917
164,2018-08-07 20:00:00,101693.2,1.87,89357.81,7.78,,34.0,0.0,100958.47,24.72,TAYC1,3533,-120.83583,40.07917
165,2018-08-07 21:00:00,101625.47,1.5,89298.3,7.02,27.16,26.0,0.0,100745.61,28.33,TAYC1,3533,-120.83583,40.07917
166,2018-08-07 22:00:00,101490.02,1.59,89179.28,7.54,29.89,22.0,0.0,100475.66,31.78,TAYC1,3533,-120.83583,40.07917
167,2018-08-07 23:00:00,101422.29,3.3,89119.77,7.68,32.4,19.0,0.0,100303.98,34.5,TAYC1,3533,-120.83583,40.07917
168,2018-08-08 00:00:00,101388.43,4.12,89090.01,6.81,33.14,17.0,0.0,100236.73,35.39,TAYC1,3533,-120.83583,40.07917
169,2018-08-08 01:00:00,101354.56,4.18,89060.25,6.67,32.96,17.0,0.0,100209.69,35.22,TAYC1,3533,-120.83583,40.07917
170,2018-08-08 02:00:00,101354.56,4.23,89060.25,6.67,32.96,17.0,0.0,100209.69,35.22,TAYC1,3533,-120.83583,40.07917
171,2018-08-08 03:00:00,101388.43,1.55,89090.01,6.72,32.08,18.0,0.0,100278.92,34.28,TAYC1,3533,-120.83583,40.07917
172,2018-08-08 04:00:00,101456.15,2.01,89149.52,10.33,28.5,30.0,0.0,100522.56,29.72,TAYC1,3533,-120.83583,40.07917
173,2018-08-08 05:00:00,101523.88,1.21,89209.03,10.57,,39.0,0.0,100756.03,25.56,TAYC1,3533,-120.83583,40.07917
174,2018-08-08 06:00:00,101591.61,1.18,89268.55,9.3,,41.0,0.0,100914.59,23.33,TAYC1,3533,-120.83583,40.07917
175,2018-08-08 07:00:00,101659.34,0.78,89328.06,8.49,,44.0,0.0,101067.15,21.28,TAYC1,3533,-120.83583,40.07917
176,2018-08-08 08:00:00,101659.34,0.54,89328.06,10.09,,57.0,0.0,101170.15,18.84,TAYC1,3533,-120.83583,40.07917
177,2018-08-08 09:00:00,101693.2,0.45,89357.81,9.65,,64.0,0.0,101303.18,16.53,TAYC1,3533,-120.83583,40.07917
178,2018-08-08 10:00:00,101693.2,0.91,89357.81,9.69,,71.0,0.0,101372.07,14.95,TAYC1,3533,-120.83583,40.07917
179,2018-08-08 11:00:00,101727.07,0.72,89387.58,9.68,,76.0,0.0,101452.97,13.88,TAYC1,3533,-120.83583,40.07917
180,2018-08-08 12:00:00,101760.93,0.35,89417.33,9.83,,85.0,0.0,101556.56,12.31,TAYC1,3533,-120.83583,40.07917
181,2018-08-08 13:00:00,101794.79,0.37,89447.08,9.56,,88.0,0.0,101626.73,11.5,TAYC1,3533,-120.83583,40.07917
182,2018-08-08 14:00:00,101828.66,0.51,89476.84,9.16,,92.0,0.0,101709.4,10.42,TAYC1,3533,-120.83583,40.07917
183,2018-08-08 15:00:00,101862.52,0.23,89506.6,8.66,,92.0,0.0,101766.46,9.91,TAYC1,3533,-120.83583,40.07917
184,2018-08-08 16:00:00,101930.25,0.58,89566.11,9.82,,92.0,0.0,101780.92,11.08,TAYC1,3533,-120.83583,40.07917
185,2018-08-08 17:00:00,101964.11,0.75,89595.86,10.85,,77.0,0.0,101645.14,14.88,TAYC1,3533,-120.83583,40.07917
186,2018-08-08 18:00:00,101930.25,1.55,89566.11,10.32,,57.0,0.0,101429.07,19.09,TAYC1,3533,-120.83583,40.07917
187,2018-08-08 19:00:00,101930.25,1.55,89566.11,10.04,,45.0,0.0,101280.81,22.61,TAYC1,3533,-120.83583,40.07917
188,2018-08-08 20:00:00,101862.52,1.49,89506.6,9.87,,36.0,0.0,101069.81,26.11,TAYC1,3533,-120.83583,40.07917
189,2018-08-08 21:00:00,101794.79,1.7,89447.08,9.3,27.91,29.0,0.0,100882.31,29.11,TAYC1,3533,-120.83583,40.07917
190,2018-08-08 22:00:00,101760.93,2.57,89417.33,8.61,30.44,23.0,0.0,100724.37,32.28,TAYC1,3533,-120.83583,40.07917
