,date_time,wind_cardinal_direction_set_1d,wind_gust_set_1,wind_direction_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
135,2018-08-06 15:00:00,E,3.15,83.7,1.37,13.17,MSGRB,7786,-122.1944,41.3456
136,2018-08-06 16:00:00,E,3.15,79.8,1.94,14.65,MSGRB,7786,-122.1944,41.3456
137,2018-08-06 17:00:00,E,3.15,96.2,1.63,16.19,MSGRB,7786,-122.1944,41.3456
138,2018-08-06 18:00:00,ESE,3.15,115.1,2.1,17.28,MSGRB,7786,-122.1944,41.3456
139,2018-08-06 19:00:00,SSE,3.15,167.6,1.32,18.74,MSGRB,7786,-122.1944,41.3456
140,2018-08-06 20:00:00,S,3.15,180.1,1.42,19.85,MSGRB,7786,-122.1944,41.3456
141,2018-08-06 21:00:00,S,3.15,181.9,1.68,20.68,MSGRB,7786,-122.1944,41.3456
142,2018-08-06 22:00:00,SW,3.15,224.5,2.26,20.61,MSGRB,7786,-122.1944,41.3456
143,2018-08-06 23:00:00,SW,6.31,231.8,3.21,20.11,MSGRB,7786,-122.1944,41.3456
144,2018-08-07 00:00:00,WSW,6.31,249.5,3.1,20.73,MSGRB,7786,-122.1944,41.3456
145,2018-08-07 01:00:00,W,6.31,260.8,2.74,23.33,MSGRB,7786,-122.1944,41.3456
146,2018-08-07 02:00:00,WNW,6.31,290.1,3.36,22.06,MSGRB,7786,-122.1944,41.3456
147,2018-08-07 03:00:00,WNW,6.31,297.5,4.0,19.71,MSGRB,7786,-122.1944,41.3456
148,2018-08-07 04:00:00,NW,6.31,314.5,2.74,17.55,MSGRB,7786,-122.1944,41.3456
149,2018-08-07 05:00:00,E,6.31,92.3,3.42,17.13,MSGRB,7786,-122.1944,41.3456
150,2018-08-07 06:00:00,ESE,6.31,112.1,4.89,16.47,MSGRB,7786,-122.1944,41.3456
151,2018-08-07 07:00:00,ESE,6.31,103.1,3.94,16.53,MSGRB,7786,-122.1944,41.3456
152,2018-08-07 08:00:00,E,9.47,86.7,5.89,16.78,MSGRB,7786,-122.1944,41.3456
153,2018-08-07 09:00:00,E,9.47,80.5,6.68,16.73,MSGRB,7786,-122.1944,41.3456
154,2018-08-07 10:00:00,E,9.47,82.2,8.15,16.43,MSGRB,7786,-122.1944,41.3456
155,2018-08-07 11:00:00,E,9.47,80.8,6.84,16.43,MSGRB,7786,-122.1944,41.3456
156,2018-08-07 12:00:00,ENE,6.31,75.6,4.79,17.86,MSGRB,7786,-122.1944,41.3456
157,2018-08-07 13:00:00,E,9.47,93.2,5.58,17.69,MSGRB,7786,-122.1944,41.3456
158,2018-08-07 14:00:00,E,9.47,98.1,7.0,17.62,MSGRB,7786,-122.1944,41.3456
159,2018-08-07 15:00:00,E,9.47,90.7,6.84,17.83,MSGRB,7786,-122.1944,41.3456
160,2018-08-07 16:00:00,E,9.47,92.4,7.0,18.52,MSGRB,7786,-122.1944,41.3456
161,2018-08-07 17:00:00,E,9.47,97.2,7.52,18.61,MSGRB,7786,-122.1944,41.3456
162,2018-08-07 18:00:00,ESE,9.47,104.6,6.05,20.19,MSGRB,7786,-122.1944,41.3456
163,2018-08-07 19:00:00,ESE,9.47,106.5,5.52,21.22,MSGRB,7786,-122.1944,41.3456
164,2018-08-07 20:00:00,ESE,6.31,112.8,4.58,21.67,MSGRB,7786,-122.1944,41.3456
165,2018-08-07 21:00:00,ESE,9.47,115.2,5.05,22.5,MSGRB,7786,-122.1944,41.3456
166,2018-08-07 22:00:00,SE,6.31,128.2,3.94,22.22,MSGRB,7786,-122.1944,41.3456
167,2018-08-07 23:00:00,SSE,6.31,159.8,2.58,23.61,MSGRB,7786,-122.1944,41.3456
168,2018-08-08 00:00:00,SSE,6.31,153.5,2.0,23.17,MSGRB,7786,-122.1944,41.3456
169,2018-08-08 01:00:00,SSW,3.15,207.5,1.58,23.78,MSGRB,7786,-122.1944,41.3456
170,2018-08-08 02:00:00,W,3.15,259.4,1.89,24.22,MSGRB,7786,-122.1944,41.3456
171,2018-08-08 03:00:00,W,6.31,264.6,2.21,22.44,MSGRB,7786,-122.1944,41.3456
172,2018-08-08 04:00:00,W,3.15,262.0,2.31,20.71,MSGRB,7786,-122.1944,41.3456
