,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,precip_accum_six_hour_set_1,air_temp_set_1,snow_accume_24_hour_set_1,precip_accum_12_hour_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,snow_depth_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
1,2018-08-01 01:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
2,2018-08-01 02:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
3,2018-08-01 03:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
4,2018-08-01 04:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
5,2018-08-01 05:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
6,2018-08-01 06:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
7,2018-08-01 07:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
8,2018-08-01 08:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
9,2018-08-01 09:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
10,2018-08-01 10:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
11,2018-08-01 11:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
12,2018-08-01 12:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
13,2018-08-01 13:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
14,2018-08-01 14:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
15,2018-08-01 15:00:00,9.44,33.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,COOPSERC1,4975,-120.37,39.58
16,2018-08-01 16:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
17,2018-08-01 17:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
18,2018-08-01 18:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
19,2018-08-01 19:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
20,2018-08-01 20:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
21,2018-08-01 21:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
22,2018-08-01 22:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
23,2018-08-01 23:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
24,2018-08-02 00:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
25,2018-08-02 01:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
26,2018-08-02 02:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
27,2018-08-02 03:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
28,2018-08-02 04:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
29,2018-08-02 05:00:00,,,0.0,0.0,,,0.0,0.0,0.0,,COOPSERC1,4975,-120.37,39.58
