,date_time,wind_speed_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,solar_radiation_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
422,2018-08-05 09:30:00,0.9,N,51.4,8.67,,4.0,45.0,0.0,21.11,TWSC1,139,-121.67111,39.45806
423,2018-08-05 09:45:00,1.79,N,59.45,9.83,,7.0,47.0,0.0,21.67,TWSC1,139,-121.67111,39.45806
424,2018-08-05 10:00:00,0.9,N,60.34,9.68,,6.0,45.0,0.0,22.22,TWSC1,139,-121.67111,39.45806
425,2018-08-05 10:15:00,1.79,N,19.22,8.69,,5.0,50.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
426,2018-08-05 10:30:00,0.9,N,19.22,9.28,,2.0,52.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
427,2018-08-05 10:45:00,0.9,N,21.91,9.28,,4.0,52.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
428,2018-08-05 11:00:00,1.79,N,25.03,8.49,,4.0,46.0,0.0,20.56,TWSC1,139,-121.67111,39.45806
429,2018-08-05 11:15:00,0.0,,48.72,8.48,,,51.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
430,2018-08-05 11:30:00,0.0,,10.28,10.63,,,61.0,0.0,18.33,TWSC1,139,-121.67111,39.45806
431,2018-08-05 11:45:00,0.9,N,63.02,11.98,,2.0,69.0,0.0,17.78,TWSC1,139,-121.67111,39.45806
432,2018-08-05 12:00:00,0.0,,62.13,10.66,,,59.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
433,2018-08-05 12:15:00,0.45,N,16.99,7.96,,2.0,51.0,0.0,18.33,TWSC1,139,-121.67111,39.45806
434,2018-08-05 12:30:00,0.0,,11.17,8.48,,,51.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
435,2018-08-05 12:45:00,0.9,N,26.82,8.18,,2.0,50.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
436,2018-08-05 13:00:00,0.0,,40.23,8.48,,,51.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
437,2018-08-05 13:15:00,0.45,N,13.41,9.08,,2.0,59.0,15.0,17.22,TWSC1,139,-121.67111,39.45806
438,2018-08-05 13:30:00,0.45,N,25.93,9.35,,1.0,58.0,8.0,17.78,TWSC1,139,-121.67111,39.45806
439,2018-08-05 13:45:00,0.0,,67.05,9.33,,,60.0,2.0,17.22,TWSC1,139,-121.67111,39.45806
440,2018-08-05 14:00:00,0.0,,,9.86,,,60.0,0.0,17.78,TWSC1,139,-121.67111,39.45806
441,2018-08-05 14:15:00,0.0,,,11.65,,,63.0,114.0,18.89,TWSC1,139,-121.67111,39.45806
442,2018-08-05 14:30:00,0.45,N,84.03,10.88,,1.0,62.0,76.0,18.33,TWSC1,139,-121.67111,39.45806
443,2018-08-05 14:45:00,0.0,,4.92,10.11,,,61.0,48.0,17.78,TWSC1,139,-121.67111,39.45806
444,2018-08-05 15:00:00,0.0,,,9.61,,,59.0,29.0,17.78,TWSC1,139,-121.67111,39.45806
445,2018-08-05 15:15:00,2.23,N,58.56,9.43,,8.0,49.0,359.0,20.56,TWSC1,139,-121.67111,39.45806
446,2018-08-05 15:30:00,1.34,N,65.26,9.43,,3.0,49.0,317.0,20.56,TWSC1,139,-121.67111,39.45806
447,2018-08-05 15:45:00,0.9,N,59.0,9.43,,2.0,49.0,230.0,20.56,TWSC1,139,-121.67111,39.45806
448,2018-08-05 16:00:00,0.0,,73.31,10.36,,,54.0,176.0,20.0,TWSC1,139,-121.67111,39.45806
449,2018-08-05 16:15:00,1.34,N,82.25,10.33,,8.0,47.0,519.0,22.22,TWSC1,139,-121.67111,39.45806
450,2018-08-05 16:30:00,1.79,N,55.43,9.83,,8.0,47.0,519.0,21.67,TWSC1,139,-121.67111,39.45806
451,2018-08-05 16:45:00,1.34,N,68.84,9.63,,8.0,48.0,487.0,21.11,TWSC1,139,-121.67111,39.45806
452,2018-08-05 17:00:00,2.68,N,71.52,9.31,,7.0,47.0,423.0,21.11,TWSC1,139,-121.67111,39.45806
453,2018-08-05 17:15:00,1.34,N,,11.87,,5.0,47.0,681.0,23.89,TWSC1,139,-121.67111,39.45806
454,2018-08-05 17:30:00,2.68,N,,11.35,,6.0,47.0,685.0,23.33,TWSC1,139,-121.67111,39.45806
455,2018-08-05 17:45:00,2.23,N,,11.78,,6.0,50.0,594.0,22.78,TWSC1,139,-121.67111,39.45806
456,2018-08-05 18:00:00,1.79,N,71.08,9.86,,5.0,44.0,584.0,22.78,TWSC1,139,-121.67111,39.45806
457,2018-08-05 18:15:00,2.23,N,,11.71,,6.0,45.0,628.0,24.44,TWSC1,139,-121.67111,39.45806
458,2018-08-05 18:30:00,2.68,N,,11.71,,6.0,45.0,612.0,24.44,TWSC1,139,-121.67111,39.45806
459,2018-08-05 18:45:00,1.34,N,,11.71,,7.0,45.0,585.0,24.44,TWSC1,139,-121.67111,39.45806
460,2018-08-05 19:00:00,2.23,N,,9.94,,6.0,40.0,677.0,24.44,TWSC1,139,-121.67111,39.45806
461,2018-08-05 19:15:00,1.34,N,94.77,11.82,,6.0,41.0,670.0,26.11,TWSC1,139,-121.67111,39.45806
462,2018-08-05 19:30:00,2.23,N,97.45,10.57,,6.0,39.0,640.0,25.56,TWSC1,139,-121.67111,39.45806
463,2018-08-05 19:45:00,2.68,N,100.13,11.69,,7.0,42.0,712.0,25.56,TWSC1,139,-121.67111,39.45806
464,2018-08-05 20:00:00,2.23,N,,13.92,,6.0,52.0,670.0,24.44,TWSC1,139,-121.67111,39.45806
465,2018-08-05 20:15:00,1.34,N,,12.57,27.41,6.0,39.0,635.0,27.78,TWSC1,139,-121.67111,39.45806
466,2018-08-05 20:30:00,2.23,N,98.79,11.67,26.92,5.0,38.0,389.0,27.22,TWSC1,139,-121.67111,39.45806
467,2018-08-05 20:45:00,1.79,N,,10.86,26.82,5.0,36.0,623.0,27.22,TWSC1,139,-121.67111,39.45806
468,2018-08-05 21:00:00,2.23,N,,11.18,26.38,6.0,38.0,701.0,26.67,TWSC1,139,-121.67111,39.45806
469,2018-08-05 21:15:00,4.02,N,,11.77,27.29,9.0,37.0,398.0,27.78,TWSC1,139,-121.67111,39.45806
470,2018-08-05 21:30:00,4.47,N,,12.45,27.03,10.0,40.0,360.0,27.22,TWSC1,139,-121.67111,39.45806
471,2018-08-05 21:45:00,3.13,N,,13.19,27.14,8.0,42.0,436.0,27.22,TWSC1,139,-121.67111,39.45806
472,2018-08-05 22:00:00,2.23,N,,11.42,27.62,8.0,35.0,401.0,28.33,TWSC1,139,-121.67111,39.45806
473,2018-08-05 22:15:00,1.79,N,,11.07,28.83,4.0,31.0,565.0,30.0,TWSC1,139,-121.67111,39.45806
474,2018-08-05 22:30:00,1.34,N,,11.92,28.1,4.0,35.0,457.0,28.89,TWSC1,139,-121.67111,39.45806
475,2018-08-05 22:45:00,1.79,N,,11.85,27.68,7.0,36.0,317.0,28.33,TWSC1,139,-121.67111,39.45806
476,2018-08-05 23:00:00,1.34,N,,12.26,27.75,8.0,37.0,462.0,28.33,TWSC1,139,-121.67111,39.45806
477,2018-08-05 23:15:00,1.79,N,,12.41,28.61,6.0,35.0,375.0,29.44,TWSC1,139,-121.67111,39.45806
478,2018-08-05 23:30:00,2.68,N,,10.09,28.25,6.0,30.0,471.0,29.44,TWSC1,139,-121.67111,39.45806
479,2018-08-05 23:45:00,1.79,N,,10.07,28.68,5.0,29.0,531.0,30.0,TWSC1,139,-121.67111,39.45806
480,2018-08-06 00:00:00,0.9,N,,11.07,28.83,5.0,31.0,569.0,30.0,TWSC1,139,-121.67111,39.45806
481,2018-08-06 00:15:00,1.34,N,,15.43,28.87,4.0,44.0,112.0,28.89,TWSC1,139,-121.67111,39.45806
482,2018-08-06 00:30:00,1.34,N,,13.17,28.33,4.0,38.0,131.0,28.89,TWSC1,139,-121.67111,39.45806
483,2018-08-06 00:45:00,0.9,N,,13.96,28.5,4.0,40.0,170.0,28.89,TWSC1,139,-121.67111,39.45806
484,2018-08-06 01:00:00,1.79,N,,15.57,29.38,6.0,43.0,247.0,29.44,TWSC1,139,-121.67111,39.45806
485,2018-08-06 01:15:00,0.9,N,,14.93,27.43,3.0,47.0,46.0,27.22,TWSC1,139,-121.67111,39.45806
486,2018-08-06 01:30:00,0.45,N,,15.44,27.97,2.0,47.0,55.0,27.78,TWSC1,139,-121.67111,39.45806
487,2018-08-06 01:45:00,0.45,N,,15.27,28.36,3.0,45.0,68.0,28.33,TWSC1,139,-121.67111,39.45806
488,2018-08-06 02:00:00,0.9,N,,15.27,28.36,3.0,45.0,89.0,28.33,TWSC1,139,-121.67111,39.45806
489,2018-08-06 02:15:00,0.9,N,,16.07,,4.0,54.0,3.0,26.11,TWSC1,139,-121.67111,39.45806
490,2018-08-06 02:30:00,1.79,N,,15.77,,4.0,53.0,10.0,26.11,TWSC1,139,-121.67111,39.45806
491,2018-08-06 02:45:00,0.9,N,,16.88,27.39,3.0,55.0,20.0,26.67,TWSC1,139,-121.67111,39.45806
492,2018-08-06 03:00:00,0.45,N,,17.44,27.5,3.0,57.0,33.0,26.67,TWSC1,139,-121.67111,39.45806
493,2018-08-06 03:15:00,0.9,N,,16.41,,4.0,61.0,0.0,24.44,TWSC1,139,-121.67111,39.45806
494,2018-08-06 03:30:00,1.34,N,,15.62,,3.0,58.0,0.0,24.44,TWSC1,139,-121.67111,39.45806
495,2018-08-06 03:45:00,0.45,N,,18.9,,3.0,69.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
496,2018-08-06 04:00:00,0.45,N,,16.67,,2.0,58.0,0.0,25.56,TWSC1,139,-121.67111,39.45806
497,2018-08-06 04:15:00,0.9,N,4.92,15.37,,3.0,59.0,0.0,23.89,TWSC1,139,-121.67111,39.45806
498,2018-08-06 04:30:00,0.0,,,13.92,,,52.0,0.0,24.44,TWSC1,139,-121.67111,39.45806
499,2018-08-06 04:45:00,0.45,N,,14.56,,5.0,56.0,1.0,23.89,TWSC1,139,-121.67111,39.45806
500,2018-08-06 05:00:00,0.0,,0.0,15.35,,,57.0,0.0,24.44,TWSC1,139,-121.67111,39.45806
501,2018-08-06 05:15:00,0.0,,,11.87,,,47.0,0.0,23.89,TWSC1,139,-121.67111,39.45806
502,2018-08-06 05:30:00,0.45,N,17.43,11.67,,2.0,48.0,0.0,23.33,TWSC1,139,-121.67111,39.45806
503,2018-08-06 05:45:00,1.34,N,,15.63,,3.0,60.0,0.0,23.89,TWSC1,139,-121.67111,39.45806
504,2018-08-06 06:00:00,0.45,N,,15.37,,3.0,59.0,0.0,23.89,TWSC1,139,-121.67111,39.45806
505,2018-08-06 06:15:00,0.0,,0.0,12.43,,,54.0,0.0,22.22,TWSC1,139,-121.67111,39.45806
506,2018-08-06 06:30:00,0.45,N,24.59,12.96,,2.0,54.0,0.0,22.78,TWSC1,139,-121.67111,39.45806
507,2018-08-06 06:45:00,0.45,N,,12.29,,2.0,50.0,0.0,23.33,TWSC1,139,-121.67111,39.45806
508,2018-08-06 07:00:00,0.45,N,,12.19,,2.0,48.0,0.0,23.89,TWSC1,139,-121.67111,39.45806
509,2018-08-06 07:15:00,0.45,N,52.3,14.42,,2.0,68.0,0.0,20.56,TWSC1,139,-121.67111,39.45806
510,2018-08-06 07:30:00,0.45,N,16.54,13.28,,1.0,59.0,0.0,21.67,TWSC1,139,-121.67111,39.45806
511,2018-08-06 07:45:00,0.0,,,13.26,,,57.0,0.0,22.22,TWSC1,139,-121.67111,39.45806
512,2018-08-06 08:00:00,0.45,N,,13.26,,2.0,57.0,0.0,22.22,TWSC1,139,-121.67111,39.45806
513,2018-08-06 08:15:00,0.9,N,64.81,14.33,,2.0,70.0,0.0,20.0,TWSC1,139,-121.67111,39.45806
514,2018-08-06 08:30:00,0.9,N,93.87,12.2,,2.0,55.0,0.0,21.67,TWSC1,139,-121.67111,39.45806
515,2018-08-06 08:45:00,0.0,,,12.2,,,55.0,0.0,21.67,TWSC1,139,-121.67111,39.45806
516,2018-08-06 09:00:00,0.45,N,25.93,12.15,,2.0,53.0,0.0,22.22,TWSC1,139,-121.67111,39.45806
517,2018-08-06 09:15:00,0.0,,53.64,14.66,,,74.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
518,2018-08-06 09:30:00,0.45,N,66.16,14.66,,1.0,74.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
519,2018-08-06 09:45:00,0.0,,,14.99,,,73.0,0.0,20.0,TWSC1,139,-121.67111,39.45806
520,2018-08-06 10:00:00,0.45,N,71.97,14.23,,3.0,72.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
521,2018-08-06 10:15:00,0.45,N,,15.68,,1.0,79.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
522,2018-08-06 10:30:00,0.0,,,14.4,,,78.0,1.0,18.33,TWSC1,139,-121.67111,39.45806
523,2018-08-06 10:45:00,0.9,N,32.18,15.28,,2.0,77.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
524,2018-08-06 11:00:00,0.0,,40.23,15.62,,,76.0,1.0,20.0,TWSC1,139,-121.67111,39.45806
525,2018-08-06 11:15:00,0.0,,53.64,15.07,,,76.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
526,2018-08-06 11:30:00,0.0,,,14.99,,,73.0,1.0,20.0,TWSC1,139,-121.67111,39.45806
527,2018-08-06 11:45:00,0.9,N,,15.54,,2.0,81.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
528,2018-08-06 12:00:00,0.0,,99.24,15.28,,,77.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
529,2018-08-06 12:15:00,0.9,N,92.98,14.6,,3.0,79.0,0.0,18.33,TWSC1,139,-121.67111,39.45806
530,2018-08-06 12:30:00,0.45,N,95.66,15.34,,3.0,80.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
531,2018-08-06 12:45:00,0.9,N,94.77,16.46,,4.0,83.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
532,2018-08-06 13:00:00,0.0,,,14.99,,,81.0,0.0,18.33,TWSC1,139,-121.67111,39.45806
533,2018-08-06 13:15:00,0.45,N,53.64,13.26,,3.0,70.0,29.0,18.89,TWSC1,139,-121.67111,39.45806
534,2018-08-06 13:30:00,0.9,N,,13.35,,5.0,68.0,15.0,19.44,TWSC1,139,-121.67111,39.45806
535,2018-08-06 13:45:00,2.68,N,,11.68,,7.0,61.0,3.0,19.44,TWSC1,139,-121.67111,39.45806
536,2018-08-06 14:00:00,1.79,N,,14.33,,4.0,75.0,1.0,18.89,TWSC1,139,-121.67111,39.45806
537,2018-08-06 14:15:00,0.45,N,23.69,13.79,,4.0,75.0,149.0,18.33,TWSC1,139,-121.67111,39.45806
538,2018-08-06 14:30:00,0.45,N,32.18,13.71,,2.0,80.0,106.0,17.22,TWSC1,139,-121.67111,39.45806
539,2018-08-06 14:45:00,0.45,N,33.97,13.37,,3.0,81.0,77.0,16.67,TWSC1,139,-121.67111,39.45806
540,2018-08-06 15:00:00,1.34,N,34.86,13.37,,3.0,81.0,49.0,16.67,TWSC1,139,-121.67111,39.45806
541,2018-08-06 15:15:00,1.34,N,56.77,12.74,,4.0,61.0,329.0,20.56,TWSC1,139,-121.67111,39.45806
542,2018-08-06 15:30:00,1.79,N,50.96,12.95,,4.0,64.0,255.0,20.0,TWSC1,139,-121.67111,39.45806
543,2018-08-06 15:45:00,1.34,N,52.3,12.89,,3.0,66.0,228.0,19.44,TWSC1,139,-121.67111,39.45806
544,2018-08-06 16:00:00,0.45,N,71.97,13.04,,1.0,69.0,192.0,18.89,TWSC1,139,-121.67111,39.45806
545,2018-08-06 16:15:00,2.68,N,61.69,11.48,,6.0,49.0,434.0,22.78,TWSC1,139,-121.67111,39.45806
546,2018-08-06 16:30:00,1.79,N,55.87,11.78,,4.0,50.0,430.0,22.78,TWSC1,139,-121.67111,39.45806
547,2018-08-06 16:45:00,1.79,N,66.16,12.72,,5.0,55.0,402.0,22.22,TWSC1,139,-121.67111,39.45806
548,2018-08-06 17:00:00,1.34,N,51.85,12.75,,4.0,57.0,362.0,21.67,TWSC1,139,-121.67111,39.45806
549,2018-08-06 17:15:00,1.34,N,,15.07,,5.0,56.0,597.0,24.44,TWSC1,139,-121.67111,39.45806
550,2018-08-06 17:30:00,2.23,N,84.93,12.69,,5.0,48.0,548.0,24.44,TWSC1,139,-121.67111,39.45806
551,2018-08-06 17:45:00,2.23,N,84.48,13.01,,6.0,49.0,537.0,24.44,TWSC1,139,-121.67111,39.45806
552,2018-08-06 18:00:00,1.79,N,67.94,11.67,,6.0,48.0,484.0,23.33,TWSC1,139,-121.67111,39.45806
553,2018-08-06 18:15:00,0.9,N,,15.69,27.17,5.0,51.0,649.0,26.67,TWSC1,139,-121.67111,39.45806
554,2018-08-06 18:30:00,1.79,N,,14.04,,6.0,49.0,647.0,25.56,TWSC1,139,-121.67111,39.45806
555,2018-08-06 18:45:00,2.23,N,,14.74,,7.0,53.0,628.0,25.0,TWSC1,139,-121.67111,39.45806
556,2018-08-06 19:00:00,1.34,N,,14.79,,6.0,55.0,601.0,24.44,TWSC1,139,-121.67111,39.45806
557,2018-08-06 19:15:00,2.23,N,,11.27,26.87,6.0,37.0,719.0,27.22,TWSC1,139,-121.67111,39.45806
558,2018-08-06 19:30:00,2.23,N,,11.57,26.41,6.0,39.0,705.0,26.67,TWSC1,139,-121.67111,39.45806
559,2018-08-06 19:45:00,2.68,N,,12.69,26.49,6.0,42.0,674.0,26.67,TWSC1,139,-121.67111,39.45806
560,2018-08-06 20:00:00,1.79,N,,10.67,,5.0,38.0,664.0,26.11,TWSC1,139,-121.67111,39.45806
561,2018-08-06 20:15:00,0.9,N,,12.84,28.69,5.0,36.0,716.0,29.44,TWSC1,139,-121.67111,39.45806
562,2018-08-06 20:30:00,1.34,N,56.77,9.59,28.19,6.0,29.0,707.0,29.44,TWSC1,139,-121.67111,39.45806
563,2018-08-06 20:45:00,0.45,N,59.45,11.05,28.38,3.0,32.0,727.0,29.44,TWSC1,139,-121.67111,39.45806
564,2018-08-06 21:00:00,0.0,,95.66,11.92,28.1,,35.0,722.0,28.89,TWSC1,139,-121.67111,39.45806
565,2018-08-06 21:15:00,3.13,N,,9.55,28.62,7.0,28.0,692.0,30.0,TWSC1,139,-121.67111,39.45806
566,2018-08-06 21:30:00,2.68,N,,9.55,28.62,6.0,28.0,707.0,30.0,TWSC1,139,-121.67111,39.45806
567,2018-08-06 21:45:00,1.79,N,,10.58,28.31,6.0,31.0,711.0,29.44,TWSC1,139,-121.67111,39.45806
568,2018-08-06 22:00:00,2.23,N,,9.11,27.73,7.0,29.0,706.0,28.89,TWSC1,139,-121.67111,39.45806
569,2018-08-06 22:15:00,1.79,N,,8.84,29.44,6.0,25.0,581.0,31.11,TWSC1,139,-121.67111,39.45806
570,2018-08-06 22:30:00,1.79,N,,8.84,29.44,6.0,25.0,608.0,31.11,TWSC1,139,-121.67111,39.45806
571,2018-08-06 22:45:00,2.68,N,,11.56,29.37,7.0,31.0,646.0,30.56,TWSC1,139,-121.67111,39.45806
572,2018-08-06 23:00:00,3.13,N,,9.55,28.62,7.0,28.0,666.0,30.0,TWSC1,139,-121.67111,39.45806
573,2018-08-06 23:15:00,1.34,N,,12.52,31.07,5.0,30.0,454.0,32.22,TWSC1,139,-121.67111,39.45806
574,2018-08-06 23:30:00,2.23,N,58.11,10.46,30.15,6.0,27.0,491.0,31.67,TWSC1,139,-121.67111,39.45806
575,2018-08-06 23:45:00,2.23,N,52.3,10.46,30.15,7.0,27.0,523.0,31.67,TWSC1,139,-121.67111,39.45806
576,2018-08-07 00:00:00,1.79,N,,9.9,30.07,5.0,26.0,557.0,31.67,TWSC1,139,-121.67111,39.45806
577,2018-08-07 00:15:00,1.34,N,54.09,12.52,31.07,3.0,30.0,284.0,32.22,TWSC1,139,-121.67111,39.45806
578,2018-08-07 00:30:00,0.45,N,76.44,10.85,31.24,3.0,26.0,195.0,32.78,TWSC1,139,-121.67111,39.45806
579,2018-08-07 00:45:00,0.9,N,,11.42,31.35,3.0,27.0,364.0,32.78,TWSC1,139,-121.67111,39.45806
580,2018-08-07 01:00:00,0.9,N,,10.93,30.73,5.0,27.0,402.0,32.22,TWSC1,139,-121.67111,39.45806
581,2018-08-07 01:15:00,2.68,N,58.11,15.56,30.91,6.0,39.0,117.0,31.11,TWSC1,139,-121.67111,39.45806
582,2018-08-07 01:30:00,2.23,N,58.11,15.16,30.77,7.0,38.0,126.0,31.11,TWSC1,139,-121.67111,39.45806
583,2018-08-07 01:45:00,2.68,N,50.51,15.25,31.34,6.0,37.0,204.0,31.67,TWSC1,139,-121.67111,39.45806
584,2018-08-07 02:00:00,2.68,N,57.22,14.43,31.6,6.0,34.0,249.0,32.22,TWSC1,139,-121.67111,39.45806
585,2018-08-07 02:15:00,2.23,N,54.98,15.07,28.77,7.0,43.0,5.0,28.89,TWSC1,139,-121.67111,39.45806
586,2018-08-07 02:30:00,1.79,N,51.4,15.21,29.27,6.0,42.0,17.0,29.44,TWSC1,139,-121.67111,39.45806
587,2018-08-07 02:45:00,2.23,N,55.87,15.34,29.81,6.0,41.0,34.0,30.0,TWSC1,139,-121.67111,39.45806
588,2018-08-07 03:00:00,1.79,N,54.09,16.22,30.63,6.0,42.0,65.0,30.56,TWSC1,139,-121.67111,39.45806
589,2018-08-07 03:15:00,1.79,N,33.53,16.0,27.22,5.0,52.0,0.0,26.67,TWSC1,139,-121.67111,39.45806
590,2018-08-07 03:30:00,2.23,N,33.97,16.2,27.7,6.0,51.0,0.0,27.22,TWSC1,139,-121.67111,39.45806
591,2018-08-07 03:45:00,2.23,N,44.7,15.44,27.97,5.0,47.0,0.0,27.78,TWSC1,139,-121.67111,39.45806
592,2018-08-07 04:00:00,1.79,N,54.09,16.12,29.07,7.0,46.0,2.0,28.89,TWSC1,139,-121.67111,39.45806
593,2018-08-07 04:15:00,1.79,N,14.75,13.58,,5.0,46.0,0.0,26.11,TWSC1,139,-121.67111,39.45806
594,2018-08-07 04:30:00,1.79,N,17.88,13.75,26.57,5.0,45.0,0.0,26.67,TWSC1,139,-121.67111,39.45806
595,2018-08-07 04:45:00,1.34,N,23.69,14.42,26.62,4.0,47.0,0.0,26.67,TWSC1,139,-121.67111,39.45806
596,2018-08-07 05:00:00,1.79,N,31.29,15.38,27.12,5.0,50.0,0.0,26.67,TWSC1,139,-121.67111,39.45806
597,2018-08-07 05:15:00,1.79,N,13.86,13.07,,4.0,46.0,0.0,25.56,TWSC1,139,-121.67111,39.45806
598,2018-08-07 05:30:00,2.23,N,20.11,12.74,,5.0,45.0,0.0,25.56,TWSC1,139,-121.67111,39.45806
599,2018-08-07 05:45:00,0.9,N,18.77,12.74,,4.0,45.0,0.0,25.56,TWSC1,139,-121.67111,39.45806
600,2018-08-07 06:00:00,0.9,N,11.62,13.24,,5.0,45.0,0.0,26.11,TWSC1,139,-121.67111,39.45806
601,2018-08-07 06:15:00,0.9,N,22.8,13.53,,3.0,49.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
602,2018-08-07 06:30:00,1.79,N,16.54,13.53,,6.0,49.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
603,2018-08-07 06:45:00,0.9,N,5.81,13.4,,7.0,47.0,0.0,25.56,TWSC1,139,-121.67111,39.45806
604,2018-08-07 07:00:00,1.34,N,19.67,13.4,,5.0,47.0,0.0,25.56,TWSC1,139,-121.67111,39.45806
605,2018-08-07 07:15:00,2.23,N,16.54,12.89,,5.0,47.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
606,2018-08-07 07:30:00,1.79,N,23.69,13.21,,7.0,48.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
607,2018-08-07 07:45:00,1.79,N,25.48,13.53,,5.0,49.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
608,2018-08-07 08:00:00,1.34,N,26.38,13.53,,5.0,49.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
609,2018-08-07 08:15:00,0.9,N,58.11,12.96,,2.0,54.0,1.0,22.78,TWSC1,139,-121.67111,39.45806
610,2018-08-07 08:30:00,1.34,N,28.61,12.69,,5.0,48.0,0.0,24.44,TWSC1,139,-121.67111,39.45806
611,2018-08-07 08:45:00,1.34,N,18.77,12.89,,5.0,47.0,1.0,25.0,TWSC1,139,-121.67111,39.45806
612,2018-08-07 09:00:00,1.34,N,16.99,12.89,,9.0,47.0,0.0,25.0,TWSC1,139,-121.67111,39.45806
613,2018-08-07 09:15:00,1.79,N,,15.17,,4.0,69.0,0.0,21.11,TWSC1,139,-121.67111,39.45806
614,2018-08-07 09:30:00,0.0,,,14.71,,,67.0,0.0,21.11,TWSC1,139,-121.67111,39.45806
615,2018-08-07 09:45:00,0.0,,90.3,13.76,,,63.0,0.0,21.11,TWSC1,139,-121.67111,39.45806
616,2018-08-07 10:00:00,0.9,N,76.44,14.05,,3.0,60.0,0.0,22.22,TWSC1,139,-121.67111,39.45806
617,2018-08-07 10:15:00,2.23,N,,14.65,,5.0,69.0,0.0,20.56,TWSC1,139,-121.67111,39.45806
618,2018-08-07 10:30:00,0.0,,,15.74,,,74.0,0.0,20.56,TWSC1,139,-121.67111,39.45806
619,2018-08-07 10:45:00,0.0,,53.64,16.06,,,73.0,0.0,21.11,TWSC1,139,-121.67111,39.45806
620,2018-08-07 11:00:00,1.79,N,,16.48,,5.0,75.0,0.0,21.11,TWSC1,139,-121.67111,39.45806
621,2018-08-07 11:15:00,1.79,N,35.76,12.21,,5.0,61.0,0.0,20.0,TWSC1,139,-121.67111,39.45806
622,2018-08-07 11:30:00,1.79,N,26.82,13.7,,5.0,72.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
623,2018-08-07 11:45:00,1.79,N,27.27,14.23,,4.0,72.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
624,2018-08-07 12:00:00,0.0,,31.74,13.57,,,69.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
625,2018-08-07 12:15:00,1.79,N,33.53,11.93,,5.0,62.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
626,2018-08-07 12:30:00,1.79,N,33.97,12.82,,4.0,68.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
627,2018-08-07 12:45:00,1.79,N,42.02,11.65,,5.0,63.0,0.0,18.89,TWSC1,139,-121.67111,39.45806
628,2018-08-07 13:00:00,1.79,N,43.8,11.96,,4.0,60.0,0.0,20.0,TWSC1,139,-121.67111,39.45806
629,2018-08-07 13:15:00,1.34,N,34.42,10.65,,4.0,57.0,30.0,19.44,TWSC1,139,-121.67111,39.45806
630,2018-08-07 13:30:00,0.9,N,34.86,10.92,,3.0,58.0,15.0,19.44,TWSC1,139,-121.67111,39.45806
631,2018-08-07 13:45:00,0.9,N,31.74,10.92,,4.0,58.0,5.0,19.44,TWSC1,139,-121.67111,39.45806
632,2018-08-07 14:00:00,1.34,N,39.33,11.43,,4.0,60.0,0.0,19.44,TWSC1,139,-121.67111,39.45806
633,2018-08-07 14:15:00,0.9,N,42.47,11.7,,4.0,57.0,152.0,20.56,TWSC1,139,-121.67111,39.45806
634,2018-08-07 14:30:00,1.79,N,40.23,11.18,,4.0,57.0,116.0,20.0,TWSC1,139,-121.67111,39.45806
635,2018-08-07 14:45:00,0.9,N,42.02,11.17,,3.0,59.0,83.0,19.44,TWSC1,139,-121.67111,39.45806
636,2018-08-07 15:00:00,0.9,N,41.12,10.39,,3.0,56.0,55.0,19.44,TWSC1,139,-121.67111,39.45806
637,2018-08-07 15:15:00,1.79,N,54.98,10.14,,7.0,48.0,318.0,21.67,TWSC1,139,-121.67111,39.45806
