,date_time,air_temp_low_24_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,precip_accum_six_hour_set_1,precip_accum_12_hour_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
1,2018-08-01 01:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
2,2018-08-01 02:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
3,2018-08-01 03:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
4,2018-08-01 04:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
5,2018-08-01 05:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
6,2018-08-01 06:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
7,2018-08-01 07:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
8,2018-08-01 08:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
9,2018-08-01 09:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
10,2018-08-01 10:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
11,2018-08-01 11:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
12,2018-08-01 12:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
13,2018-08-01 13:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
14,2018-08-01 14:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
15,2018-08-01 15:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
16,2018-08-01 16:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
17,2018-08-01 17:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
18,2018-08-01 18:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
19,2018-08-01 19:00:00,,,0.0,0.0,0.0,0.0,0.0,COOPBLU,5280,-120.71,39.28
